,task,earliest_start,start,end,product_index,activity_id,product_id
0,0,159,159,265,0,0,42
1,1,276,276,304,0,1,42
2,2,245,245,304,0,2,42
3,3,276,276,313,0,3,42
4,4,276,276,313,0,4,42
5,5,276,276,313,0,5,42
6,6,245,245,313,0,6,42
7,7,277,277,313,0,7,42
8,8,277,277,313,0,8,42
9,9,288,288,322,0,9,42
10,10,288,288,322,0,10,42
11,11,288,288,324,0,11,42
12,12,288,288,324,0,12,42
13,13,288,288,413,0,13,42
14,14,169,169,331,1,0,12
15,15,323,323,353,1,1,12
16,16,308,308,353,1,2,12
17,17,323,323,376,1,3,12
18,18,323,323,376,1,4,12
19,19,376,376,469,1,5,12
20,20,357,357,469,2,0,19
21,21,451,451,492,2,1,19
22,22,452,452,502,2,2,19
23,23,451,451,516,2,3,19
24,24,451,451,516,2,4,19
25,25,516,516,609,2,5,19
26,26,407,407,519,3,0,18
27,27,504,504,519,3,1,18
28,28,494,494,519,3,2,18
29,29,504,504,523,3,3,18
30,30,504,504,523,3,4,18
31,31,509,509,527,3,5,18
32,32,509,509,527,3,6,18
33,33,514,514,531,3,7,18
34,34,514,514,531,3,8,18
35,35,523,523,620,3,9,18
36,36,224,224,346,4,0,37
37,37,251,251,291,4,1,37
38,38,251,251,319,4,2,37
39,39,341,341,364,4,3,37
40,40,251,251,364,4,4,37
41,41,353,353,370,4,5,37
42,42,320,320,370,4,6,37
43,43,341,341,377,4,7,37
44,44,343,343,377,4,8,37
45,45,355,355,380,4,9,37
46,46,376,376,397,4,10,37
47,47,355,355,388,4,11,37
48,48,353,353,389,4,12,37
49,49,355,355,389,4,13,37
50,50,377,377,478,4,14,37
51,51,331,331,407,5,0,31
52,52,423,423,452,5,1,31
53,53,383,383,452,5,2,31
54,54,423,423,476,5,3,31
55,55,426,426,476,5,4,31
56,56,476,476,569,5,5,31
57,57,0,0,169,6,0,32
58,58,62,62,87,6,1,32
59,59,62,62,157,6,2,32
60,60,157,157,172,6,3,32
61,61,62,62,172,6,4,32
62,62,163,163,174,6,5,32
63,63,147,147,174,6,6,32
64,64,158,158,183,6,7,32
65,65,158,158,183,6,8,32
66,66,163,163,185,6,9,32
67,67,171,171,189,6,10,32
68,68,163,163,188,6,11,32
69,69,182,182,277,6,12,32
70,70,0,0,159,7,0,25
71,71,90,90,114,7,1,25
72,72,114,114,158,7,2,25
73,73,114,114,158,7,3,25
74,74,114,114,160,7,4,25
75,75,90,90,160,7,5,25
76,76,148,148,187,7,6,25
77,77,148,148,187,7,7,25
78,78,135,135,272,7,8,25
79,79,102,102,224,8,0,37
80,80,129,129,169,8,1,37
81,81,129,129,197,8,2,37
82,82,219,219,242,8,3,37
83,83,129,129,242,8,4,37
84,84,231,231,248,8,5,37
85,85,198,198,248,8,6,37
86,86,219,219,255,8,7,37
87,87,221,221,255,8,8,37
88,88,233,233,258,8,9,37
89,89,245,245,266,8,10,37
90,90,233,233,266,8,11,37
91,91,231,231,267,8,12,37
92,92,233,233,267,8,13,37
93,93,255,255,356,8,14,37
94,94,0,0,102,9,0,2
95,95,117,117,148,9,1,2
96,96,119,119,148,9,2,2
97,97,117,117,158,9,3,2
98,98,71,71,158,9,4,2
99,99,132,132,160,9,5,2
100,100,132,132,160,9,6,2
101,101,145,145,171,9,7,2
102,102,145,145,171,9,8,2
103,103,148,148,264,9,9,2
