,task,earliest_start,start,end,product_index,activity_id,product_id
0,0,119,119,299,0,0,30
1,1,194,194,235,0,1,30
2,2,194,194,275,0,2,30
3,3,288,288,311,0,3,30
4,4,194,194,311,0,4,30
5,5,288,288,324,0,5,30
6,6,304,304,335,0,6,30
7,7,289,289,335,0,7,30
8,8,304,304,344,0,8,30
9,9,274,274,344,0,9,30
10,10,304,304,351,0,10,30
11,11,304,304,363,0,11,30
12,12,274,274,363,0,12,30
13,13,313,313,367,0,13,30
14,14,324,324,367,0,14,30
15,15,324,324,456,0,15,30
16,16,299,299,416,1,0,15
17,17,344,344,400,1,1,15
18,18,344,344,405,1,2,15
19,19,380,380,432,1,3,15
20,20,344,344,432,1,4,15
21,21,380,380,444,1,5,15
22,22,416,416,449,1,6,15
23,23,415,415,449,1,7,15
24,24,416,416,455,1,8,15
25,25,398,398,455,1,9,15
26,26,412,412,474,1,10,15
27,27,381,381,474,1,11,15
28,28,413,413,567,1,12,15
29,29,204,204,363,2,0,25
30,30,294,294,318,2,1,25
31,31,324,324,368,2,2,25
32,32,318,318,362,2,3,25
33,33,318,318,364,2,4,25
34,34,294,294,364,2,5,25
35,35,348,348,387,2,6,25
36,36,348,348,387,2,7,25
37,37,339,339,476,2,8,25
38,38,0,0,98,3,0,26
39,39,0,0,81,3,1,26
40,40,90,90,118,3,2,26
41,41,81,81,118,3,3,26
42,42,90,90,127,3,4,26
43,43,81,81,127,3,5,26
44,44,90,90,138,3,6,26
45,45,90,90,144,3,7,26
46,46,124,124,144,3,8,26
47,47,90,90,144,3,9,26
48,48,90,90,144,3,10,26
49,49,138,138,233,3,11,26
50,50,98,98,204,4,0,42
51,51,215,215,243,4,1,42
52,52,184,184,243,4,2,42
53,53,215,215,252,4,3,42
54,54,215,215,252,4,4,42
55,55,215,215,252,4,5,42
56,56,184,184,252,4,6,42
57,57,216,216,252,4,7,42
58,58,216,216,252,4,8,42
59,59,227,227,261,4,9,42
60,60,227,227,261,4,10,42
61,61,227,227,263,4,11,42
62,62,227,227,263,4,12,42
63,63,227,227,352,4,13,42
64,64,0,0,119,5,0,11
65,65,134,134,160,5,1,11
66,66,134,134,160,5,2,11
67,67,100,100,160,5,3,11
68,68,100,100,160,5,4,11
69,69,144,144,198,5,5,11
70,70,138,138,192,5,6,11
71,71,134,134,188,5,7,11
72,72,144,144,198,5,8,11
73,73,188,188,281,5,9,11
74,74,188,188,281,5,10,11
75,75,187,187,374,6,0,23
76,76,271,271,286,6,1,23
77,77,271,271,356,6,2,23
78,78,369,369,388,6,3,23
79,79,377,377,388,6,4,23
80,80,346,346,388,6,5,23
81,81,271,271,388,6,6,23
82,82,369,369,397,6,7,23
83,83,370,370,397,6,8,23
84,84,377,377,400,6,9,23
85,85,387,387,406,6,10,23
86,86,378,378,405,6,11,23
87,87,397,397,494,6,12,23
88,88,0,0,91,7,0,35
89,89,0,0,66,7,1,35
90,90,95,95,125,7,2,35
91,91,66,66,125,7,3,35
92,92,95,95,150,7,4,35
93,93,97,97,150,7,5,35
94,94,150,150,239,7,6,35
95,95,416,416,544,8,0,43
96,96,468,468,485,8,1,43
97,97,468,468,529,8,2,43
98,98,502,502,541,8,3,43
99,99,468,468,541,8,4,43
100,100,539,539,544,8,5,43
101,101,515,515,549,8,6,43
102,102,537,537,561,8,7,43
103,103,468,468,561,8,8,43
104,104,515,515,562,8,9,43
105,105,502,502,562,8,10,43
106,106,502,502,572,8,11,43
107,107,539,539,572,8,12,43
108,108,523,523,661,8,13,43
109,109,0,0,187,9,0,23
110,110,84,84,99,9,1,23
111,111,84,84,169,9,2,23
112,112,182,182,201,9,3,23
113,113,190,190,201,9,4,23
114,114,159,159,201,9,5,23
115,115,84,84,201,9,6,23
116,116,182,182,210,9,7,23
117,117,183,183,210,9,8,23
118,118,190,190,213,9,9,23
119,119,199,199,218,9,10,23
120,120,191,191,218,9,11,23
121,121,210,210,307,9,12,23
