,task,earliest_start,start,end,product_index,activity_id,product_id
0,0,823,823,935,0,0,18
1,1,920,920,935,0,1,18
2,2,910,910,935,0,2,18
3,3,920,920,939,0,3,18
4,4,920,920,939,0,4,18
5,5,925,925,943,0,5,18
6,6,925,925,943,0,6,18
7,7,930,930,947,0,7,18
8,8,930,930,947,0,8,18
9,9,939,939,1036,0,9,18
10,10,162,162,320,1,0,29
11,11,313,313,341,1,1,29
12,12,313,313,341,1,2,29
13,13,313,313,343,1,3,29
14,14,298,298,343,1,4,29
15,15,328,328,356,1,5,29
16,16,328,328,356,1,6,29
17,17,341,341,449,1,7,29
18,18,0,0,61,2,0,20
19,19,82,82,99,2,1,20
20,20,48,48,99,2,2,20
21,21,82,82,104,2,3,20
22,22,84,84,104,2,4,20
23,23,92,92,111,2,5,20
24,24,92,92,111,2,6,20
25,25,104,104,200,2,7,20
26,26,0,0,76,3,0,31
27,27,92,92,121,3,1,31
28,28,52,52,121,3,2,31
29,29,92,92,145,3,3,31
30,30,95,95,145,3,4,31
31,31,145,145,238,3,5,31
32,32,320,320,500,4,0,30
33,33,395,395,436,4,1,30
34,34,395,395,476,4,2,30
35,35,489,489,512,4,3,30
36,36,395,395,512,4,4,30
37,37,492,492,528,4,5,30
38,38,505,505,536,4,6,30
39,39,490,490,536,4,7,30
40,40,505,505,545,4,8,30
41,41,475,475,545,4,9,30
42,42,505,505,552,4,10,30
43,43,505,505,564,4,11,30
44,44,475,475,564,4,12,30
45,45,515,515,569,4,13,30
46,46,525,525,568,4,14,30
47,47,525,525,657,4,15,30
48,48,361,361,542,5,0,7
49,49,419,419,483,5,1,7
50,50,422,422,534,5,2,7
51,51,537,537,555,5,3,7
52,52,419,419,555,5,4,7
53,53,545,545,563,5,5,7
54,54,518,518,559,5,6,7
55,55,537,537,571,5,7,7
56,56,538,538,571,5,8,7
57,57,541,541,575,5,9,7
58,58,542,542,575,5,10,7
59,59,571,571,668,5,11,7
60,60,0,0,117,6,0,1
61,61,45,45,101,6,1,1
62,62,45,45,106,6,2,1
63,63,81,81,133,6,3,1
64,64,45,45,133,6,4,1
65,65,81,81,145,6,5,1
66,66,117,117,150,6,6,1
67,67,116,116,150,6,7,1
68,68,117,117,156,6,8,1
69,69,99,99,156,6,9,1
70,70,113,113,175,6,10,1
71,71,82,82,175,6,11,1
72,72,114,114,268,6,12,1
73,73,61,61,173,7,0,19
74,74,155,155,196,7,1,19
75,75,146,146,196,7,2,19
76,76,155,155,220,7,3,19
77,77,155,155,220,7,4,19
78,78,220,220,313,7,5,19
79,79,238,238,320,8,0,24
80,80,313,313,329,8,1,24
81,81,297,297,329,8,2,24
82,82,313,313,355,8,3,24
83,83,313,313,355,8,4,24
84,84,355,355,448,8,5,24
85,85,320,320,442,9,0,21
86,86,350,350,378,9,1,21
87,87,350,350,422,9,2,21
88,88,449,449,472,9,3,21
89,89,416,416,472,9,4,21
90,90,444,444,478,9,5,21
91,91,350,350,478,9,6,21
92,92,444,444,492,9,7,21
93,93,446,446,492,9,8,21
94,94,450,450,498,9,9,21
95,95,463,463,497,9,10,21
96,96,451,451,497,9,11,21
97,97,475,475,515,9,12,21
98,98,463,463,508,9,13,21
99,99,492,492,597,9,14,21
100,100,117,117,215,10,0,26
101,101,117,117,198,10,1,26
102,102,207,207,235,10,2,26
103,103,198,198,235,10,3,26
104,104,207,207,244,10,4,26
105,105,198,198,244,10,5,26
106,106,207,207,255,10,6,26
107,107,212,212,266,10,7,26
108,108,246,246,266,10,8,26
109,109,207,207,261,10,9,26
110,110,212,212,266,10,10,26
111,111,255,255,350,10,11,26
112,112,76,76,238,11,0,12
113,113,230,230,260,11,1,12
114,114,215,215,260,11,2,12
115,115,230,230,283,11,3,12
116,116,230,230,283,11,4,12
117,117,283,283,376,11,5,12
118,118,162,162,324,12,0,16
119,119,309,309,320,12,1,16
120,120,294,294,320,12,2,16
121,121,309,309,351,12,3,16
122,122,309,309,351,12,4,16
123,123,351,351,440,12,5,16
124,124,542,542,654,13,0,6
125,125,655,655,678,13,1,6
126,126,636,636,678,13,2,6
127,127,655,655,681,13,3,6
128,128,656,656,681,13,4,6
129,129,667,667,691,13,5,6
130,130,667,667,691,13,6,6
131,131,681,681,784,13,7,6
132,132,0,0,162,14,0,16
133,133,147,147,158,14,1,16
134,134,132,132,158,14,2,16
135,135,147,147,189,14,3,16
136,136,147,147,189,14,4,16
137,137,189,189,278,14,5,16
138,138,654,654,823,15,0,32
139,139,716,716,741,15,1,32
140,140,716,716,811,15,2,32
141,141,811,811,826,15,3,32
142,142,716,716,826,15,4,32
143,143,817,817,828,15,5,32
144,144,801,801,828,15,6,32
145,145,811,811,836,15,7,32
146,146,811,811,836,15,8,32
147,147,817,817,839,15,9,32
148,148,824,824,842,15,10,32
149,149,817,817,842,15,11,32
150,150,836,836,931,15,12,32
151,151,238,238,361,16,0,13
152,152,265,265,305,16,1,13
153,153,265,265,333,16,2,13
154,154,355,355,378,16,3,13
155,155,265,265,378,16,4,13
156,156,368,368,386,16,5,13
157,157,346,346,386,16,6,13
158,158,355,355,391,16,7,13
159,159,357,357,391,16,8,13
160,160,369,369,394,16,9,13
161,161,383,383,402,16,10,13
162,162,369,369,402,16,11,13
163,163,368,368,405,16,12,13
164,164,370,370,405,16,13,13
165,165,391,391,494,16,14,13
166,166,455,455,580,17,0,38
167,167,496,496,550,17,1,38
168,168,571,571,572,17,2,38
169,169,572,572,599,17,3,38
170,170,571,571,599,17,4,38
171,171,550,550,602,17,5,38
172,172,496,496,602,17,6,38
173,173,552,552,614,17,7,38
174,174,550,550,612,17,8,38
175,175,569,569,631,17,9,38
176,176,568,568,630,17,10,38
177,177,569,569,705,17,11,38
178,178,621,621,714,17,12,38
179,179,0,0,162,18,0,27
180,180,139,139,189,18,1,27
181,181,154,154,212,18,2,27
182,182,154,154,212,18,3,27
183,183,158,158,227,18,4,27
184,184,139,139,223,18,5,27
185,185,189,189,246,18,6,27
186,186,189,189,246,18,7,27
187,187,212,212,339,18,8,27
188,188,300,300,417,19,0,1
189,189,345,345,401,19,1,1
190,190,345,345,406,19,2,1
191,191,381,381,433,19,3,1
192,192,345,345,433,19,4,1
193,193,391,391,455,19,5,1
194,194,417,417,450,19,6,1
195,195,416,416,450,19,7,1
196,196,417,417,456,19,8,1
197,197,399,399,456,19,9,1
198,198,413,413,475,19,10,1
199,199,382,382,475,19,11,1
200,200,414,414,568,19,12,1
