,task,earliest_start,start,end,product_index,activity_id,product_id
0,0,472,472,538,0,0,8
1,1,536,536,557,0,1,8
2,2,526,526,557,0,2,8
3,3,536,536,567,0,3,8
4,4,536,536,567,0,4,8
5,5,547,547,578,0,5,8
6,6,547,547,578,0,6,8
7,7,567,567,671,0,7,8
8,8,491,491,597,1,0,0
9,9,608,608,636,1,1,0
10,10,577,577,636,1,2,0
11,11,608,608,645,1,3,0
12,12,608,608,645,1,4,0
13,13,608,608,645,1,5,0
14,14,577,577,645,1,6,0
15,15,609,609,645,1,7,0
16,16,609,609,645,1,8,0
17,17,620,620,654,1,9,0
18,18,620,620,654,1,10,0
19,19,620,620,656,1,11,0
20,20,620,620,656,1,12,0
21,21,620,620,745,1,13,0
22,22,689,689,780,2,0,35
23,23,689,689,755,2,1,35
24,24,784,784,814,2,2,35
25,25,755,755,814,2,3,35
26,26,784,784,839,2,4,35
27,27,786,786,839,2,5,35
28,28,839,839,928,2,6,35
29,29,370,370,472,3,0,2
30,30,487,487,518,3,1,2
31,31,489,489,518,3,2,2
32,32,487,487,528,3,3,2
33,33,441,441,528,3,4,2
34,34,502,502,530,3,5,2
35,35,502,502,530,3,6,2
36,36,515,515,541,3,7,2
37,37,515,515,541,3,8,2
38,38,518,518,634,3,9,2
39,39,538,538,660,4,0,37
40,40,565,565,605,4,1,37
41,41,565,565,633,4,2,37
42,42,655,655,678,4,3,37
43,43,565,565,678,4,4,37
44,44,667,667,684,4,5,37
45,45,634,634,684,4,6,37
46,46,655,655,691,4,7,37
47,47,657,657,691,4,8,37
48,48,669,669,694,4,9,37
49,49,691,691,712,4,10,37
50,50,669,669,702,4,11,37
51,51,667,667,703,4,12,37
52,52,669,669,703,4,13,37
53,53,691,691,792,4,14,37
54,54,566,566,689,5,0,13
55,55,593,593,633,5,1,13
56,56,593,593,661,5,2,13
57,57,683,683,706,5,3,13
58,58,593,593,706,5,4,13
59,59,696,696,714,5,5,13
60,60,674,674,714,5,6,13
61,61,683,683,719,5,7,13
62,62,685,685,719,5,8,13
63,63,703,703,728,5,9,13
64,64,712,712,731,5,10,13
65,65,702,702,735,5,11,13
66,66,696,696,733,5,12,13
67,67,698,698,733,5,13,13
68,68,719,719,822,5,14,13
69,69,660,660,762,6,0,36
70,70,788,788,846,6,1,36
71,71,791,791,846,6,2,36
72,72,788,788,852,6,3,36
73,73,731,731,852,6,4,36
74,74,821,821,876,6,5,36
75,75,821,821,876,6,6,36
76,76,846,846,965,6,7,36
77,77,205,205,363,7,0,29
78,78,356,356,384,7,1,29
79,79,356,356,384,7,2,29
80,80,356,356,386,7,3,29
81,81,341,341,386,7,4,29
82,82,371,371,399,7,5,29
83,83,371,371,399,7,6,29
84,84,384,384,492,7,7,29
85,85,0,0,125,8,0,10
86,86,54,54,112,8,1,10
87,87,54,54,115,8,2,10
88,88,128,128,146,8,3,10
89,89,107,107,146,8,4,10
90,90,92,92,147,8,5,10
91,91,93,93,147,8,6,10
92,92,128,128,156,8,7,10
93,93,128,128,161,8,8,10
94,94,107,107,161,8,9,10
95,95,128,128,170,8,10,10
96,96,92,92,173,8,11,10
97,97,54,54,173,8,12,10
98,98,138,138,178,8,13,10
99,99,129,129,178,8,14,10
100,100,123,123,271,8,15,10
101,101,199,199,370,9,0,39
102,102,371,371,407,9,1,39
103,103,346,346,407,9,2,39
104,104,371,371,415,9,3,39
105,105,371,371,415,9,4,39
106,106,389,389,433,9,5,39
107,107,389,389,433,9,6,39
108,108,415,415,522,9,7,39
109,109,162,162,331,10,0,32
110,110,224,224,249,10,1,32
111,111,224,224,319,10,2,32
112,112,319,319,334,10,3,32
113,113,224,224,334,10,4,32
114,114,325,325,336,10,5,32
115,115,309,309,336,10,6,32
