,task,earliest_start,start,end,product_index,activity_id,product_id
0,0,727,727,852,0,0,34
1,1,759,759,791,0,1,34
2,2,759,759,822,0,2,34
3,3,844,844,870,0,3,34
4,4,759,759,870,0,4,34
5,5,859,859,878,0,5,34
6,6,835,835,878,0,6,34
7,7,844,844,882,0,7,34
8,8,846,846,882,0,8,34
9,9,860,860,886,0,9,34
10,10,875,875,893,0,10,34
11,11,860,860,893,0,11,34
12,12,859,859,897,0,12,34
13,13,861,861,897,0,13,34
14,14,882,882,986,0,14,34
15,15,852,852,975,1,0,13
16,16,879,879,919,1,1,13
17,17,879,879,947,1,2,13
18,18,969,969,992,1,3,13
19,19,879,879,992,1,4,13
20,20,982,982,1000,1,5,13
21,21,960,960,1000,1,6,13
22,22,969,969,1005,1,7,13
23,23,971,971,1005,1,8,13
24,24,983,983,1008,1,9,13
25,25,997,997,1016,1,10,13
26,26,983,983,1016,1,11,13
27,27,982,982,1019,1,12,13
28,28,984,984,1019,1,13,13
29,29,1005,1005,1108,1,14,13
30,30,603,603,699,2,0,17
31,31,693,693,705,2,1,17
32,32,684,684,705,2,2,17
33,33,703,703,732,2,3,17
34,34,703,703,732,2,4,17
35,35,722,722,811,2,5,17
36,36,1030,1030,1152,3,0,21
37,37,1060,1060,1088,3,1,21
38,38,1060,1060,1132,3,2,21
39,39,1159,1159,1182,3,3,21
40,40,1126,1126,1182,3,4,21
41,41,1154,1154,1188,3,5,21
42,42,1060,1060,1188,3,6,21
43,43,1154,1154,1202,3,7,21
44,44,1156,1156,1202,3,8,21
45,45,1159,1159,1207,3,9,21
46,46,1173,1173,1207,3,10,21
47,47,1161,1161,1207,3,11,21
48,48,1178,1178,1218,3,12,21
49,49,1173,1173,1218,3,13,21
50,50,1202,1202,1307,3,14,21
51,51,1338,1338,1463,4,0,38
52,52,1379,1379,1433,4,1,38
53,53,1453,1453,1454,4,2,38
54,54,1454,1454,1481,4,3,38
55,55,1451,1451,1479,4,4,38
56,56,1433,1433,1485,4,5,38
57,57,1379,1379,1485,4,6,38
58,58,1433,1433,1495,4,7,38
59,59,1433,1433,1495,4,8,38
60,60,1450,1450,1512,4,9,38
61,61,1442,1442,1504,4,10,38
62,62,1452,1452,1588,4,11,38
63,63,1504,1504,1597,4,12,38
64,64,1268,1268,1437,5,0,32
65,65,1330,1330,1355,5,1,32
66,66,1330,1330,1425,5,2,32
67,67,1425,1425,1440,5,3,32
68,68,1330,1330,1440,5,4,32
69,69,1431,1431,1442,5,5,32
70,70,1415,1415,1442,5,6,32
71,71,1425,1425,1450,5,7,32
72,72,1425,1425,1450,5,8,32
73,73,1431,1431,1453,5,9,32
74,74,1438,1438,1456,5,10,32
75,75,1431,1431,1456,5,11,32
76,76,1450,1450,1545,5,12,32
77,77,29,29,191,6,0,16
78,78,176,176,187,6,1,16
