,task,earliest_start,start,end,product_index,activity_id,product_id
0,0,0,0,82,0,0,24
1,1,75,75,91,0,1,24
2,2,59,59,91,0,2,24
3,3,75,75,117,0,3,24
4,4,75,75,117,0,4,24
5,5,117,117,210,0,5,24
6,6,322,322,450,1,0,43
7,7,374,374,391,1,1,43
8,8,374,374,435,1,2,43
9,9,408,408,447,1,3,43
10,10,374,374,447,1,4,43
11,11,446,446,451,1,5,43
12,12,427,427,461,1,6,43
13,13,443,443,467,1,7,43
14,14,374,374,467,1,8,43
15,15,430,430,477,1,9,43
16,16,418,418,478,1,10,43
17,17,418,418,488,1,11,43
18,18,445,445,478,1,12,43
19,19,429,429,567,1,13,43
20,20,274,274,397,2,0,13
21,21,301,301,341,2,1,13
22,22,301,301,369,2,2,13
23,23,391,391,414,2,3,13
24,24,301,301,414,2,4,13
25,25,404,404,422,2,5,13
26,26,382,382,422,2,6,13
27,27,391,391,427,2,7,13
28,28,393,393,427,2,8,13
29,29,405,405,430,2,9,13
30,30,427,427,446,2,10,13
31,31,405,405,438,2,11,13
32,32,414,414,451,2,12,13
33,33,406,406,441,2,13,13
34,34,427,427,530,2,14,13
35,35,158,158,320,3,0,27
36,36,297,297,347,3,1,27
37,37,312,312,370,3,2,27
38,38,312,312,370,3,3,27
39,39,312,312,381,3,4,27
40,40,297,297,381,3,5,27
41,41,357,357,414,3,6,27
42,42,347,347,404,3,7,27
43,43,370,370,497,3,8,27
44,44,243,243,360,4,0,1
45,45,288,288,344,4,1,1
46,46,288,288,349,4,2,1
47,47,324,324,376,4,3,1
48,48,288,288,376,4,4,1
49,49,324,324,388,4,5,1
50,50,370,370,403,4,6,1
51,51,359,359,393,4,7,1
52,52,360,360,399,4,8,1
53,53,342,342,399,4,9,1
54,54,356,356,418,4,10,1
55,55,325,325,418,4,11,1
56,56,357,357,511,4,12,1
57,57,167,167,260,5,0,33
58,58,281,281,318,5,1,33
59,59,235,235,318,5,2,33
60,60,286,286,357,5,3,33
61,61,283,283,352,5,4,33
62,62,352,352,441,5,5,33
63,63,85,85,235,6,0,14
64,64,127,127,151,6,1,14
65,65,127,127,185,6,2,14
66,66,226,226,263,6,3,14
67,67,215,215,286,6,4,14
68,68,226,226,300,6,5,14
69,69,215,215,299,6,6,14
70,70,185,185,294,6,7,14
71,71,127,127,294,6,8,14
72,72,185,185,310,6,9,14
73,73,185,185,310,6,10,14
74,74,195,195,321,6,11,14
75,75,195,195,321,6,12,14
76,76,216,216,365,6,13,14
77,77,277,277,414,6,14,14
78,78,0,0,158,7,0,28
79,79,72,72,132,7,1,28
80,80,150,150,171,7,2,28
81,81,72,72,171,7,3,28
82,82,150,150,182,7,4,28
83,83,168,168,190,7,5,28
84,84,152,152,190,7,6,28
85,85,168,168,203,7,7,28
86,86,135,135,203,7,8,28
87,87,176,176,215,7,9,28
88,88,182,182,215,7,10,28
89,89,182,182,304,7,11,28
90,90,0,0,76,8,0,31
91,91,92,92,121,8,1,31
92,92,52,52,121,8,2,31
93,93,92,92,145,8,3,31
94,94,95,95,145,8,4,31
95,95,145,145,238,8,5,31
96,96,76,76,167,9,0,35
97,97,76,76,142,9,1,35
98,98,171,171,201,9,2,35
99,99,142,142,201,9,3,35
100,100,171,171,226,9,4,35
101,101,173,173,226,9,5,35
102,102,226,226,315,9,6,35
