instance_folder,instance_id,method,time_limit_pi,time_limit_cp_stnu,obj,obj_pi,feasibility,feasibility_pi,rel_regret,real_durations,start_times,time_offline,time_online
j10,2,STNU,60,60,inf,inf,False,False,0.0,"[0, 2, 10, 6, 1, 10, 7, 1, 10, 6, 6, 0]",,0.04604291915893555,0.0
j10,2,STNU,60,60,inf,inf,False,False,0.0,"[0, 4, 9, 7, 1, 8, 10, 1, 8, 7, 6, 0]",,0.04604291915893555,0.0
j10,2,STNU,60,60,inf,inf,False,False,0.0,"[0, 3, 8, 12, 1, 8, 6, 1, 11, 6, 8, 0]",,0.04604291915893555,0.0
j10,2,STNU,60,60,inf,inf,False,False,0.0,"[0, 2, 6, 12, 1, 11, 11, 2, 8, 6, 11, 0]",,0.04604291915893555,0.0
j10,2,STNU,60,60,inf,inf,False,False,0.0,"[0, 2, 8, 6, 1, 11, 6, 2, 11, 5, 7, 0]",,0.04604291915893555,0.0
j10,2,STNU,60,60,inf,inf,False,False,0.0,"[0, 5, 7, 7, 1, 11, 10, 1, 9, 5, 9, 0]",,0.04604291915893555,0.0
j10,3,STNU,60,60,inf,34.0,False,True,100.0,"[0, 1, 4, 2, 8, 7, 2, 2, 2, 11, 6, 0]",,0.3784801959991455,0.0
j10,3,STNU,60,60,inf,34.0,False,True,100.0,"[0, 1, 5, 2, 11, 3, 3, 2, 6, 8, 6, 0]",,0.3784801959991455,0.0
j10,3,STNU,60,60,inf,34.0,False,True,100.0,"[0, 1, 8, 3, 6, 6, 2, 3, 4, 10, 6, 0]",,0.3784801959991455,0.0
j10,3,STNU,60,60,inf,37.0,False,True,100.0,"[0, 1, 4, 3, 6, 7, 3, 6, 4, 6, 6, 0]",,0.3784801959991455,0.0
j10,3,STNU,60,60,inf,33.0,False,True,100.0,"[0, 1, 4, 1, 10, 5, 2, 2, 6, 9, 3, 0]",,0.3784801959991455,0.0
j10,3,STNU,60,60,inf,36.0,False,True,100.0,"[0, 1, 5, 3, 10, 7, 3, 5, 5, 9, 6, 0]",,0.3784801959991455,0.0
j10,3,STNU,60,60,inf,37.0,False,True,100.0,"[0, 1, 6, 3, 9, 7, 3, 6, 6, 6, 6, 0]",,0.3784801959991455,0.0
j10,3,STNU,60,60,inf,35.0,False,True,100.0,"[0, 1, 7, 1, 9, 4, 1, 4, 4, 8, 3, 0]",,0.3784801959991455,0.0
j10,3,STNU,60,60,inf,39.0,False,True,100.0,"[0, 1, 6, 3, 7, 7, 1, 6, 6, 12, 4, 0]",,0.3784801959991455,0.0
j10,3,STNU,60,60,inf,34.0,False,True,100.0,"[0, 1, 7, 2, 10, 4, 3, 3, 2, 6, 5, 0]",,0.3784801959991455,0.0
j10,4,STNU,60,60,inf,37.0,False,True,100.0,"[0, 9, 2, 2, 3, 5, 1, 5, 4, 6, 8, 0]",,0.3686096668243408,0.0
j10,4,STNU,60,60,inf,37.0,False,True,100.0,"[0, 8, 2, 4, 1, 9, 1, 5, 3, 6, 4, 0]",,0.3686096668243408,0.0
j10,4,STNU,60,60,inf,38.0,False,True,100.0,"[0, 9, 1, 3, 2, 9, 1, 3, 5, 11, 6, 0]",,0.3686096668243408,0.0
j10,4,STNU,60,60,inf,41.0,False,True,100.0,"[0, 9, 2, 5, 3, 9, 1, 6, 3, 9, 6, 0]",,0.3686096668243408,0.0
j10,4,STNU,60,60,inf,39.0,False,True,100.0,"[0, 9, 2, 5, 1, 7, 1, 5, 3, 11, 6, 0]",,0.3686096668243408,0.0
j10,4,STNU,60,60,inf,36.0,False,True,100.0,"[0, 6, 2, 4, 1, 6, 1, 6, 4, 9, 7, 0]",,0.3686096668243408,0.0
j10,4,STNU,60,60,inf,32.0,False,True,100.0,"[0, 6, 1, 2, 3, 9, 1, 2, 5, 10, 7, 0]",,0.3686096668243408,0.0
j10,4,STNU,60,60,inf,37.0,False,True,100.0,"[0, 9, 2, 5, 1, 9, 1, 4, 5, 10, 5, 0]",,0.3686096668243408,0.0
j10,4,STNU,60,60,inf,34.0,False,True,100.0,"[0, 7, 2, 3, 2, 6, 1, 2, 7, 10, 6, 0]",,0.3686096668243408,0.0
j10,4,STNU,60,60,inf,34.0,False,True,100.0,"[0, 7, 2, 3, 1, 5, 1, 2, 6, 8, 8, 0]",,0.3686096668243408,0.0
j10,5,STNU,60,60,inf,33.0,False,True,100.0,"[0, 7, 9, 2, 2, 1, 9, 3, 2, 2, 10, 0]",,0.37813305854797363,0.0
j10,5,STNU,60,60,inf,31.0,False,True,100.0,"[0, 8, 9, 2, 2, 2, 9, 7, 1, 4, 7, 0]",,0.37813305854797363,0.0
j10,5,STNU,60,60,inf,30.0,False,True,100.0,"[0, 9, 6, 2, 1, 2, 7, 5, 1, 4, 9, 0]",,0.37813305854797363,0.0
j10,5,STNU,60,60,inf,28.0,False,True,100.0,"[0, 8, 8, 1, 1, 2, 7, 3, 1, 3, 7, 0]",,0.37813305854797363,0.0
j10,5,STNU,60,60,inf,29.0,False,True,100.0,"[0, 11, 6, 1, 3, 1, 5, 7, 2, 5, 9, 0]",,0.37813305854797363,0.0
j10,5,STNU,60,60,inf,29.0,False,True,100.0,"[0, 9, 6, 1, 2, 1, 7, 3, 1, 3, 10, 0]",,0.37813305854797363,0.0
j10,5,STNU,60,60,inf,30.0,False,True,100.0,"[0, 8, 9, 1, 2, 1, 7, 4, 1, 4, 11, 0]",,0.37813305854797363,0.0
j10,5,STNU,60,60,inf,29.0,False,True,100.0,"[0, 6, 11, 2, 2, 2, 7, 3, 1, 2, 6, 0]",,0.37813305854797363,0.0
j10,5,STNU,60,60,inf,31.0,False,True,100.0,"[0, 6, 8, 1, 1, 2, 9, 4, 1, 3, 8, 0]",,0.37813305854797363,0.0
j10,5,STNU,60,60,inf,30.0,False,True,100.0,"[0, 10, 7, 2, 2, 2, 6, 5, 1, 2, 7, 0]",,0.37813305854797363,0.0
j10,6,STNU,60,60,inf,inf,False,False,0.0,"[0, 1, 4, 3, 4, 8, 6, 2, 1, 11, 6, 0]",,0.04658818244934082,0.0
j10,6,STNU,60,60,inf,inf,False,False,0.0,"[0, 1, 3, 3, 3, 10, 6, 5, 1, 8, 7, 0]",,0.04658818244934082,0.0
j10,6,STNU,60,60,inf,inf,False,False,0.0,"[0, 2, 4, 2, 5, 10, 6, 2, 1, 11, 7, 0]",,0.04658818244934082,0.0
j10,6,STNU,60,60,inf,inf,False,False,0.0,"[0, 1, 4, 2, 5, 12, 9, 2, 1, 6, 7, 0]",,0.04658818244934082,0.0
j10,6,STNU,60,60,inf,inf,False,False,0.0,"[0, 2, 6, 5, 6, 9, 10, 2, 1, 11, 6, 0]",,0.04658818244934082,0.0
j10,6,STNU,60,60,inf,inf,False,False,0.0,"[0, 2, 3, 2, 7, 9, 8, 4, 1, 8, 5, 0]",,0.04658818244934082,0.0
j10,6,STNU,60,60,inf,inf,False,False,0.0,"[0, 1, 4, 2, 5, 7, 12, 4, 1, 9, 3, 0]",,0.04658818244934082,0.0
j10,6,STNU,60,60,inf,inf,False,False,0.0,"[0, 1, 3, 4, 4, 9, 9, 5, 1, 7, 6, 0]",,0.04658818244934082,0.0
j10,6,STNU,60,60,inf,inf,False,False,0.0,"[0, 2, 5, 4, 4, 9, 6, 6, 1, 11, 3, 0]",,0.04658818244934082,0.0
j10,6,STNU,60,60,inf,inf,False,False,0.0,"[0, 2, 4, 4, 7, 10, 8, 2, 1, 9, 5, 0]",,0.04658818244934082,0.0
j10,7,STNU,60,60,inf,42.0,False,True,100.0,"[0, 10, 1, 3, 6, 9, 4, 5, 1, 8, 1, 0]",,0.37079286575317383,0.0
j10,7,STNU,60,60,inf,44.0,False,True,100.0,"[0, 7, 1, 5, 9, 9, 5, 2, 1, 10, 3, 0]",,0.37079286575317383,0.0
j10,7,STNU,60,60,inf,45.0,False,True,100.0,"[0, 9, 1, 2, 12, 8, 3, 6, 1, 11, 3, 0]",,0.37079286575317383,0.0
j10,7,STNU,60,60,inf,43.0,False,True,100.0,"[0, 8, 1, 3, 11, 7, 6, 4, 2, 8, 2, 0]",,0.37079286575317383,0.0
j10,7,STNU,60,60,inf,43.0,False,True,100.0,"[0, 11, 1, 3, 9, 8, 2, 6, 2, 9, 3, 0]",,0.37079286575317383,0.0
j10,7,STNU,60,60,inf,45.0,False,True,100.0,"[0, 6, 1, 4, 12, 8, 3, 5, 3, 11, 3, 0]",,0.37079286575317383,0.0
j10,7,STNU,60,60,inf,44.0,False,True,100.0,"[0, 11, 1, 5, 8, 5, 6, 2, 2, 9, 1, 0]",,0.37079286575317383,0.0
j10,7,STNU,60,60,inf,41.0,False,True,100.0,"[0, 6, 1, 2, 7, 7, 6, 6, 3, 6, 2, 0]",,0.37079286575317383,0.0
j10,7,STNU,60,60,inf,43.0,False,True,100.0,"[0, 6, 1, 2, 11, 7, 6, 5, 1, 8, 2, 0]",,0.37079286575317383,0.0
j10,7,STNU,60,60,inf,41.0,False,True,100.0,"[0, 9, 1, 5, 7, 9, 6, 6, 2, 6, 2, 0]",,0.37079286575317383,0.0
j10,8,STNU,60,60,inf,41.0,False,True,100.0,"[0, 6, 12, 3, 8, 5, 1, 2, 2, 1, 3, 0]",,0.36835789680480957,0.0
j10,8,STNU,60,60,inf,39.0,False,True,100.0,"[0, 8, 10, 3, 6, 5, 2, 1, 2, 1, 1, 0]",,0.36835789680480957,0.0
j10,8,STNU,60,60,inf,36.0,False,True,100.0,"[0, 7, 7, 5, 7, 4, 2, 1, 1, 1, 2, 0]",,0.36835789680480957,0.0
j10,8,STNU,60,60,inf,41.0,False,True,100.0,"[0, 9, 12, 2, 7, 4, 3, 2, 2, 1, 3, 0]",,0.36835789680480957,0.0
j10,8,STNU,60,60,inf,39.0,False,True,100.0,"[0, 10, 9, 4, 9, 6, 3, 1, 1, 1, 1, 0]",,0.36835789680480957,0.0
j10,8,STNU,60,60,inf,40.0,False,True,100.0,"[0, 7, 11, 2, 11, 3, 1, 1, 1, 1, 2, 0]",,0.36835789680480957,0.0
j10,8,STNU,60,60,inf,35.0,False,True,100.0,"[0, 6, 6, 3, 6, 4, 3, 3, 1, 1, 3, 0]",,0.36835789680480957,0.0
j10,8,STNU,60,60,inf,37.0,False,True,100.0,"[0, 11, 6, 3, 11, 3, 3, 3, 2, 1, 2, 0]",,0.36835789680480957,0.0
j10,8,STNU,60,60,inf,36.0,False,True,100.0,"[0, 6, 6, 3, 7, 6, 2, 1, 2, 1, 2, 0]",,0.36835789680480957,0.0
j10,8,STNU,60,60,inf,40.0,False,True,100.0,"[0, 8, 11, 5, 6, 5, 3, 1, 1, 1, 3, 0]",,0.36835789680480957,0.0
j10,9,STNU,60,60,51.0,41.0,True,True,24.390243902439025,"[0, 3, 6, 2, 10, 8, 4, 9, 6, 3, 2, 0]","[0, 2, 15, 0, 2, 12, 20, 32, 41, 30, 28, 51]",0.375866174697876,0.005280971527099609
j10,9,STNU,60,60,47.0,42.0,True,True,11.904761904761905,"[0, 4, 6, 1, 10, 6, 7, 5, 8, 6, 4, 0]","[0, 1, 14, 0, 1, 11, 17, 31, 37, 31, 27, 47]",0.375866174697876,0.005423784255981445
j10,9,STNU,60,60,49.0,41.0,True,True,19.51219512195122,"[0, 3, 12, 2, 9, 6, 4, 7, 11, 3, 5, 0]","[0, 2, 14, 0, 2, 11, 17, 31, 38, 32, 27, 48]",0.375866174697876,0.005470991134643555
j10,9,STNU,60,60,46.0,41.0,True,True,12.195121951219512,"[0, 6, 10, 1, 8, 9, 3, 5, 12, 6, 2, 0]","[0, 1, 12, 0, 1, 9, 18, 29, 34, 27, 25, 44]",0.375866174697876,0.005482912063598633
j10,9,STNU,60,60,45.0,42.0,True,True,7.142857142857143,"[0, 6, 9, 2, 7, 5, 6, 6, 8, 6, 4, 0]","[0, 2, 12, 0, 2, 9, 16, 29, 35, 29, 25, 45]",0.375866174697876,0.005440950393676758
j10,9,STNU,60,60,49.0,41.0,True,True,19.51219512195122,"[0, 5, 7, 1, 10, 5, 4, 6, 12, 6, 3, 0]","[0, 1, 14, 0, 1, 11, 16, 31, 37, 30, 27, 47]",0.375866174697876,0.005487203598022461
j10,9,STNU,60,60,49.0,44.0,True,True,11.363636363636363,"[0, 6, 10, 1, 11, 7, 5, 7, 9, 7, 3, 0]","[0, 1, 15, 0, 1, 12, 19, 32, 39, 31, 28, 49]",0.375866174697876,0.005520820617675781
j10,9,STNU,60,60,47.0,40.0,True,True,17.5,"[0, 5, 7, 2, 7, 9, 4, 8, 6, 7, 2, 0]","[0, 2, 12, 0, 2, 9, 18, 29, 37, 27, 25, 47]",0.375866174697876,0.00550389289855957
j10,9,STNU,60,60,49.0,44.0,True,True,11.363636363636363,"[0, 6, 12, 2, 8, 5, 5, 9, 10, 4, 2, 0]","[0, 2, 13, 0, 2, 10, 16, 30, 39, 28, 26, 49]",0.375866174697876,0.005488872528076172
j10,9,STNU,60,60,47.0,39.0,True,True,20.512820512820515,"[0, 3, 10, 2, 9, 5, 5, 6, 7, 4, 4, 0]","[0, 2, 14, 0, 2, 11, 16, 31, 37, 31, 27, 47]",0.375866174697876,0.005477190017700195
j10,10,STNU,60,60,31.0,27.0,True,True,14.814814814814815,"[0, 4, 1, 1, 2, 8, 2, 3, 4, 1, 4, 0]","[0, 0, 8, 6, 18, 17, 25, 15, 11, 20, 27, 31]",0.40000295639038086,0.005438327789306641
j10,10,STNU,60,60,40.0,38.0,True,True,5.2631578947368425,"[0, 5, 3, 1, 5, 11, 3, 2, 8, 3, 5, 0]","[0, 0, 8, 6, 21, 21, 32, 19, 11, 26, 35, 39]",0.40000295639038086,0.005578756332397461
j10,10,STNU,60,60,31.0,31.0,True,True,0.0,"[0, 5, 3, 1, 3, 6, 3, 3, 4, 3, 4, 0]","[0, 0, 8, 6, 18, 17, 24, 15, 11, 21, 27, 31]",0.40000295639038086,0.005485057830810547
j10,10,STNU,60,60,34.0,31.0,True,True,9.67741935483871,"[0, 4, 1, 1, 5, 7, 2, 3, 5, 3, 5, 0]","[0, 0, 8, 6, 19, 18, 27, 16, 11, 24, 29, 33]",0.40000295639038086,0.005990028381347656
j10,10,STNU,60,60,33.0,30.0,True,True,10.0,"[0, 4, 2, 1, 3, 8, 2, 3, 6, 3, 2, 0]","[0, 0, 8, 6, 20, 19, 27, 17, 11, 23, 29, 33]",0.40000295639038086,0.005574226379394531
j10,10,STNU,60,60,35.0,32.0,True,True,9.375,"[0, 5, 2, 1, 2, 11, 2, 3, 4, 3, 5, 0]","[0, 0, 8, 6, 18, 17, 28, 15, 11, 20, 30, 34]",0.40000295639038086,0.00554203987121582
j10,10,STNU,60,60,32.0,28.0,True,True,14.285714285714286,"[0, 3, 1, 1, 4, 7, 1, 4, 5, 3, 2, 0]","[0, 0, 8, 6, 20, 18, 27, 16, 11, 24, 28, 32]",0.40000295639038086,0.005558013916015625
j10,10,STNU,60,60,34.0,30.0,True,True,13.333333333333334,"[0, 6, 1, 1, 5, 11, 1, 4, 5, 1, 3, 0]","[0, 0, 8, 6, 20, 18, 29, 16, 11, 25, 30, 34]",0.40000295639038086,0.005599021911621094
j10,10,STNU,60,60,34.0,30.0,True,True,13.333333333333334,"[0, 4, 1, 1, 3, 8, 3, 3, 6, 3, 3, 0]","[0, 0, 8, 6, 20, 19, 27, 17, 11, 23, 30, 34]",0.40000295639038086,0.005528926849365234
j10,10,STNU,60,60,35.0,33.0,True,True,6.0606060606060606,"[0, 5, 2, 1, 3, 8, 2, 4, 8, 2, 4, 0]","[0, 0, 8, 6, 23, 21, 29, 19, 11, 26, 31, 35]",0.40000295639038086,0.005566120147705078
j10,11,STNU,60,60,inf,25.0,False,True,100.0,"[0, 6, 2, 3, 3, 2, 1, 4, 4, 3, 7, 0]",,0.36388087272644043,0.0
j10,11,STNU,60,60,inf,25.0,False,True,100.0,"[0, 5, 2, 5, 3, 2, 2, 3, 2, 3, 9, 0]",,0.36388087272644043,0.0
j10,11,STNU,60,60,inf,26.0,False,True,100.0,"[0, 6, 2, 3, 6, 1, 1, 4, 5, 3, 8, 0]",,0.36388087272644043,0.0
j10,11,STNU,60,60,inf,29.0,False,True,100.0,"[0, 8, 2, 4, 6, 2, 2, 6, 3, 2, 9, 0]",,0.36388087272644043,0.0
j10,11,STNU,60,60,inf,36.0,False,True,100.0,"[0, 9, 1, 3, 3, 1, 1, 7, 3, 2, 10, 0]",,0.36388087272644043,0.0
j10,11,STNU,60,60,inf,28.0,False,True,100.0,"[0, 8, 2, 4, 6, 1, 1, 6, 4, 1, 6, 0]",,0.36388087272644043,0.0
j10,11,STNU,60,60,inf,26.0,False,True,100.0,"[0, 6, 1, 2, 4, 1, 2, 5, 3, 1, 9, 0]",,0.36388087272644043,0.0
j10,11,STNU,60,60,inf,28.0,False,True,100.0,"[0, 8, 2, 3, 5, 1, 2, 4, 3, 3, 7, 0]",,0.36388087272644043,0.0
j10,11,STNU,60,60,inf,30.0,False,True,100.0,"[0, 7, 1, 3, 3, 2, 2, 7, 6, 3, 6, 0]",,0.36388087272644043,0.0
j10,11,STNU,60,60,inf,26.0,False,True,100.0,"[0, 7, 1, 5, 7, 2, 1, 5, 5, 2, 11, 0]",,0.36388087272644043,0.0
j10,12,STNU,60,60,inf,inf,False,False,0.0,"[0, 5, 1, 8, 6, 5, 9, 5, 1, 2, 8, 0]",,0.04612398147583008,0.0
j10,12,STNU,60,60,inf,inf,False,False,0.0,"[0, 4, 2, 6, 6, 3, 6, 7, 1, 4, 9, 0]",,0.04612398147583008,0.0
j10,12,STNU,60,60,inf,inf,False,False,0.0,"[0, 4, 1, 8, 3, 4, 7, 4, 1, 5, 8, 0]",,0.04612398147583008,0.0
j10,12,STNU,60,60,inf,inf,False,False,0.0,"[0, 7, 2, 8, 4, 5, 8, 6, 1, 6, 7, 0]",,0.04612398147583008,0.0
j10,12,STNU,60,60,inf,inf,False,False,0.0,"[0, 6, 2, 5, 5, 4, 6, 8, 1, 5, 6, 0]",,0.04612398147583008,0.0
j10,12,STNU,60,60,inf,inf,False,False,0.0,"[0, 6, 1, 7, 7, 5, 9, 5, 1, 4, 8, 0]",,0.04612398147583008,0.0
j10,12,STNU,60,60,inf,inf,False,False,0.0,"[0, 8, 2, 4, 5, 3, 7, 7, 1, 5, 10, 0]",,0.04612398147583008,0.0
j10,12,STNU,60,60,inf,inf,False,False,0.0,"[0, 6, 2, 6, 7, 4, 9, 6, 1, 2, 6, 0]",,0.04612398147583008,0.0
j10,12,STNU,60,60,inf,inf,False,False,0.0,"[0, 6, 1, 8, 6, 2, 9, 7, 1, 6, 10, 0]",,0.04612398147583008,0.0
j10,12,STNU,60,60,inf,inf,False,False,0.0,"[0, 5, 1, 7, 6, 4, 7, 7, 1, 2, 7, 0]",,0.04612398147583008,0.0
j10,13,STNU,60,60,inf,40.0,False,True,100.0,"[0, 1, 8, 11, 2, 1, 9, 7, 11, 10, 1, 0]",,0.3724019527435303,0.0
j10,13,STNU,60,60,inf,39.0,False,True,100.0,"[0, 3, 8, 7, 3, 1, 9, 10, 9, 9, 1, 0]",,0.3724019527435303,0.0
j10,13,STNU,60,60,inf,40.0,False,True,100.0,"[0, 1, 8, 6, 4, 1, 9, 10, 9, 10, 1, 0]",,0.3724019527435303,0.0
j10,13,STNU,60,60,inf,39.0,False,True,100.0,"[0, 1, 8, 8, 5, 1, 6, 10, 8, 12, 1, 0]",,0.3724019527435303,0.0
j10,13,STNU,60,60,inf,37.0,False,True,100.0,"[0, 3, 8, 7, 5, 1, 6, 8, 7, 8, 1, 0]",,0.3724019527435303,0.0
j10,13,STNU,60,60,inf,36.0,False,True,100.0,"[0, 2, 4, 8, 3, 1, 8, 10, 12, 6, 1, 0]",,0.3724019527435303,0.0
j10,13,STNU,60,60,inf,38.0,False,True,100.0,"[0, 3, 8, 11, 2, 1, 9, 6, 8, 8, 1, 0]",,0.3724019527435303,0.0
j10,13,STNU,60,60,inf,38.0,False,True,100.0,"[0, 3, 8, 8, 4, 1, 7, 11, 11, 6, 1, 0]",,0.3724019527435303,0.0
j10,13,STNU,60,60,inf,39.0,False,True,100.0,"[0, 3, 8, 11, 4, 1, 12, 9, 11, 7, 1, 0]",,0.3724019527435303,0.0
j10,13,STNU,60,60,inf,41.0,False,True,100.0,"[0, 3, 6, 12, 6, 1, 11, 11, 8, 9, 1, 0]",,0.3724019527435303,0.0
j10,14,STNU,60,60,inf,31.0,False,True,100.0,"[0, 1, 7, 4, 1, 3, 8, 4, 7, 6, 2, 0]",,0.04704904556274414,0.0
j10,14,STNU,60,60,inf,31.0,False,True,100.0,"[0, 1, 10, 6, 1, 5, 5, 4, 7, 8, 3, 0]",,0.04704904556274414,0.0
j10,14,STNU,60,60,inf,inf,False,False,0.0,"[0, 3, 9, 4, 1, 5, 5, 2, 7, 10, 5, 0]",,0.04704904556274414,0.0
j10,14,STNU,60,60,inf,32.0,False,True,100.0,"[0, 2, 11, 4, 1, 6, 7, 6, 10, 9, 3, 0]",,0.04704904556274414,0.0
j10,14,STNU,60,60,inf,inf,False,False,0.0,"[0, 3, 11, 3, 1, 6, 5, 6, 9, 11, 2, 0]",,0.04704904556274414,0.0
j10,14,STNU,60,60,inf,inf,False,False,0.0,"[0, 3, 8, 3, 1, 4, 9, 5, 8, 11, 5, 0]",,0.04704904556274414,0.0
j10,14,STNU,60,60,inf,33.0,False,True,100.0,"[0, 2, 7, 2, 1, 6, 6, 5, 11, 11, 5, 0]",,0.04704904556274414,0.0
j10,14,STNU,60,60,inf,33.0,False,True,100.0,"[0, 2, 9, 5, 1, 3, 7, 6, 11, 7, 5, 0]",,0.04704904556274414,0.0
j10,14,STNU,60,60,inf,33.0,False,True,100.0,"[0, 1, 7, 4, 1, 3, 8, 5, 11, 9, 3, 0]",,0.04704904556274414,0.0
j10,14,STNU,60,60,inf,33.0,False,True,100.0,"[0, 1, 8, 4, 1, 6, 7, 5, 11, 6, 5, 0]",,0.04704904556274414,0.0
j10,15,STNU,60,60,inf,33.0,False,True,100.0,"[0, 4, 8, 3, 10, 8, 2, 2, 8, 9, 9, 0]",,0.4112229347229004,0.0
j10,15,STNU,60,60,inf,37.0,False,True,100.0,"[0, 2, 8, 7, 6, 6, 4, 2, 8, 10, 8, 0]",,0.4112229347229004,0.0
j10,15,STNU,60,60,inf,35.0,False,True,100.0,"[0, 2, 9, 7, 6, 8, 3, 1, 7, 10, 6, 0]",,0.4112229347229004,0.0
j10,15,STNU,60,60,inf,37.0,False,True,100.0,"[0, 5, 7, 7, 8, 12, 6, 2, 6, 7, 8, 0]",,0.4112229347229004,0.0
j10,15,STNU,60,60,inf,35.0,False,True,100.0,"[0, 5, 8, 3, 9, 12, 5, 1, 7, 11, 6, 0]",,0.4112229347229004,0.0
j10,15,STNU,60,60,inf,33.0,False,True,100.0,"[0, 5, 7, 4, 7, 12, 2, 3, 7, 10, 9, 0]",,0.4112229347229004,0.0
j10,15,STNU,60,60,inf,39.0,False,True,100.0,"[0, 6, 7, 5, 9, 7, 5, 3, 8, 11, 10, 0]",,0.4112229347229004,0.0
j10,15,STNU,60,60,inf,36.0,False,True,100.0,"[0, 3, 9, 3, 8, 12, 6, 1, 8, 9, 7, 0]",,0.4112229347229004,0.0
j10,15,STNU,60,60,inf,39.0,False,True,100.0,"[0, 5, 6, 5, 6, 10, 6, 2, 11, 10, 12, 0]",,0.4112229347229004,0.0
j10,15,STNU,60,60,inf,38.0,False,True,100.0,"[0, 4, 11, 5, 8, 6, 3, 2, 11, 8, 11, 0]",,0.4112229347229004,0.0
j10,16,STNU,60,60,28.0,28.0,True,True,0.0,"[0, 5, 1, 5, 1, 6, 5, 8, 3, 1, 1, 0]","[0, 0, 5, 1, 0, 5, 13, 18, 6, 5, 26, 28]",0.3817920684814453,0.004813671112060547
j10,16,STNU,60,60,33.0,33.0,True,True,0.0,"[0, 7, 1, 6, 1, 6, 6, 12, 1, 1, 1, 0]","[0, 0, 7, 1, 0, 7, 13, 19, 7, 7, 31, 33]",0.3817920684814453,0.00476527214050293
j10,16,STNU,60,60,28.0,28.0,True,True,0.0,"[0, 8, 1, 6, 1, 3, 3, 10, 1, 3, 1, 0]","[0, 0, 8, 1, 0, 8, 13, 16, 8, 8, 26, 28]",0.3817920684814453,0.0048980712890625
j10,16,STNU,60,60,27.0,27.0,True,True,0.0,"[0, 5, 1, 8, 1, 7, 3, 9, 3, 3, 1, 0]","[0, 0, 5, 1, 0, 5, 13, 16, 9, 5, 25, 27]",0.3817920684814453,0.004996061325073242
