instance_name,method,nr_samples,test_sample_id,obj,obj_pi,rel_regret,time_limit_SAA
j10_1,proactive,1,0,inf,26.0,100.0,
j10_1,proactive,1,1,inf,26.0,100.0,
j10_1,proactive,1,2,inf,26.0,100.0,
j10_1,proactive,1,3,inf,26.0,100.0,
j10_1,proactive,1,4,inf,26.0,100.0,
j10_1,proactive,1,5,inf,26.0,100.0,
j10_1,proactive,1,6,inf,26.0,100.0,
j10_1,proactive,1,7,inf,26.0,100.0,
j10_1,proactive,1,8,inf,26.0,100.0,
j10_1,proactive,1,9,inf,26.0,100.0,
j10_1,proactive,1,10,inf,26.0,100.0,
j10_1,proactive,1,11,inf,27.0,100.0,
j10_1,proactive,1,12,inf,26.0,100.0,
j10_1,proactive,1,13,inf,28.0,100.0,
j10_1,proactive,1,14,inf,26.0,100.0,
j10_1,proactive,1,15,inf,26.0,100.0,
j10_1,proactive,1,16,inf,26.0,100.0,
j10_1,proactive,1,17,inf,27.0,100.0,
j10_1,proactive,1,18,inf,27.0,100.0,
j10_1,proactive,1,19,inf,26.0,100.0,
j10_1,proactive,1,20,inf,26.0,100.0,
j10_1,proactive,1,21,inf,26.0,100.0,
j10_1,proactive,1,22,inf,26.0,100.0,
j10_1,proactive,1,23,inf,26.0,100.0,
j10_1,proactive,1,24,inf,26.0,100.0,
j10_1,proactive,1,25,inf,26.0,100.0,
j10_1,proactive,1,26,inf,27.0,100.0,
j10_1,proactive,1,27,inf,26.0,100.0,
j10_1,proactive,1,28,inf,26.0,100.0,
j10_1,proactive,1,29,inf,26.0,100.0,
j10_1,proactive,1,30,inf,26.0,100.0,
j10_1,proactive,1,31,inf,26.0,100.0,
j10_1,proactive,1,32,inf,26.0,100.0,
j10_1,proactive,1,33,inf,28.0,100.0,
j10_1,proactive,1,34,inf,26.0,100.0,
j10_1,proactive,1,35,inf,26.0,100.0,
j10_1,proactive,1,36,inf,26.0,100.0,
j10_1,proactive,1,37,inf,27.0,100.0,
j10_1,proactive,1,38,inf,26.0,100.0,
j10_1,proactive,1,39,inf,26.0,100.0,
j10_1,proactive,1,40,inf,26.0,100.0,
j10_1,proactive,1,41,inf,26.0,100.0,
j10_1,proactive,1,42,inf,29.0,100.0,
j10_1,proactive,1,43,inf,26.0,100.0,
j10_1,proactive,1,44,inf,26.0,100.0,
j10_1,proactive,1,45,inf,27.0,100.0,
j10_1,proactive,1,46,inf,28.0,100.0,
j10_1,proactive,1,47,inf,29.0,100.0,
j10_1,proactive,1,48,inf,26.0,100.0,
j10_1,proactive,1,49,inf,26.0,100.0,
j10_2,proactive,1,0,inf,inf,0.0,120.0
j10_2,proactive,1,1,inf,inf,0.0,120.0
j10_2,proactive,1,2,inf,inf,0.0,120.0
j10_2,proactive,1,3,inf,inf,0.0,120.0
j10_2,proactive,1,4,inf,inf,0.0,120.0
j10_2,proactive,1,5,inf,inf,0.0,120.0
j10_2,proactive,1,6,inf,inf,0.0,120.0
j10_2,proactive,1,7,inf,inf,0.0,120.0
j10_2,proactive,1,8,inf,inf,0.0,120.0
j10_2,proactive,1,9,inf,inf,0.0,120.0
j10_2,proactive,1,10,inf,inf,0.0,120.0
j10_2,proactive,1,11,inf,inf,0.0,120.0
j10_2,proactive,1,12,inf,inf,0.0,120.0
j10_2,proactive,1,13,inf,inf,0.0,120.0
j10_2,proactive,1,14,inf,inf,0.0,120.0
j10_2,proactive,1,15,inf,inf,0.0,120.0
