instance_folder,instance_id,method,time_limit,feasibility,obj,time_offline,time_online,start_times,real_durations,mode
j10,1,proactive_quantile_0.9,60,True,29.0,0.04750990867614746,0.00023674964904785156,"[0, 3, 0, 0, 0, 7, 24, 12, 24, 12, 5, 29]","[0, 2, 9, 1, 1, 2, 5, 11, 2, 3, 1, 0]",quantile_0.9
j10,1,proactive_quantile_0.9,60,True,29.0,0.04750990867614746,0.00016379356384277344,"[0, 3, 0, 0, 0, 7, 24, 12, 24, 12, 5, 29]","[0, 1, 7, 1, 2, 1, 3, 8, 1, 5, 1, 0]",quantile_0.9
j10,1,proactive_quantile_0.9,60,True,29.0,0.04750990867614746,0.00018405914306640625,"[0, 3, 0, 0, 0, 7, 24, 12, 24, 12, 5, 29]","[0, 1, 9, 1, 3, 1, 4, 10, 2, 4, 1, 0]",quantile_0.9
j10,1,proactive_quantile_0.9,60,True,29.0,0.04750990867614746,0.000179290771484375,"[0, 3, 0, 0, 0, 7, 24, 12, 24, 12, 5, 29]","[0, 2, 12, 1, 3, 2, 3, 7, 2, 4, 1, 0]",quantile_0.9
j10,1,proactive_quantile_0.9,60,True,29.0,0.04750990867614746,0.0001709461212158203,"[0, 3, 0, 0, 0, 7, 24, 12, 24, 12, 5, 29]","[0, 2, 6, 1, 2, 1, 2, 11, 2, 5, 1, 0]",quantile_0.9
j10,1,proactive_quantile_0.9,60,True,29.0,0.04750990867614746,0.0001709461212158203,"[0, 3, 0, 0, 0, 7, 24, 12, 24, 12, 5, 29]","[0, 2, 6, 3, 3, 2, 3, 7, 2, 7, 1, 0]",quantile_0.9
j10,1,proactive_quantile_0.9,60,True,29.0,0.04750990867614746,0.00016689300537109375,"[0, 3, 0, 0, 0, 7, 24, 12, 24, 12, 5, 29]","[0, 1, 7, 1, 3, 1, 2, 11, 2, 4, 1, 0]",quantile_0.9
j10,1,proactive_quantile_0.9,60,True,29.0,0.04750990867614746,0.00016379356384277344,"[0, 3, 0, 0, 0, 7, 24, 12, 24, 12, 5, 29]","[0, 3, 6, 1, 2, 3, 4, 7, 1, 4, 1, 0]",quantile_0.9
j10,1,proactive_quantile_0.9,60,True,29.0,0.04750990867614746,0.00020933151245117188,"[0, 3, 0, 0, 0, 7, 24, 12, 24, 12, 5, 29]","[0, 3, 11, 1, 2, 2, 5, 12, 1, 3, 1, 0]",quantile_0.9
j10,1,proactive_quantile_0.9,60,True,29.0,0.04750990867614746,0.00017309188842773438,"[0, 3, 0, 0, 0, 7, 24, 12, 24, 12, 5, 29]","[0, 3, 8, 2, 1, 3, 2, 6, 2, 4, 1, 0]",quantile_0.9
j10,3,proactive_quantile_0.9,60,True,37.0,0.04987478256225586,0.0002410411834716797,"[0, 8, 0, 17, 23, 11, 20, 21, 30, 27, 23, 37]","[0, 1, 7, 1, 6, 4, 2, 2, 2, 7, 7, 0]",quantile_0.9
j10,3,proactive_quantile_0.9,60,True,37.0,0.04987478256225586,0.0002281665802001953,"[0, 8, 0, 17, 23, 11, 20, 21, 30, 27, 23, 37]","[0, 1, 8, 3, 7, 5, 1, 4, 6, 9, 7, 0]",quantile_0.9
j10,3,proactive_quantile_0.9,60,True,39.0,0.04987478256225586,0.00020503997802734375,"[0, 8, 0, 17, 23, 11, 20, 21, 30, 27, 23, 37]","[0, 1, 6, 1, 11, 5, 1, 3, 3, 12, 3, 0]",quantile_0.9
j10,3,proactive_quantile_0.9,60,True,37.0,0.04987478256225586,0.00018715858459472656,"[0, 8, 0, 17, 23, 11, 20, 21, 30, 27, 23, 37]","[0, 1, 5, 2, 11, 4, 2, 2, 6, 7, 3, 0]",quantile_0.9
j10,3,proactive_quantile_0.9,60,True,39.0,0.04987478256225586,0.00019216537475585938,"[0, 8, 0, 17, 23, 11, 20, 21, 30, 27, 23, 37]","[0, 1, 4, 2, 9, 5, 2, 2, 5, 12, 4, 0]",quantile_0.9
j10,3,proactive_quantile_0.9,60,True,37.0,0.04987478256225586,0.0001819133758544922,"[0, 8, 0, 17, 23, 11, 20, 21, 30, 27, 23, 37]","[0, 1, 5, 1, 6, 4, 1, 4, 6, 6, 6, 0]",quantile_0.9
j10,3,proactive_quantile_0.9,60,True,37.0,0.04987478256225586,0.0001850128173828125,"[0, 8, 0, 17, 23, 11, 20, 21, 30, 27, 23, 37]","[0, 1, 5, 3, 6, 7, 2, 4, 4, 7, 3, 0]",quantile_0.9
j10,3,proactive_quantile_0.9,60,True,39.0,0.04987478256225586,0.00020313262939453125,"[0, 8, 0, 17, 23, 11, 20, 21, 30, 27, 23, 37]","[0, 1, 5, 3, 11, 7, 2, 3, 5, 12, 3, 0]",quantile_0.9
j10,3,proactive_quantile_0.9,60,True,37.0,0.04987478256225586,0.00017380714416503906,"[0, 8, 0, 17, 23, 11, 20, 21, 30, 27, 23, 37]","[0, 1, 4, 3, 8, 4, 1, 4, 2, 6, 4, 0]",quantile_0.9
j10,3,proactive_quantile_0.9,60,True,37.0,0.04987478256225586,0.00019979476928710938,"[0, 8, 0, 17, 23, 11, 20, 21, 30, 27, 23, 37]","[0, 1, 5, 2, 9, 3, 1, 6, 4, 10, 6, 0]",quantile_0.9
j10,4,proactive_quantile_0.9,60,True,41.0,0.04698014259338379,0.0002372264862060547,"[0, 10, 9, 19, 0, 3, 9, 3, 11, 31, 11, 41]","[0, 8, 1, 2, 2, 8, 1, 2, 3, 7, 8, 0]",quantile_0.9
j10,4,proactive_quantile_0.9,60,True,41.0,0.04698014259338379,0.00021791458129882812,"[0, 10, 9, 19, 0, 3, 9, 3, 11, 31, 11, 41]","[0, 9, 1, 3, 3, 9, 1, 4, 7, 9, 8, 0]",quantile_0.9
j10,4,proactive_quantile_0.9,60,True,43.0,0.04698014259338379,0.0002040863037109375,"[0, 10, 9, 19, 0, 3, 9, 3, 11, 31, 11, 41]","[0, 7, 1, 4, 1, 6, 1, 3, 3, 12, 5, 0]",quantile_0.9
j10,4,proactive_quantile_0.9,60,True,41.0,0.04698014259338379,0.00017404556274414062,"[0, 10, 9, 19, 0, 3, 9, 3, 11, 31, 11, 41]","[0, 6, 2, 3, 2, 5, 1, 6, 4, 6, 4, 0]",quantile_0.9
j10,4,proactive_quantile_0.9,60,True,41.0,0.04698014259338379,0.000186920166015625,"[0, 10, 9, 19, 0, 3, 9, 3, 11, 31, 11, 41]","[0, 8, 2, 4, 2, 5, 1, 5, 4, 7, 7, 0]",quantile_0.9
j10,4,proactive_quantile_0.9,60,True,42.0,0.04698014259338379,0.0001971721649169922,"[0, 10, 9, 19, 0, 3, 9, 3, 11, 31, 11, 41]","[0, 9, 1, 3, 1, 7, 1, 6, 3, 11, 7, 0]",quantile_0.9
j10,4,proactive_quantile_0.9,60,True,41.0,0.04698014259338379,0.00017309188842773438,"[0, 10, 9, 19, 0, 3, 9, 3, 11, 31, 11, 41]","[0, 6, 1, 2, 1, 6, 1, 4, 5, 7, 4, 0]",quantile_0.9
j10,4,proactive_quantile_0.9,60,True,41.0,0.04698014259338379,0.00018310546875,"[0, 10, 9, 19, 0, 3, 9, 3, 11, 31, 11, 41]","[0, 6, 2, 6, 2, 6, 1, 5, 3, 6, 6, 0]",quantile_0.9
j10,4,proactive_quantile_0.9,60,True,41.0,0.04698014259338379,0.0001728534698486328,"[0, 10, 9, 19, 0, 3, 9, 3, 11, 31, 11, 41]","[0, 7, 2, 3, 1, 7, 1, 2, 3, 7, 5, 0]",quantile_0.9
j10,4,proactive_quantile_0.9,60,True,41.0,0.04698014259338379,0.00019598007202148438,"[0, 10, 9, 19, 0, 3, 9, 3, 11, 31, 11, 41]","[0, 8, 1, 2, 2, 9, 1, 4, 7, 9, 7, 0]",quantile_0.9
j10,5,proactive_quantile_0.9,60,True,36.0,0.048030853271484375,0.00025916099548339844,"[0, 0, 0, 11, 7, 15, 28, 17, 13, 17, 17, 36]","[0, 11, 9, 1, 1, 2, 6, 6, 2, 5, 6, 0]",quantile_0.9
j10,5,proactive_quantile_0.9,60,True,36.0,0.048030853271484375,0.0002040863037109375,"[0, 0, 0, 11, 7, 15, 28, 17, 13, 17, 17, 36]","[0, 6, 7, 1, 2, 1, 6, 5, 1, 4, 11, 0]",quantile_0.9
j10,5,proactive_quantile_0.9,60,True,37.0,0.048030853271484375,0.00022792816162109375,"[0, 0, 0, 11, 7, 15, 28, 17, 13, 17, 17, 36]","[0, 8, 10, 2, 1, 1, 9, 5, 1, 5, 7, 0]",quantile_0.9
j10,5,proactive_quantile_0.9,60,True,36.0,0.048030853271484375,0.0002009868621826172,"[0, 0, 0, 11, 7, 15, 28, 17, 13, 17, 17, 36]","[0, 7, 6, 1, 2, 2, 6, 4, 2, 2, 10, 0]",quantile_0.9
j10,5,proactive_quantile_0.9,60,True,36.0,0.048030853271484375,0.0002090930938720703,"[0, 0, 0, 11, 7, 15, 28, 17, 13, 17, 17, 36]","[0, 7, 6, 1, 2, 2, 7, 4, 1, 4, 9, 0]",quantile_0.9
j10,5,proactive_quantile_0.9,60,True,36.0,0.048030853271484375,0.0002040863037109375,"[0, 0, 0, 11, 7, 15, 28, 17, 13, 17, 17, 36]","[0, 11, 7, 2, 1, 1, 6, 6, 1, 4, 10, 0]",quantile_0.9
j10,5,proactive_quantile_0.9,60,True,36.0,0.048030853271484375,0.00023126602172851562,"[0, 0, 0, 11, 7, 15, 28, 17, 13, 17, 17, 36]","[0, 6, 11, 2, 2, 1, 5, 7, 2, 5, 8, 0]",quantile_0.9
j10,5,proactive_quantile_0.9,60,True,36.0,0.048030853271484375,0.00024080276489257812,"[0, 0, 0, 11, 7, 15, 28, 17, 13, 17, 17, 36]","[0, 8, 7, 1, 3, 2, 8, 7, 2, 3, 7, 0]",quantile_0.9
j10,5,proactive_quantile_0.9,60,True,36.0,0.048030853271484375,0.00023889541625976562,"[0, 0, 0, 11, 7, 15, 28, 17, 13, 17, 17, 36]","[0, 9, 6, 1, 3, 1, 6, 6, 1, 4, 6, 0]",quantile_0.9
j10,5,proactive_quantile_0.9,60,True,36.0,0.048030853271484375,0.00020194053649902344,"[0, 0, 0, 11, 7, 15, 28, 17, 13, 17, 17, 36]","[0, 6, 7, 2, 2, 2, 5, 3, 2, 3, 10, 0]",quantile_0.9
j10,6,proactive_quantile_0.9,60,False,inf,inf,inf,,"[0, 1, 2, 3, 6, 10, 8, 6, 1, 6, 6, 0]",quantile_0.9
j10,7,proactive_quantile_0.9,60,True,45.0,0.04798698425292969,0.0002510547637939453,"[0, 0, 28, 0, 0, 12, 40, 29, 30, 29, 21, 45]","[0, 11, 1, 5, 10, 5, 3, 5, 2, 6, 1, 0]",quantile_0.9
j10,7,proactive_quantile_0.9,60,True,45.0,0.04798698425292969,0.00022721290588378906,"[0, 0, 28, 0, 0, 12, 40, 29, 30, 29, 21, 45]","[0, 7, 1, 2, 11, 9, 3, 4, 1, 11, 3, 0]",quantile_0.9
j10,7,proactive_quantile_0.9,60,True,46.0,0.04798698425292969,0.00021767616271972656,"[0, 0, 28, 0, 0, 12, 40, 29, 30, 29, 21, 45]","[0, 10, 1, 5, 10, 7, 6, 4, 1, 7, 2, 0]",quantile_0.9
j10,7,proactive_quantile_0.9,60,True,45.0,0.04798698425292969,0.00021696090698242188,"[0, 0, 28, 0, 0, 12, 40, 29, 30, 29, 21, 45]","[0, 6, 1, 4, 11, 6, 3, 3, 2, 6, 1, 0]",quantile_0.9
j10,7,proactive_quantile_0.9,60,True,45.0,0.04798698425292969,0.00020694732666015625,"[0, 0, 28, 0, 0, 12, 40, 29, 30, 29, 21, 45]","[0, 7, 1, 2, 6, 8, 4, 3, 1, 9, 3, 0]",quantile_0.9
j10,7,proactive_quantile_0.9,60,True,46.0,0.04798698425292969,0.00021409988403320312,"[0, 0, 28, 0, 0, 12, 40, 29, 30, 29, 21, 45]","[0, 11, 1, 3, 7, 8, 6, 2, 2, 9, 1, 0]",quantile_0.9
j10,7,proactive_quantile_0.9,60,True,45.0,0.04798698425292969,0.00021028518676757812,"[0, 0, 28, 0, 0, 12, 40, 29, 30, 29, 21, 45]","[0, 8, 1, 2, 6, 8, 3, 4, 1, 10, 2, 0]",quantile_0.9
j10,7,proactive_quantile_0.9,60,True,45.0,0.04798698425292969,0.00022411346435546875,"[0, 0, 28, 0, 0, 12, 40, 29, 30, 29, 21, 45]","[0, 8, 1, 5, 8, 6, 2, 3, 3, 11, 1, 0]",quantile_0.9
j10,7,proactive_quantile_0.9,60,True,45.0,0.04798698425292969,0.00021600723266601562,"[0, 0, 28, 0, 0, 12, 40, 29, 30, 29, 21, 45]","[0, 9, 1, 3, 7, 8, 2, 2, 3, 8, 2, 0]",quantile_0.9
j10,7,proactive_quantile_0.9,60,True,45.0,0.04798698425292969,0.00019621849060058594,"[0, 0, 28, 0, 0, 12, 40, 29, 30, 29, 21, 45]","[0, 9, 1, 2, 8, 5, 2, 3, 2, 11, 1, 0]",quantile_0.9
j10,8,proactive_quantile_0.9,60,True,44.0,0.05098700523376465,0.00023484230041503906,"[0, 12, 0, 10, 23, 27, 37, 40, 34, 43, 34, 44]","[0, 11, 9, 2, 6, 4, 2, 1, 1, 1, 2, 0]",quantile_0.9
j10,8,proactive_quantile_0.9,60,True,44.0,0.05098700523376465,0.00022077560424804688,"[0, 12, 0, 10, 23, 27, 37, 40, 34, 43, 34, 44]","[0, 10, 11, 2, 7, 5, 1, 3, 2, 1, 3, 0]",quantile_0.9
j10,8,proactive_quantile_0.9,60,True,44.0,0.05098700523376465,0.00019884109497070312,"[0, 12, 0, 10, 23, 27, 37, 40, 34, 43, 34, 44]","[0, 10, 9, 2, 8, 7, 2, 3, 1, 1, 1, 0]",quantile_0.9
j10,8,proactive_quantile_0.9,60,True,44.0,0.05098700523376465,0.00020599365234375,"[0, 12, 0, 10, 23, 27, 37, 40, 34, 43, 34, 44]","[0, 7, 7, 5, 6, 4, 2, 2, 1, 1, 2, 0]",quantile_0.9
j10,8,proactive_quantile_0.9,60,True,44.0,0.05098700523376465,0.00019288063049316406,"[0, 12, 0, 10, 23, 27, 37, 40, 34, 43, 34, 44]","[0, 7, 6, 2, 7, 3, 1, 2, 2, 1, 3, 0]",quantile_0.9
j10,8,proactive_quantile_0.9,60,True,44.0,0.05098700523376465,0.0002002716064453125,"[0, 12, 0, 10, 23, 27, 37, 40, 34, 43, 34, 44]","[0, 7, 6, 4, 9, 4, 2, 1, 1, 1, 2, 0]",quantile_0.9
j10,8,proactive_quantile_0.9,60,True,44.0,0.05098700523376465,0.00024080276489257812,"[0, 12, 0, 10, 23, 27, 37, 40, 34, 43, 34, 44]","[0, 9, 10, 4, 10, 3, 2, 2, 1, 1, 1, 0]",quantile_0.9
j10,8,proactive_quantile_0.9,60,True,44.0,0.05098700523376465,0.0005440711975097656,"[0, 12, 0, 10, 23, 27, 37, 40, 34, 43, 34, 44]","[0, 10, 7, 5, 8, 5, 2, 1, 1, 1, 2, 0]",quantile_0.9
j10,8,proactive_quantile_0.9,60,True,44.0,0.05098700523376465,0.00025200843811035156,"[0, 12, 0, 10, 23, 27, 37, 40, 34, 43, 34, 44]","[0, 9, 12, 5, 11, 7, 2, 2, 2, 1, 3, 0]",quantile_0.9
j10,8,proactive_quantile_0.9,60,True,44.0,0.05098700523376465,0.00021314620971679688,"[0, 12, 0, 10, 23, 27, 37, 40, 34, 43, 34, 44]","[0, 6, 6, 4, 8, 4, 1, 3, 1, 1, 3, 0]",quantile_0.9
