,instance_folder,instance_id,sample,rel_regret,obj,obj_pi,method,real_durations,start_times,time_limit_pi,time_limit_rescheduling,solver_calls,feasibility,feasibility_pi
145,j10,15,5,100.0,inf,41.0,reactive,"[0, 6, 11, 4, 8, 9, 4, 2, 10, 9, 9, 0]","[0, 9, 0, 9, 15, 0, 25, 30, 24, 30, 15, 39]",60,10,4,False,True
146,j10,15,6,100.0,inf,38.0,reactive,"[0, 4, 7, 7, 7, 7, 6, 4, 7, 9, 12, 0]","[0, 9, 0, 9, 15, 0, 25, 30, 24, 30, 15, 39]",60,10,6,False,True
147,j10,15,7,100.0,inf,41.0,reactive,"[0, 6, 11, 7, 7, 10, 6, 1, 8, 10, 12, 0]","[0, 9, 0, 9, 15, 0, 25, 30, 24, 30, 15, 39]",60,10,4,False,True
148,j10,15,8,100.0,inf,38.0,reactive,"[0, 5, 7, 7, 6, 8, 5, 2, 6, 9, 10, 0]","[0, 9, 0, 9, 15, 0, 25, 30, 24, 30, 15, 39]",60,10,6,False,True
149,j10,15,9,8.333333333333334,39.0,36.0,reactive,"[0, 4, 9, 5, 6, 9, 4, 3, 8, 9, 9, 0]","[0, 9, 0, 9, 15, 0, 25, 30, 24, 30, 15, 39]",60,10,12,True,True
150,j10,16,0,100.0,inf,30.0,reactive,"[0, 7, 2, 9, 1, 6, 3, 9, 3, 1, 2, 0]","[0, 0, 7, 1, 0, 7, 13, 18, 8, 7, 28, 30]",60,10,7,False,True
151,j10,16,1,100.0,inf,30.0,reactive,"[0, 8, 1, 4, 1, 7, 5, 9, 3, 4, 2, 0]","[0, 0, 7, 1, 0, 7, 13, 18, 8, 7, 28, 30]",60,10,5,False,True
152,j10,16,2,100.0,inf,30.0,reactive,"[0, 4, 1, 8, 1, 7, 3, 9, 2, 3, 1, 0]","[0, 0, 7, 1, 0, 7, 13, 18, 8, 7, 28, 30]",60,10,7,False,True
153,j10,16,3,11.11111111111111,30.0,27.0,reactive,"[0, 6, 2, 4, 1, 4, 3, 9, 3, 4, 2, 0]","[0, 0, 7, 1, 0, 7, 13, 18, 8, 7, 28, 30]",60,10,12,True,True
154,j10,16,4,100.0,inf,31.0,reactive,"[0, 4, 2, 5, 1, 4, 6, 10, 2, 3, 1, 0]","[0, 0, 7, 1, 0, 7, 13, 18, 8, 7, 28, 30]",60,10,10,False,True
155,j10,16,5,100.0,inf,30.0,reactive,"[0, 6, 1, 8, 1, 4, 4, 9, 2, 4, 1, 0]","[0, 0, 7, 1, 0, 7, 13, 18, 8, 7, 28, 30]",60,10,6,False,True
156,j10,16,6,100.0,inf,31.0,reactive,"[0, 4, 2, 7, 1, 5, 6, 12, 4, 1, 2, 0]","[0, 0, 7, 1, 0, 7, 13, 18, 8, 7, 28, 30]",60,10,10,False,True
157,j10,16,7,3.7037037037037037,28.0,27.0,reactive,"[0, 5, 2, 5, 1, 7, 5, 7, 3, 2, 1, 0]","[0, 0, 7, 1, 0, 7, 13, 18, 8, 7, 25, 28]",60,10,12,True,True
158,j10,16,8,100.0,inf,30.0,reactive,"[0, 8, 2, 8, 1, 5, 5, 10, 2, 4, 2, 0]","[0, 0, 7, 1, 0, 7, 13, 18, 8, 7, 28, 30]",60,10,4,False,True
159,j10,16,9,100.0,inf,30.0,reactive,"[0, 6, 2, 8, 1, 7, 5, 12, 1, 3, 1, 0]","[0, 0, 7, 1, 0, 7, 13, 18, 8, 7, 28, 30]",60,10,6,False,True
160,j10,17,0,0.0,inf,inf,reactive,"[0, 9, 4, 5, 9, 2, 5, 9, 5, 3, 1, 0]",,60,10,1,False,False
161,j10,17,1,0.0,inf,inf,reactive,"[0, 9, 6, 5, 10, 2, 7, 11, 10, 1, 4, 0]",,60,10,1,False,False
162,j10,17,2,0.0,inf,inf,reactive,"[0, 7, 5, 5, 8, 1, 7, 7, 6, 2, 3, 0]",,60,10,1,False,False
163,j10,17,3,0.0,inf,inf,reactive,"[0, 10, 7, 4, 6, 2, 7, 9, 7, 3, 1, 0]",,60,10,1,False,False
164,j10,17,4,0.0,inf,inf,reactive,"[0, 7, 7, 5, 8, 2, 4, 9, 9, 1, 3, 0]",,60,10,1,False,False
165,j10,17,5,0.0,inf,inf,reactive,"[0, 10, 7, 3, 8, 2, 5, 8, 10, 3, 1, 0]",,60,10,1,False,False
166,j10,17,6,0.0,inf,inf,reactive,"[0, 6, 4, 6, 10, 2, 6, 8, 10, 2, 1, 0]",,60,10,1,False,False
167,j10,17,7,0.0,inf,inf,reactive,"[0, 9, 7, 5, 10, 2, 7, 9, 5, 3, 2, 0]",,60,10,1,False,False
168,j10,17,8,0.0,inf,inf,reactive,"[0, 9, 4, 3, 6, 2, 5, 9, 7, 1, 3, 0]",,60,10,1,False,False
169,j10,17,9,0.0,inf,inf,reactive,"[0, 10, 4, 5, 9, 2, 5, 8, 5, 2, 3, 0]",,60,10,1,False,False
170,j10,18,0,100.0,inf,28.0,reactive,"[0, 8, 7, 3, 11, 5, 1, 3, 2, 1, 6, 0]","[0, 0, 7, 10, 0, 13, 24, 17, 17, 26, 22, 27]",60,10,3,False,True
171,j10,18,1,100.0,inf,28.0,reactive,"[0, 5, 11, 4, 11, 5, 2, 3, 4, 1, 3, 0]","[0, 0, 7, 10, 0, 13, 24, 17, 17, 26, 22, 27]",60,10,4,False,True
172,j10,18,2,100.0,inf,26.0,reactive,"[0, 4, 11, 1, 11, 9, 1, 3, 5, 1, 3, 0]","[0, 0, 7, 10, 0, 13, 24, 17, 17, 26, 22, 27]",60,10,5,False,True
173,j10,18,3,100.0,inf,28.0,reactive,"[0, 8, 9, 1, 9, 8, 2, 2, 2, 1, 6, 0]","[0, 0, 7, 10, 0, 13, 24, 17, 17, 26, 22, 27]",60,10,3,False,True
174,j10,18,4,0.0,27.0,27.0,reactive,"[0, 7, 6, 1, 10, 9, 2, 4, 4, 1, 3, 0]","[0, 0, 7, 10, 0, 13, 24, 17, 17, 26, 22, 27]",60,10,12,True,True
175,j10,18,5,3.8461538461538463,27.0,26.0,reactive,"[0, 4, 11, 1, 7, 5, 2, 4, 4, 1, 4, 0]","[0, 0, 7, 10, 0, 13, 24, 17, 17, 26, 22, 27]",60,10,12,True,True
176,j10,18,6,100.0,inf,29.0,reactive,"[0, 6, 10, 3, 12, 9, 2, 1, 5, 1, 6, 0]","[0, 0, 7, 10, 0, 13, 24, 17, 17, 26, 22, 27]",60,10,4,False,True
177,j10,18,7,100.0,inf,27.0,reactive,"[0, 7, 7, 4, 9, 10, 1, 4, 2, 1, 4, 0]","[0, 0, 7, 10, 0, 13, 24, 17, 17, 26, 22, 27]",60,10,5,False,True
178,j10,18,8,100.0,inf,28.0,reactive,"[0, 9, 6, 1, 11, 6, 2, 1, 4, 1, 3, 0]","[0, 0, 7, 10, 0, 13, 24, 17, 17, 26, 22, 27]",60,10,3,False,True
179,j10,18,9,100.0,inf,26.0,reactive,"[0, 4, 10, 4, 7, 5, 1, 3, 4, 1, 4, 0]","[0, 0, 7, 10, 0, 13, 24, 17, 17, 26, 22, 27]",60,10,6,False,True
180,j10,19,0,100.0,inf,29.0,reactive,"[0, 7, 4, 5, 1, 4, 4, 6, 12, 1, 4, 0]","[0, 0, 0, 6, 0, 15, 10, 21, 2, 19, 15, 29]",60,10,5,False,True
181,j10,19,1,100.0,inf,29.0,reactive,"[0, 5, 6, 5, 1, 2, 5, 6, 12, 2, 4, 0]","[0, 0, 0, 6, 0, 15, 10, 21, 2, 19, 15, 29]",60,10,6,False,True
182,j10,19,2,100.0,inf,29.0,reactive,"[0, 6, 4, 5, 1, 2, 4, 5, 10, 2, 5, 0]","[0, 0, 0, 6, 0, 15, 10, 21, 2, 19, 15, 29]",60,10,6,False,True
183,j10,19,3,16.0,29.0,25.0,reactive,"[0, 4, 4, 2, 1, 2, 3, 9, 10, 1, 2, 0]","[0, 0, 0, 6, 0, 15, 10, 21, 2, 19, 15, 29]",60,10,12,True,True
184,j10,19,4,11.538461538461538,29.0,26.0,reactive,"[0, 6, 3, 2, 1, 3, 2, 8, 7, 1, 4, 0]","[0, 0, 0, 6, 0, 15, 10, 21, 2, 19, 15, 29]",60,10,12,True,True
185,j10,19,5,3.5714285714285716,29.0,28.0,reactive,"[0, 5, 6, 4, 1, 3, 5, 6, 12, 2, 3, 0]","[0, 0, 0, 6, 0, 15, 10, 21, 2, 19, 15, 29]",60,10,12,True,True
186,j10,19,6,16.0,29.0,25.0,reactive,"[0, 5, 3, 3, 1, 1, 2, 10, 10, 2, 2, 0]","[0, 0, 0, 6, 0, 15, 10, 21, 2, 19, 15, 29]",60,10,12,True,True
187,j10,19,7,11.538461538461538,29.0,26.0,reactive,"[0, 4, 4, 4, 1, 3, 2, 7, 11, 1, 2, 0]","[0, 0, 0, 6, 0, 15, 10, 21, 2, 19, 15, 29]",60,10,12,True,True
188,j10,19,8,16.0,29.0,25.0,reactive,"[0, 4, 4, 2, 1, 3, 2, 7, 10, 1, 2, 0]","[0, 0, 0, 6, 0, 15, 10, 21, 2, 19, 15, 29]",60,10,12,True,True
189,j10,19,9,100.0,inf,29.0,reactive,"[0, 7, 6, 4, 1, 4, 3, 7, 9, 2, 3, 0]","[0, 0, 0, 6, 0, 15, 10, 21, 2, 19, 15, 29]",60,10,5,False,True
190,j10,20,0,100.0,inf,41.0,reactive,"[0, 12, 4, 1, 9, 3, 8, 8, 8, 5, 11, 0]","[0, 0, 16, 0, 0, 10, 22, 20, 20, 10, 30, 39]",60,10,5,False,True
191,j10,20,1,100.0,inf,40.0,reactive,"[0, 11, 2, 1, 9, 6, 9, 7, 12, 6, 6, 0]","[0, 0, 16, 0, 0, 10, 22, 20, 20, 10, 30, 39]",60,10,5,False,True
192,j10,20,2,11.428571428571429,39.0,35.0,reactive,"[0, 9, 3, 1, 7, 6, 6, 10, 10, 4, 7, 0]","[0, 0, 16, 0, 0, 10, 22, 20, 20, 10, 30, 39]",60,10,12,True,True
193,j10,20,3,100.0,inf,32.0,reactive,"[0, 7, 2, 1, 7, 4, 8, 7, 11, 4, 7, 0]","[0, 0, 16, 0, 0, 10, 22, 20, 20, 10, 30, 39]",60,10,11,False,True
