instance_folder,instance_id,method,time_limit,feasibility,obj,time_offline,time_online,start_times,real_durations
j10,1,robust,60,True,31.0,0.11731290817260742,0.0001590251922607422,"[0, 4, 0, 0, 0, 7, 26, 13, 26, 13, 6, 31]","[0, 2, 9, 1, 1, 2, 5, 11, 2, 3, 1, 0]"
j10,1,robust,60,True,31.0,0.11731290817260742,0.00010418891906738281,"[0, 4, 0, 0, 0, 7, 26, 13, 26, 13, 6, 31]","[0, 1, 7, 1, 2, 1, 3, 8, 1, 5, 1, 0]"
j10,1,robust,60,True,31.0,0.11731290817260742,0.00010609626770019531,"[0, 4, 0, 0, 0, 7, 26, 13, 26, 13, 6, 31]","[0, 1, 9, 1, 3, 1, 4, 10, 2, 4, 1, 0]"
j10,1,robust,60,True,31.0,0.11731290817260742,0.0001239776611328125,"[0, 4, 0, 0, 0, 7, 26, 13, 26, 13, 6, 31]","[0, 2, 12, 1, 3, 2, 3, 7, 2, 4, 1, 0]"
j10,1,robust,60,True,31.0,0.11731290817260742,0.00010800361633300781,"[0, 4, 0, 0, 0, 7, 26, 13, 26, 13, 6, 31]","[0, 2, 6, 1, 2, 1, 2, 11, 2, 5, 1, 0]"
j10,1,robust,60,True,31.0,0.11731290817260742,0.00010704994201660156,"[0, 4, 0, 0, 0, 7, 26, 13, 26, 13, 6, 31]","[0, 2, 6, 3, 3, 2, 3, 7, 2, 7, 1, 0]"
j10,1,robust,60,True,31.0,0.11731290817260742,0.00010919570922851562,"[0, 4, 0, 0, 0, 7, 26, 13, 26, 13, 6, 31]","[0, 1, 7, 1, 3, 1, 2, 11, 2, 4, 1, 0]"
j10,1,robust,60,True,31.0,0.11731290817260742,0.00010085105895996094,"[0, 4, 0, 0, 0, 7, 26, 13, 26, 13, 6, 31]","[0, 3, 6, 1, 2, 3, 4, 7, 1, 4, 1, 0]"
j10,1,robust,60,True,31.0,0.11731290817260742,0.00011396408081054688,"[0, 4, 0, 0, 0, 7, 26, 13, 26, 13, 6, 31]","[0, 3, 11, 1, 2, 2, 5, 12, 1, 3, 1, 0]"
j10,1,robust,60,True,31.0,0.11731290817260742,0.00010609626770019531,"[0, 4, 0, 0, 0, 7, 26, 13, 26, 13, 6, 31]","[0, 3, 8, 2, 1, 3, 2, 6, 2, 4, 1, 0]"
