instance_folder,instance_id,method,time_limit_pi,time_limit_cp_stnu,obj,obj_pi,rel_regret,feasibility,feasibility_pi,real_durations,start_times,time_offline,time_online
ubo50,11,STNU,60,60,inf,136.0,100.0,False,True,"[0, 2, 5, 9, 4, 5, 2, 5, 4, 6, 4, 10, 6, 3, 5, 6, 8, 1, 2, 8, 10, 9, 1, 6, 7, 1, 2, 3, 4, 6, 5, 7, 6, 5, 11, 5, 2, 2, 3, 4, 1, 3, 7, 5, 4, 6, 1, 11, 6, 3, 7, 0]",,1.471999168395996,0.0
ubo50,12,STNU,60,60,inf,111.0,100.0,False,True,"[0, 2, 4, 9, 4, 3, 1, 3, 5, 2, 1, 6, 1, 5, 1, 1, 2, 9, 5, 8, 1, 1, 7, 1, 7, 8, 5, 3, 2, 7, 5, 5, 1, 11, 1, 5, 5, 9, 5, 1, 1, 2, 5, 4, 2, 5, 1, 9, 4, 2, 5, 0]",,0.8497769832611084,0.0
ubo50,13,STNU,60,60,inf,127.0,100.0,False,True,"[0, 7, 5, 5, 5, 6, 2, 6, 2, 6, 7, 9, 1, 1, 11, 1, 6, 2, 6, 1, 1, 2, 1, 12, 1, 8, 3, 4, 2, 7, 5, 1, 2, 1, 4, 9, 7, 3, 2, 8, 9, 7, 1, 1, 2, 8, 3, 2, 4, 2, 1, 0]",,0.9107153415679932,0.0
ubo50,14,STNU,60,60,inf,140.0,100.0,False,True,"[0, 1, 8, 5, 4, 6, 1, 2, 8, 5, 5, 6, 1, 11, 3, 1, 7, 1, 2, 12, 6, 1, 1, 5, 4, 5, 1, 2, 1, 10, 1, 7, 6, 5, 2, 5, 3, 7, 4, 2, 11, 9, 1, 1, 5, 4, 8, 1, 3, 5, 4, 0]",,1.1071648597717285,0.0
ubo50,15,STNU,60,60,inf,97.0,100.0,False,True,"[0, 3, 11, 11, 1, 1, 6, 5, 2, 1, 2, 5, 3, 3, 11, 6, 5, 10, 6, 2, 2, 6, 5, 1, 4, 6, 7, 5, 8, 1, 10, 6, 2, 12, 1, 8, 1, 4, 1, 10, 4, 7, 5, 6, 5, 1, 6, 1, 3, 1, 3, 0]",,1.3295071125030518,0.0
ubo50,16,STNU,60,60,inf,128.0,100.0,False,True,"[0, 7, 2, 8, 9, 1, 7, 4, 10, 7, 7, 8, 5, 9, 4, 5, 1, 2, 9, 6, 6, 1, 1, 10, 7, 1, 6, 2, 5, 5, 6, 3, 1, 4, 1, 1, 1, 4, 5, 7, 1, 8, 3, 6, 10, 1, 12, 6, 9, 5, 9, 0]",,0.9655759334564209,0.0
ubo50,17,STNU,60,60,inf,105.0,100.0,False,True,"[0, 4, 4, 4, 4, 5, 6, 5, 12, 7, 5, 12, 1, 4, 5, 1, 2, 2, 2, 6, 2, 3, 7, 10, 7, 1, 1, 3, 8, 1, 3, 5, 2, 1, 11, 1, 6, 4, 11, 6, 8, 2, 8, 10, 10, 1, 7, 6, 1, 5, 2, 0]",,1.5796217918395996,0.0
ubo50,18,STNU,60,60,inf,161.0,100.0,False,True,"[0, 6, 10, 4, 5, 1, 5, 5, 3, 5, 1, 1, 1, 1, 11, 7, 7, 2, 2, 8, 1, 7, 7, 5, 5, 7, 2, 4, 6, 6, 3, 9, 3, 5, 1, 1, 6, 8, 5, 5, 7, 7, 1, 3, 1, 2, 11, 5, 5, 1, 3, 0]",,0.8762366771697998,0.0
ubo50,19,STNU,60,60,inf,144.0,100.0,False,True,"[0, 1, 9, 1, 7, 3, 7, 6, 6, 5, 4, 12, 6, 7, 9, 3, 6, 4, 2, 5, 1, 1, 2, 1, 2, 10, 2, 8, 6, 10, 7, 2, 2, 2, 4, 1, 7, 6, 5, 4, 6, 1, 2, 7, 5, 4, 4, 1, 7, 5, 8, 0]",,1.5224270820617676,0.0
ubo50,20,STNU,60,60,inf,145.0,100.0,False,True,"[0, 8, 7, 2, 2, 4, 2, 1, 10, 6, 2, 2, 3, 5, 4, 1, 9, 9, 5, 6, 4, 9, 6, 4, 1, 5, 2, 12, 1, 3, 3, 2, 5, 9, 7, 6, 4, 7, 4, 5, 1, 3, 5, 4, 11, 5, 6, 3, 4, 12, 2, 0]",,0.7593667507171631,0.0
