instance_id,method,real_durations,rel_regret
7,proactive,"[0, 6, 1, 10, 1, 5, 1, 8, 2, 6, 6, 1, 2, 3, 2, 12, 5, 5, 1, 5, 5, 0]",4.615384615384615
7,proactive,"[0, 6, 1, 10, 2, 6, 1, 8, 2, 8, 11, 2, 5, 3, 2, 7, 7, 4, 2, 5, 6, 0]",4.545454545454546
7,proactive,"[0, 6, 2, 12, 2, 6, 2, 6, 1, 5, 8, 2, 2, 6, 2, 12, 7, 6, 1, 2, 7, 0]",4.545454545454546
7,proactive,"[0, 7, 2, 12, 2, 6, 3, 8, 1, 8, 6, 1, 4, 6, 2, 6, 6, 4, 2, 4, 5, 0]",4.615384615384615
7,proactive,"[0, 8, 1, 9, 1, 7, 3, 6, 1, 5, 8, 1, 3, 4, 1, 7, 4, 5, 2, 4, 9, 0]",4.615384615384615
7,proactive,"[0, 8, 2, 11, 1, 7, 1, 8, 1, 9, 11, 1, 6, 5, 2, 10, 6, 5, 2, 2, 9, 0]",4.615384615384615
7,reactive,"[0, 5, 2, 6, 2, 6, 2, 11, 2, 5, 9, 2, 6, 2, 1, 6, 5, 7, 1, 3, 5, 0]",0.0
8,proactive,"[0, 5, 9, 9, 2, 1, 5, 4, 6, 6, 9, 6, 8, 6, 10, 3, 4, 4, 2, 1, 2, 0]",40.35087719298246
8,proactive,"[0, 6, 9, 8, 2, 1, 3, 7, 8, 7, 8, 9, 8, 12, 11, 2, 5, 6, 2, 1, 3, 0]",26.5625
8,proactive,"[0, 7, 9, 8, 1, 1, 5, 6, 4, 10, 11, 10, 9, 12, 10, 3, 3, 3, 2, 1, 3, 0]",11.11111111111111
8,proactive,"[0, 8, 5, 6, 1, 1, 2, 8, 5, 8, 10, 9, 5, 11, 8, 6, 5, 4, 2, 1, 2, 0]",36.206896551724135
8,proactive,"[0, 8, 9, 10, 1, 1, 5, 4, 4, 6, 8, 6, 5, 12, 11, 4, 2, 7, 5, 1, 3, 0]",30.64516129032258
8,proactive,"[0, 9, 7, 6, 2, 1, 4, 4, 8, 10, 9, 9, 7, 7, 6, 4, 3, 3, 5, 1, 1, 0]",19.696969696969692
8,reactive,"[0, 8, 5, 9, 2, 1, 3, 6, 7, 8, 8, 9, 7, 6, 11, 4, 2, 3, 3, 1, 2, 0]",23.728813559322035
11,reactive,"[0, 1, 2, 7, 5, 8, 4, 2, 6, 2, 2, 1, 3, 6, 3, 5, 4, 8, 4, 7, 7, 0]",33.333333333333336
13,STNU,"[0, 4, 12, 6, 4, 1, 3, 2, 1, 10, 8, 3, 3, 6, 1, 7, 2, 10, 5, 8, 2, 0]",4.0
13,STNU,"[0, 4, 8, 6, 2, 1, 1, 1, 3, 6, 5, 7, 3, 7, 1, 3, 1, 12, 4, 7, 2, 0]",0.0
13,STNU,"[0, 5, 8, 7, 2, 1, 3, 2, 2, 10, 7, 3, 2, 6, 1, 6, 2, 8, 3, 4, 2, 0]",4.166666666666667
13,STNU,"[0, 5, 9, 8, 3, 1, 1, 2, 1, 12, 9, 5, 2, 8, 1, 7, 1, 10, 2, 8, 1, 0]",5.882352941176471
13,STNU,"[0, 6, 6, 6, 4, 1, 2, 2, 2, 10, 6, 7, 1, 5, 1, 4, 1, 11, 4, 6, 1, 0]",0.0
