instance_folder,instance_id,method,time_limit,feasibility,obj,time_offline,time_online,start_times,real_durations,mode,time_limit_cp_stnu,can_build_stnu,dc,time_limit_rescheduling,time_limit_initial,solver_calls,estimated_start_times,estimated_durations
j10,5,proactive_robust,60.0,True,41.0,0.0485787391662597,0.0001990795135498,"[0, 3, 3, 0, 9, 18, 33, 20, 15, 6, 21, 41]","[0, 8, 7, 1, 3, 2, 8, 7, 2, 3, 7, 0]",robust,,,,,,,,
j10,5,proactive_robust,60.0,True,41.0,0.0485787391662597,0.0001919269561767,"[0, 3, 3, 0, 9, 18, 33, 20, 15, 6, 21, 41]","[0, 9, 6, 1, 3, 1, 6, 6, 1, 4, 6, 0]",robust,,,,,,,,
j10,5,proactive_robust,60.0,True,41.0,0.0485787391662597,0.0002079010009765,"[0, 3, 3, 0, 9, 18, 33, 20, 15, 6, 21, 41]","[0, 6, 7, 2, 2, 2, 5, 3, 2, 3, 10, 0]",robust,,,,,,,,
j10,6,proactive_robust,60.0,False,inf,inf,inf,,"[0, 1, 2, 3, 6, 10, 8, 6, 1, 6, 6, 0]",robust,,,,,,,,
j10,7,proactive_robust,60.0,False,inf,inf,inf,,"[0, 11, 1, 5, 10, 5, 3, 5, 2, 6, 1, 0]",robust,,,,,,,,
j10,7,proactive_robust,60.0,False,inf,inf,inf,,"[0, 7, 1, 2, 11, 9, 3, 4, 1, 11, 3, 0]",robust,,,,,,,,
j10,7,proactive_robust,60.0,False,inf,inf,inf,,"[0, 10, 1, 5, 10, 7, 6, 4, 1, 7, 2, 0]",robust,,,,,,,,
j10,7,proactive_robust,60.0,False,inf,inf,inf,,"[0, 6, 1, 4, 11, 6, 3, 3, 2, 6, 1, 0]",robust,,,,,,,,
j10,7,proactive_robust,60.0,False,inf,inf,inf,,"[0, 7, 1, 2, 6, 8, 4, 3, 1, 9, 3, 0]",robust,,,,,,,,
j10,7,proactive_robust,60.0,False,inf,inf,inf,,"[0, 11, 1, 3, 7, 8, 6, 2, 2, 9, 1, 0]",robust,,,,,,,,
j10,7,proactive_robust,60.0,False,inf,inf,inf,,"[0, 8, 1, 2, 6, 8, 3, 4, 1, 10, 2, 0]",robust,,,,,,,,
j10,7,proactive_robust,60.0,False,inf,inf,inf,,"[0, 8, 1, 5, 8, 6, 2, 3, 3, 11, 1, 0]",robust,,,,,,,,
j10,7,proactive_robust,60.0,False,inf,inf,inf,,"[0, 9, 1, 3, 7, 8, 2, 2, 3, 8, 2, 0]",robust,,,,,,,,
j10,7,proactive_robust,60.0,False,inf,inf,inf,,"[0, 9, 1, 2, 8, 5, 2, 3, 2, 11, 1, 0]",robust,,,,,,,,
j10,8,proactive_robust,60.0,True,51.0,0.0528168678283691,0.0002357959747314,"[0, 13, 0, 4, 31, 27, 27, 48, 28, 25, 43, 51]","[0, 11, 9, 2, 6, 4, 2, 1, 1, 1, 2, 0]",robust,,,,,,,,
j10,8,proactive_robust,60.0,True,51.0,0.0528168678283691,0.000223159790039,"[0, 13, 0, 4, 31, 27, 27, 48, 28, 25, 43, 51]","[0, 10, 11, 2, 7, 5, 1, 3, 2, 1, 3, 0]",robust,,,,,,,,
j10,8,proactive_robust,60.0,True,51.0,0.0528168678283691,0.0001938343048095,"[0, 13, 0, 4, 31, 27, 27, 48, 28, 25, 43, 51]","[0, 10, 9, 2, 8, 7, 2, 3, 1, 1, 1, 0]",robust,,,,,,,,
j10,8,proactive_robust,60.0,True,51.0,0.0528168678283691,0.0001790523529052,"[0, 13, 0, 4, 31, 27, 27, 48, 28, 25, 43, 51]","[0, 7, 7, 5, 6, 4, 2, 2, 1, 1, 2, 0]",robust,,,,,,,,
j10,8,proactive_robust,60.0,True,51.0,0.0528168678283691,0.0001811981201171,"[0, 13, 0, 4, 31, 27, 27, 48, 28, 25, 43, 51]","[0, 7, 6, 2, 7, 3, 1, 2, 2, 1, 3, 0]",robust,,,,,,,,
j10,8,proactive_robust,60.0,True,51.0,0.0528168678283691,0.0001740455627441,"[0, 13, 0, 4, 31, 27, 27, 48, 28, 25, 43, 51]","[0, 7, 6, 4, 9, 4, 2, 1, 1, 1, 2, 0]",robust,,,,,,,,
j10,8,proactive_robust,60.0,True,51.0,0.0528168678283691,0.0001969337463378,"[0, 13, 0, 4, 31, 27, 27, 48, 28, 25, 43, 51]","[0, 9, 10, 4, 10, 3, 2, 2, 1, 1, 1, 0]",robust,,,,,,,,
j10,8,proactive_robust,60.0,True,51.0,0.0528168678283691,0.0001988410949707,"[0, 13, 0, 4, 31, 27, 27, 48, 28, 25, 43, 51]","[0, 10, 7, 5, 8, 5, 2, 1, 1, 1, 2, 0]",robust,,,,,,,,
j10,8,proactive_robust,60.0,True,51.0,0.0528168678283691,0.0002110004425048,"[0, 13, 0, 4, 31, 27, 27, 48, 28, 25, 43, 51]","[0, 9, 12, 5, 11, 7, 2, 2, 2, 1, 3, 0]",robust,,,,,,,,
j10,8,proactive_robust,60.0,True,51.0,0.0528168678283691,0.0001709461212158,"[0, 13, 0, 4, 31, 27, 27, 48, 28, 25, 43, 51]","[0, 6, 6, 4, 8, 4, 1, 3, 1, 1, 3, 0]",robust,,,,,,,,
j10,9,proactive_robust,60.0,True,57.0,0.1084659099578857,0.0002968311309814,"[0, 3, 10, 0, 3, 15, 39, 27, 47, 31, 25, 57]","[0, 5, 10, 1, 7, 8, 3, 5, 7, 7, 5, 0]",robust,,,,,,,,
j10,9,proactive_robust,60.0,True,57.0,0.1084659099578857,0.0002708435058593,"[0, 3, 10, 0, 3, 15, 39, 27, 47, 31, 25, 57]","[0, 6, 12, 2, 8, 9, 5, 9, 9, 7, 4, 0]",robust,,,,,,,,
j10,9,proactive_robust,60.0,True,59.0,0.1084659099578857,0.0002377033233642,"[0, 3, 10, 0, 3, 15, 39, 27, 47, 31, 25, 57]","[0, 6, 11, 1, 8, 9, 4, 6, 12, 3, 4, 0]",robust,,,,,,,,
j10,9,proactive_robust,60.0,True,57.0,0.1084659099578857,0.0002417564392089,"[0, 3, 10, 0, 3, 15, 39, 27, 47, 31, 25, 57]","[0, 3, 7, 2, 11, 6, 4, 5, 10, 4, 2, 0]",robust,,,,,,,,
j10,9,proactive_robust,60.0,True,59.0,0.1084659099578857,0.0002548694610595,"[0, 3, 10, 0, 3, 15, 39, 27, 47, 31, 25, 57]","[0, 2, 11, 2, 8, 6, 3, 8, 12, 4, 3, 0]",robust,,,,,,,,
j10,9,proactive_robust,60.0,True,57.0,0.1084659099578857,0.0002319812774658,"[0, 3, 10, 0, 3, 15, 39, 27, 47, 31, 25, 57]","[0, 5, 10, 1, 7, 8, 7, 7, 10, 3, 3, 0]",robust,,,,,,,,
j10,9,proactive_robust,60.0,True,57.0,0.1084659099578857,0.0002079010009765,"[0, 3, 10, 0, 3, 15, 39, 27, 47, 31, 25, 57]","[0, 5, 7, 1, 6, 9, 4, 7, 8, 4, 2, 0]",robust,,,,,,,,
j10,9,proactive_robust,60.0,True,57.0,0.1084659099578857,0.0002171993255615,"[0, 3, 10, 0, 3, 15, 39, 27, 47, 31, 25, 57]","[0, 3, 9, 2, 11, 9, 6, 6, 9, 3, 2, 0]",robust,,,,,,,,
j10,9,proactive_robust,60.0,True,59.0,0.1084659099578857,0.0002250671386718,"[0, 3, 10, 0, 3, 15, 39, 27, 47, 31, 25, 57]","[0, 4, 8, 2, 7, 8, 7, 7, 12, 3, 2, 0]",robust,,,,,,,,
j10,9,proactive_robust,60.0,True,58.0,0.1084659099578857,0.0002219676971435,"[0, 3, 10, 0, 3, 15, 39, 27, 47, 31, 25, 57]","[0, 3, 7, 2, 9, 5, 3, 9, 11, 5, 2, 0]",robust,,,,,,,,
j10,10,proactive_robust,60.0,True,46.0,0.0765161514282226,0.0002040863037109,"[0, 0, 9, 7, 13, 13, 29, 23, 39, 19, 33, 46]","[0, 5, 1, 1, 2, 7, 2, 5, 4, 1, 3, 0]",robust,,,,,,,,
j10,10,proactive_robust,60.0,True,46.0,0.0765161514282226,0.0001747608184814,"[0, 0, 9, 7, 13, 13, 29, 23, 39, 19, 33, 46]","[0, 6, 2, 1, 2, 7, 3, 2, 6, 1, 5, 0]",robust,,,,,,,,
j10,10,proactive_robust,60.0,True,47.0,0.0765161514282226,0.0001938343048095,"[0, 0, 9, 7, 13, 13, 29, 23, 39, 19, 33, 46]","[0, 6, 3, 1, 2, 11, 3, 4, 8, 2, 3, 0]",robust,,,,,,,,
j10,10,proactive_robust,60.0,True,46.0,0.0765161514282226,0.0001609325408935,"[0, 0, 9, 7, 13, 13, 29, 23, 39, 19, 33, 46]","[0, 2, 3, 1, 3, 7, 2, 5, 5, 2, 2, 0]",robust,,,,,,,,
j10,10,proactive_robust,60.0,True,46.0,0.0765161514282226,0.0001711845397949,"[0, 0, 9, 7, 13, 13, 29, 23, 39, 19, 33, 46]","[0, 6, 2, 1, 2, 6, 2, 5, 6, 2, 2, 0]",robust,,,,,,,,
j10,10,proactive_robust,60.0,True,47.0,0.0765161514282226,0.0001709461212158,"[0, 0, 9, 7, 13, 13, 29, 23, 39, 19, 33, 46]","[0, 5, 3, 1, 3, 7, 2, 5, 8, 1, 3, 0]",robust,,,,,,,,
j10,10,proactive_robust,60.0,True,46.0,0.0765161514282226,0.0001721382141113,"[0, 0, 9, 7, 13, 13, 29, 23, 39, 19, 33, 46]","[0, 5, 1, 1, 4, 10, 1, 3, 7, 2, 4, 0]",robust,,,,,,,,
j10,10,proactive_robust,60.0,True,46.0,0.0765161514282226,0.0001580715179443,"[0, 0, 9, 7, 13, 13, 29, 23, 39, 19, 33, 46]","[0, 2, 1, 1, 3, 8, 3, 3, 4, 3, 3, 0]",robust,,,,,,,,
j10,10,proactive_robust,60.0,True,46.0,0.0765161514282226,0.0001792907714843,"[0, 0, 9, 7, 13, 13, 29, 23, 39, 19, 33, 46]","[0, 5, 3, 1, 5, 11, 1, 5, 5, 3, 2, 0]",robust,,,,,,,,
j10,10,proactive_robust,60.0,True,46.0,0.0765161514282226,0.0001587867736816,"[0, 0, 9, 7, 13, 13, 29, 23, 39, 19, 33, 46]","[0, 2, 3, 1, 4, 7, 1, 4, 4, 1, 5, 0]",robust,,,,,,,,
j10,11,proactive_robust,60.0,True,42.0,0.0525600910186767,0.0002188682556152,"[0, 20, 30, 0, 33, 6, 17, 9, 37, 33, 30, 42]","[0, 8, 1, 2, 4, 2, 2, 3, 2, 2, 10, 0]",robust,,,,,,,,
j10,11,proactive_robust,60.0,True,43.0,0.0525600910186767,0.0002059936523437,"[0, 20, 30, 0, 33, 6, 17, 9, 37, 33, 30, 42]","[0, 9, 1, 3, 5, 1, 1, 5, 6, 1, 8, 0]",robust,,,,,,,,
j10,11,proactive_robust,60.0,True,42.0,0.0525600910186767,0.0002157688140869,"[0, 20, 30, 0, 33, 6, 17, 9, 37, 33, 30, 42]","[0, 9, 2, 4, 5, 1, 2, 4, 3, 3, 6, 0]",robust,,,,,,,,
j10,11,proactive_robust,60.0,True,42.0,0.0525600910186767,0.0001821517944335,"[0, 20, 30, 0, 33, 6, 17, 9, 37, 33, 30, 42]","[0, 6, 2, 5, 4, 2, 1, 7, 3, 1, 6, 0]",robust,,,,,,,,
j10,11,proactive_robust,60.0,True,42.0,0.0525600910186767,0.0002288818359375,"[0, 20, 30, 0, 33, 6, 17, 9, 37, 33, 30, 42]","[0, 8, 2, 4, 4, 1, 1, 6, 3, 2, 9, 0]",robust,,,,,,,,
j10,11,proactive_robust,60.0,True,42.0,0.0525600910186767,0.0001978874206542,"[0, 20, 30, 0, 33, 6, 17, 9, 37, 33, 30, 42]","[0, 9, 1, 3, 6, 1, 1, 7, 2, 2, 9, 0]",robust,,,,,,,,
j10,11,proactive_robust,60.0,True,42.0,0.0525600910186767,0.0001769065856933,"[0, 20, 30, 0, 33, 6, 17, 9, 37, 33, 30, 42]","[0, 6, 1, 5, 3, 1, 2, 5, 4, 2, 6, 0]",robust,,,,,,,,
j10,11,proactive_robust,60.0,True,42.0,0.0525600910186767,0.0002112388610839,"[0, 20, 30, 0, 33, 6, 17, 9, 37, 33, 30, 42]","[0, 6, 2, 5, 7, 2, 2, 4, 5, 3, 6, 0]",robust,,,,,,,,
j10,11,proactive_robust,60.0,True,42.0,0.0525600910186767,0.0001978874206542,"[0, 20, 30, 0, 33, 6, 17, 9, 37, 33, 30, 42]","[0, 5, 1, 4, 4, 2, 2, 7, 4, 3, 12, 0]",robust,,,,,,,,
j10,11,proactive_robust,60.0,True,42.0,0.0525600910186767,0.0001821517944335,"[0, 20, 30, 0, 33, 6, 17, 9, 37, 33, 30, 42]","[0, 5, 1, 5, 4, 2, 2, 6, 2, 1, 11, 0]",robust,,,,,,,,
j10,13,proactive_robust,60.0,True,46.0,0.0494210720062255,0.0002598762512207,"[0, 0, 0, 11, 4, 5, 17, 37, 30, 24, 9, 46]","[0, 2, 7, 10, 2, 1, 7, 9, 11, 6, 1, 0]",robust,,,,,,,,
j10,13,proactive_robust,60.0,True,46.0,0.0494210720062255,0.0002310276031494,"[0, 0, 0, 11, 4, 5, 17, 37, 30, 24, 9, 46]","[0, 1, 5, 10, 6, 1, 12, 7, 8, 10, 1, 0]",robust,,,,,,,,
j10,13,proactive_robust,60.0,True,46.0,0.0494210720062255,0.0002350807189941,"[0, 0, 0, 11, 4, 5, 17, 37, 30, 24, 9, 46]","[0, 3, 6, 10, 5, 1, 10, 8, 10, 11, 1, 0]",robust,,,,,,,,
j10,13,proactive_robust,60.0,True,46.0,0.0494210720062255,0.0002639293670654,"[0, 0, 0, 11, 4, 5, 17, 37, 30, 24, 9, 46]","[0, 3, 6, 10, 3, 1, 7, 6, 12, 11, 1, 0]",robust,,,,,,,,
j10,13,proactive_robust,60.0,True,46.0,0.0494210720062255,0.0002429485321044,"[0, 0, 0, 11, 4, 5, 17, 37, 30, 24, 9, 46]","[0, 2, 5, 11, 3, 1, 7, 6, 10, 7, 1, 0]",robust,,,,,,,,
j10,13,proactive_robust,60.0,True,46.0,0.0494210720062255,0.0002729892730712,"[0, 0, 0, 11, 4, 5, 17, 37, 30, 24, 9, 46]","[0, 1, 4, 11, 5, 1, 8, 7, 6, 12, 1, 0]",robust,,,,,,,,
j10,13,proactive_robust,60.0,True,46.0,0.0494210720062255,0.0002360343933105,"[0, 0, 0, 11, 4, 5, 17, 37, 30, 24, 9, 46]","[0, 3, 5, 7, 5, 1, 10, 6, 7, 9, 1, 0]",robust,,,,,,,,
j10,13,proactive_robust,60.0,True,46.0,0.0494210720062255,0.0002350807189941,"[0, 0, 0, 11, 4, 5, 17, 37, 30, 24, 9, 46]","[0, 1, 6, 10, 2, 1, 11, 9, 7, 8, 1, 0]",robust,,,,,,,,
j10,13,proactive_robust,60.0,True,46.0,0.0494210720062255,0.0002260208129882,"[0, 0, 0, 11, 4, 5, 17, 37, 30, 24, 9, 46]","[0, 1, 8, 7, 4, 1, 8, 7, 6, 12, 1, 0]",robust,,,,,,,,
j10,13,proactive_robust,60.0,True,48.0,0.0494210720062255,0.0002360343933105,"[0, 0, 0, 11, 4, 5, 17, 37, 30, 24, 9, 46]","[0, 2, 7, 12, 6, 1, 9, 11, 7, 9, 1, 0]",robust,,,,,,,,
j10,14,proactive_robust,60.0,False,inf,inf,inf,,"[0, 2, 9, 6, 1, 3, 6, 5, 11, 6, 2, 0]",robust,,,,,,,,
j10,14,proactive_robust,60.0,False,inf,inf,inf,,"[0, 2, 10, 6, 1, 4, 7, 6, 11, 8, 2, 0]",robust,,,,,,,,
j10,14,proactive_robust,60.0,False,inf,inf,inf,,"[0, 1, 8, 6, 1, 5, 9, 3, 7, 6, 4, 0]",robust,,,,,,,,
j10,14,proactive_robust,60.0,False,inf,inf,inf,,"[0, 2, 7, 3, 1, 4, 6, 2, 10, 7, 2, 0]",robust,,,,,,,,
j10,14,proactive_robust,60.0,False,inf,inf,inf,,"[0, 1, 11, 5, 1, 5, 6, 2, 9, 11, 3, 0]",robust,,,,,,,,
j10,14,proactive_robust,60.0,False,inf,inf,inf,,"[0, 2, 9, 6, 1, 3, 6, 5, 10, 8, 2, 0]",robust,,,,,,,,
j10,14,proactive_robust,60.0,False,inf,inf,inf,,"[0, 1, 11, 5, 1, 4, 7, 2, 10, 7, 5, 0]",robust,,,,,,,,
j10,14,proactive_robust,60.0,False,inf,inf,inf,,"[0, 2, 7, 5, 1, 3, 5, 4, 8, 7, 5, 0]",robust,,,,,,,,
j10,14,proactive_robust,60.0,False,inf,inf,inf,,"[0, 1, 8, 2, 1, 3, 6, 3, 11, 9, 2, 0]",robust,,,,,,,,
j10,15,proactive_robust,60.0,True,50.0,0.0813591480255127,0.0002796649932861,"[0, 27, 15, 0, 0, 12, 8, 34, 40, 27, 39, 49]","[0, 5, 10, 3, 7, 9, 2, 1, 7, 10, 11, 0]",robust,,,,,,,,
j10,15,proactive_robust,60.0,True,49.0,0.0813591480255127,0.0002617835998535,"[0, 27, 15, 0, 0, 12, 8, 34, 40, 27, 39, 49]","[0, 6, 7, 5, 10, 12, 4, 1, 9, 10, 8, 0]",robust,,,,,,,,
j10,15,proactive_robust,60.0,True,49.0,0.0813591480255127,0.0002501010894775,"[0, 27, 15, 0, 0, 12, 8, 34, 40, 27, 39, 49]","[0, 6, 11, 5, 10, 7, 3, 3, 6, 11, 7, 0]",robust,,,,,,,,
j10,15,proactive_robust,60.0,True,50.0,0.0813591480255127,0.0002486705780029,"[0, 27, 15, 0, 0, 12, 8, 34, 40, 27, 39, 49]","[0, 3, 11, 4, 7, 6, 6, 2, 6, 6, 11, 0]",robust,,,,,,,,
j10,15,proactive_robust,60.0,True,51.0,0.0813591480255127,0.0002510547637939,"[0, 27, 15, 0, 0, 12, 8, 34, 40, 27, 39, 49]","[0, 5, 8, 4, 6, 12, 5, 3, 11, 7, 7, 0]",robust,,,,,,,,
j10,15,proactive_robust,60.0,True,50.0,0.0813591480255127,0.0002570152282714,"[0, 27, 15, 0, 0, 12, 8, 34, 40, 27, 39, 49]","[0, 5, 10, 3, 7, 9, 6, 3, 10, 6, 11, 0]",robust,,,,,,,,
j10,15,proactive_robust,60.0,True,49.0,0.0813591480255127,0.0002245903015136,"[0, 27, 15, 0, 0, 12, 8, 34, 40, 27, 39, 49]","[0, 5, 7, 5, 6, 10, 3, 3, 8, 7, 6, 0]",robust,,,,,,,,
j10,15,proactive_robust,60.0,True,49.0,0.0813591480255127,0.0002400875091552,"[0, 27, 15, 0, 0, 12, 8, 34, 40, 27, 39, 49]","[0, 3, 9, 7, 9, 11, 3, 3, 6, 6, 8, 0]",robust,,,,,,,,
j10,15,proactive_robust,60.0,True,50.0,0.0813591480255127,0.0002460479736328,"[0, 27, 15, 0, 0, 12, 8, 34, 40, 27, 39, 49]","[0, 4, 7, 6, 10, 8, 2, 1, 7, 7, 11, 0]",robust,,,,,,,,
j10,15,proactive_robust,60.0,True,49.0,0.0813591480255127,0.0002486705780029,"[0, 27, 15, 0, 0, 12, 8, 34, 40, 27, 39, 49]","[0, 5, 6, 3, 11, 11, 6, 2, 8, 10, 9, 0]",robust,,,,,,,,
j10,16,proactive_robust,60.0,True,35.0,0.0668840408325195,0.0002238750457763,"[0, 0, 9, 0, 9, 11, 13, 20, 9, 11, 33, 35]","[0, 7, 1, 4, 1, 4, 5, 11, 1, 1, 2, 0]",robust,,,,,,,,
