instance_folder,instance_id,method,time_limit_pi,time_limit_cp_stnu,obj,obj_pi,feasibility,feasibility_pi,rel_regret,real_durations,start_times,time_offline,time_online
j20,1,STNU,60,60,inf,inf,False,False,0.0,"[0, 8, 3, 7, 1, 3, 2, 7, 2, 9, 1, 3, 10, 1, 4, 1, 3, 1, 8, 3, 4, 0]",,0.0485079288482666,0.0
j20,1,STNU,60,60,inf,47.0,False,True,100.0,"[0, 8, 1, 9, 1, 3, 1, 8, 1, 9, 1, 1, 11, 1, 3, 1, 1, 1, 5, 2, 2, 0]",,0.0485079288482666,0.0
j20,1,STNU,60,60,inf,48.0,False,True,100.0,"[0, 6, 2, 11, 3, 3, 3, 10, 1, 5, 1, 2, 6, 1, 5, 1, 2, 1, 4, 4, 4, 0]",,0.0485079288482666,0.0
j20,1,STNU,60,60,inf,inf,False,False,0.0,"[0, 6, 3, 7, 2, 3, 3, 8, 2, 7, 1, 2, 7, 1, 4, 1, 2, 2, 8, 4, 4, 0]",,0.0485079288482666,0.0
j20,1,STNU,60,60,inf,inf,False,False,0.0,"[0, 7, 3, 10, 2, 2, 1, 7, 2, 5, 2, 2, 6, 1, 6, 1, 2, 1, 4, 5, 2, 0]",,0.0485079288482666,0.0
j20,1,STNU,60,60,inf,inf,False,False,0.0,"[0, 8, 3, 7, 2, 3, 3, 10, 2, 6, 2, 2, 7, 1, 3, 1, 1, 3, 5, 2, 5, 0]",,0.0485079288482666,0.0
j20,1,STNU,60,60,inf,inf,False,False,0.0,"[0, 6, 3, 10, 3, 1, 2, 6, 1, 7, 2, 1, 7, 1, 6, 1, 3, 1, 8, 4, 3, 0]",,0.0485079288482666,0.0
j20,1,STNU,60,60,inf,inf,False,False,0.0,"[0, 4, 3, 7, 1, 1, 2, 8, 1, 9, 2, 3, 6, 1, 7, 1, 3, 2, 5, 5, 5, 0]",,0.0485079288482666,0.0
j20,1,STNU,60,60,inf,inf,False,False,0.0,"[0, 8, 3, 7, 2, 1, 3, 8, 1, 8, 1, 2, 11, 1, 3, 1, 3, 3, 4, 3, 2, 0]",,0.0485079288482666,0.0
j20,1,STNU,60,60,inf,47.0,False,True,100.0,"[0, 5, 2, 11, 1, 2, 2, 6, 2, 9, 2, 1, 8, 1, 7, 1, 2, 3, 7, 5, 2, 0]",,0.0485079288482666,0.0
j20,2,STNU,60,60,inf,inf,False,False,0.0,"[0, 8, 9, 9, 2, 3, 8, 6, 7, 9, 4, 1, 1, 8, 6, 1, 2, 4, 4, 10, 6, 0]",,0.048635244369506836,0.0
j20,2,STNU,60,60,inf,inf,False,False,0.0,"[0, 5, 9, 7, 1, 3, 6, 3, 5, 11, 6, 1, 1, 10, 5, 1, 1, 6, 6, 6, 7, 0]",,0.048635244369506836,0.0
j20,2,STNU,60,60,inf,inf,False,False,0.0,"[0, 6, 12, 6, 1, 2, 8, 4, 5, 8, 5, 1, 1, 8, 2, 1, 1, 3, 3, 8, 3, 0]",,0.048635244369506836,0.0
j20,2,STNU,60,60,inf,inf,False,False,0.0,"[0, 8, 6, 8, 1, 2, 6, 4, 9, 8, 4, 1, 1, 8, 6, 1, 1, 3, 5, 7, 4, 0]",,0.048635244369506836,0.0
j20,2,STNU,60,60,inf,inf,False,False,0.0,"[0, 7, 7, 9, 2, 2, 7, 4, 6, 6, 4, 1, 1, 8, 3, 1, 3, 2, 4, 11, 4, 0]",,0.048635244369506836,0.0
j20,2,STNU,60,60,inf,inf,False,False,0.0,"[0, 6, 10, 6, 2, 2, 9, 5, 6, 9, 5, 1, 1, 8, 2, 1, 3, 4, 4, 9, 4, 0]",,0.048635244369506836,0.0
j20,2,STNU,60,60,inf,inf,False,False,0.0,"[0, 4, 8, 6, 2, 3, 5, 6, 9, 8, 8, 1, 1, 11, 2, 1, 2, 2, 7, 7, 4, 0]",,0.048635244369506836,0.0
j20,2,STNU,60,60,inf,inf,False,False,0.0,"[0, 8, 11, 7, 2, 1, 9, 3, 9, 10, 5, 1, 1, 8, 6, 1, 1, 5, 4, 7, 4, 0]",,0.048635244369506836,0.0
j20,2,STNU,60,60,inf,inf,False,False,0.0,"[0, 6, 12, 7, 2, 3, 9, 2, 9, 9, 6, 1, 1, 6, 5, 1, 2, 6, 4, 6, 5, 0]",,0.048635244369506836,0.0
j20,2,STNU,60,60,inf,inf,False,False,0.0,"[0, 4, 6, 7, 1, 2, 5, 6, 6, 12, 5, 1, 1, 8, 6, 1, 3, 4, 7, 9, 7, 0]",,0.048635244369506836,0.0
j20,3,STNU,60,60,inf,inf,False,False,0.0,"[0, 10, 5, 7, 6, 5, 5, 1, 4, 6, 2, 7, 7, 5, 9, 6, 7, 6, 8, 7, 5, 0]",,0.04877805709838867,0.0
j20,3,STNU,60,60,inf,73.0,False,True,100.0,"[0, 8, 7, 3, 5, 3, 5, 1, 2, 6, 2, 6, 7, 7, 11, 4, 5, 10, 4, 11, 3, 0]",,0.04877805709838867,0.0
j20,3,STNU,60,60,inf,inf,False,False,0.0,"[0, 10, 7, 5, 7, 3, 5, 1, 6, 6, 2, 7, 7, 7, 7, 5, 6, 7, 7, 9, 2, 0]",,0.04877805709838867,0.0
j20,3,STNU,60,60,inf,inf,False,False,0.0,"[0, 6, 7, 5, 8, 2, 8, 3, 5, 5, 1, 5, 8, 6, 7, 5, 7, 10, 6, 11, 5, 0]",,0.04877805709838867,0.0
j20,3,STNU,60,60,inf,76.0,False,True,100.0,"[0, 8, 6, 5, 7, 6, 9, 1, 5, 7, 1, 4, 7, 9, 6, 3, 6, 9, 6, 12, 2, 0]",,0.04877805709838867,0.0
j20,3,STNU,60,60,inf,77.0,False,True,100.0,"[0, 10, 5, 6, 5, 6, 9, 2, 3, 8, 1, 7, 6, 8, 8, 5, 6, 6, 6, 10, 2, 0]",,0.04877805709838867,0.0
j20,3,STNU,60,60,inf,68.0,False,True,100.0,"[0, 11, 5, 5, 4, 2, 7, 2, 3, 7, 2, 6, 4, 9, 8, 3, 3, 8, 4, 6, 3, 0]",,0.04877805709838867,0.0
j20,3,STNU,60,60,inf,inf,False,False,0.0,"[0, 10, 5, 7, 6, 4, 5, 3, 4, 6, 1, 6, 4, 9, 6, 6, 6, 7, 7, 11, 3, 0]",,0.04877805709838867,0.0
j20,3,STNU,60,60,inf,76.0,False,True,100.0,"[0, 9, 5, 4, 4, 5, 5, 2, 2, 7, 1, 7, 8, 7, 10, 6, 7, 10, 5, 11, 2, 0]",,0.04877805709838867,0.0
j20,3,STNU,60,60,inf,inf,False,False,0.0,"[0, 8, 5, 6, 7, 5, 8, 3, 2, 9, 2, 4, 6, 6, 8, 7, 5, 8, 8, 8, 4, 0]",,0.04877805709838867,0.0
j20,4,STNU,60,60,inf,41.0,False,True,100.0,"[0, 1, 2, 3, 6, 1, 1, 2, 1, 6, 3, 1, 1, 4, 2, 1, 1, 10, 6, 5, 10, 0]",,0.048700809478759766,0.0
j20,4,STNU,60,60,inf,inf,False,False,0.0,"[0, 1, 6, 7, 5, 2, 1, 2, 2, 10, 2, 3, 2, 5, 2, 1, 1, 8, 7, 4, 8, 0]",,0.048700809478759766,0.0
j20,4,STNU,60,60,inf,45.0,False,True,100.0,"[0, 1, 3, 6, 8, 2, 1, 4, 1, 8, 5, 2, 1, 6, 2, 1, 1, 6, 7, 2, 9, 0]",,0.048700809478759766,0.0
j20,4,STNU,60,60,inf,inf,False,False,0.0,"[0, 1, 4, 7, 8, 2, 1, 4, 1, 7, 2, 1, 2, 4, 2, 1, 1, 8, 7, 5, 7, 0]",,0.048700809478759766,0.0
j20,4,STNU,60,60,inf,inf,False,False,0.0,"[0, 1, 6, 5, 7, 1, 1, 4, 1, 11, 6, 2, 1, 3, 1, 1, 1, 9, 5, 5, 10, 0]",,0.048700809478759766,0.0
j20,4,STNU,60,60,inf,44.0,False,True,100.0,"[0, 1, 3, 3, 8, 2, 1, 4, 2, 6, 3, 2, 1, 7, 1, 1, 1, 9, 3, 2, 10, 0]",,0.048700809478759766,0.0
j20,4,STNU,60,60,inf,40.0,False,True,100.0,"[0, 1, 3, 7, 5, 2, 1, 4, 2, 6, 3, 3, 2, 5, 1, 1, 1, 6, 6, 4, 7, 0]",,0.048700809478759766,0.0
j20,4,STNU,60,60,inf,inf,False,False,0.0,"[0, 1, 5, 6, 6, 1, 1, 5, 1, 9, 5, 2, 1, 6, 1, 1, 1, 6, 6, 3, 9, 0]",,0.048700809478759766,0.0
j20,4,STNU,60,60,inf,49.0,False,True,100.0,"[0, 1, 2, 3, 8, 1, 1, 5, 2, 9, 6, 3, 2, 7, 2, 1, 1, 8, 4, 5, 8, 0]",,0.048700809478759766,0.0
j20,4,STNU,60,60,inf,inf,False,False,0.0,"[0, 1, 5, 4, 8, 1, 1, 2, 2, 10, 4, 3, 2, 6, 2, 1, 1, 9, 4, 4, 11, 0]",,0.048700809478759766,0.0
j20,5,STNU,60,60,inf,inf,False,False,0.0,"[0, 1, 8, 1, 6, 4, 6, 1, 11, 1, 2, 10, 7, 4, 11, 1, 8, 5, 8, 7, 6, 0]",,0.04746294021606445,0.0
j20,5,STNU,60,60,inf,inf,False,False,0.0,"[0, 2, 8, 2, 8, 4, 7, 1, 10, 2, 1, 10, 6, 6, 12, 1, 9, 7, 9, 7, 4, 0]",,0.04746294021606445,0.0
j20,5,STNU,60,60,inf,80.0,False,True,100.0,"[0, 1, 7, 1, 4, 4, 4, 1, 11, 2, 2, 8, 7, 4, 7, 1, 11, 9, 7, 6, 4, 0]",,0.04746294021606445,0.0
j20,5,STNU,60,60,inf,inf,False,False,0.0,"[0, 2, 8, 1, 8, 4, 7, 1, 11, 2, 1, 6, 5, 5, 12, 1, 7, 7, 8, 3, 3, 0]",,0.04746294021606445,0.0
j20,5,STNU,60,60,inf,72.0,False,True,100.0,"[0, 2, 7, 1, 6, 6, 4, 1, 9, 2, 2, 11, 5, 5, 10, 1, 10, 5, 6, 4, 6, 0]",,0.04746294021606445,0.0
j20,5,STNU,60,60,inf,inf,False,False,0.0,"[0, 1, 6, 1, 8, 6, 6, 1, 9, 2, 3, 7, 7, 4, 9, 1, 10, 8, 10, 3, 2, 0]",,0.04746294021606445,0.0
j20,5,STNU,60,60,inf,76.0,False,True,100.0,"[0, 1, 7, 2, 6, 5, 8, 1, 10, 2, 1, 11, 6, 4, 6, 1, 9, 9, 6, 5, 5, 0]",,0.04746294021606445,0.0
j20,5,STNU,60,60,inf,inf,False,False,0.0,"[0, 1, 6, 2, 4, 7, 7, 1, 7, 1, 2, 11, 7, 5, 11, 1, 8, 7, 7, 4, 6, 0]",,0.04746294021606445,0.0
