instance_folder,instance_id,method,time_limit_pi,time_limit_cp_stnu,obj,obj_pi,feasibility,feasibility_pi,rel_regret,real_durations,start_times,time_offline,time_online
j30,1,STNU,60,60,inf,inf,False,False,0.0,"[0, 1, 10, 6, 5, 3, 8, 1, 3, 7, 7, 9, 8, 9, 7, 2, 6, 1, 3, 9, 5, 6, 10, 1, 8, 7, 1, 1, 5, 1, 5, 0]",,0.05102205276489258,0.0
j30,1,STNU,60,60,inf,inf,False,False,0.0,"[0, 1, 10, 9, 3, 3, 4, 1, 3, 11, 9, 7, 7, 10, 8, 2, 9, 1, 5, 6, 7, 4, 11, 1, 7, 9, 2, 1, 6, 1, 5, 0]",,0.05102205276489258,0.0
j30,1,STNU,60,60,inf,inf,False,False,0.0,"[0, 1, 10, 9, 5, 1, 4, 1, 6, 11, 7, 9, 8, 9, 7, 1, 5, 1, 4, 9, 5, 6, 8, 1, 6, 9, 2, 1, 8, 1, 7, 0]",,0.05102205276489258,0.0
j30,1,STNU,60,60,inf,inf,False,False,0.0,"[0, 1, 10, 11, 4, 2, 7, 1, 7, 8, 8, 11, 5, 6, 7, 2, 5, 1, 3, 7, 3, 5, 10, 1, 11, 12, 3, 1, 4, 1, 5, 0]",,0.05102205276489258,0.0
j30,1,STNU,60,60,inf,inf,False,False,0.0,"[0, 1, 7, 11, 5, 3, 7, 1, 7, 7, 6, 9, 8, 9, 7, 1, 5, 1, 5, 10, 5, 5, 9, 1, 11, 6, 2, 1, 5, 1, 8, 0]",,0.05102205276489258,0.0
j30,1,STNU,60,60,inf,inf,False,False,0.0,"[0, 1, 12, 10, 2, 1, 6, 1, 4, 8, 7, 7, 7, 11, 6, 2, 8, 1, 6, 11, 6, 4, 11, 1, 6, 10, 2, 2, 8, 1, 7, 0]",,0.05102205276489258,0.0
j30,1,STNU,60,60,inf,inf,False,False,0.0,"[0, 1, 7, 7, 2, 3, 4, 1, 7, 9, 6, 6, 5, 9, 8, 1, 9, 1, 3, 11, 5, 8, 11, 1, 7, 11, 3, 2, 8, 1, 6, 0]",,0.05102205276489258,0.0
j30,1,STNU,60,60,inf,inf,False,False,0.0,"[0, 1, 7, 7, 3, 1, 4, 1, 6, 11, 7, 11, 4, 8, 6, 2, 7, 1, 4, 8, 5, 6, 9, 1, 7, 11, 3, 2, 6, 1, 8, 0]",,0.05102205276489258,0.0
j30,1,STNU,60,60,inf,inf,False,False,0.0,"[0, 1, 8, 11, 3, 3, 5, 1, 6, 6, 7, 11, 7, 7, 5, 2, 5, 1, 2, 9, 5, 7, 7, 1, 9, 8, 2, 1, 4, 1, 6, 0]",,0.05102205276489258,0.0
j30,1,STNU,60,60,inf,inf,False,False,0.0,"[0, 1, 6, 8, 3, 3, 4, 1, 7, 6, 5, 8, 5, 11, 6, 2, 8, 1, 6, 12, 4, 5, 6, 1, 7, 10, 1, 1, 6, 1, 6, 0]",,0.05102205276489258,0.0
j30,2,STNU,60,60,inf,93.0,False,True,100.0,"[0, 8, 8, 2, 5, 6, 4, 8, 7, 8, 6, 4, 3, 1, 2, 8, 6, 1, 7, 9, 5, 1, 8, 6, 2, 1, 7, 1, 6, 5, 1, 0]",,0.04950404167175293,0.0
j30,2,STNU,60,60,inf,inf,False,False,0.0,"[0, 7, 11, 4, 2, 7, 3, 7, 5, 8, 10, 8, 3, 2, 2, 8, 4, 1, 9, 11, 7, 1, 7, 5, 5, 1, 6, 1, 5, 4, 2, 0]",,0.04950404167175293,0.0
j30,2,STNU,60,60,inf,inf,False,False,0.0,"[0, 4, 12, 4, 4, 8, 4, 9, 4, 8, 8, 7, 6, 2, 1, 4, 3, 1, 7, 10, 7, 1, 8, 5, 2, 1, 5, 1, 7, 7, 2, 0]",,0.04950404167175293,0.0
j30,2,STNU,60,60,inf,inf,False,False,0.0,"[0, 8, 11, 6, 4, 7, 2, 11, 4, 11, 6, 8, 6, 1, 1, 4, 7, 1, 7, 7, 3, 1, 9, 9, 6, 1, 5, 1, 6, 5, 3, 0]",,0.04950404167175293,0.0
j30,2,STNU,60,60,inf,inf,False,False,0.0,"[0, 6, 12, 6, 2, 7, 2, 10, 7, 12, 9, 8, 3, 2, 2, 7, 3, 1, 8, 9, 5, 2, 9, 5, 6, 1, 8, 1, 5, 3, 2, 0]",,0.04950404167175293,0.0
j30,2,STNU,60,60,inf,inf,False,False,0.0,"[0, 4, 10, 4, 4, 8, 3, 9, 7, 11, 8, 8, 5, 1, 1, 5, 7, 1, 8, 8, 6, 2, 8, 6, 2, 1, 5, 1, 7, 5, 3, 0]",,0.04950404167175293,0.0
j30,2,STNU,60,60,inf,82.0,False,True,100.0,"[0, 6, 7, 2, 5, 6, 4, 8, 7, 10, 6, 6, 4, 1, 1, 7, 4, 1, 5, 6, 4, 1, 9, 8, 5, 1, 6, 1, 7, 5, 2, 0]",,0.04950404167175293,0.0
j30,2,STNU,60,60,inf,inf,False,False,0.0,"[0, 4, 10, 6, 3, 6, 4, 7, 5, 11, 10, 8, 4, 2, 1, 5, 7, 1, 5, 8, 5, 1, 5, 9, 3, 1, 7, 1, 7, 6, 2, 0]",,0.04950404167175293,0.0
j30,2,STNU,60,60,inf,inf,False,False,0.0,"[0, 7, 7, 5, 5, 6, 3, 10, 5, 12, 9, 7, 5, 2, 2, 7, 5, 1, 6, 10, 4, 1, 7, 7, 4, 1, 5, 1, 6, 4, 1, 0]",,0.04950404167175293,0.0
j30,2,STNU,60,60,inf,inf,False,False,0.0,"[0, 7, 8, 2, 2, 7, 3, 11, 6, 7, 6, 8, 4, 1, 1, 5, 6, 1, 9, 9, 3, 2, 5, 5, 3, 1, 9, 1, 6, 3, 1, 0]",,0.04950404167175293,0.0
j30,3,STNU,60,60,inf,inf,False,False,0.0,"[0, 4, 2, 2, 1, 6, 1, 1, 2, 2, 5, 2, 3, 1, 4, 7, 1, 1, 6, 2, 6, 7, 9, 2, 6, 5, 7, 8, 1, 1, 1, 0]",,0.05008888244628906,0.0
