instance_folder,instance_id,method,time_limit,feasibility,obj,time_offline,time_online,start_times,real_durations
j20,1,robust,60,False,inf,inf,inf,,"[0, 7, 1, 6, 2, 2, 1, 6, 2, 9, 2, 2, 10, 1, 4, 1, 3, 1, 6, 6, 5, 0]"
j20,1,robust,60,False,inf,inf,inf,,"[0, 8, 2, 6, 1, 2, 3, 7, 1, 8, 1, 2, 7, 1, 4, 1, 1, 1, 5, 5, 2, 0]"
j20,1,robust,60,False,inf,inf,inf,,"[0, 6, 1, 6, 2, 2, 3, 6, 1, 6, 2, 3, 8, 1, 4, 1, 1, 3, 5, 5, 5, 0]"
j20,1,robust,60,False,inf,inf,inf,,"[0, 8, 2, 7, 3, 1, 1, 8, 1, 6, 2, 1, 8, 1, 3, 1, 1, 2, 5, 5, 2, 0]"
j20,1,robust,60,False,inf,inf,inf,,"[0, 4, 2, 11, 3, 1, 2, 8, 1, 8, 2, 2, 6, 1, 6, 1, 1, 1, 8, 6, 3, 0]"
j20,1,robust,60,False,inf,inf,inf,,"[0, 4, 1, 8, 1, 2, 3, 10, 2, 6, 1, 3, 10, 1, 7, 1, 1, 1, 5, 6, 3, 0]"
j20,1,robust,60,False,inf,inf,inf,,"[0, 4, 2, 9, 2, 2, 3, 11, 1, 9, 2, 3, 11, 1, 3, 1, 1, 2, 6, 6, 3, 0]"
j20,3,robust,60,False,inf,inf,inf,,"[0, 6, 8, 4, 5, 5, 9, 1, 3, 8, 1, 6, 8, 5, 11, 6, 4, 8, 4, 10, 3, 0]"
j20,3,robust,60,False,inf,inf,inf,,"[0, 7, 5, 7, 6, 2, 7, 1, 3, 6, 1, 6, 8, 9, 6, 7, 4, 10, 5, 6, 4, 0]"
j20,3,robust,60,False,inf,inf,inf,,"[0, 11, 9, 5, 4, 2, 6, 2, 2, 6, 2, 5, 5, 9, 10, 6, 3, 9, 4, 9, 3, 0]"
j20,3,robust,60,False,inf,inf,inf,,"[0, 8, 9, 3, 4, 5, 6, 2, 2, 5, 1, 6, 7, 9, 8, 3, 6, 9, 5, 8, 2, 0]"
j20,4,robust,60,False,inf,inf,inf,,"[0, 1, 3, 4, 5, 2, 1, 2, 1, 7, 2, 1, 2, 6, 2, 1, 1, 8, 4, 2, 9, 0]"
j20,4,robust,60,False,inf,inf,inf,,"[0, 1, 3, 4, 7, 1, 1, 2, 2, 9, 6, 3, 1, 3, 2, 1, 1, 9, 4, 4, 6, 0]"
j20,4,robust,60,False,inf,inf,inf,,"[0, 1, 3, 6, 4, 1, 1, 4, 1, 7, 5, 1, 1, 3, 1, 1, 1, 7, 4, 3, 9, 0]"
j20,4,robust,60,False,inf,inf,inf,,"[0, 1, 2, 3, 8, 2, 1, 4, 1, 10, 5, 2, 2, 3, 2, 1, 1, 10, 6, 2, 10, 0]"
j20,4,robust,60,False,inf,inf,inf,,"[0, 1, 3, 5, 6, 2, 1, 5, 1, 11, 3, 3, 1, 3, 1, 1, 1, 11, 4, 4, 7, 0]"
j20,7,robust,60,True,74.0,0.10653901100158691,0.0004570484161376953,"[0, 0, 24, 3, 28, 16, 48, 16, 0, 48, 10, 64, 31, 24, 36, 23, 68, 48, 67, 58, 38, 74]","[0, 8, 1, 6, 2, 4, 2, 6, 1, 6, 10, 2, 6, 3, 1, 10, 5, 7, 2, 2, 7, 0]"
j20,7,robust,60,True,74.0,0.10653901100158691,0.0004551410675048828,"[0, 0, 24, 3, 28, 16, 48, 16, 0, 48, 10, 64, 31, 24, 36, 23, 68, 48, 67, 58, 38, 74]","[0, 9, 2, 12, 1, 7, 2, 7, 2, 5, 12, 2, 3, 3, 2, 11, 4, 4, 1, 2, 6, 0]"
j20,7,robust,60,True,74.0,0.10653901100158691,0.00046515464782714844,"[0, 0, 24, 3, 28, 16, 48, 16, 0, 48, 10, 64, 31, 24, 36, 23, 68, 48, 67, 58, 38, 74]","[0, 5, 1, 11, 2, 5, 2, 6, 1, 8, 12, 2, 3, 3, 2, 10, 3, 4, 2, 2, 7, 0]"
j20,7,robust,60,True,74.0,0.10653901100158691,0.0004298686981201172,"[0, 0, 24, 3, 28, 16, 48, 16, 0, 48, 10, 64, 31, 24, 36, 23, 68, 48, 67, 58, 38, 74]","[0, 9, 1, 11, 2, 4, 3, 6, 1, 6, 8, 2, 4, 3, 1, 12, 4, 6, 2, 4, 9, 0]"
j20,7,robust,60,True,74.0,0.10653901100158691,0.0003838539123535156,"[0, 0, 24, 3, 28, 16, 48, 16, 0, 48, 10, 64, 31, 24, 36, 23, 68, 48, 67, 58, 38, 74]","[0, 8, 2, 7, 2, 3, 1, 8, 1, 6, 9, 1, 4, 2, 1, 7, 4, 6, 1, 2, 9, 0]"
j20,7,robust,60,True,75.0,0.10653901100158691,0.0004017353057861328,"[0, 0, 24, 3, 28, 16, 48, 16, 0, 48, 10, 64, 31, 24, 36, 23, 68, 48, 67, 58, 38, 74]","[0, 7, 1, 9, 2, 6, 2, 6, 2, 9, 9, 1, 6, 6, 2, 6, 7, 5, 1, 3, 7, 0]"
j20,7,robust,60,True,74.0,0.10653901100158691,0.0003960132598876953,"[0, 0, 24, 3, 28, 16, 48, 16, 0, 48, 10, 64, 31, 24, 36, 23, 68, 48, 67, 58, 38, 74]","[0, 9, 2, 7, 1, 5, 1, 10, 1, 9, 7, 1, 6, 3, 1, 8, 6, 4, 1, 2, 9, 0]"
j20,7,robust,60,True,74.0,0.10653901100158691,0.00038886070251464844,"[0, 0, 24, 3, 28, 16, 48, 16, 0, 48, 10, 64, 31, 24, 36, 23, 68, 48, 67, 58, 38, 74]","[0, 7, 1, 12, 1, 4, 3, 8, 2, 5, 12, 2, 3, 4, 1, 12, 3, 4, 1, 3, 9, 0]"
j20,7,robust,60,True,74.0,0.10653901100158691,0.00039887428283691406,"[0, 0, 24, 3, 28, 16, 48, 16, 0, 48, 10, 64, 31, 24, 36, 23, 68, 48, 67, 58, 38, 74]","[0, 7, 1, 11, 1, 4, 2, 6, 2, 8, 7, 2, 6, 6, 2, 12, 3, 6, 2, 2, 8, 0]"
j20,7,robust,60,True,74.0,0.10653901100158691,0.0004000663757324219,"[0, 0, 24, 3, 28, 16, 48, 16, 0, 48, 10, 64, 31, 24, 36, 23, 68, 48, 67, 58, 38, 74]","[0, 6, 1, 11, 2, 7, 2, 6, 2, 5, 11, 2, 3, 3, 2, 11, 3, 3, 1, 4, 8, 0]"
j20,8,robust,60,True,89.0,0.13744401931762695,0.00048613548278808594,"[0, 0, 11, 11, 13, 0, 33, 2, 0, 52, 0, 39, 23, 70, 74, 54, 44, 83, 64, 52, 66, 89]","[0, 8, 9, 6, 2, 1, 3, 7, 4, 6, 7, 10, 9, 12, 7, 4, 2, 5, 2, 1, 1, 0]"
j20,8,robust,60,True,89.0,0.13744401931762695,0.0004229545593261719,"[0, 0, 11, 11, 13, 0, 33, 2, 0, 52, 0, 39, 23, 70, 74, 54, 44, 83, 64, 52, 66, 89]","[0, 7, 9, 11, 1, 1, 4, 8, 5, 7, 12, 6, 6, 7, 11, 3, 3, 3, 2, 1, 2, 0]"
j20,8,robust,60,True,89.0,0.13744401931762695,0.00048089027404785156,"[0, 0, 11, 11, 13, 0, 33, 2, 0, 52, 0, 39, 23, 70, 74, 54, 44, 83, 64, 52, 66, 89]","[0, 5, 5, 11, 2, 1, 5, 6, 5, 6, 12, 9, 6, 7, 9, 6, 2, 4, 5, 1, 1, 0]"
j20,8,robust,60,True,89.0,0.13744401931762695,0.00047016143798828125,"[0, 0, 11, 11, 13, 0, 33, 2, 0, 52, 0, 39, 23, 70, 74, 54, 44, 83, 64, 52, 66, 89]","[0, 7, 9, 6, 2, 1, 5, 5, 6, 6, 10, 7, 7, 8, 7, 2, 4, 4, 5, 1, 3, 0]"
j20,8,robust,60,True,89.0,0.13744401931762695,0.0004382133483886719,"[0, 0, 11, 11, 13, 0, 33, 2, 0, 52, 0, 39, 23, 70, 74, 54, 44, 83, 64, 52, 66, 89]","[0, 9, 8, 11, 2, 1, 5, 4, 4, 8, 8, 7, 8, 10, 8, 2, 2, 4, 3, 1, 2, 0]"
j20,8,robust,60,True,89.0,0.13744401931762695,0.00042724609375,"[0, 0, 11, 11, 13, 0, 33, 2, 0, 52, 0, 39, 23, 70, 74, 54, 44, 83, 64, 52, 66, 89]","[0, 8, 5, 6, 2, 1, 3, 8, 6, 10, 9, 11, 8, 11, 6, 5, 2, 6, 2, 1, 3, 0]"
j20,8,robust,60,True,90.0,0.13744401931762695,0.0004150867462158203,"[0, 0, 11, 11, 13, 0, 33, 2, 0, 52, 0, 39, 23, 70, 74, 54, 44, 83, 64, 52, 66, 89]","[0, 9, 9, 7, 1, 1, 2, 6, 4, 11, 8, 10, 6, 7, 6, 4, 2, 7, 2, 1, 1, 0]"
j20,8,robust,60,True,89.0,0.13744401931762695,0.0004191398620605469,"[0, 0, 11, 11, 13, 0, 33, 2, 0, 52, 0, 39, 23, 70, 74, 54, 44, 83, 64, 52, 66, 89]","[0, 6, 9, 7, 1, 1, 4, 7, 5, 8, 10, 10, 7, 8, 6, 3, 4, 5, 5, 1, 1, 0]"
j20,8,robust,60,True,89.0,0.13744401931762695,0.00043511390686035156,"[0, 0, 11, 11, 13, 0, 33, 2, 0, 52, 0, 39, 23, 70, 74, 54, 44, 83, 64, 52, 66, 89]","[0, 6, 7, 10, 1, 1, 2, 5, 6, 7, 11, 10, 7, 6, 11, 2, 3, 3, 3, 1, 2, 0]"
j20,8,robust,60,True,89.0,0.13744401931762695,0.0004298686981201172,"[0, 0, 11, 11, 13, 0, 33, 2, 0, 52, 0, 39, 23, 70, 74, 54, 44, 83, 64, 52, 66, 89]","[0, 6, 9, 10, 2, 1, 4, 4, 7, 6, 9, 7, 7, 11, 11, 6, 3, 3, 3, 1, 1, 0]"
j20,9,robust,60,False,inf,inf,inf,,"[0, 4, 1, 10, 11, 6, 2, 6, 2, 12, 6, 3, 6, 3, 3, 2, 8, 7, 4, 3, 2, 0]"
j20,9,robust,60,False,inf,inf,inf,,"[0, 3, 1, 9, 7, 6, 5, 5, 1, 7, 8, 4, 6, 2, 3, 5, 8, 9, 5, 6, 3, 0]"
j20,9,robust,60,False,inf,inf,inf,,"[0, 4, 1, 12, 6, 5, 4, 7, 1, 12, 11, 3, 7, 6, 2, 4, 5, 8, 5, 7, 3, 0]"
j20,9,robust,60,False,inf,inf,inf,,"[0, 2, 1, 11, 6, 5, 3, 5, 2, 9, 7, 3, 9, 6, 5, 4, 4, 9, 4, 6, 2, 0]"
j20,10,robust,60,False,inf,inf,inf,,"[0, 3, 6, 3, 3, 5, 2, 1, 1, 3, 1, 3, 8, 2, 6, 2, 7, 5, 2, 4, 1, 0]"
j20,10,robust,60,False,inf,inf,inf,,"[0, 3, 7, 4, 4, 4, 2, 1, 1, 5, 1, 3, 5, 1, 8, 4, 4, 3, 1, 5, 2, 0]"
j20,11,robust,60,False,inf,inf,inf,,"[0, 1, 2, 9, 9, 6, 6, 2, 8, 2, 5, 2, 3, 2, 3, 4, 4, 6, 2, 10, 6, 0]"
j20,11,robust,60,False,inf,inf,inf,,"[0, 1, 2, 6, 8, 6, 3, 1, 9, 4, 3, 2, 3, 5, 6, 3, 4, 8, 2, 8, 9, 0]"
