,instance_folder,instance_id,sample,sample_durations,time_limit,obj_gap,obj_value,solve_time,solver_status
35,j10,4,5,"[0, 9, 1, 3, 1, 7, 1, 6, 3, 11, 7, 0]",10,0.0,39.0,0.00999999,Optimal
36,j10,4,6,"[0, 6, 1, 2, 1, 6, 1, 4, 5, 7, 4, 0]",10,0.0,34.0,0.00999999,Optimal
37,j10,4,7,"[0, 6, 2, 6, 2, 6, 1, 5, 3, 6, 6, 0]",10,0.0,36.0,0.00999999,Optimal
38,j10,4,8,"[0, 7, 2, 3, 1, 7, 1, 2, 3, 7, 5, 0]",10,0.0,34.0,0.0,Optimal
39,j10,4,9,"[0, 8, 1, 2, 2, 9, 1, 4, 7, 9, 7, 0]",10,0.0,37.0,0.0,Optimal
40,j10,5,0,"[0, 11, 9, 1, 1, 2, 6, 6, 2, 5, 6, 0]",10,0.0,30.0,0.00999999,Optimal
41,j10,5,1,"[0, 6, 7, 1, 2, 1, 6, 5, 1, 4, 11, 0]",10,0.0,27.0,0.00999999,Optimal
42,j10,5,2,"[0, 8, 10, 2, 1, 1, 9, 5, 1, 5, 7, 0]",10,0.0,30.0,0.00999999,Optimal
43,j10,5,3,"[0, 7, 6, 1, 2, 2, 6, 4, 2, 2, 10, 0]",10,0.0,28.0,0.00999999,Optimal
44,j10,5,4,"[0, 7, 6, 1, 2, 2, 7, 4, 1, 4, 9, 0]",10,0.0,27.0,0.00999999,Optimal
45,j10,5,5,"[0, 11, 7, 2, 1, 1, 6, 6, 1, 4, 10, 0]",10,0.0,31.0,0.00999999,Optimal
46,j10,5,6,"[0, 6, 11, 2, 2, 1, 5, 7, 2, 5, 8, 0]",10,0.0,28.0,0.02,Optimal
47,j10,5,7,"[0, 8, 7, 1, 3, 2, 8, 7, 2, 3, 7, 0]",10,0.0,30.0,0.0,Optimal
48,j10,5,8,"[0, 9, 6, 1, 3, 1, 6, 6, 1, 4, 6, 0]",10,0.0,26.0,0.0,Optimal
49,j10,5,9,"[0, 6, 7, 2, 2, 2, 5, 3, 2, 3, 10, 0]",10,0.0,28.0,0.00999999,Optimal
50,j10,6,0,"[0, 2, 5, 2, 3, 7, 9, 2, 1, 6, 4, 0]",10,,,0.0,Infeasible
51,j10,6,1,"[0, 1, 6, 4, 4, 8, 10, 4, 1, 10, 6, 0]",10,,,0.00999999,Infeasible
52,j10,6,2,"[0, 1, 4, 2, 5, 10, 7, 3, 1, 6, 4, 0]",10,,,0.0,Infeasible
53,j10,6,3,"[0, 2, 3, 3, 3, 10, 7, 2, 1, 6, 6, 0]",10,,,0.00999999,Infeasible
54,j10,6,4,"[0, 2, 4, 3, 3, 12, 9, 3, 1, 7, 6, 0]",10,,,0.0,Infeasible
55,j10,6,5,"[0, 1, 2, 3, 6, 10, 8, 6, 1, 6, 6, 0]",10,0.0,34.0,0.00999999,Optimal
56,j10,6,6,"[0, 2, 4, 5, 3, 10, 7, 4, 1, 8, 4, 0]",10,,,0.0,Infeasible
57,j10,6,7,"[0, 1, 3, 5, 7, 9, 11, 3, 1, 9, 3, 0]",10,,,0.0,Infeasible
58,j10,6,8,"[0, 1, 4, 4, 4, 9, 10, 4, 1, 6, 3, 0]",10,,,0.00999999,Infeasible
59,j10,6,9,"[0, 2, 3, 3, 6, 6, 6, 6, 1, 11, 5, 0]",10,,,0.0,Infeasible
60,j10,7,0,"[0, 11, 1, 5, 10, 5, 3, 5, 2, 6, 1, 0]",10,0.0,40.0,0.0,Optimal
61,j10,7,1,"[0, 7, 1, 2, 11, 9, 3, 4, 1, 11, 3, 0]",10,0.0,45.0,0.0,Optimal
62,j10,7,2,"[0, 10, 1, 5, 10, 7, 6, 4, 1, 7, 2, 0]",10,0.0,42.0,0.0,Optimal
63,j10,7,3,"[0, 6, 1, 4, 11, 6, 3, 3, 2, 6, 1, 0]",10,0.0,40.0,0.0,Optimal
64,j10,7,4,"[0, 7, 1, 2, 6, 8, 4, 3, 1, 9, 3, 0]",10,0.0,43.0,0.0,Optimal
65,j10,7,5,"[0, 11, 1, 3, 7, 8, 6, 2, 2, 9, 1, 0]",10,0.0,44.0,0.0,Optimal
66,j10,7,6,"[0, 8, 1, 2, 6, 8, 3, 4, 1, 10, 2, 0]",10,0.0,44.0,0.00999999,Optimal
67,j10,7,7,"[0, 8, 1, 5, 8, 6, 2, 3, 3, 11, 1, 0]",10,0.0,45.0,0.00999999,Optimal
68,j10,7,8,"[0, 9, 1, 3, 7, 8, 2, 2, 3, 8, 2, 0]",10,0.0,42.0,0.00999999,Optimal
69,j10,7,9,"[0, 9, 1, 2, 8, 5, 2, 3, 2, 11, 1, 0]",10,0.0,45.0,0.00999999,Optimal
70,j10,8,0,"[0, 11, 9, 2, 6, 4, 2, 1, 1, 1, 2, 0]",10,0.0,40.0,0.00999999,Optimal
71,j10,8,1,"[0, 10, 11, 2, 7, 5, 1, 3, 2, 1, 3, 0]",10,0.0,41.0,0.00999999,Optimal
72,j10,8,2,"[0, 10, 9, 2, 8, 7, 2, 3, 1, 1, 1, 0]",10,0.0,39.0,0.00999999,Optimal
73,j10,8,3,"[0, 7, 7, 5, 6, 4, 2, 2, 1, 1, 2, 0]",10,0.0,36.0,0.00999999,Optimal
74,j10,8,4,"[0, 7, 6, 2, 7, 3, 1, 2, 2, 1, 3, 0]",10,0.0,35.0,0.00999999,Optimal
75,j10,8,5,"[0, 7, 6, 4, 9, 4, 2, 1, 1, 1, 2, 0]",10,0.0,35.0,0.00999999,Optimal
76,j10,8,6,"[0, 9, 10, 4, 10, 3, 2, 2, 1, 1, 1, 0]",10,0.0,39.0,0.00999999,Optimal
77,j10,8,7,"[0, 10, 7, 5, 8, 5, 2, 1, 1, 1, 2, 0]",10,0.0,37.0,0.00999999,Optimal
78,j10,8,8,"[0, 9, 12, 5, 11, 7, 2, 2, 2, 1, 3, 0]",10,0.0,41.0,0.00999999,Optimal
79,j10,8,9,"[0, 6, 6, 4, 8, 4, 1, 3, 1, 1, 3, 0]",10,0.0,35.0,0.00999999,Optimal
80,j10,9,0,"[0, 5, 10, 1, 7, 8, 3, 5, 7, 7, 5, 0]",10,0.0,40.0,0.00999999,Optimal
81,j10,9,1,"[0, 6, 12, 2, 8, 9, 5, 9, 9, 7, 4, 0]",10,0.0,45.0,0.0,Optimal
82,j10,9,2,"[0, 6, 11, 1, 8, 9, 4, 6, 12, 3, 4, 0]",10,0.0,42.0,0.00999999,Optimal
83,j10,9,3,"[0, 3, 7, 2, 11, 6, 4, 5, 10, 4, 2, 0]",10,0.0,40.0,0.00999999,Optimal
84,j10,9,4,"[0, 2, 11, 2, 8, 6, 3, 8, 12, 4, 3, 0]",10,0.0,41.0,0.00999999,Optimal
85,j10,9,5,"[0, 5, 10, 1, 7, 8, 7, 7, 10, 3, 3, 0]",10,0.0,42.0,0.00999999,Optimal
86,j10,9,6,"[0, 5, 7, 1, 6, 9, 4, 7, 8, 4, 2, 0]",10,0.0,40.0,0.00999999,Optimal
87,j10,9,7,"[0, 3, 9, 2, 11, 9, 6, 6, 9, 3, 2, 0]",10,0.0,45.0,0.04,Optimal
88,j10,9,8,"[0, 4, 8, 2, 7, 8, 7, 7, 12, 3, 2, 0]",10,0.0,45.0,0.02,Optimal
89,j10,9,9,"[0, 3, 7, 2, 9, 5, 3, 9, 11, 5, 2, 0]",10,0.0,42.0,0.00999999,Optimal
90,j10,10,0,"[0, 5, 1, 1, 2, 7, 2, 5, 4, 1, 3, 0]",10,0.0,26.0,0.00999999,Optimal
91,j10,10,1,"[0, 6, 2, 1, 2, 7, 3, 2, 6, 1, 5, 0]",10,0.0,31.0,0.03,Optimal
92,j10,10,2,"[0, 6, 3, 1, 2, 11, 3, 4, 8, 2, 3, 0]",10,0.0,36.0,0.03,Optimal
93,j10,10,3,"[0, 2, 3, 1, 3, 7, 2, 5, 5, 2, 2, 0]",10,0.0,30.0,0.05,Optimal
94,j10,10,4,"[0, 6, 2, 1, 2, 6, 2, 5, 6, 2, 2, 0]",10,0.0,29.0,0.03,Optimal
95,j10,10,5,"[0, 5, 3, 1, 3, 7, 2, 5, 8, 1, 3, 0]",10,0.0,32.0,0.03,Optimal
96,j10,10,6,"[0, 5, 1, 1, 4, 10, 1, 3, 7, 2, 4, 0]",10,0.0,31.0,0.02,Optimal
97,j10,10,7,"[0, 2, 1, 1, 3, 8, 3, 3, 4, 3, 3, 0]",10,0.0,28.0,0.0,Optimal
98,j10,10,8,"[0, 5, 3, 1, 5, 11, 1, 5, 5, 3, 2, 0]",10,0.0,33.0,0.02,Optimal
99,j10,10,9,"[0, 2, 3, 1, 4, 7, 1, 4, 4, 1, 5, 0]",10,0.0,29.0,0.0,Optimal
100,j10,11,0,"[0, 8, 1, 2, 4, 2, 2, 3, 2, 2, 10, 0]",10,0.0,25.0,0.00999999,Optimal
101,j10,11,1,"[0, 9, 1, 3, 5, 1, 1, 5, 6, 1, 8, 0]",10,0.0,35.0,0.00999999,Optimal
102,j10,11,2,"[0, 9, 2, 4, 5, 1, 2, 4, 3, 3, 6, 0]",10,0.0,34.0,0.00999999,Optimal
103,j10,11,3,"[0, 6, 2, 5, 4, 2, 1, 7, 3, 1, 6, 0]",10,0.0,27.0,0.00999999,Optimal
104,j10,11,4,"[0, 8, 2, 4, 4, 1, 1, 6, 3, 2, 9, 0]",10,0.0,27.0,0.0,Optimal
105,j10,11,5,"[0, 9, 1, 3, 6, 1, 1, 7, 2, 2, 9, 0]",10,0.0,35.0,0.00999999,Optimal
106,j10,11,6,"[0, 6, 1, 5, 3, 1, 2, 5, 4, 2, 6, 0]",10,0.0,26.0,0.00999999,Optimal
107,j10,11,7,"[0, 6, 2, 5, 7, 2, 2, 4, 5, 3, 6, 0]",10,0.0,27.0,0.00999999,Optimal
108,j10,11,8,"[0, 5, 1, 4, 4, 2, 2, 7, 4, 3, 12, 0]",10,0.0,28.0,0.0,Optimal
109,j10,11,9,"[0, 5, 1, 5, 4, 2, 2, 6, 2, 1, 11, 0]",10,0.0,26.0,0.00999999,Optimal
110,j10,12,0,"[0, 7, 1, 4, 4, 5, 5, 4, 1, 3, 10, 0]",10,,,0.00999999,Infeasible
111,j10,12,1,"[0, 8, 1, 5, 5, 2, 7, 8, 1, 5, 10, 0]",10,,,0.0,Infeasible
112,j10,12,2,"[0, 6, 1, 6, 7, 5, 6, 5, 1, 2, 11, 0]",10,,,0.0,Infeasible
113,j10,12,3,"[0, 5, 2, 5, 4, 2, 9, 5, 1, 2, 6, 0]",10,,,0.00999999,Infeasible
114,j10,12,4,"[0, 7, 2, 6, 4, 2, 8, 5, 1, 3, 9, 0]",10,,,0.00999999,Infeasible
115,j10,12,5,"[0, 8, 1, 5, 6, 2, 7, 8, 1, 2, 11, 0]",10,,,0.00999999,Infeasible
116,j10,12,6,"[0, 7, 2, 6, 3, 2, 6, 6, 1, 4, 7, 0]",10,,,0.00999999,Infeasible
117,j10,12,7,"[0, 4, 1, 5, 6, 5, 9, 7, 1, 3, 9, 0]",10,,,0.0,Infeasible
118,j10,12,8,"[0, 4, 1, 6, 5, 5, 6, 7, 1, 6, 8, 0]",10,,,0.0,Infeasible
119,j10,12,9,"[0, 4, 1, 5, 4, 3, 8, 4, 1, 2, 11, 0]",10,,,0.00999999,Infeasible
120,j10,13,0,"[0, 2, 7, 10, 2, 1, 7, 9, 11, 6, 1, 0]",10,0.0,35.0,0.0,Optimal
121,j10,13,1,"[0, 1, 5, 10, 6, 1, 12, 7, 8, 10, 1, 0]",10,0.0,38.0,0.00999999,Optimal
122,j10,13,2,"[0, 3, 6, 10, 5, 1, 10, 8, 10, 11, 1, 0]",10,0.0,40.0,0.00999999,Optimal
123,j10,13,3,"[0, 3, 6, 10, 3, 1, 7, 6, 12, 11, 1, 0]",10,0.0,38.0,0.00999999,Optimal
124,j10,13,4,"[0, 2, 5, 11, 3, 1, 7, 6, 10, 7, 1, 0]",10,0.0,35.0,0.0,Optimal
125,j10,13,5,"[0, 1, 4, 11, 5, 1, 8, 7, 6, 12, 1, 0]",10,0.0,36.0,0.00999999,Optimal
126,j10,13,6,"[0, 3, 5, 7, 5, 1, 10, 6, 7, 9, 1, 0]",10,0.0,37.0,0.00999999,Optimal
127,j10,13,7,"[0, 1, 6, 10, 2, 1, 11, 9, 7, 8, 1, 0]",10,0.0,37.0,0.0,Optimal
128,j10,13,8,"[0, 1, 8, 7, 4, 1, 8, 7, 6, 12, 1, 0]",10,0.0,36.0,0.00999999,Optimal
129,j10,13,9,"[0, 2, 7, 12, 6, 1, 9, 11, 7, 9, 1, 0]",10,0.0,41.0,0.00999999,Optimal
130,j10,14,0,"[0, 2, 9, 6, 1, 3, 6, 5, 11, 6, 2, 0]",10,0.0,33.0,0.0,Optimal
131,j10,14,1,"[0, 2, 10, 6, 1, 4, 7, 6, 11, 8, 2, 0]",10,0.0,33.0,0.00999999,Optimal
132,j10,14,2,"[0, 1, 8, 6, 1, 5, 9, 3, 7, 6, 4, 0]",10,0.0,31.0,0.00999999,Optimal
133,j10,14,3,"[0, 2, 7, 3, 1, 4, 6, 2, 10, 7, 2, 0]",10,0.0,32.0,0.0,Optimal
134,j10,14,4,"[0, 1, 11, 5, 1, 5, 6, 2, 9, 11, 3, 0]",10,0.0,31.0,0.0,Optimal
135,j10,14,5,"[0, 2, 9, 6, 1, 3, 6, 5, 10, 8, 2, 0]",10,0.0,32.0,0.0,Optimal
136,j10,14,6,"[0, 1, 11, 5, 1, 4, 7, 2, 10, 7, 5, 0]",10,0.0,32.0,0.00999999,Optimal
137,j10,14,7,"[0, 3, 8, 3, 1, 3, 6, 5, 11, 10, 5, 0]",10,,,0.0,Infeasible
138,j10,14,8,"[0, 2, 7, 5, 1, 3, 5, 4, 8, 7, 5, 0]",10,0.0,31.0,0.0,Optimal
139,j10,14,9,"[0, 1, 8, 2, 1, 3, 6, 3, 11, 9, 2, 0]",10,0.0,33.0,0.00999999,Optimal
140,j10,15,0,"[0, 5, 10, 3, 7, 9, 2, 1, 7, 10, 11, 0]",10,0.0,38.0,0.04,Optimal
141,j10,15,1,"[0, 6, 7, 5, 10, 12, 4, 1, 9, 10, 8, 0]",10,0.0,35.0,0.00999999,Optimal
142,j10,15,2,"[0, 6, 11, 5, 10, 7, 3, 3, 6, 11, 7, 0]",10,0.0,38.0,0.03,Optimal
143,j10,15,3,"[0, 3, 11, 4, 7, 6, 6, 2, 6, 6, 11, 0]",10,0.0,38.0,0.03,Optimal
144,j10,15,4,"[0, 5, 8, 4, 6, 12, 5, 3, 11, 7, 7, 0]",10,0.0,34.0,0.00999999,Optimal
145,j10,15,5,"[0, 5, 10, 3, 7, 9, 6, 3, 10, 6, 11, 0]",10,0.0,39.0,0.0699999,Optimal
146,j10,15,6,"[0, 5, 7, 5, 6, 10, 3, 3, 8, 7, 6, 0]",10,0.0,30.0,0.00999999,Optimal
147,j10,15,7,"[0, 3, 9, 7, 9, 11, 3, 3, 6, 6, 8, 0]",10,0.0,36.0,0.03,Optimal
148,j10,15,8,"[0, 4, 7, 6, 10, 8, 2, 1, 7, 7, 11, 0]",10,0.0,35.0,0.05,Optimal
149,j10,15,9,"[0, 5, 6, 3, 11, 11, 6, 2, 8, 10, 9, 0]",10,0.0,37.0,0.00999999,Optimal
150,j10,16,0,"[0, 7, 1, 4, 1, 4, 5, 11, 1, 1, 2, 0]",10,0.0,31.0,0.02,Optimal
151,j10,16,1,"[0, 8, 2, 8, 1, 4, 4, 10, 3, 2, 1, 0]",10,0.0,29.0,0.00999999,Optimal
152,j10,16,2,"[0, 8, 2, 8, 1, 5, 6, 11, 3, 3, 1, 0]",10,0.0,32.0,0.03,Optimal
153,j10,16,3,"[0, 5, 2, 4, 1, 4, 3, 11, 3, 2, 2, 0]",10,0.0,29.0,0.00999999,Optimal
154,j10,16,4,"[0, 4, 1, 5, 1, 3, 2, 11, 3, 2, 1, 0]",10,0.0,28.0,0.00999999,Optimal
155,j10,16,5,"[0, 7, 1, 5, 1, 4, 5, 10, 1, 2, 2, 0]",10,0.0,30.0,0.02,Optimal
156,j10,16,6,"[0, 8, 1, 8, 1, 3, 5, 7, 3, 1, 1, 0]",10,0.0,28.0,0.00999999,Optimal
157,j10,16,7,"[0, 5, 2, 6, 1, 5, 3, 6, 3, 2, 2, 0]",10,0.0,25.0,0.0,Optimal
158,j10,16,8,"[0, 8, 2, 5, 1, 6, 2, 6, 3, 3, 2, 0]",10,0.0,25.0,0.0,Optimal
159,j10,16,9,"[0, 5, 2, 7, 1, 7, 4, 12, 3, 1, 1, 0]",10,0.0,31.0,0.0,Optimal
160,j10,17,0,"[0, 8, 7, 2, 7, 2, 3, 6, 6, 1, 2, 0]",10,,,0.0,Infeasible
161,j10,17,1,"[0, 9, 4, 4, 10, 1, 5, 10, 8, 1, 3, 0]",10,,,0.0,Infeasible
162,j10,17,2,"[0, 9, 5, 6, 7, 2, 3, 11, 6, 2, 2, 0]",10,,,0.0,Infeasible
163,j10,17,3,"[0, 6, 4, 2, 10, 2, 3, 6, 8, 3, 2, 0]",10,,,0.0100002,Infeasible
164,j10,17,4,"[0, 5, 6, 3, 7, 2, 7, 6, 6, 1, 3, 0]",10,,,0.0,Infeasible
165,j10,17,5,"[0, 9, 3, 5, 7, 1, 3, 10, 6, 3, 3, 0]",10,,,0.0,Infeasible
166,j10,17,6,"[0, 6, 3, 3, 9, 2, 7, 9, 6, 3, 1, 0]",10,,,0.00999999,Infeasible
167,j10,17,7,"[0, 5, 5, 4, 7, 2, 6, 10, 7, 3, 3, 0]",10,,,0.00999999,Infeasible
168,j10,17,8,"[0, 5, 3, 3, 7, 2, 6, 6, 5, 2, 2, 0]",10,,,0.0100002,Infeasible
169,j10,17,9,"[0, 9, 5, 6, 9, 2, 6, 11, 5, 1, 1, 0]",10,,,0.0,Infeasible
170,j10,18,0,"[0, 7, 10, 1, 7, 8, 2, 1, 2, 1, 3, 0]",10,0.0,27.0,0.00999999,Optimal
171,j10,18,1,"[0, 8, 11, 1, 12, 6, 1, 1, 4, 1, 4, 0]",10,0.0,27.0,0.00999999,Optimal
172,j10,18,2,"[0, 8, 9, 1, 8, 9, 2, 3, 4, 1, 6, 0]",10,0.0,28.0,0.0,Optimal
173,j10,18,3,"[0, 5, 7, 3, 6, 6, 2, 2, 4, 1, 3, 0]",10,0.0,26.0,0.00999999,Optimal
174,j10,18,4,"[0, 5, 6, 1, 7, 5, 1, 2, 5, 1, 4, 0]",10,0.0,26.0,0.0,Optimal
175,j10,18,5,"[0, 5, 6, 3, 9, 6, 2, 1, 2, 1, 3, 0]",10,0.0,26.0,0.0,Optimal
176,j10,18,6,"[0, 7, 10, 3, 10, 5, 2, 2, 4, 1, 2, 0]",10,0.0,27.0,0.00999999,Optimal
177,j10,18,7,"[0, 8, 7, 3, 8, 6, 1, 3, 3, 1, 5, 0]",10,0.0,27.0,0.00999999,Optimal
178,j10,18,8,"[0, 8, 9, 2, 7, 8, 1, 1, 2, 1, 4, 0]",10,0.0,27.0,0.00999999,Optimal
179,j10,18,9,"[0, 6, 7, 1, 8, 5, 1, 2, 3, 1, 5, 0]",10,0.0,26.0,0.00999999,Optimal
180,j10,19,0,"[0, 6, 6, 2, 1, 2, 5, 5, 6, 2, 2, 0]",10,0.0,28.0,0.02,Optimal
181,j10,19,1,"[0, 7, 3, 4, 1, 1, 4, 7, 10, 2, 2, 0]",10,0.0,28.0,0.0699999,Optimal
182,j10,19,2,"[0, 5, 6, 3, 1, 3, 4, 9, 7, 2, 5, 0]",10,0.0,31.0,0.03,Optimal
183,j10,19,3,"[0, 3, 3, 3, 1, 2, 4, 6, 7, 1, 2, 0]",10,0.0,27.0,0.04,Optimal
184,j10,19,4,"[0, 4, 2, 2, 1, 2, 5, 7, 7, 1, 4, 0]",10,0.0,28.0,0.00999999,Optimal
185,j10,19,5,"[0, 6, 3, 3, 1, 1, 2, 6, 9, 1, 4, 0]",10,0.0,25.0,0.00999999,Optimal
186,j10,19,6,"[0, 7, 2, 3, 1, 2, 4, 5, 10, 2, 5, 0]",10,0.0,29.0,0.02,Optimal
187,j10,19,7,"[0, 5, 4, 3, 1, 1, 4, 6, 9, 2, 4, 0]",10,0.0,29.0,0.03,Optimal
188,j10,19,8,"[0, 7, 5, 3, 1, 2, 5, 5, 6, 1, 4, 0]",10,0.0,28.0,0.00999999,Optimal
189,j10,19,9,"[0, 4, 5, 2, 1, 3, 4, 5, 6, 2, 5, 0]",10,0.0,29.0,0.03,Optimal
190,j10,20,0,"[0, 11, 5, 1, 6, 3, 9, 11, 6, 3, 7, 0]",10,0.0,37.0,0.00999999,Optimal
191,j10,20,1,"[0, 10, 5, 2, 10, 3, 8, 10, 12, 5, 10, 0]",10,0.0,40.0,0.00999999,Optimal
192,j10,20,2,"[0, 9, 2, 1, 10, 4, 10, 7, 7, 3, 11, 0]",10,0.0,34.0,0.00999999,Optimal
193,j10,20,3,"[0, 7, 3, 2, 11, 3, 7, 6, 10, 4, 6, 0]",10,0.0,33.0,0.00999999,Optimal
194,j10,20,4,"[0, 6, 3, 2, 8, 3, 6, 12, 9, 4, 7, 0]",10,0.0,35.0,0.00999999,Optimal
195,j10,20,5,"[0, 9, 2, 1, 7, 5, 10, 8, 10, 3, 11, 0]",10,0.0,36.0,0.00999999,Optimal
196,j10,20,6,"[0, 9, 3, 1, 6, 6, 7, 8, 8, 4, 6, 0]",10,0.0,33.0,0.0,Optimal
197,j10,20,7,"[0, 12, 3, 2, 12, 6, 9, 11, 7, 6, 6, 0]",10,0.0,38.0,0.02,Optimal
198,j10,20,8,"[0, 6, 4, 1, 7, 5, 10, 8, 12, 3, 6, 0]",10,0.0,34.0,0.0,Optimal
199,j10,20,9,"[0, 7, 3, 2, 9, 2, 6, 11, 11, 7, 11, 0]",10,0.0,39.0,0.00999999,Optimal
200,j10,21,0,"[0, 6, 8, 2, 2, 2, 5, 6, 4, 2, 7, 0]",10,0.0,34.0,0.00999999,Optimal
201,j10,21,1,"[0, 7, 5, 4, 1, 3, 3, 8, 8, 1, 5, 0]",10,0.0,37.0,0.00999999,Optimal
202,j10,21,2,"[0, 7, 6, 6, 2, 2, 5, 6, 5, 2, 4, 0]",10,0.0,30.0,0.0,Optimal
203,j10,21,3,"[0, 4, 4, 6, 2, 1, 2, 11, 7, 3, 4, 0]",10,0.0,33.0,0.0,Optimal
204,j10,21,4,"[0, 3, 7, 3, 2, 1, 2, 7, 7, 1, 5, 0]",10,0.0,35.0,0.0,Optimal
205,j10,21,5,"[0, 7, 4, 5, 2, 3, 5, 6, 8, 2, 5, 0]",10,0.0,35.0,0.0,Optimal
206,j10,21,6,"[0, 5, 5, 2, 3, 2, 5, 11, 8, 2, 4, 0]",10,0.0,40.0,0.00999999,Optimal
207,j10,21,7,"[0, 6, 4, 2, 3, 3, 5, 7, 7, 1, 5, 0]",10,0.0,31.0,0.00999999,Optimal
208,j10,21,8,"[0, 3, 4, 3, 2, 2, 5, 6, 4, 2, 7, 0]",10,0.0,30.0,0.00999999,Optimal
209,j10,21,9,"[0, 5, 8, 5, 2, 2, 2, 9, 8, 1, 7, 0]",10,0.0,38.0,0.00999999,Optimal
