instance_id,method,real_durations,rel_regret
23,proactive,"[0, 4, 1, 3, 4, 5, 1, 5, 7, 3, 5, 1, 3, 8, 6, 1, 3, 6, 6, 7, 1, 1, 9, 4, 7, 5, 9, 1, 5, 1, 2, 0]",10.869565217391305
23,proactive,"[0, 4, 2, 1, 6, 5, 1, 4, 5, 2, 7, 1, 5, 6, 6, 1, 3, 4, 3, 6, 1, 2, 7, 3, 6, 4, 9, 1, 2, 3, 1, 0]",8.695652173913043
23,proactive,"[0, 5, 2, 3, 6, 5, 1, 4, 8, 2, 9, 1, 3, 6, 11, 1, 4, 6, 5, 7, 1, 1, 10, 6, 3, 3, 9, 1, 4, 2, 2, 0]",10.869565217391305
23,proactive,"[0, 6, 2, 1, 3, 9, 1, 7, 7, 2, 5, 1, 2, 8, 10, 1, 3, 8, 6, 6, 1, 1, 9, 4, 5, 5, 9, 1, 2, 1, 2, 0]",8.695652173913043
23,proactive,"[0, 7, 1, 3, 2, 5, 1, 3, 6, 3, 7, 1, 6, 5, 11, 1, 4, 5, 3, 7, 1, 2, 8, 2, 5, 3, 6, 1, 5, 3, 1, 0]",11.11111111111111
23,proactive,"[0, 8, 2, 1, 3, 6, 1, 7, 6, 1, 6, 1, 4, 8, 10, 1, 5, 4, 5, 6, 1, 2, 11, 2, 6, 2, 8, 1, 4, 3, 2, 0]",8.695652173913043
23,reactive,"[0, 7, 2, 1, 3, 8, 1, 6, 6, 3, 6, 1, 2, 6, 10, 1, 6, 7, 6, 7, 1, 2, 9, 5, 3, 3, 8, 1, 3, 1, 1, 0]",4.444444444444445
24,proactive,"[0, 1, 1, 2, 1, 2, 1, 10, 7, 6, 1, 5, 10, 5, 5, 7, 1, 7, 6, 4, 7, 2, 8, 5, 4, 4, 2, 6, 1, 7, 9, 0]",11.428571428571429
24,proactive,"[0, 2, 1, 1, 1, 3, 1, 7, 7, 2, 1, 5, 9, 5, 3, 7, 2, 9, 8, 4, 8, 1, 6, 7, 4, 4, 2, 8, 1, 4, 7, 0]",11.428571428571429
24,proactive,"[0, 3, 1, 1, 2, 5, 1, 8, 8, 4, 1, 3, 8, 4, 5, 7, 2, 11, 8, 4, 8, 1, 8, 5, 4, 3, 1, 9, 1, 3, 7, 0]",8.108108108108109
24,reactive,"[0, 1, 1, 1, 2, 3, 1, 9, 6, 3, 1, 4, 7, 3, 2, 8, 1, 6, 7, 8, 9, 1, 5, 7, 2, 3, 2, 5, 1, 3, 7, 0]",11.428571428571429
