instance_folder,instance_id,method,nr_samples,obj,time_limit_SAA,feasibility,real_durations,start_times,time_offline,time_online
j10,1,proactive,10,29,600,True,"[0, 2, 9, 1, 1, 2, 5, 11, 2, 3, 1, 0]","[0, 3, 0, 0, 0, 7, 24, 12, 24, 12, 5, 29]",0.14341187477111816,0.00015497207641601562
j10,3,proactive,10,37,600,True,"[0, 1, 7, 1, 6, 4, 2, 2, 2, 7, 7, 0]","[0, 8, 0, 16, 22, 11, 20, 21, 29, 27, 22, 37]",0.20156431198120117,0.00013899803161621094
j10,4,proactive,10,41,600,True,"[0, 8, 1, 2, 2, 8, 1, 2, 3, 7, 8, 0]","[0, 10, 9, 19, 0, 3, 9, 3, 11, 31, 11, 41]",0.12939095497131348,0.00014090538024902344
