instance_folder,instance_id,rel_regret,obj,obj_pi,method,time_limit_pi,time_limit_rescheduling,time_limit_initial,solver_calls,feasibility,feasibility_pi,real_durations,start_times,time_offline,time_online
ubo50,1,0,inf,inf,reactive,60,10,60,1,False,False,"[0, 2, 1, 3, 6, 2, 3, 4, 3, 2, 2, 7, 3, 7, 5, 1, 3, 11, 5, 8, 8, 1, 6, 8, 2, 4, 2, 6, 5, 5, 1, 6, 4, 2, 1, 4, 2, 1, 7, 2, 2, 1, 5, 3, 4, 6, 1, 2, 6, 4, 7, 0]",,0.10674285888671875,7.152557373046875e-06
ubo50,1,0,inf,inf,reactive,60,10,60,1,False,False,"[0, 2, 1, 3, 6, 1, 5, 8, 2, 3, 2, 4, 3, 6, 7, 2, 3, 8, 4, 4, 6, 2, 8, 7, 2, 3, 5, 5, 4, 7, 1, 6, 6, 1, 1, 3, 1, 2, 4, 2, 5, 1, 2, 2, 7, 11, 1, 1, 7, 6, 11, 0]",,0.03582406044006348,1.0013580322265625e-05
ubo50,1,0,inf,inf,reactive,60,10,60,1,False,False,"[0, 2, 2, 3, 8, 1, 6, 8, 6, 5, 2, 7, 2, 6, 7, 3, 1, 11, 5, 8, 6, 2, 5, 4, 1, 6, 2, 5, 8, 6, 1, 9, 4, 1, 1, 6, 2, 1, 7, 1, 4, 3, 2, 2, 5, 8, 2, 2, 3, 4, 8, 0]",,0.034995079040527344,9.059906005859375e-06
ubo50,1,0,inf,inf,reactive,60,10,60,1,False,False,"[0, 1, 3, 3, 6, 3, 4, 8, 4, 2, 2, 3, 2, 11, 3, 2, 2, 7, 7, 8, 8, 1, 4, 7, 2, 2, 5, 6, 6, 9, 2, 5, 3, 2, 2, 4, 2, 2, 3, 3, 2, 1, 4, 2, 6, 10, 1, 1, 3, 6, 9, 0]",,0.05349302291870117,7.152557373046875e-06
ubo50,1,0,inf,inf,reactive,60,10,60,1,False,False,"[0, 2, 2, 4, 7, 1, 6, 4, 2, 3, 1, 5, 1, 12, 5, 1, 2, 9, 3, 4, 9, 2, 6, 5, 1, 6, 5, 5, 5, 7, 1, 9, 6, 3, 2, 6, 3, 2, 6, 2, 6, 3, 6, 1, 3, 9, 2, 1, 6, 4, 6, 0]",,0.034964799880981445,1.0013580322265625e-05
ubo50,1,0,inf,inf,reactive,60,10,60,1,False,False,"[0, 1, 3, 5, 5, 3, 4, 8, 2, 2, 1, 4, 2, 10, 4, 3, 2, 12, 4, 4, 5, 1, 8, 5, 1, 2, 4, 5, 7, 6, 1, 9, 6, 3, 2, 7, 3, 2, 7, 1, 2, 1, 6, 3, 4, 11, 1, 2, 5, 5, 11, 0]",,0.03827619552612305,1.0013580322265625e-05
ubo50,1,0,inf,inf,reactive,60,10,60,1,False,False,"[0, 1, 2, 6, 9, 1, 3, 7, 4, 2, 2, 6, 1, 8, 6, 1, 2, 11, 5, 5, 8, 1, 4, 5, 1, 3, 5, 8, 5, 7, 2, 5, 5, 1, 1, 3, 3, 1, 7, 3, 6, 3, 5, 1, 7, 8, 1, 1, 4, 5, 11, 0]",,0.03606820106506348,8.821487426757812e-06
ubo50,1,0,inf,inf,reactive,60,10,60,1,False,False,"[0, 2, 2, 4, 5, 2, 7, 8, 4, 4, 2, 4, 1, 6, 3, 3, 3, 10, 4, 7, 6, 2, 6, 8, 2, 2, 5, 5, 8, 7, 2, 6, 4, 1, 1, 3, 3, 2, 6, 3, 2, 2, 2, 2, 5, 8, 1, 1, 6, 5, 8, 0]",,0.03395485877990723,8.821487426757812e-06
ubo50,1,0,inf,inf,reactive,60,10,60,1,False,False,"[0, 1, 1, 5, 5, 1, 4, 4, 4, 5, 1, 3, 3, 10, 6, 1, 3, 9, 4, 6, 5, 1, 5, 8, 1, 5, 2, 9, 6, 6, 1, 5, 6, 2, 2, 5, 3, 1, 3, 1, 2, 3, 4, 1, 3, 10, 2, 1, 4, 5, 10, 0]",,0.03838205337524414,1.430511474609375e-05
ubo50,1,0,inf,inf,reactive,60,10,60,1,False,False,"[0, 2, 2, 4, 6, 3, 7, 5, 2, 4, 2, 5, 2, 7, 5, 1, 1, 11, 6, 8, 6, 2, 4, 8, 1, 5, 4, 9, 7, 7, 1, 7, 7, 1, 1, 7, 3, 1, 7, 3, 5, 2, 2, 1, 7, 9, 1, 2, 6, 6, 10, 0]",,0.03503990173339844,8.106231689453125e-06
ubo50,2,0,inf,inf,reactive,60,10,60,1,False,False,"[0, 1, 1, 1, 1, 5, 1, 5, 9, 5, 2, 5, 6, 6, 1, 12, 4, 3, 8, 6, 1, 2, 1, 3, 6, 4, 2, 1, 3, 3, 3, 12, 1, 2, 5, 8, 3, 5, 1, 3, 9, 3, 4, 8, 5, 1, 2, 2, 4, 10, 10, 0]",,0.03447604179382324,6.198883056640625e-06
ubo50,2,0,inf,inf,reactive,60,10,60,1,False,False,"[0, 1, 3, 1, 1, 5, 1, 6, 9, 3, 2, 6, 6, 7, 1, 8, 6, 2, 9, 10, 2, 1, 2, 2, 8, 4, 3, 2, 3, 4, 5, 7, 1, 1, 6, 9, 3, 4, 1, 4, 10, 3, 4, 7, 8, 2, 5, 3, 2, 10, 9, 0]",,0.03974318504333496,7.152557373046875e-06
ubo50,2,0,inf,inf,reactive,60,10,60,1,False,False,"[0, 1, 2, 1, 2, 5, 1, 4, 7, 4, 5, 3, 7, 6, 1, 11, 5, 3, 11, 8, 1, 1, 1, 3, 7, 2, 3, 1, 3, 3, 4, 10, 1, 1, 6, 7, 2, 3, 1, 2, 6, 2, 5, 9, 8, 1, 4, 2, 5, 9, 7, 0]",,0.03493022918701172,8.821487426757812e-06
ubo50,2,0,inf,inf,reactive,60,10,60,1,False,False,"[0, 1, 1, 1, 1, 6, 1, 4, 6, 2, 5, 3, 6, 6, 1, 11, 4, 1, 11, 12, 1, 2, 1, 3, 8, 5, 1, 2, 4, 3, 3, 7, 1, 2, 6, 8, 4, 6, 1, 3, 7, 3, 4, 7, 9, 3, 5, 3, 5, 6, 8, 0]",,0.05672311782836914,1.1920928955078125e-05
ubo50,2,0,inf,inf,reactive,60,10,60,1,False,False,"[0, 1, 1, 1, 2, 2, 1, 4, 8, 2, 2, 2, 4, 4, 2, 6, 3, 3, 9, 12, 1, 1, 2, 2, 5, 3, 1, 1, 6, 4, 3, 7, 1, 1, 2, 6, 4, 3, 1, 5, 9, 2, 6, 9, 7, 2, 5, 1, 4, 8, 6, 0]",,0.05920004844665527,7.867813110351562e-06
ubo50,2,0,inf,inf,reactive,60,10,60,1,False,False,"[0, 1, 3, 1, 1, 3, 1, 4, 6, 2, 4, 5, 5, 8, 1, 6, 2, 3, 8, 6, 1, 1, 2, 2, 4, 4, 2, 2, 5, 3, 3, 12, 1, 2, 5, 6, 5, 3, 1, 4, 11, 3, 3, 9, 9, 3, 4, 1, 2, 6, 9, 0]",,0.10894370079040527,1.1920928955078125e-05
ubo50,2,0,inf,inf,reactive,60,10,60,1,False,False,"[0, 1, 1, 1, 1, 6, 1, 7, 6, 2, 5, 3, 6, 7, 1, 9, 3, 1, 10, 6, 2, 2, 2, 3, 7, 3, 2, 1, 7, 4, 4, 8, 1, 2, 4, 8, 2, 3, 1, 5, 7, 2, 4, 9, 6, 1, 6, 1, 6, 7, 8, 0]",,0.03841090202331543,1.0013580322265625e-05
ubo50,2,0,inf,inf,reactive,60,10,60,1,False,False,"[0, 1, 1, 1, 1, 6, 1, 8, 6, 2, 3, 6, 5, 7, 1, 6, 4, 2, 7, 7, 2, 1, 1, 2, 4, 4, 2, 2, 3, 2, 4, 9, 1, 2, 4, 5, 2, 4, 1, 5, 7, 1, 3, 7, 7, 3, 2, 2, 3, 7, 9, 0]",,0.0396420955657959,1.0967254638671875e-05
ubo50,2,0,inf,inf,reactive,60,10,60,1,False,False,"[0, 1, 3, 1, 1, 3, 1, 5, 7, 5, 5, 4, 8, 7, 2, 10, 5, 2, 11, 6, 1, 2, 2, 2, 5, 2, 3, 2, 6, 5, 4, 6, 1, 1, 2, 9, 4, 3, 1, 5, 6, 2, 5, 5, 6, 3, 4, 2, 4, 11, 9, 0]",,0.037320852279663086,8.344650268554688e-06
ubo50,2,0,inf,inf,reactive,60,10,60,1,False,False,"[0, 1, 2, 1, 2, 4, 1, 6, 9, 3, 4, 3, 4, 5, 1, 7, 4, 3, 7, 6, 2, 2, 1, 5, 4, 2, 3, 2, 6, 3, 5, 11, 1, 2, 4, 7, 3, 3, 1, 5, 9, 3, 5, 8, 7, 3, 3, 2, 5, 10, 6, 0]",,0.03458714485168457,7.867813110351562e-06
