instance_folder,instance_id,method,time_limit,feasibility,obj,time_offline,time_online,start_times,real_durations,mode,obj_pi
ubo100,4,proactive_SAA_smart,180,True,463,180.41151475906372,0.0016460418701171875,"[0, 0, 69, 174, 123, 186, 0, 0, 322, 409, 30, 9, 60, 295, 227, 98, 71, 215, 69, 202, 162, 107, 307, 191, 333, 153, 205, 214, 104, 11, 205, 449, 254, 344, 256, 220, 256, 98, 111, 316, 369, 126, 261, 112, 114, 237, 97, 181, 186, 258, 307, 191, 39, 19, 221, 85, 146, 344, 454, 284, 397, 308, 323, 80, 131, 33, 420, 250, 115, 438, 49, 362, 438, 268, 46, 350, 427, 153, 378, 239, 140, 250, 114, 273, 344, 314, 9, 109, 137, 362, 314, 441, 454, 450, 397, 97, 232, 461, 390, 452, 146, 463]","[0, 8, 1, 3, 5, 8, 5, 1, 7, 10, 2, 1, 6, 8, 2, 7, 9, 5, 10, 3, 10, 2, 7, 10, 7, 6, 5, 1, 5, 5, 6, 1, 1, 2, 1, 10, 3, 4, 1, 2, 8, 2, 5, 2, 1, 6, 1, 4, 5, 1, 1, 2, 4, 7, 5, 10, 3, 3, 9, 10, 8, 6, 3, 3, 5, 3, 5, 1, 2, 10, 7, 1, 3, 5, 3, 7, 6, 6, 9, 11, 6, 5, 6, 9, 2, 1, 1, 1, 3, 5, 6, 7, 2, 1, 5, 1, 3, 2, 4, 2, 1, 0]",SAA_smart,351.0
ubo100,4,proactive_SAA_smart,180,True,463,180.41151475906372,0.00150299072265625,"[0, 0, 69, 174, 123, 186, 0, 0, 322, 409, 30, 9, 60, 295, 227, 98, 71, 215, 69, 202, 162, 107, 307, 191, 333, 153, 205, 214, 104, 11, 205, 449, 254, 344, 256, 220, 256, 98, 111, 316, 369, 126, 261, 112, 114, 237, 97, 181, 186, 258, 307, 191, 39, 19, 221, 85, 146, 344, 454, 284, 397, 308, 323, 80, 131, 33, 420, 250, 115, 438, 49, 362, 438, 268, 46, 350, 427, 153, 378, 239, 140, 250, 114, 273, 344, 314, 9, 109, 137, 362, 314, 441, 454, 450, 397, 97, 232, 461, 390, 452, 146, 463]","[0, 8, 1, 3, 8, 7, 9, 2, 9, 11, 1, 2, 9, 9, 2, 9, 9, 3, 6, 1, 8, 1, 7, 10, 7, 6, 5, 1, 6, 8, 9, 1, 1, 1, 1, 7, 4, 8, 1, 3, 5, 1, 6, 2, 1, 8, 1, 2, 2, 1, 1, 2, 5, 8, 2, 7, 5, 4, 8, 6, 12, 3, 5, 2, 2, 3, 5, 1, 3, 11, 10, 1, 3, 2, 2, 6, 7, 5, 7, 9, 3, 3, 9, 10, 5, 1, 1, 1, 2, 3, 8, 4, 5, 2, 7, 1, 7, 2, 3, 2, 1, 0]",SAA_smart,351.0
ubo100,4,proactive_SAA_smart,180,True,463,180.41151475906372,0.001580953598022461,"[0, 0, 69, 174, 123, 186, 0, 0, 322, 409, 30, 9, 60, 295, 227, 98, 71, 215, 69, 202, 162, 107, 307, 191, 333, 153, 205, 214, 104, 11, 205, 449, 254, 344, 256, 220, 256, 98, 111, 316, 369, 126, 261, 112, 114, 237, 97, 181, 186, 258, 307, 191, 39, 19, 221, 85, 146, 344, 454, 284, 397, 308, 323, 80, 131, 33, 420, 250, 115, 438, 49, 362, 438, 268, 46, 350, 427, 153, 378, 239, 140, 250, 114, 273, 344, 314, 9, 109, 137, 362, 314, 441, 454, 450, 397, 97, 232, 461, 390, 452, 146, 463]","[0, 5, 2, 6, 5, 6, 5, 3, 11, 6, 1, 1, 8, 10, 4, 5, 8, 5, 11, 2, 7, 1, 9, 9, 6, 5, 9, 1, 6, 8, 7, 1, 1, 1, 2, 9, 2, 4, 1, 6, 7, 2, 4, 1, 1, 10, 1, 5, 2, 1, 1, 2, 5, 10, 6, 12, 6, 4, 9, 9, 9, 4, 6, 4, 5, 6, 6, 1, 4, 10, 10, 1, 1, 5, 1, 9, 11, 6, 6, 8, 4, 4, 5, 8, 3, 1, 1, 1, 1, 7, 9, 5, 5, 2, 6, 1, 7, 1, 4, 1, 1, 0]",SAA_smart,365.0
ubo100,4,proactive_SAA_smart,180,True,465,180.41151475906372,0.0015339851379394531,"[0, 0, 69, 174, 123, 186, 0, 0, 322, 409, 30, 9, 60, 295, 227, 98, 71, 215, 69, 202, 162, 107, 307, 191, 333, 153, 205, 214, 104, 11, 205, 449, 254, 344, 256, 220, 256, 98, 111, 316, 369, 126, 261, 112, 114, 237, 97, 181, 186, 258, 307, 191, 39, 19, 221, 85, 146, 344, 454, 284, 397, 308, 323, 80, 131, 33, 420, 250, 115, 438, 49, 362, 438, 268, 46, 350, 427, 153, 378, 239, 140, 250, 114, 273, 344, 314, 9, 109, 137, 362, 314, 441, 454, 450, 397, 97, 232, 461, 390, 452, 146, 463]","[0, 6, 1, 3, 4, 7, 9, 2, 6, 6, 2, 1, 9, 9, 5, 7, 8, 2, 11, 3, 10, 2, 5, 6, 6, 9, 6, 1, 8, 5, 7, 1, 1, 2, 1, 12, 3, 8, 1, 5, 9, 1, 3, 2, 1, 8, 1, 2, 5, 1, 1, 2, 6, 10, 4, 12, 6, 2, 11, 11, 8, 3, 6, 4, 2, 3, 7, 1, 3, 9, 9, 1, 2, 4, 3, 6, 8, 9, 12, 6, 4, 6, 8, 10, 5, 1, 1, 2, 1, 7, 7, 6, 2, 2, 7, 1, 4, 2, 4, 1, 1, 0]",SAA_smart,368.0
ubo100,4,proactive_SAA_smart,180,True,463,180.41151475906372,0.0014929771423339844,"[0, 0, 69, 174, 123, 186, 0, 0, 322, 409, 30, 9, 60, 295, 227, 98, 71, 215, 69, 202, 162, 107, 307, 191, 333, 153, 205, 214, 104, 11, 205, 449, 254, 344, 256, 220, 256, 98, 111, 316, 369, 126, 261, 112, 114, 237, 97, 181, 186, 258, 307, 191, 39, 19, 221, 85, 146, 344, 454, 284, 397, 308, 323, 80, 131, 33, 420, 250, 115, 438, 49, 362, 438, 268, 46, 350, 427, 153, 378, 239, 140, 250, 114, 273, 344, 314, 9, 109, 137, 362, 314, 441, 454, 450, 397, 97, 232, 461, 390, 452, 146, 463]","[0, 9, 1, 5, 6, 8, 6, 1, 6, 6, 3, 2, 7, 10, 3, 8, 6, 3, 8, 2, 11, 1, 5, 9, 6, 9, 7, 1, 7, 5, 6, 1, 1, 1, 1, 6, 4, 5, 1, 5, 5, 2, 3, 2, 1, 11, 1, 4, 4, 1, 1, 1, 6, 8, 4, 8, 3, 3, 8, 6, 10, 3, 3, 4, 5, 2, 7, 1, 5, 9, 9, 1, 1, 4, 2, 12, 8, 5, 12, 7, 6, 4, 8, 10, 6, 1, 1, 1, 3, 4, 7, 4, 5, 2, 8, 1, 6, 1, 3, 1, 1, 0]",SAA_smart,355.0
ubo100,4,proactive_SAA_smart,180,True,463,180.41151475906372,0.0015201568603515625,"[0, 0, 69, 174, 123, 186, 0, 0, 322, 409, 30, 9, 60, 295, 227, 98, 71, 215, 69, 202, 162, 107, 307, 191, 333, 153, 205, 214, 104, 11, 205, 449, 254, 344, 256, 220, 256, 98, 111, 316, 369, 126, 261, 112, 114, 237, 97, 181, 186, 258, 307, 191, 39, 19, 221, 85, 146, 344, 454, 284, 397, 308, 323, 80, 131, 33, 420, 250, 115, 438, 49, 362, 438, 268, 46, 350, 427, 153, 378, 239, 140, 250, 114, 273, 344, 314, 9, 109, 137, 362, 314, 441, 454, 450, 397, 97, 232, 461, 390, 452, 146, 463]","[0, 5, 1, 3, 6, 9, 5, 1, 7, 8, 2, 1, 9, 7, 5, 6, 6, 4, 10, 2, 6, 1, 7, 11, 7, 7, 5, 1, 4, 7, 9, 1, 1, 2, 2, 6, 2, 4, 1, 5, 7, 1, 6, 1, 1, 10, 1, 4, 2, 1, 1, 1, 3, 11, 6, 8, 5, 2, 8, 9, 11, 2, 3, 2, 5, 6, 6, 1, 5, 10, 6, 1, 3, 5, 2, 9, 11, 6, 10, 10, 5, 4, 7, 8, 4, 1, 1, 1, 3, 5, 5, 6, 3, 1, 7, 1, 6, 2, 3, 1, 1, 0]",SAA_smart,354.0
ubo100,4,proactive_SAA_smart,180,True,465,180.41151475906372,0.0015370845794677734,"[0, 0, 69, 174, 123, 186, 0, 0, 322, 409, 30, 9, 60, 295, 227, 98, 71, 215, 69, 202, 162, 107, 307, 191, 333, 153, 205, 214, 104, 11, 205, 449, 254, 344, 256, 220, 256, 98, 111, 316, 369, 126, 261, 112, 114, 237, 97, 181, 186, 258, 307, 191, 39, 19, 221, 85, 146, 344, 454, 284, 397, 308, 323, 80, 131, 33, 420, 250, 115, 438, 49, 362, 438, 268, 46, 350, 427, 153, 378, 239, 140, 250, 114, 273, 344, 314, 9, 109, 137, 362, 314, 441, 454, 450, 397, 97, 232, 461, 390, 452, 146, 463]","[0, 6, 1, 4, 7, 8, 8, 3, 7, 9, 3, 2, 8, 6, 2, 5, 7, 4, 10, 1, 8, 1, 8, 11, 8, 9, 5, 1, 8, 6, 8, 1, 1, 1, 1, 10, 3, 7, 1, 6, 8, 1, 6, 1, 1, 10, 1, 4, 4, 1, 1, 2, 3, 11, 5, 7, 7, 2, 11, 8, 11, 4, 7, 4, 3, 4, 6, 1, 3, 11, 11, 1, 3, 5, 1, 10, 9, 8, 11, 9, 5, 2, 7, 9, 3, 1, 1, 2, 3, 6, 7, 6, 2, 1, 5, 1, 4, 2, 3, 1, 1, 0]",SAA_smart,376.0
ubo100,4,proactive_SAA_smart,180,True,465,180.41151475906372,0.0015010833740234375,"[0, 0, 69, 174, 123, 186, 0, 0, 322, 409, 30, 9, 60, 295, 227, 98, 71, 215, 69, 202, 162, 107, 307, 191, 333, 153, 205, 214, 104, 11, 205, 449, 254, 344, 256, 220, 256, 98, 111, 316, 369, 126, 261, 112, 114, 237, 97, 181, 186, 258, 307, 191, 39, 19, 221, 85, 146, 344, 454, 284, 397, 308, 323, 80, 131, 33, 420, 250, 115, 438, 49, 362, 438, 268, 46, 350, 427, 153, 378, 239, 140, 250, 114, 273, 344, 314, 9, 109, 137, 362, 314, 441, 454, 450, 397, 97, 232, 461, 390, 452, 146, 463]","[0, 5, 1, 4, 6, 9, 9, 3, 6, 7, 1, 1, 7, 12, 3, 9, 8, 2, 8, 2, 9, 2, 6, 10, 10, 9, 5, 1, 5, 4, 6, 1, 1, 1, 2, 8, 2, 6, 1, 6, 5, 2, 5, 2, 1, 10, 1, 5, 2, 1, 1, 2, 4, 7, 3, 7, 7, 4, 11, 9, 12, 6, 4, 3, 3, 4, 7, 1, 5, 8, 9, 1, 3, 5, 1, 8, 6, 6, 11, 6, 2, 5, 9, 6, 2, 1, 1, 2, 1, 3, 6, 4, 3, 2, 8, 1, 6, 1, 7, 1, 1, 0]",SAA_smart,359.0
ubo100,4,proactive_SAA_smart,180,True,465,180.41151475906372,0.0014748573303222656,"[0, 0, 69, 174, 123, 186, 0, 0, 322, 409, 30, 9, 60, 295, 227, 98, 71, 215, 69, 202, 162, 107, 307, 191, 333, 153, 205, 214, 104, 11, 205, 449, 254, 344, 256, 220, 256, 98, 111, 316, 369, 126, 261, 112, 114, 237, 97, 181, 186, 258, 307, 191, 39, 19, 221, 85, 146, 344, 454, 284, 397, 308, 323, 80, 131, 33, 420, 250, 115, 438, 49, 362, 438, 268, 46, 350, 427, 153, 378, 239, 140, 250, 114, 273, 344, 314, 9, 109, 137, 362, 314, 441, 454, 450, 397, 97, 232, 461, 390, 452, 146, 463]","[0, 5, 2, 3, 7, 7, 6, 2, 6, 6, 2, 1, 6, 9, 5, 8, 8, 2, 11, 3, 11, 2, 5, 8, 8, 5, 7, 1, 6, 5, 5, 1, 1, 2, 1, 12, 5, 5, 1, 6, 5, 1, 3, 1, 1, 8, 1, 2, 4, 1, 1, 1, 4, 10, 2, 8, 6, 4, 11, 7, 12, 5, 4, 5, 3, 4, 3, 1, 6, 10, 8, 1, 3, 2, 1, 6, 9, 9, 12, 10, 5, 3, 5, 9, 3, 1, 1, 1, 3, 6, 6, 4, 2, 2, 5, 1, 4, 2, 4, 1, 1, 0]",SAA_smart,354.0
ubo100,4,proactive_SAA_smart,180,True,463,180.41151475906372,0.0015270709991455078,"[0, 0, 69, 174, 123, 186, 0, 0, 322, 409, 30, 9, 60, 295, 227, 98, 71, 215, 69, 202, 162, 107, 307, 191, 333, 153, 205, 214, 104, 11, 205, 449, 254, 344, 256, 220, 256, 98, 111, 316, 369, 126, 261, 112, 114, 237, 97, 181, 186, 258, 307, 191, 39, 19, 221, 85, 146, 344, 454, 284, 397, 308, 323, 80, 131, 33, 420, 250, 115, 438, 49, 362, 438, 268, 46, 350, 427, 153, 378, 239, 140, 250, 114, 273, 344, 314, 9, 109, 137, 362, 314, 441, 454, 450, 397, 97, 232, 461, 390, 452, 146, 463]","[0, 8, 2, 7, 8, 7, 7, 3, 11, 8, 1, 2, 8, 7, 3, 6, 9, 3, 9, 1, 10, 1, 9, 7, 8, 5, 7, 1, 8, 8, 6, 1, 1, 1, 2, 10, 3, 7, 1, 2, 7, 2, 4, 2, 1, 7, 1, 4, 4, 1, 1, 1, 3, 8, 2, 10, 5, 5, 8, 11, 12, 2, 7, 4, 5, 3, 3, 1, 2, 8, 8, 1, 3, 2, 2, 11, 7, 6, 12, 9, 4, 3, 6, 8, 4, 1, 1, 1, 1, 6, 6, 8, 3, 2, 8, 1, 6, 2, 3, 1, 1, 0]",SAA_smart,367.0
