,instance_folder,instance_id,sample,sample_durations,time_limit,solve_time,solver_status,obj_gap,obj_value
0,ubo100,1,0,"[0, 6, 10, 5, 5, 8, 11, 1, 3, 7, 6, 8, 4, 2, 5, 6, 12, 7, 8, 5, 9, 8, 1, 10, 7, 9, 4, 2, 4, 4, 1, 11, 5, 7, 6, 7, 5, 1, 6, 2, 1, 6, 6, 11, 6, 1, 5, 1, 1, 3, 4, 9, 1, 11, 2, 2, 1, 8, 9, 6, 3, 7, 7, 1, 1, 8, 2, 3, 6, 7, 3, 6, 10, 2, 7, 7, 1, 7, 2, 1, 4, 5, 5, 3, 11, 10, 6, 3, 1, 8, 6, 4, 4, 8, 7, 8, 6, 1, 2, 1, 2, 0]",10,0.0,Infeasible,,
1,ubo100,1,1,"[0, 4, 7, 8, 4, 5, 11, 2, 7, 11, 4, 8, 5, 2, 6, 2, 9, 9, 7, 6, 9, 11, 1, 10, 6, 5, 7, 3, 4, 3, 1, 8, 8, 7, 6, 6, 7, 1, 6, 1, 1, 6, 10, 7, 7, 1, 4, 1, 1, 2, 6, 9, 2, 8, 1, 1, 1, 7, 7, 6, 3, 6, 5, 1, 2, 4, 4, 5, 4, 8, 1, 6, 11, 2, 6, 7, 1, 7, 3, 1, 7, 4, 2, 2, 6, 7, 3, 3, 1, 8, 7, 5, 4, 11, 10, 9, 5, 1, 2, 2, 2, 0]",10,0.0,Infeasible,,
2,ubo100,1,2,"[0, 3, 9, 6, 6, 9, 11, 1, 3, 11, 5, 5, 3, 2, 3, 2, 10, 7, 7, 6, 7, 6, 1, 11, 8, 8, 4, 3, 8, 5, 1, 6, 4, 11, 9, 8, 9, 1, 4, 1, 1, 11, 9, 6, 3, 1, 7, 1, 1, 3, 6, 7, 1, 10, 2, 1, 1, 6, 7, 10, 6, 7, 6, 1, 2, 7, 4, 5, 6, 11, 3, 10, 9, 1, 9, 9, 1, 6, 5, 1, 6, 2, 5, 2, 12, 12, 4, 2, 1, 7, 8, 6, 2, 8, 12, 6, 6, 1, 6, 1, 1, 0]",10,0.0,Infeasible,,
3,ubo100,1,3,"[0, 4, 9, 6, 8, 6, 8, 2, 4, 6, 2, 6, 4, 1, 4, 2, 12, 5, 7, 3, 5, 10, 1, 9, 7, 8, 7, 3, 8, 5, 1, 6, 4, 6, 9, 11, 6, 1, 6, 2, 1, 8, 11, 8, 7, 1, 6, 1, 1, 4, 8, 10, 1, 9, 1, 1, 1, 8, 9, 8, 5, 4, 5, 1, 2, 7, 4, 2, 4, 10, 2, 9, 9, 2, 7, 5, 1, 8, 2, 1, 3, 4, 2, 3, 10, 12, 6, 2, 1, 9, 8, 6, 2, 7, 8, 6, 3, 2, 2, 2, 1, 0]",10,0.0,Infeasible,,
4,ubo100,1,4,"[0, 7, 10, 7, 6, 8, 7, 1, 3, 6, 5, 6, 2, 2, 6, 3, 7, 7, 8, 2, 8, 6, 1, 10, 7, 8, 4, 2, 8, 2, 1, 6, 6, 7, 8, 6, 6, 1, 2, 2, 1, 11, 8, 8, 7, 1, 6, 1, 1, 4, 6, 8, 1, 11, 1, 1, 1, 9, 6, 11, 2, 6, 6, 1, 1, 4, 4, 2, 6, 9, 1, 9, 7, 1, 7, 5, 1, 7, 4, 1, 7, 4, 5, 1, 11, 10, 5, 3, 1, 7, 11, 4, 5, 11, 9, 8, 4, 1, 2, 1, 1, 0]",10,0.00999999,Infeasible,,
5,ubo100,1,5,"[0, 3, 6, 7, 8, 5, 10, 2, 5, 7, 4, 8, 3, 2, 4, 3, 8, 9, 5, 2, 7, 11, 1, 7, 7, 5, 3, 2, 7, 2, 1, 7, 4, 10, 5, 9, 7, 1, 6, 2, 1, 8, 10, 8, 7, 1, 3, 1, 1, 2, 8, 8, 1, 10, 1, 3, 1, 8, 5, 6, 6, 7, 7, 1, 2, 7, 5, 2, 3, 12, 2, 9, 11, 2, 9, 9, 1, 9, 4, 1, 5, 4, 4, 3, 12, 12, 5, 2, 1, 7, 7, 6, 4, 9, 11, 5, 2, 2, 3, 1, 2, 0]",10,0.0,Infeasible,,
6,ubo100,1,6,"[0, 6, 9, 8, 5, 8, 9, 3, 4, 9, 2, 8, 3, 1, 5, 6, 10, 7, 4, 5, 7, 10, 1, 11, 5, 9, 5, 1, 6, 2, 1, 7, 7, 10, 8, 6, 8, 1, 2, 1, 1, 9, 6, 11, 6, 1, 4, 1, 1, 4, 8, 10, 2, 8, 2, 2, 1, 7, 9, 8, 3, 6, 6, 1, 2, 7, 5, 4, 3, 10, 2, 9, 9, 2, 5, 7, 1, 9, 3, 1, 4, 5, 4, 3, 11, 9, 5, 4, 1, 5, 10, 4, 3, 9, 6, 5, 2, 2, 4, 2, 2, 0]",10,0.0,Infeasible,,
7,ubo100,1,7,"[0, 7, 12, 9, 6, 5, 7, 1, 3, 11, 4, 8, 5, 1, 5, 3, 9, 8, 5, 6, 9, 10, 1, 11, 5, 6, 3, 3, 5, 4, 1, 8, 8, 11, 7, 10, 5, 1, 4, 2, 1, 10, 10, 7, 4, 1, 4, 1, 1, 3, 8, 11, 2, 10, 2, 2, 1, 6, 7, 10, 5, 6, 6, 1, 2, 7, 4, 5, 3, 8, 1, 7, 11, 1, 5, 8, 1, 10, 2, 1, 3, 2, 2, 2, 6, 11, 4, 5, 1, 8, 10, 4, 3, 11, 6, 8, 4, 2, 3, 1, 1, 0]",10,0.0,Infeasible,,
8,ubo100,1,8,"[0, 4, 12, 6, 7, 8, 11, 1, 5, 11, 5, 4, 4, 3, 3, 4, 8, 6, 4, 3, 9, 9, 1, 7, 9, 5, 3, 1, 6, 2, 1, 12, 8, 7, 9, 6, 7, 1, 5, 1, 1, 11, 12, 7, 6, 1, 4, 1, 1, 5, 5, 11, 1, 8, 2, 2, 1, 5, 9, 10, 4, 6, 7, 1, 1, 4, 4, 5, 7, 12, 1, 9, 11, 2, 5, 8, 1, 11, 3, 1, 5, 5, 4, 2, 6, 10, 3, 3, 1, 6, 11, 7, 3, 11, 10, 9, 4, 2, 4, 1, 2, 0]",10,0.00999999,Infeasible,,
9,ubo100,1,9,"[0, 5, 9, 9, 5, 8, 7, 2, 4, 10, 3, 7, 5, 1, 7, 2, 10, 6, 6, 2, 7, 10, 1, 10, 6, 5, 4, 1, 5, 5, 1, 12, 4, 8, 6, 7, 6, 1, 4, 1, 1, 6, 8, 11, 3, 1, 7, 1, 1, 4, 7, 8, 2, 11, 1, 1, 1, 9, 7, 9, 3, 4, 3, 1, 1, 6, 4, 2, 6, 7, 2, 7, 7, 1, 8, 7, 1, 7, 3, 1, 5, 4, 4, 1, 9, 7, 7, 5, 1, 8, 11, 4, 4, 7, 10, 6, 6, 1, 3, 2, 2, 0]",10,0.00999999,Infeasible,,
10,ubo100,2,0,"[0, 8, 2, 5, 1, 6, 2, 2, 4, 2, 4, 8, 5, 8, 6, 4, 10, 5, 8, 9, 10, 1, 10, 4, 10, 2, 2, 2, 4, 11, 1, 3, 1, 4, 1, 6, 7, 6, 8, 1, 4, 3, 2, 3, 2, 6, 6, 2, 3, 2, 8, 3, 1, 3, 5, 7, 8, 8, 1, 7, 5, 2, 4, 10, 5, 1, 2, 9, 6, 5, 2, 1, 1, 7, 2, 8, 8, 3, 1, 2, 7, 6, 9, 2, 6, 5, 1, 3, 1, 2, 3, 8, 7, 8, 7, 4, 4, 4, 4, 6, 5, 0]",10,0.0,Infeasible,,
11,ubo100,2,1,"[0, 6, 3, 8, 1, 5, 1, 2, 8, 3, 5, 8, 5, 7, 5, 5, 10, 6, 8, 10, 11, 1, 7, 2, 10, 3, 1, 2, 6, 10, 1, 3, 1, 4, 1, 5, 8, 10, 8, 1, 3, 7, 3, 4, 1, 5, 5, 4, 2, 1, 9, 1, 1, 5, 6, 8, 5, 5, 3, 8, 5, 5, 2, 11, 6, 1, 1, 10, 5, 4, 1, 2, 2, 10, 1, 6, 11, 2, 1, 3, 11, 3, 6, 2, 6, 3, 1, 7, 1, 2, 3, 11, 6, 8, 3, 5, 3, 4, 8, 11, 4, 0]",10,10.0,Feasible,0.273504,468.0
12,ubo100,2,2,"[0, 5, 3, 8, 1, 6, 2, 2, 4, 4, 3, 8, 4, 7, 9, 4, 12, 3, 7, 9, 11, 2, 7, 4, 10, 1, 3, 1, 8, 8, 1, 6, 1, 5, 1, 5, 11, 9, 4, 1, 3, 7, 3, 4, 2, 5, 5, 2, 1, 2, 7, 1, 1, 2, 7, 12, 8, 7, 3, 9, 4, 5, 5, 11, 9, 1, 2, 8, 9, 7, 1, 1, 2, 11, 1, 11, 7, 2, 1, 4, 8, 5, 5, 1, 6, 6, 1, 3, 1, 2, 1, 12, 7, 8, 4, 6, 4, 4, 5, 8, 5, 0]",10,10.0,Feasible,0.267516,471.0
13,ubo100,2,3,"[0, 5, 2, 7, 1, 9, 2, 1, 4, 4, 3, 7, 3, 4, 9, 5, 8, 6, 8, 11, 10, 2, 6, 2, 6, 3, 3, 2, 8, 11, 1, 3, 1, 7, 1, 6, 8, 11, 6, 1, 7, 6, 4, 2, 1, 4, 8, 4, 1, 2, 8, 1, 1, 4, 7, 6, 7, 5, 3, 6, 3, 3, 2, 7, 8, 1, 2, 7, 7, 3, 1, 1, 1, 6, 1, 8, 10, 5, 1, 4, 10, 6, 5, 2, 9, 4, 1, 5, 1, 2, 2, 8, 11, 6, 4, 3, 2, 3, 8, 10, 6, 0]",10,0.0,Infeasible,,
14,ubo100,2,4,"[0, 7, 5, 6, 1, 9, 1, 1, 7, 4, 7, 5, 5, 5, 6, 4, 11, 7, 4, 9, 6, 1, 8, 5, 11, 2, 2, 1, 8, 6, 1, 4, 1, 4, 1, 8, 6, 7, 4, 1, 5, 5, 2, 4, 2, 6, 7, 4, 1, 2, 7, 1, 1, 2, 5, 11, 5, 6, 3, 6, 4, 2, 5, 9, 8, 1, 2, 9, 5, 6, 2, 3, 1, 6, 1, 7, 12, 6, 1, 4, 9, 7, 9, 1, 7, 3, 1, 5, 1, 4, 2, 6, 11, 8, 6, 4, 4, 2, 4, 6, 4, 0]",10,0.0,Infeasible,,
