instance_folder,instance_id,method,time_limit,feasibility,obj,time_offline,time_online,start_times,real_durations,mode
ubo50,3,proactive_quantile_0.9,60,True,231.0,60.05042505264282,0.0008199214935302734,"[0, 25, 0, 13, 11, 0, 49, 185, 142, 81, 64, 164, 58, 164, 120, 176, 167, 13, 79, 77, 112, 25, 90, 65, 135, 196, 137, 101, 144, 37, 3, 65, 178, 126, 19, 23, 56, 77, 153, 88, 42, 173, 13, 199, 207, 224, 31, 222, 185, 214, 21, 230]","[0, 4, 6, 8, 2, 1, 6, 10, 10, 5, 1, 8, 4, 1, 5, 9, 7, 9, 5, 2, 6, 3, 9, 6, 1, 2, 4, 10, 6, 5, 7, 7, 5, 5, 1, 1, 1, 6, 8, 10, 6, 4, 6, 7, 3, 7, 4, 1, 6, 5, 1, 0]",quantile_0.9
ubo50,3,proactive_quantile_0.9,60,True,230.0,60.05042505264282,0.0008230209350585938,"[0, 25, 0, 13, 11, 0, 49, 185, 142, 81, 64, 164, 58, 164, 120, 176, 167, 13, 79, 77, 112, 25, 90, 65, 135, 196, 137, 101, 144, 37, 3, 65, 178, 126, 19, 23, 56, 77, 153, 88, 42, 173, 13, 199, 207, 224, 31, 222, 185, 214, 21, 230]","[0, 4, 5, 5, 2, 1, 7, 10, 8, 7, 1, 8, 3, 1, 2, 5, 8, 8, 9, 2, 7, 3, 7, 6, 2, 2, 7, 11, 5, 5, 4, 10, 5, 8, 2, 2, 2, 10, 10, 6, 5, 3, 5, 4, 4, 3, 4, 1, 6, 7, 1, 0]",quantile_0.9
ubo50,3,proactive_quantile_0.9,60,True,230.0,60.05042505264282,0.0008273124694824219,"[0, 25, 0, 13, 11, 0, 49, 185, 142, 81, 64, 164, 58, 164, 120, 176, 167, 13, 79, 77, 112, 25, 90, 65, 135, 196, 137, 101, 144, 37, 3, 65, 178, 126, 19, 23, 56, 77, 153, 88, 42, 173, 13, 199, 207, 224, 31, 222, 185, 214, 21, 230]","[0, 4, 6, 6, 1, 2, 5, 6, 10, 6, 1, 5, 4, 3, 2, 9, 8, 9, 8, 1, 7, 3, 8, 4, 1, 2, 7, 8, 8, 2, 8, 12, 5, 6, 1, 1, 2, 11, 6, 11, 6, 3, 5, 6, 3, 3, 2, 1, 4, 8, 1, 0]",quantile_0.9
ubo50,3,proactive_quantile_0.9,60,True,230.0,60.05042505264282,0.000881195068359375,"[0, 25, 0, 13, 11, 0, 49, 185, 142, 81, 64, 164, 58, 164, 120, 176, 167, 13, 79, 77, 112, 25, 90, 65, 135, 196, 137, 101, 144, 37, 3, 65, 178, 126, 19, 23, 56, 77, 153, 88, 42, 173, 13, 199, 207, 224, 31, 222, 185, 214, 21, 230]","[0, 2, 8, 5, 1, 2, 5, 10, 7, 8, 1, 6, 3, 3, 6, 6, 5, 8, 6, 1, 4, 2, 11, 7, 1, 2, 3, 10, 5, 4, 7, 8, 7, 8, 1, 1, 1, 10, 6, 6, 7, 4, 4, 8, 5, 6, 2, 2, 2, 8, 1, 0]",quantile_0.9
ubo50,4,proactive_quantile_0.9,60,True,252.0,60.06498908996582,0.0008718967437744141,"[0, 146, 71, 2, 176, 0, 53, 2, 23, 137, 195, 34, 48, 146, 109, 178, 160, 116, 197, 176, 125, 208, 103, 125, 133, 224, 145, 192, 142, 197, 117, 80, 32, 37, 91, 169, 11, 226, 59, 208, 23, 225, 143, 235, 183, 235, 196, 213, 246, 244, 157, 252]","[0, 11, 8, 2, 1, 2, 3, 8, 5, 2, 1, 2, 2, 7, 5, 4, 8, 4, 9, 9, 8, 4, 6, 11, 5, 1, 1, 1, 1, 7, 5, 6, 1, 11, 7, 4, 11, 6, 7, 1, 5, 1, 1, 3, 5, 5, 1, 11, 6, 2, 8, 0]",quantile_0.9
ubo50,4,proactive_quantile_0.9,60,True,253.0,60.06498908996582,0.0008618831634521484,"[0, 146, 71, 2, 176, 0, 53, 2, 23, 137, 195, 34, 48, 146, 109, 178, 160, 116, 197, 176, 125, 208, 103, 125, 133, 224, 145, 192, 142, 197, 117, 80, 32, 37, 91, 169, 11, 226, 59, 208, 23, 225, 143, 235, 183, 235, 196, 213, 246, 244, 157, 252]","[0, 7, 5, 4, 2, 2, 3, 6, 8, 2, 1, 1, 3, 6, 8, 4, 8, 2, 8, 7, 6, 5, 2, 10, 4, 1, 1, 3, 1, 8, 5, 6, 1, 7, 9, 7, 9, 6, 9, 1, 5, 1, 1, 4, 7, 6, 1, 9, 7, 1, 12, 0]",quantile_0.9
ubo50,4,proactive_quantile_0.9,60,True,252.0,60.06498908996582,0.0008351802825927734,"[0, 146, 71, 2, 176, 0, 53, 2, 23, 137, 195, 34, 48, 146, 109, 178, 160, 116, 197, 176, 125, 208, 103, 125, 133, 224, 145, 192, 142, 197, 117, 80, 32, 37, 91, 169, 11, 226, 59, 208, 23, 225, 143, 235, 183, 235, 196, 213, 246, 244, 157, 252]","[0, 6, 5, 5, 2, 2, 3, 8, 5, 2, 1, 2, 3, 7, 6, 2, 7, 5, 5, 9, 8, 5, 6, 12, 7, 1, 1, 2, 1, 10, 5, 6, 1, 8, 6, 5, 10, 6, 7, 1, 5, 1, 3, 2, 9, 5, 1, 10, 4, 1, 10, 0]",quantile_0.9
ubo50,4,proactive_quantile_0.9,60,True,252.0,60.06498908996582,0.0008211135864257812,"[0, 146, 71, 2, 176, 0, 53, 2, 23, 137, 195, 34, 48, 146, 109, 178, 160, 116, 197, 176, 125, 208, 103, 125, 133, 224, 145, 192, 142, 197, 117, 80, 32, 37, 91, 169, 11, 226, 59, 208, 23, 225, 143, 235, 183, 235, 196, 213, 246, 244, 157, 252]","[0, 7, 5, 4, 2, 2, 4, 9, 9, 5, 1, 3, 4, 3, 5, 4, 6, 2, 6, 8, 8, 4, 2, 12, 4, 1, 1, 3, 1, 7, 8, 8, 1, 11, 6, 4, 11, 5, 7, 1, 8, 1, 2, 3, 9, 9, 1, 9, 3, 2, 6, 0]",quantile_0.9
ubo50,4,proactive_quantile_0.9,60,True,253.0,60.06498908996582,0.0007960796356201172,"[0, 146, 71, 2, 176, 0, 53, 2, 23, 137, 195, 34, 48, 146, 109, 178, 160, 116, 197, 176, 125, 208, 103, 125, 133, 224, 145, 192, 142, 197, 117, 80, 32, 37, 91, 169, 11, 226, 59, 208, 23, 225, 143, 235, 183, 235, 196, 213, 246, 244, 157, 252]","[0, 9, 6, 4, 2, 2, 6, 5, 5, 3, 1, 2, 3, 3, 4, 2, 6, 5, 9, 8, 4, 3, 5, 9, 4, 1, 1, 3, 1, 10, 7, 6, 1, 6, 11, 7, 8, 9, 12, 1, 7, 1, 1, 3, 8, 5, 1, 6, 7, 2, 8, 0]",quantile_0.9
ubo50,4,proactive_quantile_0.9,60,True,253.0,60.06498908996582,0.0008308887481689453,"[0, 146, 71, 2, 176, 0, 53, 2, 23, 137, 195, 34, 48, 146, 109, 178, 160, 116, 197, 176, 125, 208, 103, 125, 133, 224, 145, 192, 142, 197, 117, 80, 32, 37, 91, 169, 11, 226, 59, 208, 23, 225, 143, 235, 183, 235, 196, 213, 246, 244, 157, 252]","[0, 7, 5, 2, 2, 1, 3, 7, 9, 2, 1, 3, 5, 6, 7, 5, 6, 5, 8, 11, 8, 5, 4, 10, 7, 1, 1, 1, 1, 9, 7, 6, 2, 11, 12, 4, 6, 7, 8, 1, 7, 1, 1, 4, 6, 9, 1, 6, 7, 1, 12, 0]",quantile_0.9
ubo50,4,proactive_quantile_0.9,60,True,252.0,60.06498908996582,0.0008060932159423828,"[0, 146, 71, 2, 176, 0, 53, 2, 23, 137, 195, 34, 48, 146, 109, 178, 160, 116, 197, 176, 125, 208, 103, 125, 133, 224, 145, 192, 142, 197, 117, 80, 32, 37, 91, 169, 11, 226, 59, 208, 23, 225, 143, 235, 183, 235, 196, 213, 246, 244, 157, 252]","[0, 7, 8, 3, 1, 1, 3, 7, 6, 4, 1, 1, 2, 5, 8, 3, 4, 2, 8, 7, 4, 2, 5, 8, 6, 1, 1, 1, 1, 11, 8, 9, 1, 6, 6, 7, 12, 6, 11, 1, 9, 1, 2, 4, 7, 9, 1, 11, 6, 1, 10, 0]",quantile_0.9
ubo50,4,proactive_quantile_0.9,60,True,252.0,60.06498908996582,0.0008380413055419922,"[0, 146, 71, 2, 176, 0, 53, 2, 23, 137, 195, 34, 48, 146, 109, 178, 160, 116, 197, 176, 125, 208, 103, 125, 133, 224, 145, 192, 142, 197, 117, 80, 32, 37, 91, 169, 11, 226, 59, 208, 23, 225, 143, 235, 183, 235, 196, 213, 246, 244, 157, 252]","[0, 10, 5, 5, 1, 1, 5, 9, 7, 4, 1, 1, 3, 5, 5, 5, 6, 2, 6, 10, 5, 5, 5, 7, 5, 1, 1, 3, 1, 6, 6, 10, 1, 6, 12, 5, 10, 8, 12, 1, 9, 1, 3, 5, 5, 9, 1, 8, 5, 1, 7, 0]",quantile_0.9
ubo50,4,proactive_quantile_0.9,60,True,252.0,60.06498908996582,0.0008060932159423828,"[0, 146, 71, 2, 176, 0, 53, 2, 23, 137, 195, 34, 48, 146, 109, 178, 160, 116, 197, 176, 125, 208, 103, 125, 133, 224, 145, 192, 142, 197, 117, 80, 32, 37, 91, 169, 11, 226, 59, 208, 23, 225, 143, 235, 183, 235, 196, 213, 246, 244, 157, 252]","[0, 8, 6, 3, 2, 1, 6, 9, 7, 4, 1, 2, 2, 3, 4, 4, 7, 4, 9, 7, 7, 3, 3, 8, 7, 1, 1, 2, 1, 6, 7, 6, 1, 8, 9, 4, 7, 9, 10, 1, 5, 1, 3, 3, 8, 5, 1, 7, 3, 2, 11, 0]",quantile_0.9
ubo50,4,proactive_quantile_0.9,60,True,252.0,60.06498908996582,0.0008070468902587891,"[0, 146, 71, 2, 176, 0, 53, 2, 23, 137, 195, 34, 48, 146, 109, 178, 160, 116, 197, 176, 125, 208, 103, 125, 133, 224, 145, 192, 142, 197, 117, 80, 32, 37, 91, 169, 11, 226, 59, 208, 23, 225, 143, 235, 183, 235, 196, 213, 246, 244, 157, 252]","[0, 8, 7, 2, 1, 2, 4, 7, 7, 2, 1, 2, 4, 3, 8, 3, 5, 2, 7, 9, 4, 4, 6, 9, 6, 1, 1, 1, 1, 9, 5, 8, 1, 7, 12, 7, 8, 8, 10, 1, 9, 1, 3, 4, 6, 7, 1, 11, 3, 2, 11, 0]",quantile_0.9
ubo50,6,proactive_quantile_0.9,60,True,242.0,3.00634503364563,0.0009090900421142578,"[0, 0, 112, 50, 5, 111, 81, 24, 140, 204, 89, 155, 123, 35, 5, 130, 98, 144, 111, 164, 126, 42, 149, 59, 103, 233, 71, 62, 143, 224, 204, 226, 139, 198, 100, 69, 180, 169, 16, 187, 128, 147, 121, 215, 240, 147, 152, 234, 73, 238, 224, 242]","[0, 3, 8, 9, 5, 1, 4, 9, 2, 6, 5, 6, 1, 7, 7, 7, 2, 3, 11, 4, 1, 7, 6, 3, 8, 1, 7, 10, 1, 2, 7, 4, 1, 2, 11, 5, 4, 11, 5, 7, 6, 2, 2, 5, 1, 2, 9, 6, 5, 1, 1, 0]",quantile_0.9
ubo50,6,proactive_quantile_0.9,60,True,242.0,3.00634503364563,0.0008368492126464844,"[0, 0, 112, 50, 5, 111, 81, 24, 140, 204, 89, 155, 123, 35, 5, 130, 98, 144, 111, 164, 126, 42, 149, 59, 103, 233, 71, 62, 143, 224, 204, 226, 139, 198, 100, 69, 180, 169, 16, 187, 128, 147, 121, 215, 240, 147, 152, 234, 73, 238, 224, 242]","[0, 5, 8, 6, 6, 1, 6, 10, 1, 7, 8, 9, 3, 7, 6, 8, 3, 3, 6, 2, 2, 6, 4, 2, 4, 1, 6, 9, 1, 2, 11, 7, 1, 5, 11, 5, 6, 6, 4, 8, 8, 5, 2, 6, 2, 2, 10, 6, 4, 1, 2, 0]",quantile_0.9
ubo50,6,proactive_quantile_0.9,60,True,242.0,3.00634503364563,0.0008370876312255859,"[0, 0, 112, 50, 5, 111, 81, 24, 140, 204, 89, 155, 123, 35, 5, 130, 98, 144, 111, 164, 126, 42, 149, 59, 103, 233, 71, 62, 143, 224, 204, 226, 139, 198, 100, 69, 180, 169, 16, 187, 128, 147, 121, 215, 240, 147, 152, 234, 73, 238, 224, 242]","[0, 5, 6, 6, 8, 1, 3, 6, 2, 11, 9, 7, 1, 6, 11, 8, 5, 2, 6, 5, 1, 7, 6, 3, 8, 1, 9, 7, 1, 1, 10, 5, 1, 2, 11, 6, 7, 7, 5, 6, 8, 2, 1, 5, 1, 2, 10, 5, 4, 3, 2, 0]",quantile_0.9
ubo50,6,proactive_quantile_0.9,60,True,242.0,3.00634503364563,0.0008199214935302734,"[0, 0, 112, 50, 5, 111, 81, 24, 140, 204, 89, 155, 123, 35, 5, 130, 98, 144, 111, 164, 126, 42, 149, 59, 103, 233, 71, 62, 143, 224, 204, 226, 139, 198, 100, 69, 180, 169, 16, 187, 128, 147, 121, 215, 240, 147, 152, 234, 73, 238, 224, 242]","[0, 3, 7, 9, 9, 1, 5, 8, 3, 6, 6, 7, 3, 5, 6, 6, 4, 1, 12, 2, 1, 5, 4, 2, 8, 1, 7, 6, 1, 2, 11, 3, 1, 3, 11, 4, 4, 9, 5, 7, 11, 2, 1, 8, 1, 2, 6, 7, 4, 2, 1, 0]",quantile_0.9
ubo50,6,proactive_quantile_0.9,60,True,242.0,3.00634503364563,0.0008220672607421875,"[0, 0, 112, 50, 5, 111, 81, 24, 140, 204, 89, 155, 123, 35, 5, 130, 98, 144, 111, 164, 126, 42, 149, 59, 103, 233, 71, 62, 143, 224, 204, 226, 139, 198, 100, 69, 180, 169, 16, 187, 128, 147, 121, 215, 240, 147, 152, 234, 73, 238, 224, 242]","[0, 5, 9, 5, 5, 1, 6, 7, 2, 11, 5, 5, 1, 5, 11, 8, 2, 3, 12, 4, 1, 7, 5, 2, 5, 1, 7, 10, 1, 2, 6, 3, 1, 6, 8, 8, 5, 6, 7, 6, 6, 2, 2, 7, 2, 2, 6, 8, 7, 1, 2, 0]",quantile_0.9
ubo50,6,proactive_quantile_0.9,60,True,242.0,3.00634503364563,0.0008339881896972656,"[0, 0, 112, 50, 5, 111, 81, 24, 140, 204, 89, 155, 123, 35, 5, 130, 98, 144, 111, 164, 126, 42, 149, 59, 103, 233, 71, 62, 143, 224, 204, 226, 139, 198, 100, 69, 180, 169, 16, 187, 128, 147, 121, 215, 240, 147, 152, 234, 73, 238, 224, 242]","[0, 4, 9, 9, 8, 1, 6, 9, 3, 9, 8, 9, 3, 7, 10, 5, 5, 1, 9, 3, 1, 5, 2, 3, 6, 1, 7, 6, 1, 1, 7, 7, 1, 2, 10, 8, 4, 9, 5, 10, 7, 4, 2, 6, 1, 1, 6, 6, 8, 2, 1, 0]",quantile_0.9
ubo50,6,proactive_quantile_0.9,60,True,242.0,3.00634503364563,0.0008351802825927734,"[0, 0, 112, 50, 5, 111, 81, 24, 140, 204, 89, 155, 123, 35, 5, 130, 98, 144, 111, 164, 126, 42, 149, 59, 103, 233, 71, 62, 143, 224, 204, 226, 139, 198, 100, 69, 180, 169, 16, 187, 128, 147, 121, 215, 240, 147, 152, 234, 73, 238, 224, 242]","[0, 2, 5, 8, 6, 1, 3, 10, 3, 9, 9, 9, 1, 3, 6, 9, 4, 2, 7, 3, 1, 5, 4, 2, 6, 1, 9, 11, 1, 1, 9, 7, 1, 6, 6, 7, 5, 10, 7, 10, 8, 4, 2, 5, 2, 2, 8, 5, 7, 3, 1, 0]",quantile_0.9
ubo50,6,proactive_quantile_0.9,60,True,242.0,3.00634503364563,0.0008230209350585938,"[0, 0, 112, 50, 5, 111, 81, 24, 140, 204, 89, 155, 123, 35, 5, 130, 98, 144, 111, 164, 126, 42, 149, 59, 103, 233, 71, 62, 143, 224, 204, 226, 139, 198, 100, 69, 180, 169, 16, 187, 128, 147, 121, 215, 240, 147, 152, 234, 73, 238, 224, 242]","[0, 3, 6, 9, 6, 1, 6, 9, 2, 8, 5, 7, 1, 3, 8, 9, 5, 3, 10, 5, 1, 7, 2, 2, 8, 1, 7, 8, 1, 1, 7, 5, 1, 3, 7, 5, 3, 11, 8, 10, 8, 4, 2, 6, 1, 1, 6, 7, 6, 1, 2, 0]",quantile_0.9
ubo50,6,proactive_quantile_0.9,60,True,242.0,3.00634503364563,0.0008859634399414062,"[0, 0, 112, 50, 5, 111, 81, 24, 140, 204, 89, 155, 123, 35, 5, 130, 98, 144, 111, 164, 126, 42, 149, 59, 103, 233, 71, 62, 143, 224, 204, 226, 139, 198, 100, 69, 180, 169, 16, 187, 128, 147, 121, 215, 240, 147, 152, 234, 73, 238, 224, 242]","[0, 5, 6, 6, 7, 1, 7, 11, 3, 6, 8, 5, 1, 5, 9, 6, 3, 1, 10, 2, 1, 5, 5, 3, 4, 1, 6, 6, 1, 2, 11, 5, 1, 4, 10, 7, 5, 8, 6, 6, 11, 4, 2, 5, 1, 2, 7, 4, 6, 3, 1, 0]",quantile_0.9
ubo50,6,proactive_quantile_0.9,60,True,242.0,3.00634503364563,0.0008320808410644531,"[0, 0, 112, 50, 5, 111, 81, 24, 140, 204, 89, 155, 123, 35, 5, 130, 98, 144, 111, 164, 126, 42, 149, 59, 103, 233, 71, 62, 143, 224, 204, 226, 139, 198, 100, 69, 180, 169, 16, 187, 128, 147, 121, 215, 240, 147, 152, 234, 73, 238, 224, 242]","[0, 2, 9, 8, 8, 1, 6, 6, 3, 9, 6, 7, 1, 4, 10, 7, 5, 1, 11, 2, 1, 6, 3, 3, 4, 1, 8, 11, 1, 2, 8, 3, 1, 2, 6, 4, 5, 10, 4, 10, 7, 4, 2, 7, 1, 2, 9, 5, 5, 3, 1, 0]",quantile_0.9
ubo50,7,proactive_quantile_0.9,60,False,inf,inf,inf,,"[0, 3, 9, 1, 1, 6, 2, 6, 1, 2, 6, 11, 9, 6, 7, 6, 7, 3, 4, 7, 6, 5, 6, 5, 11, 1, 6, 8, 1, 3, 6, 3, 1, 6, 1, 2, 3, 8, 7, 9, 1, 5, 1, 3, 1, 6, 2, 2, 2, 8, 5, 0]",quantile_0.9
ubo50,7,proactive_quantile_0.9,60,False,inf,inf,inf,,"[0, 2, 11, 2, 1, 9, 2, 4, 1, 5, 11, 9, 11, 5, 8, 10, 6, 2, 6, 9, 6, 5, 9, 4, 6, 1, 4, 9, 1, 3, 6, 1, 1, 8, 1, 2, 1, 6, 10, 7, 3, 7, 2, 3, 1, 8, 2, 3, 1, 9, 7, 0]",quantile_0.9
ubo50,7,proactive_quantile_0.9,60,False,inf,inf,inf,,"[0, 5, 7, 2, 2, 5, 1, 2, 1, 4, 11, 9, 10, 7, 5, 11, 6, 5, 3, 7, 9, 8, 5, 2, 11, 1, 6, 7, 1, 5, 9, 3, 1, 8, 1, 2, 2, 9, 6, 6, 1, 5, 2, 4, 1, 6, 1, 1, 2, 7, 9, 0]",quantile_0.9
ubo50,7,proactive_quantile_0.9,60,False,inf,inf,inf,,"[0, 6, 9, 1, 2, 8, 2, 4, 2, 4, 9, 11, 10, 8, 7, 10, 7, 2, 5, 8, 5, 8, 6, 2, 8, 1, 4, 7, 1, 2, 7, 3, 1, 7, 1, 2, 1, 10, 10, 12, 2, 6, 2, 7, 1, 7, 3, 2, 3, 6, 5, 0]",quantile_0.9
ubo50,7,proactive_quantile_0.9,60,False,inf,inf,inf,,"[0, 4, 8, 2, 2, 9, 1, 2, 1, 5, 8, 10, 7, 8, 6, 7, 5, 3, 6, 5, 8, 5, 9, 4, 9, 1, 3, 6, 1, 2, 9, 1, 1, 8, 1, 3, 3, 9, 6, 7, 1, 5, 1, 7, 1, 9, 3, 3, 3, 5, 7, 0]",quantile_0.9
ubo50,8,proactive_quantile_0.9,60,False,inf,inf,inf,,"[0, 1, 6, 6, 4, 6, 5, 2, 5, 3, 10, 2, 9, 3, 1, 3, 3, 10, 4, 1, 8, 1, 4, 1, 5, 7, 1, 5, 7, 1, 5, 1, 1, 11, 3, 7, 1, 2, 3, 3, 2, 6, 1, 5, 4, 3, 1, 2, 5, 8, 3, 0]",quantile_0.9
ubo50,8,proactive_quantile_0.9,60,False,inf,inf,inf,,"[0, 1, 3, 5, 5, 6, 5, 6, 5, 3, 9, 1, 7, 1, 1, 2, 2, 9, 3, 1, 5, 1, 3, 2, 5, 5, 1, 5, 6, 1, 6, 1, 2, 11, 2, 9, 1, 2, 2, 5, 1, 6, 1, 6, 6, 4, 1, 1, 4, 6, 2, 0]",quantile_0.9
ubo50,8,proactive_quantile_0.9,60,False,inf,inf,inf,,"[0, 1, 7, 3, 6, 6, 2, 2, 7, 6, 7, 3, 5, 3, 1, 5, 1, 9, 3, 1, 9, 2, 4, 2, 7, 7, 1, 7, 6, 1, 5, 1, 1, 10, 4, 11, 1, 2, 2, 6, 2, 8, 2, 6, 8, 6, 1, 3, 2, 10, 2, 0]",quantile_0.9
ubo50,8,proactive_quantile_0.9,60,False,inf,inf,inf,,"[0, 1, 4, 3, 4, 9, 6, 4, 7, 5, 7, 1, 5, 1, 1, 4, 3, 10, 3, 2, 6, 2, 4, 2, 7, 3, 1, 7, 6, 1, 9, 1, 1, 9, 3, 7, 1, 2, 1, 6, 1, 8, 2, 7, 4, 4, 1, 1, 5, 11, 4, 0]",quantile_0.9
