instance_folder,instance_id,method,time_limit_cp_stnu,can_build_stnu,dc,obj,feasibility,real_durations,start_times,time_offline,time_online,mode
ubo50,2,STNU_quantile_0.9,30,,False,inf,False,"[0, 1, 2, 1, 2, 6, 1, 4, 6, 5, 3, 2, 4, 5, 1, 11, 6, 3, 7, 8, 1, 1, 2, 4, 8, 5, 1, 1, 7, 3, 4, 10, 1, 2, 3, 6, 5, 2, 1, 3, 7, 2, 4, 6, 5, 1, 3, 1, 2, 11, 9, 0]",,inf,inf,quantile_0.9
ubo50,2,STNU_quantile_0.9,30,,False,inf,False,"[0, 1, 1, 1, 2, 2, 1, 7, 5, 5, 3, 4, 8, 4, 2, 6, 5, 2, 7, 11, 1, 1, 2, 5, 4, 2, 3, 2, 6, 2, 4, 12, 1, 1, 2, 8, 5, 3, 1, 4, 10, 1, 3, 9, 7, 1, 4, 1, 5, 6, 6, 0]",,inf,inf,quantile_0.9
ubo50,2,STNU_quantile_0.9,30,,False,inf,False,"[0, 1, 3, 1, 2, 5, 1, 5, 9, 4, 4, 3, 6, 5, 1, 6, 2, 3, 10, 7, 1, 1, 1, 5, 4, 5, 2, 1, 7, 5, 4, 9, 1, 1, 6, 8, 2, 2, 1, 2, 10, 3, 4, 9, 6, 3, 4, 3, 6, 11, 9, 0]",,inf,inf,quantile_0.9
ubo50,2,STNU_quantile_0.9,30,,False,inf,False,"[0, 1, 3, 1, 1, 6, 1, 4, 8, 4, 2, 5, 8, 6, 1, 9, 2, 2, 11, 8, 2, 2, 1, 2, 5, 2, 2, 2, 6, 3, 4, 12, 1, 1, 4, 9, 4, 2, 1, 4, 10, 3, 7, 8, 5, 2, 6, 3, 4, 8, 10, 0]",,inf,inf,quantile_0.9
ubo50,3,STNU_quantile_0.9,30,True,True,191.0,True,"[0, 5, 8, 4, 2, 2, 6, 11, 6, 5, 1, 6, 6, 2, 6, 6, 7, 10, 7, 1, 7, 6, 8, 8, 2, 3, 5, 10, 6, 3, 4, 12, 4, 6, 2, 2, 2, 7, 7, 6, 7, 3, 2, 4, 6, 5, 3, 1, 5, 5, 1, 0]","[0, 28, 3, 13, 11, 0, 47, 155, 127, 78, 61, 140, 55, 140, 108, 149, 142, 13, 75, 74, 101, 28, 83, 62, 120, 166, 122, 91, 127, 37, 3, 62, 149, 114, 22, 26, 53, 74, 133, 82, 40, 146, 13, 169, 173, 185, 34, 184, 158, 179, 24, 191]",31.610635995864868,0.33779096603393555,quantile_0.9
ubo50,3,STNU_quantile_0.9,30,True,True,195.0,True,"[0, 3, 7, 8, 1, 2, 6, 10, 8, 9, 1, 5, 5, 2, 4, 5, 9, 7, 7, 2, 6, 3, 6, 5, 2, 3, 7, 9, 6, 5, 4, 6, 5, 7, 2, 2, 2, 7, 9, 10, 5, 4, 2, 4, 4, 4, 5, 1, 2, 8, 1, 0]","[0, 28, 3, 11, 10, 0, 47, 159, 126, 77, 60, 143, 55, 143, 107, 154, 145, 13, 75, 73, 101, 28, 86, 61, 119, 169, 121, 92, 128, 37, 3, 61, 154, 112, 22, 26, 53, 67, 134, 82, 42, 148, 11, 172, 176, 189, 31, 188, 160, 180, 24, 195]",31.610635995864868,0.3229098320007324,quantile_0.9
ubo50,3,STNU_quantile_0.9,30,True,True,197.0,True,"[0, 4, 8, 7, 2, 2, 3, 9, 10, 8, 1, 9, 6, 2, 6, 6, 5, 10, 7, 1, 6, 6, 7, 5, 1, 3, 7, 10, 5, 2, 5, 12, 7, 6, 1, 1, 2, 7, 8, 10, 7, 5, 4, 6, 3, 4, 4, 1, 4, 4, 1, 0]","[0, 27, 3, 13, 11, 0, 46, 163, 124, 75, 58, 142, 52, 142, 106, 152, 144, 13, 72, 71, 100, 27, 83, 59, 118, 172, 119, 90, 126, 37, 3, 59, 156, 112, 22, 26, 50, 71, 134, 79, 39, 151, 13, 175, 181, 191, 33, 190, 163, 184, 23, 197]",31.610635995864868,0.327038049697876,quantile_0.9
ubo50,3,STNU_quantile_0.9,30,True,True,196.0,True,"[0, 3, 6, 8, 1, 1, 4, 8, 7, 9, 1, 7, 2, 2, 2, 6, 5, 7, 8, 2, 5, 6, 10, 7, 1, 2, 3, 9, 5, 5, 5, 8, 7, 5, 2, 1, 2, 9, 7, 7, 3, 4, 2, 8, 5, 6, 6, 1, 2, 7, 1, 0]","[0, 27, 3, 10, 9, 0, 47, 159, 127, 77, 60, 141, 57, 141, 110, 149, 143, 13, 75, 73, 105, 27, 86, 61, 121, 167, 122, 96, 125, 39, 3, 61, 152, 116, 22, 26, 55, 69, 134, 83, 44, 148, 10, 169, 177, 190, 33, 189, 160, 182, 24, 196]",31.610635995864868,0.40938496589660645,quantile_0.9
ubo50,3,STNU_quantile_0.9,30,True,True,203.0,True,"[0, 5, 5, 6, 1, 2, 3, 6, 11, 9, 1, 7, 6, 3, 4, 5, 8, 6, 5, 1, 6, 3, 6, 8, 2, 1, 4, 8, 9, 2, 7, 12, 6, 8, 2, 1, 2, 9, 11, 12, 7, 5, 4, 8, 7, 3, 5, 2, 2, 7, 1, 0]","[0, 27, 3, 11, 10, 0, 46, 166, 126, 75, 58, 148, 52, 148, 106, 159, 151, 13, 72, 71, 100, 27, 84, 59, 119, 172, 121, 92, 125, 37, 3, 59, 160, 111, 22, 26, 50, 71, 137, 80, 39, 155, 11, 173, 181, 197, 32, 195, 167, 188, 24, 203]",31.610635995864868,0.3772091865539551,quantile_0.9
ubo50,3,STNU_quantile_0.9,30,True,True,191.0,True,"[0, 3, 4, 6, 1, 1, 3, 8, 7, 9, 1, 5, 6, 1, 3, 8, 6, 10, 6, 1, 5, 2, 6, 6, 1, 1, 4, 6, 5, 5, 5, 6, 7, 8, 2, 1, 2, 10, 11, 12, 7, 5, 2, 4, 3, 7, 3, 2, 6, 5, 1, 0]","[0, 27, 3, 9, 8, 0, 48, 158, 123, 77, 60, 141, 54, 141, 103, 148, 142, 13, 74, 73, 98, 27, 86, 61, 117, 166, 118, 92, 122, 36, 3, 61, 151, 109, 22, 26, 52, 67, 130, 80, 41, 146, 9, 167, 171, 184, 30, 182, 158, 174, 24, 190]",31.610635995864868,0.333812952041626,quantile_0.9
