instance_folder,instance_id,method,time_limit_cp_stnu,can_build_stnu,dc,obj,feasibility,real_durations,start_times,time_offline,time_online,mode
j10,1,STNU_quantile_0.9,30,True,True,26.0,True,"[0, 2, 9, 1, 1, 2, 5, 11, 2, 3, 1, 0]","[0, 4, 0, 0, 0, 7, 20, 9, 24, 13, 6, 26]",0.5982620716094971,0.004914999008178711,quantile_0.9
j10,1,STNU_quantile_0.9,30,True,True,26.0,True,"[0, 1, 7, 1, 2, 1, 3, 8, 1, 5, 1, 0]","[0, 4, 0, 0, 0, 7, 18, 8, 24, 13, 6, 26]",0.5982620716094971,0.004892826080322266,quantile_0.9
j10,1,STNU_quantile_0.9,30,True,True,26.0,True,"[0, 1, 9, 1, 3, 1, 4, 10, 2, 4, 1, 0]","[0, 4, 0, 0, 0, 7, 19, 9, 24, 13, 6, 26]",0.5982620716094971,0.0048220157623291016,quantile_0.9
j10,1,STNU_quantile_0.9,30,True,True,26.0,True,"[0, 2, 12, 1, 3, 2, 3, 7, 2, 4, 1, 0]","[0, 4, 0, 0, 0, 7, 19, 12, 24, 13, 6, 26]",0.5982620716094971,0.004806995391845703,quantile_0.9
j10,1,STNU_quantile_0.9,30,True,True,26.0,True,"[0, 2, 6, 1, 2, 1, 2, 11, 2, 5, 1, 0]","[0, 4, 0, 0, 0, 7, 19, 8, 24, 13, 6, 26]",0.5982620716094971,0.004767417907714844,quantile_0.9
j10,1,STNU_quantile_0.9,30,True,True,26.0,True,"[0, 2, 6, 3, 3, 2, 3, 7, 2, 7, 1, 0]","[0, 4, 0, 0, 0, 7, 20, 9, 24, 13, 6, 26]",0.5982620716094971,0.00470280647277832,quantile_0.9
j10,1,STNU_quantile_0.9,30,True,True,26.0,True,"[0, 1, 7, 1, 3, 1, 2, 11, 2, 4, 1, 0]","[0, 4, 0, 0, 0, 7, 19, 8, 24, 13, 6, 26]",0.5982620716094971,0.004727840423583984,quantile_0.9
j10,1,STNU_quantile_0.9,30,True,True,26.0,True,"[0, 3, 6, 1, 2, 3, 4, 7, 1, 4, 1, 0]","[0, 4, 0, 0, 0, 7, 17, 10, 24, 13, 6, 26]",0.5982620716094971,0.004690885543823242,quantile_0.9
j10,1,STNU_quantile_0.9,30,True,True,28.0,True,"[0, 3, 11, 1, 2, 2, 5, 12, 1, 3, 1, 0]","[0, 4, 0, 0, 0, 7, 23, 11, 24, 13, 6, 28]",0.5982620716094971,0.004700899124145508,quantile_0.9
j10,1,STNU_quantile_0.9,30,True,True,26.0,True,"[0, 3, 8, 2, 1, 3, 2, 6, 2, 4, 1, 0]","[0, 4, 0, 0, 0, 7, 17, 10, 24, 13, 6, 26]",0.5982620716094971,0.004643917083740234,quantile_0.9
j10,3,STNU_quantile_0.9,30,True,True,35.0,True,"[0, 1, 7, 1, 6, 4, 2, 2, 2, 7, 7, 0]","[0, 7, 0, 18, 22, 11, 20, 21, 30, 23, 23, 35]",0.36821985244750977,0.00477290153503418,quantile_0.9
j10,3,STNU_quantile_0.9,30,True,True,36.0,True,"[0, 1, 8, 3, 7, 5, 1, 4, 6, 9, 7, 0]","[0, 8, 0, 18, 21, 11, 20, 21, 30, 25, 23, 35]",0.36821985244750977,0.004762887954711914,quantile_0.9
j10,3,STNU_quantile_0.9,30,True,True,36.0,True,"[0, 1, 6, 1, 11, 5, 1, 3, 3, 12, 3, 0]","[0, 6, 0, 18, 21, 11, 20, 21, 26, 24, 23, 34]",0.36821985244750977,0.0047571659088134766,quantile_0.9
j10,3,STNU_quantile_0.9,30,True,True,33.0,True,"[0, 1, 5, 2, 11, 4, 2, 2, 6, 7, 3, 0]","[0, 5, 0, 18, 22, 11, 20, 21, 26, 23, 23, 33]",0.36821985244750977,0.004686117172241211,quantile_0.9
j10,3,STNU_quantile_0.9,30,True,True,35.0,True,"[0, 1, 4, 2, 9, 5, 2, 2, 5, 12, 4, 0]","[0, 4, 0, 18, 22, 11, 20, 21, 27, 23, 23, 33]",0.36821985244750977,0.004712104797363281,quantile_0.9
j10,3,STNU_quantile_0.9,30,True,True,35.0,True,"[0, 1, 5, 1, 6, 4, 1, 4, 6, 6, 6, 0]","[0, 5, 0, 18, 21, 11, 20, 21, 29, 25, 23, 35]",0.36821985244750977,0.004683017730712891,quantile_0.9
j10,3,STNU_quantile_0.9,30,True,True,35.0,True,"[0, 1, 5, 3, 6, 7, 2, 4, 4, 7, 3, 0]","[0, 5, 0, 18, 22, 11, 20, 21, 26, 25, 23, 35]",0.36821985244750977,0.004741191864013672,quantile_0.9
j10,3,STNU_quantile_0.9,30,True,True,36.0,True,"[0, 1, 5, 3, 11, 7, 2, 3, 5, 12, 3, 0]","[0, 5, 0, 18, 22, 11, 20, 21, 26, 24, 23, 34]",0.36821985244750977,0.0047397613525390625,quantile_0.9
j10,3,STNU_quantile_0.9,30,True,True,35.0,True,"[0, 1, 4, 3, 8, 4, 1, 4, 2, 6, 4, 0]","[0, 4, 0, 18, 21, 11, 20, 21, 27, 25, 23, 35]",0.36821985244750977,0.004697084426879883,quantile_0.9
