instance_folder,instance_id,method,time_limit_cp_stnu,can_build_stnu,dc,obj,feasibility,real_durations,start_times,time_offline,time_online,mode,obj_pi
j10,1,STNU_robust,60,True,True,26.0,True,"[0, 2, 9, 1, 1, 2, 5, 11, 2, 3, 1, 0]","[0, 4, 0, 0, 0, 7, 20, 9, 24, 13, 6, 26]",0.9862792491912842,0.004965305328369141,robust,26.0
j10,1,STNU_robust,60,True,True,26.0,True,"[0, 1, 7, 1, 2, 1, 3, 8, 1, 5, 1, 0]","[0, 4, 0, 0, 0, 7, 18, 8, 24, 13, 6, 26]",0.9862792491912842,0.004888057708740234,robust,26.0
j10,1,STNU_robust,60,True,True,26.0,True,"[0, 1, 9, 1, 3, 1, 4, 10, 2, 4, 1, 0]","[0, 4, 0, 0, 0, 7, 19, 9, 24, 13, 6, 26]",0.9862792491912842,0.004882097244262695,robust,26.0
j10,1,STNU_robust,60,True,True,26.0,True,"[0, 2, 12, 1, 3, 2, 3, 7, 2, 4, 1, 0]","[0, 4, 0, 0, 0, 7, 19, 12, 24, 13, 6, 26]",0.9862792491912842,0.0048482418060302734,robust,26.0
j10,1,STNU_robust,60,True,True,26.0,True,"[0, 2, 6, 1, 2, 1, 2, 11, 2, 5, 1, 0]","[0, 4, 0, 0, 0, 7, 19, 8, 24, 13, 6, 26]",0.9862792491912842,0.0048100948333740234,robust,26.0
j10,1,STNU_robust,60,True,True,26.0,True,"[0, 2, 6, 3, 3, 2, 3, 7, 2, 7, 1, 0]","[0, 4, 0, 0, 0, 7, 20, 9, 24, 13, 6, 26]",0.9862792491912842,0.004785299301147461,robust,26.0
j10,1,STNU_robust,60,True,True,26.0,True,"[0, 1, 7, 1, 3, 1, 2, 11, 2, 4, 1, 0]","[0, 4, 0, 0, 0, 7, 19, 8, 24, 13, 6, 26]",0.9862792491912842,0.00479888916015625,robust,26.0
j10,1,STNU_robust,60,True,True,26.0,True,"[0, 3, 6, 1, 2, 3, 4, 7, 1, 4, 1, 0]","[0, 4, 0, 0, 0, 7, 17, 10, 24, 13, 6, 26]",0.9862792491912842,0.004701137542724609,robust,26.0
j10,1,STNU_robust,60,True,True,28.0,True,"[0, 3, 11, 1, 2, 2, 5, 12, 1, 3, 1, 0]","[0, 4, 0, 0, 0, 7, 23, 11, 24, 13, 6, 28]",0.9862792491912842,0.004703044891357422,robust,28.0
j10,1,STNU_robust,60,True,True,26.0,True,"[0, 3, 8, 2, 1, 3, 2, 6, 2, 4, 1, 0]","[0, 4, 0, 0, 0, 7, 17, 10, 24, 13, 6, 26]",0.9862792491912842,0.004697084426879883,robust,26.0
j10,3,STNU_robust,60,True,True,35.0,True,"[0, 1, 7, 1, 6, 4, 2, 2, 2, 7, 7, 0]","[0, 7, 0, 18, 22, 11, 20, 21, 30, 23, 23, 35]",0.40480589866638184,0.004857778549194336,robust,33.0
j10,3,STNU_robust,60,True,True,36.0,True,"[0, 1, 8, 3, 7, 5, 1, 4, 6, 9, 7, 0]","[0, 8, 0, 18, 21, 11, 20, 21, 30, 25, 23, 35]",0.40480589866638184,0.004756927490234375,robust,35.0
j10,3,STNU_robust,60,True,True,36.0,True,"[0, 1, 6, 1, 11, 5, 1, 3, 3, 12, 3, 0]","[0, 6, 0, 18, 21, 11, 20, 21, 26, 24, 23, 34]",0.40480589866638184,0.004739999771118164,robust,36.0
j10,3,STNU_robust,60,True,True,33.0,True,"[0, 1, 5, 2, 11, 4, 2, 2, 6, 7, 3, 0]","[0, 5, 0, 18, 22, 11, 20, 21, 26, 23, 23, 33]",0.40480589866638184,0.004660129547119141,robust,33.0
j10,3,STNU_robust,60,True,True,35.0,True,"[0, 1, 4, 2, 9, 5, 2, 2, 5, 12, 4, 0]","[0, 4, 0, 18, 22, 11, 20, 21, 27, 23, 23, 33]",0.40480589866638184,0.004721879959106445,robust,35.0
