instance_name,method,nr_samples,test_sample_id,obj,obj_pi,rel_regret
j10_3,proactive,10,15,inf,37.0,100.0
j10_3,proactive,10,16,38.0,37.0,2.7027027027027026
j10_3,proactive,10,17,36.0,34.0,5.882352941176471
j10_3,proactive,10,18,36.0,36.0,0.0
j10_3,proactive,10,19,inf,38.0,100.0
j10_3,proactive,10,20,36.0,33.0,9.090909090909092
j10_3,proactive,10,21,38.0,35.0,8.571428571428571
j10_3,proactive,10,22,36.0,35.0,2.857142857142857
j10_3,proactive,10,23,36.0,36.0,0.0
j10_3,proactive,10,24,36.0,33.0,9.090909090909092
j10_3,proactive,10,25,inf,37.0,100.0
j10_3,proactive,10,26,inf,37.0,100.0
j10_3,proactive,10,27,36.0,34.0,5.882352941176471
j10_3,proactive,10,28,38.0,38.0,0.0
j10_3,proactive,10,29,36.0,36.0,0.0
j10_3,proactive,10,30,36.0,36.0,0.0
j10_3,proactive,10,31,36.0,36.0,0.0
j10_3,proactive,10,32,36.0,36.0,0.0
j10_3,proactive,10,33,36.0,35.0,2.857142857142857
j10_3,proactive,10,34,38.0,36.0,5.555555555555555
j10_3,proactive,10,35,37.0,35.0,5.714285714285714
j10_3,proactive,10,36,36.0,35.0,2.857142857142857
j10_3,proactive,10,37,36.0,36.0,0.0
j10_3,proactive,10,38,37.0,36.0,2.7777777777777777
j10_3,proactive,10,39,36.0,34.0,5.882352941176471
j10_3,proactive,10,40,36.0,36.0,0.0
j10_3,proactive,10,41,36.0,36.0,0.0
j10_3,proactive,10,42,36.0,34.0,5.882352941176471
j10_3,proactive,10,43,36.0,35.0,2.857142857142857
j10_3,proactive,10,44,36.0,34.0,5.882352941176471
j10_3,proactive,10,45,36.0,34.0,5.882352941176471
j10_3,proactive,10,46,36.0,33.0,9.090909090909092
j10_3,proactive,10,47,inf,37.0,100.0
j10_3,proactive,10,48,inf,39.0,100.0
j10_3,proactive,10,49,36.0,34.0,5.882352941176471
j10_4,proactive,10,0,43.0,38.0,13.157894736842104
j10_4,proactive,10,1,41.0,35.0,17.142857142857142
j10_4,proactive,10,2,41.0,32.0,28.125
j10_4,proactive,10,3,41.0,37.0,10.81081081081081
j10_4,proactive,10,4,41.0,36.0,13.88888888888889
j10_4,proactive,10,5,41.0,31.0,32.25806451612903
j10_4,proactive,10,6,41.0,38.0,7.894736842105263
j10_4,proactive,10,7,41.0,35.0,17.142857142857142
j10_4,proactive,10,8,41.0,35.0,17.142857142857142
j10_4,proactive,10,9,41.0,35.0,17.142857142857142
j10_4,proactive,10,10,41.0,35.0,17.142857142857142
j10_4,proactive,10,11,41.0,33.0,24.242424242424242
j10_4,proactive,10,12,43.0,38.0,13.157894736842104
j10_4,proactive,10,13,41.0,37.0,10.81081081081081
j10_4,proactive,10,14,43.0,43.0,0.0
j10_4,proactive,10,15,41.0,35.0,17.142857142857142
j10_4,proactive,10,16,41.0,37.0,10.81081081081081
j10_4,proactive,10,17,41.0,37.0,10.81081081081081
j10_4,proactive,10,18,42.0,37.0,13.513513513513514
j10_4,proactive,10,19,41.0,35.0,17.142857142857142
j10_4,proactive,10,20,41.0,34.0,20.58823529411765
j10_4,proactive,10,21,41.0,34.0,20.58823529411765
j10_4,proactive,10,22,41.0,33.0,24.242424242424242
j10_4,proactive,10,23,41.0,37.0,10.81081081081081
j10_4,proactive,10,24,41.0,38.0,7.894736842105263
j10_4,proactive,10,25,42.0,35.0,20.0
j10_4,proactive,10,26,41.0,35.0,17.142857142857142
j10_4,proactive,10,27,41.0,33.0,24.242424242424242
j10_4,proactive,10,28,41.0,36.0,13.88888888888889
j10_4,proactive,10,29,43.0,36.0,19.444444444444443
j10_4,proactive,10,30,41.0,37.0,10.81081081081081
j10_4,proactive,10,31,41.0,33.0,24.242424242424242
j10_4,proactive,10,32,41.0,36.0,13.88888888888889
j10_4,proactive,10,33,43.0,35.0,22.857142857142858
j10_4,proactive,10,34,42.0,36.0,16.666666666666668
j10_4,proactive,10,35,42.0,36.0,16.666666666666668
j10_4,proactive,10,36,41.0,34.0,20.58823529411765
j10_4,proactive,10,37,41.0,35.0,17.142857142857142
j10_4,proactive,10,38,43.0,38.0,13.157894736842104
j10_4,proactive,10,39,41.0,39.0,5.128205128205129
j10_4,proactive,10,40,41.0,34.0,20.58823529411765
j10_4,proactive,10,41,41.0,32.0,28.125
j10_4,proactive,10,42,41.0,36.0,13.88888888888889
j10_4,proactive,10,43,41.0,37.0,10.81081081081081
j10_4,proactive,10,44,41.0,34.0,20.58823529411765
j10_4,proactive,10,45,41.0,38.0,7.894736842105263
j10_4,proactive,10,46,41.0,39.0,5.128205128205129
j10_4,proactive,10,47,41.0,36.0,13.88888888888889
j10_4,proactive,10,48,41.0,35.0,17.142857142857142
j10_4,proactive,10,49,43.0,40.0,7.5
j10_5,proactive,10,0,37.0,33.0,12.121212121212121
j10_5,proactive,10,1,inf,29.0,100.0
j10_5,proactive,10,2,36.0,30.0,20.0
j10_5,proactive,10,3,37.0,30.0,23.333333333333332
j10_5,proactive,10,4,inf,28.0,100.0
j10_5,proactive,10,5,35.0,30.0,16.666666666666668
j10_5,proactive,10,6,37.0,31.0,19.35483870967742
j10_5,proactive,10,7,35.0,28.0,25.0
j10_5,proactive,10,8,inf,30.0,100.0
j10_5,proactive,10,9,37.0,31.0,19.35483870967742
j10_5,proactive,10,10,inf,34.0,100.0
j10_5,proactive,10,11,37.0,31.0,19.35483870967742
j10_5,proactive,10,12,inf,34.0,100.0
j10_5,proactive,10,13,35.0,27.0,29.62962962962963
j10_5,proactive,10,14,inf,34.0,100.0
j10_5,proactive,10,15,35.0,29.0,20.689655172413794
j10_5,proactive,10,16,36.0,31.0,16.129032258064516
j10_5,proactive,10,17,37.0,30.0,23.333333333333332
j10_5,proactive,10,18,35.0,29.0,20.689655172413794
j10_5,proactive,10,19,36.0,29.0,24.137931034482758
j10_5,proactive,10,20,35.0,32.0,9.375
j10_5,proactive,10,21,35.0,28.0,25.0
j10_5,proactive,10,22,35.0,32.0,9.375
j10_5,proactive,10,23,35.0,28.0,25.0
j10_5,proactive,10,24,35.0,25.0,40.0
j10_5,proactive,10,25,37.0,34.0,8.823529411764707
j10_5,proactive,10,26,35.0,30.0,16.666666666666668
j10_5,proactive,10,27,inf,31.0,100.0
j10_5,proactive,10,28,35.0,29.0,20.689655172413794
j10_5,proactive,10,29,36.0,32.0,12.5
j10_5,proactive,10,30,37.0,34.0,8.823529411764707
j10_5,proactive,10,31,35.0,28.0,25.0
j10_5,proactive,10,32,inf,32.0,100.0
j10_5,proactive,10,33,inf,26.0,100.0
j10_5,proactive,10,34,inf,29.0,100.0
j10_5,proactive,10,35,37.0,32.0,15.625
j10_5,proactive,10,36,inf,34.0,100.0
j10_5,proactive,10,37,35.0,30.0,16.666666666666668
j10_5,proactive,10,38,35.0,28.0,25.0
j10_5,proactive,10,39,35.0,26.0,34.61538461538461
j10_5,proactive,10,40,36.0,33.0,9.090909090909092
j10_5,proactive,10,41,36.0,29.0,24.137931034482758
j10_5,proactive,10,42,inf,34.0,100.0
j10_5,proactive,10,43,35.0,29.0,20.689655172413794
j10_5,proactive,10,44,inf,29.0,100.0
j10_5,proactive,10,45,35.0,28.0,25.0
j10_5,proactive,10,46,35.0,28.0,25.0
j10_5,proactive,10,47,inf,35.0,100.0
j10_5,proactive,10,48,36.0,28.0,28.571428571428573
j10_5,proactive,10,49,35.0,31.0,12.903225806451612
j10_6,proactive,10,0,inf,inf,0.0
j10_6,proactive,10,1,inf,inf,0.0
j10_6,proactive,10,2,inf,inf,0.0
j10_6,proactive,10,3,inf,inf,0.0
j10_6,proactive,10,4,inf,inf,0.0
j10_6,proactive,10,5,inf,inf,0.0
j10_6,proactive,10,6,inf,inf,0.0
j10_6,proactive,10,7,inf,inf,0.0
j10_6,proactive,10,8,inf,inf,0.0
j10_6,proactive,10,9,inf,inf,0.0
j10_6,proactive,10,10,inf,inf,0.0
j10_6,proactive,10,11,inf,inf,0.0
j10_6,proactive,10,12,inf,29.0,100.0
j10_6,proactive,10,13,inf,30.0,100.0
j10_6,proactive,10,14,inf,31.0,100.0
j10_6,proactive,10,15,inf,inf,0.0
j10_6,proactive,10,16,inf,33.0,100.0
j10_6,proactive,10,17,inf,inf,0.0
j10_6,proactive,10,18,inf,inf,0.0
j10_6,proactive,10,19,inf,inf,0.0
j10_6,proactive,10,20,inf,inf,0.0
j10_6,proactive,10,21,inf,inf,0.0
j10_6,proactive,10,22,inf,inf,0.0
j10_6,proactive,10,23,inf,inf,0.0
j10_6,proactive,10,24,inf,inf,0.0
j10_6,proactive,10,25,inf,inf,0.0
j10_6,proactive,10,26,inf,31.0,100.0
j10_6,proactive,10,27,inf,inf,0.0
j10_6,proactive,10,28,inf,inf,0.0
j10_6,proactive,10,29,inf,34.0,100.0
j10_6,proactive,10,30,inf,inf,0.0
j10_6,proactive,10,31,inf,inf,0.0
j10_6,proactive,10,32,inf,inf,0.0
j10_6,proactive,10,33,inf,inf,0.0
j10_6,proactive,10,34,inf,35.0,100.0
j10_6,proactive,10,35,inf,inf,0.0
j10_6,proactive,10,36,inf,31.0,100.0
j10_6,proactive,10,37,inf,33.0,100.0
j10_6,proactive,10,38,inf,inf,0.0
j10_6,proactive,10,39,inf,37.0,100.0
j10_6,proactive,10,40,inf,inf,0.0
j10_6,proactive,10,41,inf,inf,0.0
j10_6,proactive,10,42,inf,32.0,100.0
j10_6,proactive,10,43,inf,31.0,100.0
j10_6,proactive,10,44,inf,inf,0.0
j10_6,proactive,10,45,inf,inf,0.0
j10_6,proactive,10,46,inf,inf,0.0
j10_6,proactive,10,47,inf,inf,0.0
j10_6,proactive,10,48,inf,inf,0.0
j10_6,proactive,10,49,inf,inf,0.0
j10_7,proactive,10,0,46.0,44.0,4.545454545454546
j10_7,proactive,10,1,45.0,45.0,0.0
j10_7,proactive,10,2,45.0,42.0,7.142857142857143
j10_7,proactive,10,3,45.0,42.0,7.142857142857143
j10_7,proactive,10,4,45.0,44.0,2.272727272727273
j10_7,proactive,10,5,45.0,44.0,2.272727272727273
j10_7,proactive,10,6,45.0,43.0,4.651162790697675
j10_7,proactive,10,7,45.0,45.0,0.0
j10_7,proactive,10,8,46.0,45.0,2.2222222222222223
j10_7,proactive,10,9,46.0,42.0,9.523809523809524
j10_7,proactive,10,10,45.0,40.0,12.5
j10_7,proactive,10,11,46.0,42.0,9.523809523809524
j10_7,proactive,10,12,45.0,42.0,7.142857142857143
j10_7,proactive,10,13,46.0,41.0,12.195121951219512
j10_7,proactive,10,14,45.0,43.0,4.651162790697675
j10_7,proactive,10,15,46.0,46.0,0.0
j10_7,proactive,10,16,45.0,40.0,12.5
j10_7,proactive,10,17,45.0,43.0,4.651162790697675
j10_7,proactive,10,18,45.0,40.0,12.5
j10_7,proactive,10,19,46.0,44.0,4.545454545454546
j10_7,proactive,10,20,45.0,43.0,4.651162790697675
j10_7,proactive,10,21,45.0,40.0,12.5
j10_7,proactive,10,22,45.0,41.0,9.75609756097561
j10_7,proactive,10,23,46.0,46.0,0.0
j10_7,proactive,10,24,45.0,44.0,2.272727272727273
j10_7,proactive,10,25,45.0,44.0,2.272727272727273
j10_7,proactive,10,26,45.0,43.0,4.651162790697675
j10_7,proactive,10,27,45.0,44.0,2.272727272727273
j10_7,proactive,10,28,45.0,45.0,0.0
j10_7,proactive,10,29,45.0,41.0,9.75609756097561
j10_7,proactive,10,30,45.0,44.0,2.272727272727273
j10_7,proactive,10,31,45.0,41.0,9.75609756097561
j10_7,proactive,10,32,45.0,43.0,4.651162790697675
j10_7,proactive,10,33,45.0,43.0,4.651162790697675
j10_7,proactive,10,34,45.0,44.0,2.272727272727273
j10_7,proactive,10,35,46.0,44.0,4.545454545454546
j10_7,proactive,10,36,45.0,45.0,0.0
j10_7,proactive,10,37,45.0,40.0,12.5
j10_7,proactive,10,38,46.0,42.0,9.523809523809524
j10_7,proactive,10,39,45.0,43.0,4.651162790697675
j10_7,proactive,10,40,45.0,45.0,0.0
j10_7,proactive,10,41,46.0,46.0,0.0
j10_7,proactive,10,42,45.0,41.0,9.75609756097561
j10_7,proactive,10,43,45.0,45.0,0.0
j10_7,proactive,10,44,45.0,43.0,4.651162790697675
j10_7,proactive,10,45,45.0,45.0,0.0
j10_7,proactive,10,46,45.0,41.0,9.75609756097561
j10_7,proactive,10,47,45.0,41.0,9.75609756097561
j10_7,proactive,10,48,45.0,43.0,4.651162790697675
j10_7,proactive,10,49,45.0,41.0,9.75609756097561
j10_8,proactive,10,0,44.0,36.0,22.22222222222222
j10_8,proactive,10,1,44.0,36.0,22.22222222222222
j10_8,proactive,10,2,44.0,37.0,18.91891891891892
j10_8,proactive,10,3,44.0,38.0,15.789473684210526
j10_8,proactive,10,4,44.0,37.0,18.91891891891892
j10_8,proactive,10,5,44.0,39.0,12.820512820512821
j10_8,proactive,10,6,44.0,37.0,18.91891891891892
j10_8,proactive,10,7,44.0,40.0,10.0
j10_8,proactive,10,8,44.0,39.0,12.820512820512821
j10_8,proactive,10,9,44.0,35.0,25.714285714285715
j10_8,proactive,10,10,44.0,42.0,4.761904761904762
j10_8,proactive,10,11,44.0,37.0,18.91891891891892
j10_8,proactive,10,12,44.0,36.0,22.22222222222222
j10_8,proactive,10,13,44.0,42.0,4.761904761904762
j10_8,proactive,10,14,44.0,38.0,15.789473684210526
j10_8,proactive,10,15,44.0,37.0,18.91891891891892
j10_8,proactive,10,16,44.0,38.0,15.789473684210526
j10_8,proactive,10,17,44.0,39.0,12.820512820512821
j10_8,proactive,10,18,44.0,37.0,18.91891891891892
j10_8,proactive,10,19,44.0,41.0,7.317073170731708
j10_8,proactive,10,20,44.0,40.0,10.0
j10_8,proactive,10,21,44.0,37.0,18.91891891891892
j10_8,proactive,10,22,44.0,41.0,7.317073170731708
j10_8,proactive,10,23,44.0,40.0,10.0
j10_8,proactive,10,24,44.0,39.0,12.820512820512821
j10_8,proactive,10,25,44.0,38.0,15.789473684210526
j10_8,proactive,10,26,44.0,38.0,15.789473684210526
j10_8,proactive,10,27,44.0,41.0,7.317073170731708
j10_8,proactive,10,28,44.0,39.0,12.820512820512821
j10_8,proactive,10,29,44.0,40.0,10.0
j10_8,proactive,10,30,44.0,41.0,7.317073170731708
j10_8,proactive,10,31,44.0,41.0,7.317073170731708
j10_8,proactive,10,32,44.0,37.0,18.91891891891892
j10_8,proactive,10,33,44.0,39.0,12.820512820512821
j10_8,proactive,10,34,44.0,39.0,12.820512820512821
j10_8,proactive,10,35,44.0,35.0,25.714285714285715
j10_8,proactive,10,36,44.0,41.0,7.317073170731708
j10_8,proactive,10,37,44.0,39.0,12.820512820512821
j10_8,proactive,10,38,44.0,37.0,18.91891891891892
j10_8,proactive,10,39,44.0,39.0,12.820512820512821
j10_8,proactive,10,40,44.0,37.0,18.91891891891892
j10_8,proactive,10,41,44.0,37.0,18.91891891891892
j10_8,proactive,10,42,44.0,36.0,22.22222222222222
j10_8,proactive,10,43,44.0,37.0,18.91891891891892
j10_8,proactive,10,44,44.0,36.0,22.22222222222222
j10_8,proactive,10,45,44.0,42.0,4.761904761904762
j10_8,proactive,10,46,44.0,35.0,25.714285714285715
j10_8,proactive,10,47,44.0,37.0,18.91891891891892
j10_8,proactive,10,48,44.0,38.0,15.789473684210526
j10_8,proactive,10,49,44.0,37.0,18.91891891891892
j10_9,proactive,10,0,50.0,43.0,16.27906976744186
j10_9,proactive,10,1,50.0,39.0,28.205128205128204
j10_9,proactive,10,2,inf,41.0,100.0
j10_9,proactive,10,3,50.0,38.0,31.57894736842105
j10_9,proactive,10,4,50.0,39.0,28.205128205128204
j10_9,proactive,10,5,50.0,45.0,11.11111111111111
j10_9,proactive,10,6,52.0,45.0,15.555555555555555
j10_9,proactive,10,7,50.0,41.0,21.951219512195124
j10_9,proactive,10,8,inf,43.0,100.0
j10_9,proactive,10,9,50.0,41.0,21.951219512195124
j10_9,proactive,10,10,50.0,42.0,19.047619047619047
j10_9,proactive,10,11,50.0,39.0,28.205128205128204
j10_9,proactive,10,12,inf,41.0,100.0
j10_9,proactive,10,13,inf,43.0,100.0
j10_9,proactive,10,14,inf,44.0,100.0
j10_9,proactive,10,15,52.0,48.0,8.333333333333334
j10_9,proactive,10,16,50.0,39.0,28.205128205128204
j10_9,proactive,10,17,50.0,38.0,31.57894736842105
j10_9,proactive,10,18,inf,44.0,100.0
j10_9,proactive,10,19,inf,41.0,100.0
j10_9,proactive,10,20,50.0,44.0,13.636363636363637
j10_9,proactive,10,21,50.0,42.0,19.047619047619047
j10_9,proactive,10,22,inf,45.0,100.0
j10_9,proactive,10,23,51.0,40.0,27.5
j10_9,proactive,10,24,50.0,42.0,19.047619047619047
j10_9,proactive,10,25,52.0,47.0,10.638297872340425
j10_9,proactive,10,26,50.0,41.0,21.951219512195124
j10_9,proactive,10,27,52.0,44.0,18.181818181818183
j10_9,proactive,10,28,50.0,38.0,31.57894736842105
j10_9,proactive,10,29,52.0,43.0,20.930232558139537
j10_9,proactive,10,30,50.0,39.0,28.205128205128204
j10_9,proactive,10,31,inf,47.0,100.0
j10_9,proactive,10,32,50.0,41.0,21.951219512195124
j10_9,proactive,10,33,52.0,43.0,20.930232558139537
j10_9,proactive,10,34,50.0,44.0,13.636363636363637
j10_9,proactive,10,35,50.0,36.0,38.888888888888886
j10_9,proactive,10,36,50.0,40.0,25.0
j10_9,proactive,10,37,50.0,40.0,25.0
j10_9,proactive,10,38,inf,42.0,100.0
j10_9,proactive,10,39,52.0,44.0,18.181818181818183
j10_9,proactive,10,40,50.0,40.0,25.0
j10_9,proactive,10,41,52.0,42.0,23.80952380952381
j10_9,proactive,10,42,52.0,38.0,36.8421052631579
j10_9,proactive,10,43,51.0,41.0,24.390243902439025
j10_9,proactive,10,44,inf,45.0,100.0
j10_9,proactive,10,45,50.0,39.0,28.205128205128204
j10_9,proactive,10,46,50.0,42.0,19.047619047619047
j10_9,proactive,10,47,50.0,41.0,21.951219512195124
j10_9,proactive,10,48,50.0,41.0,21.951219512195124
j10_9,proactive,10,49,51.0,42.0,21.428571428571427
j10_10,proactive,10,0,38.0,31.0,22.580645161290324
j10_10,proactive,10,1,38.0,31.0,22.580645161290324
j10_10,proactive,10,2,38.0,33.0,15.151515151515152
j10_10,proactive,10,3,38.0,31.0,22.580645161290324
j10_10,proactive,10,4,inf,33.0,100.0
j10_10,proactive,10,5,38.0,29.0,31.03448275862069
j10_10,proactive,10,6,inf,33.0,100.0
j10_10,proactive,10,7,39.0,32.0,21.875
j10_10,proactive,10,8,39.0,29.0,34.48275862068966
j10_10,proactive,10,9,39.0,30.0,30.0
j10_10,proactive,10,10,inf,36.0,100.0
j10_10,proactive,10,11,38.0,30.0,26.666666666666668
j10_10,proactive,10,12,38.0,27.0,40.74074074074074
j10_10,proactive,10,13,inf,31.0,100.0
j10_10,proactive,10,14,38.0,27.0,40.74074074074074
j10_10,proactive,10,15,39.0,32.0,21.875
j10_10,proactive,10,16,38.0,32.0,18.75
j10_10,proactive,10,17,38.0,32.0,18.75
j10_10,proactive,10,18,38.0,27.0,40.74074074074074
j10_10,proactive,10,19,38.0,33.0,15.151515151515152
j10_10,proactive,10,20,39.0,33.0,18.181818181818183
j10_10,proactive,10,21,38.0,28.0,35.714285714285715
j10_10,proactive,10,22,inf,29.0,100.0
j10_10,proactive,10,23,39.0,32.0,21.875
j10_10,proactive,10,24,inf,35.0,100.0
j10_10,proactive,10,25,38.0,31.0,22.580645161290324
j10_10,proactive,10,26,38.0,30.0,26.666666666666668
j10_10,proactive,10,27,38.0,32.0,18.75
j10_10,proactive,10,28,inf,32.0,100.0
j10_10,proactive,10,29,38.0,27.0,40.74074074074074
j10_10,proactive,10,30,inf,32.0,100.0
j10_10,proactive,10,31,39.0,32.0,21.875
j10_10,proactive,10,32,38.0,32.0,18.75
j10_10,proactive,10,33,38.0,29.0,31.03448275862069
j10_10,proactive,10,34,inf,32.0,100.0
j10_10,proactive,10,35,inf,35.0,100.0
j10_10,proactive,10,36,39.0,30.0,30.0
j10_10,proactive,10,37,38.0,29.0,31.03448275862069
j10_10,proactive,10,38,inf,33.0,100.0
j10_10,proactive,10,39,38.0,30.0,26.666666666666668
j10_10,proactive,10,40,inf,33.0,100.0
j10_10,proactive,10,41,inf,34.0,100.0
j10_10,proactive,10,42,38.0,32.0,18.75
j10_10,proactive,10,43,inf,34.0,100.0
j10_10,proactive,10,44,38.0,32.0,18.75
j10_10,proactive,10,45,38.0,31.0,22.580645161290324
j10_10,proactive,10,46,38.0,27.0,40.74074074074074
j10_10,proactive,10,47,inf,34.0,100.0
j10_10,proactive,10,48,38.0,30.0,26.666666666666668
j10_10,proactive,10,49,39.0,31.0,25.806451612903224
j10_11,proactive,10,0,39.0,27.0,44.44444444444444
j10_11,proactive,10,1,37.0,24.0,54.166666666666664
j10_11,proactive,10,2,38.0,25.0,52.0
j10_11,proactive,10,3,37.0,24.0,54.166666666666664
j10_11,proactive,10,4,37.0,30.0,23.333333333333332
j10_11,proactive,10,5,37.0,25.0,48.0
j10_11,proactive,10,6,37.0,26.0,42.30769230769231
j10_11,proactive,10,7,37.0,32.0,15.625
j10_11,proactive,10,8,39.0,24.0,62.5
j10_11,proactive,10,9,38.0,33.0,15.151515151515152
j10_11,proactive,10,10,37.0,28.0,32.142857142857146
j10_11,proactive,10,11,37.0,27.0,37.03703703703704
j10_11,proactive,10,12,38.0,24.0,58.333333333333336
j10_11,proactive,10,13,37.0,36.0,2.7777777777777777
j10_11,proactive,10,14,37.0,26.0,42.30769230769231
j10_11,proactive,10,15,39.0,28.0,39.285714285714285
j10_11,proactive,10,16,37.0,26.0,42.30769230769231
j10_11,proactive,10,17,39.0,28.0,39.285714285714285
