instance_folder,instance_id,obj,method,time_limit_rescheduling,time_limit_initial,solver_calls,feasibility,real_durations,estimated_start_times,start_times,time_offline,time_online,mode,estimated_durations,obj_pi
j30,2,inf,reactive_quantile_0.9,2,60,1,False,"[0, 8, 6, 5, 3, 6, 5, 6, 7, 7, 8, 6, 4, 1, 1, 5, 6, 1, 9, 9, 4, 2, 5, 5, 4, 1, 7, 1, 5, 6, 1, 0]",,,inf,inf,quantile_0.9,"[0, 8, 12, 6, 5, 8, 5, 11, 7, 12, 11, 8, 7, 2, 2, 8, 7, 1, 9, 11, 7, 2, 9, 9, 6, 1, 9, 1, 8, 7, 3, 0]",93.0
j30,2,inf,reactive_quantile_0.9,2,60,1,False,"[0, 6, 10, 3, 5, 5, 2, 8, 7, 10, 6, 8, 4, 1, 1, 5, 3, 1, 7, 9, 4, 1, 9, 9, 4, 1, 7, 1, 4, 4, 3, 0]",,,inf,inf,quantile_0.9,"[0, 8, 12, 6, 5, 8, 5, 11, 7, 12, 11, 8, 7, 2, 2, 8, 7, 1, 9, 11, 7, 2, 9, 9, 6, 1, 9, 1, 8, 7, 3, 0]",98.0
j30,2,inf,reactive_quantile_0.9,2,60,1,False,"[0, 6, 6, 3, 4, 8, 4, 6, 4, 8, 7, 8, 5, 1, 2, 4, 4, 1, 5, 7, 6, 2, 6, 9, 6, 1, 8, 1, 4, 6, 1, 0]",,,inf,inf,quantile_0.9,"[0, 8, 12, 6, 5, 8, 5, 11, 7, 12, 11, 8, 7, 2, 2, 8, 7, 1, 9, 11, 7, 2, 9, 9, 6, 1, 9, 1, 8, 7, 3, 0]",82.0
j30,2,inf,reactive_quantile_0.9,2,60,1,False,"[0, 7, 6, 2, 3, 8, 5, 8, 7, 12, 8, 4, 6, 1, 1, 8, 5, 1, 6, 6, 7, 2, 5, 6, 4, 1, 9, 1, 8, 6, 3, 0]",,,inf,inf,quantile_0.9,"[0, 8, 12, 6, 5, 8, 5, 11, 7, 12, 11, 8, 7, 2, 2, 8, 7, 1, 9, 11, 7, 2, 9, 9, 6, 1, 9, 1, 8, 7, 3, 0]",88.0
j30,4,119.0,reactive_quantile_0.9,2,60,1,True,"[0, 11, 7, 2, 6, 1, 5, 4, 5, 3, 2, 2, 4, 10, 11, 10, 3, 8, 8, 5, 10, 9, 7, 7, 8, 11, 4, 1, 1, 1, 5, 0]","[0, 0, 16, 11, 35, 92, 104, 28, 18, 55, 60, 11, 67, 46, 16, 46, 35, 43, 58, 67, 16, 93, 85, 104, 35, 74, 115, 66, 113, 112, 95, 119]","[0, 0, 16, 11, 35, 92, 104, 28, 18, 55, 60, 11, 67, 46, 16, 46, 35, 43, 58, 67, 16, 93, 85, 104, 35, 74, 115, 66, 113, 112, 95, 119]",4.388405084609985,4.72078800201416,quantile_0.9,"[0, 11, 7, 2, 6, 1, 5, 4, 5, 3, 2, 2, 4, 10, 11, 10, 3, 8, 8, 5, 10, 9, 7, 7, 8, 11, 4, 1, 1, 1, 5, 0]",96.0
j30,4,118.0,reactive_quantile_0.9,2,60,1,True,"[0, 7, 5, 5, 6, 1, 4, 4, 3, 5, 3, 3, 3, 10, 7, 6, 2, 11, 7, 5, 7, 6, 6, 6, 5, 9, 2, 1, 1, 2, 5, 0]","[0, 0, 16, 11, 35, 92, 104, 28, 18, 55, 60, 11, 67, 46, 16, 46, 35, 43, 58, 67, 16, 93, 85, 104, 35, 74, 115, 66, 113, 112, 95, 119]","[0, 0, 16, 11, 35, 92, 104, 28, 18, 55, 60, 11, 67, 46, 16, 46, 35, 43, 58, 67, 16, 93, 85, 104, 35, 74, 114, 66, 100, 112, 95, 118]",2.6559760570526123,6.181910037994385,quantile_0.9,"[0, 7, 5, 5, 6, 1, 4, 4, 3, 5, 3, 3, 3, 10, 7, 6, 2, 11, 7, 5, 7, 6, 6, 6, 5, 9, 2, 1, 1, 2, 5, 0]",80.0
j30,4,118.0,reactive_quantile_0.9,2,60,1,True,"[0, 10, 6, 2, 6, 1, 3, 6, 3, 4, 2, 2, 4, 8, 8, 7, 2, 12, 5, 6, 12, 11, 7, 8, 5, 9, 4, 1, 1, 1, 4, 0]","[0, 0, 16, 11, 35, 92, 104, 28, 18, 55, 60, 11, 67, 46, 16, 46, 35, 43, 58, 67, 16, 93, 85, 104, 35, 74, 115, 66, 113, 112, 95, 119]","[0, 0, 16, 11, 35, 92, 104, 28, 18, 55, 60, 11, 67, 46, 16, 46, 35, 43, 58, 67, 16, 93, 85, 104, 35, 74, 114, 66, 112, 112, 95, 118]",2.738430976867676,6.530026912689209,quantile_0.9,"[0, 10, 6, 2, 6, 1, 3, 6, 3, 4, 2, 2, 4, 8, 8, 7, 2, 12, 5, 6, 12, 11, 7, 8, 5, 9, 4, 1, 1, 1, 4, 0]",97.0
j30,4,120.0,reactive_quantile_0.9,2,60,1,True,"[0, 8, 5, 5, 9, 1, 2, 5, 4, 4, 2, 2, 4, 7, 11, 9, 2, 6, 8, 5, 10, 9, 6, 5, 7, 10, 5, 1, 1, 3, 2, 0]","[0, 0, 16, 11, 35, 92, 104, 28, 18, 55, 60, 11, 67, 46, 16, 46, 35, 43, 58, 67, 16, 93, 85, 104, 35, 74, 115, 66, 113, 112, 95, 119]","[0, 0, 16, 11, 35, 92, 104, 28, 18, 55, 60, 11, 67, 46, 16, 46, 35, 43, 58, 67, 16, 93, 85, 104, 35, 74, 115, 66, 102, 112, 95, 119]",3.9990878105163574,5.439187049865723,quantile_0.9,"[0, 8, 5, 5, 9, 1, 2, 5, 4, 4, 2, 2, 4, 7, 11, 9, 2, 6, 8, 5, 10, 9, 6, 5, 7, 10, 5, 1, 1, 3, 2, 0]",89.0
j30,4,120.0,reactive_quantile_0.9,2,60,1,True,"[0, 11, 8, 3, 6, 1, 2, 5, 2, 3, 4, 5, 7, 7, 7, 6, 4, 10, 8, 3, 10, 7, 7, 6, 4, 8, 5, 1, 2, 3, 2, 0]","[0, 0, 16, 11, 35, 92, 104, 28, 18, 55, 60, 11, 67, 46, 16, 46, 35, 43, 58, 67, 16, 93, 85, 104, 35, 74, 115, 66, 113, 112, 95, 119]","[0, 0, 16, 11, 35, 92, 104, 28, 18, 55, 60, 11, 67, 46, 16, 46, 35, 43, 58, 67, 16, 93, 85, 104, 35, 74, 115, 66, 100, 112, 95, 119]",2.6084420680999756,3.735291004180908,quantile_0.9,"[0, 11, 8, 3, 6, 1, 2, 5, 2, 3, 4, 5, 7, 7, 7, 6, 4, 10, 8, 3, 10, 7, 7, 6, 4, 8, 5, 1, 2, 3, 2, 0]",90.0
j30,4,119.0,reactive_quantile_0.9,2,60,1,True,"[0, 10, 6, 4, 6, 1, 3, 5, 4, 4, 4, 5, 3, 12, 11, 7, 4, 10, 4, 4, 8, 7, 7, 7, 4, 11, 2, 1, 2, 2, 5, 0]","[0, 0, 16, 11, 35, 92, 104, 28, 18, 55, 60, 11, 67, 46, 16, 46, 35, 43, 58, 67, 16, 93, 85, 104, 35, 74, 115, 66, 113, 112, 95, 119]","[0, 0, 16, 11, 35, 92, 104, 28, 18, 55, 60, 11, 67, 46, 16, 46, 35, 43, 58, 67, 16, 93, 85, 104, 35, 74, 115, 66, 113, 112, 95, 119]",2.623798131942749,4.472213983535767,quantile_0.9,"[0, 10, 6, 4, 6, 1, 3, 5, 4, 4, 4, 5, 3, 12, 11, 7, 4, 10, 4, 4, 8, 7, 7, 7, 4, 11, 2, 1, 2, 2, 5, 0]",93.0
