,seed,makespan,lateness,nr_unfinished_products
0,54877,642.754632825651,0,1
1,25735,649.3303959580876,0,3
2,33460,653.3254053883908,0,2
3,41007,634.0397961378962,0,3
4,97411,651.4616199435427,0,1
5,22443,639.486378698073,0,2
6,4784,637.918622127414,0,2
7,46969,651.8626628425548,0,1
8,66955,631.8189796565986,0,1
9,24235,661.9841456068243,0,2
10,35806,649.2775796642447,0,2
11,15162,669.3797974878543,0,3
12,88111,641.8201767326645,0,2
13,621,654.4041414257591,0,2
14,62227,644.3941201330498,0,2
15,3035,658.3148786058542,0,2
16,91177,630.8312829754587,0,2
17,60437,631.0221733338603,0,1
18,20654,630.9408751913152,0,2
19,52842,636.372736884212,0,0
20,77505,639.9906821494105,0,1
21,82579,638.5611316239108,0,2
22,34447,647.8756150068546,0,2
23,81647,637.6827137654386,0,2
24,16675,635.0407417643842,0,1
25,80671,637.9629570223714,0,1
26,4302,646.0684664926977,0,3
27,69501,636.7306229854855,0,0
28,97666,636.2222479148296,0,3
29,29577,630.5309100098648,0,2
30,2567,646.4513267100551,0,2
31,79933,639.5609596238654,0,2
32,43914,650.0380667858054,0,0
33,46549,632.6397439427537,0,2
34,81968,640.6572281315389,0,3
35,39299,639.2352688130787,0,1
36,71371,644.581750760326,0,2
37,14348,645.1976572140626,0,3
38,90346,649.0642913719723,0,2
39,62546,645.389147550374,0,1
40,76742,650.4562805152722,0,2
41,77978,639.8957290857159,0,3
42,80471,630.975673325639,0,2
43,94543,647.6310969496377,0,1
44,64668,638.4947065055117,0,2
45,17677,651.941578167338,0,3
46,24025,639.4378779688296,0,0
47,79829,645.2285555463974,0,2
48,16159,657.1803873503768,0,1
49,99826,636.5077786029753,0,1
50,63243,640.422477493201,0,1
51,43403,653.6157404180622,0,2
52,33969,655.7258376880458,0,4
53,78673,635.3055583786695,0,2
54,29337,636.3270767091977,0,1
55,94971,651.200787060521,0,1
56,39755,639.0832482487931,0,2
57,73673,643.1949269021279,0,1
58,34139,667.0915761255651,0,1
59,69666,637.4201212042938,0,1
60,9932,629.6157586045738,0,0
61,16139,640.0063721045638,0,1
62,46357,628.4771357486217,0,3
63,72431,644.2908958159392,0,1
64,92683,641.5151611370048,0,2
65,71138,645.22522736956,0,1
66,80144,638.8547986053348,0,1
67,4194,640.5580788289841,0,1
68,51999,633.4457047195767,0,2
69,15002,646.3028485396244,0,4
70,91468,650.6201513814135,0,3
71,74007,647.7735415762929,0,0
72,13198,637.576891882874,0,2
73,43244,659.5871037775355,0,3
74,60947,646.2221620199417,0,2
75,79002,633.4906023180629,0,2
76,54997,646.0840928551252,0,3
77,47863,634.4544579089447,0,3
78,92416,646.7978216589638,0,1
79,22625,651.577660336339,0,1
80,48415,636.9356972374641,0,0
81,12246,639.7224779246701,0,1
82,45166,653.1926084298996,0,1
83,15099,657.7370175207286,0,2
84,71858,642.4350401561048,0,0
85,92461,650.2290584638866,0,2
86,4900,658.0120750268247,0,1
87,92665,634.4435985962534,0,2
