,seed,makespan,lateness,nr_unfinished_products
0,54877,844.7274925710864,283.5665133739378,2
1,25735,865.0281910104693,270.5470746333559,4
2,33460,848.0558860070678,192.570712613281,4
3,41007,843.3415472523317,198.27510956680783,4
4,97411,853.3154978825453,199.61583208748107,3
5,22443,850.7548153673029,275.86823586982587,2
6,4784,853.1364598287178,263.42692415001295,4
7,46969,869.7403083013694,223.26130671532803,3
8,66955,856.9352843787499,211.14303653413617,5
9,24235,854.3364860516785,101.68890780982633,6
10,35806,863.5661044529099,230.30892331661016,3
11,15162,854.0428610474778,216.28458248751008,5
12,88111,839.1690779236121,123.949367696855,4
13,621,866.0762127503687,192.50158575299145,7
14,62227,859.2996741228882,121.83199725612155,7
15,3035,855.7072550733112,214.67262787275752,2
16,91177,846.6544682808983,248.8112223829113,4
17,60437,844.9820960582961,193.36849717751613,2
18,20654,843.7224021834348,196.23732980711657,4
19,52842,858.2907823019605,0.8422343843507178,6
20,77505,854.7652151521315,149.53165825274573,4
21,82579,842.3166808458939,241.1324600997923,7
22,34447,859.9941959486289,123.60561597547985,5
23,81647,843.0324113338443,227.98608519682864,4
24,16675,845.7892980936093,123.394835738506,4
25,80671,853.3183972585205,109.31839725852046,6
26,4302,843.6622480460863,246.98963224599777,4
27,69501,848.0423513130125,227.82868044839722,3
28,97666,839.0647228451701,203.23975269105188,4
29,29577,862.6686379722909,293.2231061869187,3
30,2567,852.2917935595343,201.28656721149093,7
31,79933,848.9591074454668,287.4746160036119,4
32,43914,857.9714870967882,183.98129872785466,6
33,46549,857.0747663867259,129.39128044407562,4
34,81968,839.255749642845,204.78957614645913,3
35,39299,842.845499727298,109.18382677498914,5
36,71371,864.7344029890792,207.93379521392944,5
37,14348,868.3514978693938,262.90811675772693,6
38,90346,858.6520855768206,213.78252451277717,4
39,62546,849.2571271341594,263.75353189369207,3
40,76742,840.5385408146077,196.46115986268137,5
41,77978,846.1696458022755,230.22438903906732,4
42,80471,846.0456479750751,203.79930370336672,4
43,94543,863.5902225697391,165.06178504626723,6
44,64668,865.3223348461494,274.0367148444626,6
45,17677,862.057613824091,194.76311033799084,4
46,24025,859.5719017420619,251.00047896377384,4
47,79829,834.3427318927485,237.10598346469067,4
48,16159,854.0271999519406,234.58454341164747,3
49,99826,846.4097012357281,232.95134097372363,3
50,63243,851.754675970807,134.19031194657134,6
51,43403,842.9158168358338,194.0632749354337,5
52,33969,845.8416670122068,148.52096629830817,4
53,78673,848.9482810031699,253.0111125500132,6
54,29337,854.0791936458378,303.38615898289015,2
55,94971,848.0167710300865,131.66872469475175,6
56,39755,848.3849182055417,279.9694074631134,4
57,73673,849.0159192987273,279.25313765917485,4
58,34139,868.0170601362138,206.97520717254702,4
59,69666,846.1247274784157,269.02639576158003,5
60,9932,838.4167393340109,207.7968842930003,6
61,16139,859.4173072693704,102.61737246263215,7
62,46357,855.3457782870098,243.3682811040468,2
63,72431,841.9422611671434,248.36388053434098,3
64,92683,846.0265538955068,195.96361351938788,5
65,71138,846.477510793084,223.75879355732104,3
66,80144,857.1586056157821,262.06768769142536,5
67,4194,864.0393723674596,240.2011724285229,4
68,51999,847.05450451993,222.9479526962374,3
69,15002,831.2452617487472,130.2223027842988,5
70,91468,848.0719439848341,208.10675724887562,3
71,74007,857.4224249044062,229.0990199444875,4
72,13198,849.7855648014537,158.5058604056785,7
73,43244,862.3863566522274,216.67939313933164,4
74,60947,860.1860472818345,116.18604728183448,5
75,79002,844.54560147072,198.44036049600334,3
76,54997,867.5185211838156,331.1101257114085,3
77,47863,850.2422513363022,153.45990729245443,6
78,92416,860.9342004089816,290.4304127252883,6
79,22625,856.5424234729652,295.9667830953141,3
80,48415,860.7189315083357,256.50218304361533,2
81,12246,841.3896063265624,173.05703653411774,3
82,45166,853.6867663576711,211.50101537739033,3
83,15099,860.2747332778648,297.26683450680184,4
84,71858,846.0419799628182,102.04197996281823,6
85,92461,840.7019019502469,202.69222708880238,4
86,4900,844.6762767076909,164.3983803111688,4
87,92665,823.3273935590443,98.07482563039866,6
88,3029,863.9484816160916,159.98630671647913,5
89,33612,833.8393629968803,89.83936299688025,6
