,seed,makespan,lateness,nr_unfinished_products
0,54877,1074.6071197882686,805.1031175328984,3
1,25735,1089.5633305779536,1151.535418402077,1
2,33460,1079.8953665525153,988.4335574125114,3
3,41007,1078.2871197687864,785.4425363611518,3
4,97411,1099.451466899854,1031.9882042516626,2
5,22443,1089.462153949947,956.3594666237036,2
6,4784,1088.1809835415606,965.9416584850902,3
7,46969,1081.7757800341446,976.916745220605,2
8,66955,1076.7399965246193,1110.5165567373463,1
9,24235,1079.162100254366,1137.1411766087695,0
10,35806,1085.1172015171765,942.638557535503,2
11,15162,1081.1246125721764,966.1719234951465,2
12,88111,1080.9946610487837,1082.89979963743,2
13,621,1070.4945420582092,1017.8285535233845,3
14,62227,1086.5854630716356,966.8056031034873,2
15,3035,1095.7522683375223,1028.963481269976,1
16,91177,1077.4720929609846,1108.1498528562015,1
17,60437,1072.0793562244885,1077.6750540896433,1
18,20654,1083.34028244192,1114.6367815188532,2
19,52842,1076.2033304775541,1072.4139332878594,3
20,77505,1087.8853909916131,992.856928101373,2
21,82579,1082.4868350940667,947.3276557827215,3
22,34447,1099.8666527012838,1111.913786604794,2
23,81647,1092.678135165457,1134.46898139731,2
24,16675,1066.7413355408457,925.6884515999665,4
25,80671,1088.9018925648747,1098.3525304592242,2
26,4302,1083.6921883265652,948.3362774414951,4
27,69501,1086.6466329283332,973.3070696372587,3
28,97666,1072.784771143643,914.8751809300486,3
29,29577,1096.412982148052,1105.0937926846564,2
30,2567,1087.582064181415,980.3611233938734,4
31,79933,1077.9024041382177,1106.8912382274482,2
32,43914,1090.5306485523124,1116.188349893119,1
33,46549,1085.8636145175005,1142.0956526178697,1
34,81968,1077.631626777908,994.0709275040165,1
35,39299,1079.1290212264798,979.74006498015,2
36,71371,1082.334839896437,1096.9976576650392,2
37,14348,1079.834034194713,951.260687085028,4
38,90346,1073.0586014534294,976.1330908372437,3
39,62546,1079.4196311261976,978.7429103422668,2
40,76742,1091.5084731202512,1007.9284856288518,3
41,77978,1085.6836684526613,961.9339328576585,2
42,80471,1080.6582055001732,992.5007367698003,1
43,94543,1080.9189439177644,949.2572586104752,4
44,64668,1082.8290227233663,968.7855328672297,2
45,17677,1096.1024721047156,1088.7606380407365,2
