,seed,makespan,lateness,nr_unfinished_products
0,54877,1614.9318301223325,3745.3860028907557,2
1,25735,1621.8694522702976,3666.7467364199806,4
2,33460,1629.1815822734113,3777.716981418984,3
3,41007,1639.3556580194486,3799.161481231199,2
4,97411,1630.3080795422734,3794.6952383146045,3
5,22443,1605.7856931117765,3746.954537776195,3
6,4784,1630.360487491274,3766.6918125500247,3
7,46969,1627.25521026552,3816.1632584928698,3
8,66955,1616.6533368694747,3765.1180600607927,3
9,24235,1620.6907353139547,3673.386449595244,3
10,35806,1635.6176228150034,3789.1318514770637,3
11,15162,1640.0947179382179,3701.920301934152,4
12,88111,1631.2527116591148,3859.935879985559,3
13,621,1627.9726588361414,3712.700574182527,3
14,62227,1627.1633056472083,3769.8053300580887,4
15,3035,1627.2857670894668,3750.1703642417724,4
16,91177,1621.9719796927675,3804.304790683879,4
17,60437,1643.934360655855,3804.065965321044,3
18,20654,1623.2687740890667,3776.6781427583574,3
19,52842,1608.5475045717617,3740.6064595427206,2
20,77505,1656.6894418610254,3853.4511711336895,2
21,82579,1635.7619835294324,3840.815608998654,3
22,34447,1638.8044240018044,3760.026519329735,3
23,81647,1621.8000492881406,3780.1688397251573,3
24,16675,1625.9677592997325,3728.8957677761255,2
25,80671,1620.4497846560494,3762.864957668908,3
26,4302,1629.5457682771741,3779.7096559462047,3
27,69501,1617.523967597907,3674.5421697064585,2
28,97666,1640.6731792261196,3797.23979787793,3
29,29577,1626.3200574662465,3804.268337680907,1
30,2567,1636.2657957855854,3825.0962147608734,3
31,79933,1602.6163970640307,3781.8312178691085,3
32,43914,1615.451699565122,3783.906331321485,2
33,46549,1626.2477349099095,3782.7264928538602,3
34,81968,1635.513342517116,3817.936212186266,4
35,39299,1616.994171414544,3803.5154911281243,4
36,71371,1627.0893831157996,3827.9639779457048,2
37,14348,1652.6479342711716,3779.695448648594,3
38,90346,1623.1247631490169,3744.339709154372,4
39,62546,1612.1060531136043,3812.82631341075,2
40,76742,1623.927309378154,3821.887737514595,2
41,77978,1635.3670841023336,3713.5662232452023,2
42,80471,1612.9814839789992,3731.1242531199296,1
43,94543,1601.7340225783798,3786.8861085291924,1
44,64668,1625.9678226441933,3729.0987612361514,3
45,17677,1616.8745512841258,3781.910688763618,1
46,24025,1629.6462677329487,3713.7859528720896,4
47,79829,1631.9757697283749,3828.5043738167597,2
48,16159,1639.264470613884,3803.6419993114487,1
49,99826,1627.9677132532022,3765.2878008778507,3
50,63243,1636.3358521993641,3801.820890375614,3
51,43403,1628.2183189991276,3732.6045928259,4
52,33969,1657.4305050841476,3879.351531339826,2
53,78673,1615.604527619249,3732.5899839596404,2
54,29337,1623.6803742686016,3789.694426722804,2
55,94971,1615.0469182653374,3730.1672145746334,2
56,39755,1633.0922043837454,3759.8836014182743,2
57,73673,1612.1423681999263,3752.5977774148764,1
58,34139,1610.489734300062,3771.7876225350806,2
59,69666,1639.320227101215,3832.669500907277,3
60,9932,1617.978903427879,3800.3965488111976,3
61,16139,1635.2138531198657,3705.666375390974,4
62,46357,1637.538135777777,3814.5228914574327,2
