,seed,makespan,lateness,nr_unfinished_products
0,54877,1184.8730800058727,1624.6904430671195,3
1,25735,1177.8214377584304,1594.907685037067,3
2,33460,1170.956557634603,1588.2311217195788,2
3,41007,1182.8406979230274,1622.0240685138886,3
4,97411,1169.6982747217346,1634.8619073260816,4
5,22443,1178.6814230031703,1575.7836996198157,2
6,4784,1170.4917486996374,1580.2556425593398,2
7,46969,1169.8391119763673,1589.6075790050963,3
8,66955,1169.143049865161,1576.1536896629018,4
9,24235,1184.3284924303198,1605.5058918787836,4
10,35806,1182.2599651535747,1629.5879726450612,2
11,15162,1194.1393655318218,1625.4600813009845,3
12,88111,1184.354300396281,1618.0148682132938,3
13,621,1161.0079362051222,1560.1808593768908,4
14,62227,1178.061929384217,1606.4351935946834,4
15,3035,1179.3768851462523,1632.9611807459391,3
16,91177,1192.3142560452388,1600.434322915315,2
17,60437,1183.4806634299273,1642.189827740942,4
18,20654,1186.7167884204512,1597.5854055185123,3
19,52842,1163.6024831636103,1575.6783544058153,3
20,77505,1182.2223015977406,1666.4039901405158,3
21,82579,1172.1111092500155,1601.363230943216,3
22,34447,1184.5855537797831,1614.332636972792,1
23,81647,1197.096286705088,1627.8738451472702,1
24,16675,1165.8054773238869,1565.0553845647228,2
25,80671,1190.4451913043235,1643.0607850116119,2
26,4302,1183.1209966959195,1608.1498850854064,3
27,69501,1172.643833985887,1586.3728550981484,3
28,97666,1181.9888035765962,1596.2351168158475,2
29,29577,1187.5992625389108,1641.7808679038271,3
30,2567,1190.6226652528899,1605.9041509055696,4
31,79933,1179.2894424094322,1627.23673182223,3
32,43914,1189.6588152271177,1617.3713608351698,2
33,46549,1179.9103548906114,1653.4324410663896,3
34,81968,1169.7857490802278,1532.1399335782621,3
35,39299,1166.7652465901426,1590.5135450088023,2
36,71371,1167.983278749086,1579.3939339605354,3
37,14348,1185.319030331473,1614.3869433017248,3
38,90346,1178.0776593795633,1620.5318804220215,3
39,62546,1162.8344523743522,1574.7832594133324,3
40,76742,1178.566459046692,1598.1751960200559,3
41,77978,1175.5991824395014,1589.7451265899983,3
42,80471,1178.7676724895907,1581.7053082384614,2
43,94543,1178.1829518021455,1625.2704268787506,3
44,64668,1178.860914510769,1570.44875219192,2
45,17677,1169.1813071739693,1571.2768680160978,3
46,24025,1182.7437290265682,1632.8949213579622,1
47,79829,1177.1733038894251,1590.6050803903177,1
48,16159,1175.856507731562,1618.8548079736838,3
49,99826,1178.1567530900552,1646.7082819073357,2
50,63243,1175.362890438855,1617.95126226444,2
51,43403,1181.6447093943286,1626.1016836941003,3
52,33969,1199.5741948791544,1628.7075574218206,3
53,78673,1163.638543059713,1562.1206896710482,2
54,29337,1168.3579550443171,1621.76879996765,5
55,94971,1174.4986330174104,1605.298305609857,2
56,39755,1164.2333914723486,1552.3154586209312,3
57,73673,1176.069403135724,1571.5471631144142,2
58,34139,1175.9436241146896,1617.5721113534125,4
59,69666,1177.4895643935947,1591.321665047742,1
60,9932,1172.569466976196,1591.0334375773368,1
61,16139,1190.866206542939,1638.5410990237165,4
62,46357,1184.3808396340687,1593.1185599695311,2
63,72431,1179.1975397692272,1598.0612995431434,4
64,92683,1169.0848741679365,1583.123219818116,4
65,71138,1164.4784674242346,1610.4752939657956,2
66,80144,1163.504247106144,1557.9697318950236,3
67,4194,1174.6335156430582,1605.87144870501,3
68,51999,1178.3349465531423,1632.4235047782881,1
69,15002,1181.9602334442047,1595.4648718108656,2
70,91468,1176.0820985776554,1606.665391813809,4
71,74007,1162.047912885497,1607.2597748598876,2
72,13198,1165.9299345708891,1567.5828690058788,2
73,43244,1177.2743327744581,1574.367177280672,3
74,60947,1183.841761046905,1627.4095626661795,2
75,79002,1188.6385193107014,1576.165895901243,4
76,54997,1175.8810837497165,1582.959765869729,2
77,47863,1169.366955801821,1611.6805378917254,2
78,92416,1180.6606419419943,1634.9771508160886,4
79,22625,1193.635155902284,1671.7846297405615,3
80,48415,1176.6698358671988,1582.9495282602127,3
81,12246,1176.2992310639595,1591.8717839871938,3
82,45166,1177.1718211930029,1611.7633178559481,4
83,15099,1197.4923119683492,1641.4585384820646,5
84,71858,1178.4389303964415,1593.7247348034741,1
85,92461,1178.767262594205,1607.9251240698422,2
86,4900,1181.87078747067,1599.6021878863858,3
87,92665,1177.0911053069601,1566.7635381714208,4
88,3029,1178.9307869825268,1597.3253298066588,3
89,33612,1175.5740142585,1606.6177044681372,3
90,98554,1179.4784535734118,1595.449304161505,1
91,23846,1180.4014524707286,1612.0858692944416,2
92,14088,1182.1858493735442,1616.899632635069,3
93,44750,1179.741825463295,1582.7376498657213,4
94,26279,1169.6709604190771,1616.93432651671,3
95,47030,1186.6569946173101,1639.5220901857733,1
96,48586,1170.7435072081919,1636.8258586542759,2
97,65276,1173.109870916731,1609.733940411908,2
98,39674,1183.2031658904557,1606.2165001991314,1
99,84936,1181.7125776861299,1629.2183252877408,1
100,61841,1169.9864140639188,1650.8805148197437,3
101,29621,1177.0544140635122,1609.1443915492218,2
102,45452,1184.1101472722758,1569.751039410771,3
103,42871,1188.246892789294,1664.6092263502933,1
104,6707,1185.2343463530833,1619.0098095860403,2
105,22993,1181.3311564127825,1632.128966154865,4
106,66037,1185.2417757030455,1608.7960174057507,2
107,51117,1187.9463873704035,1627.519508811991,3
108,70853,1186.5083954988013,1610.808777352608,2
109,97438,1171.9805073318641,1627.8622166230211,3
110,143,1182.8537882226638,1677.4610199456247,2
111,87838,1167.6647347832513,1573.662844993192,3
112,89935,1175.758057342965,1603.7866097463443,5
113,45584,1178.8068667965135,1572.788116700899,2
114,30670,1165.493429187505,1599.959705299937,3
115,49765,1173.7366298241502,1591.3968681262347,2
116,30691,1178.4411033386525,1628.594672804064,3
117,49620,1178.160671935648,1612.406844143899,4
118,63046,1173.6278941408732,1603.0627644395045,3
119,68525,1184.3085088148264,1579.3906917895765,4
120,4798,1173.5158574798795,1609.3577930234562,2
121,13070,1172.9106412652786,1617.5514724692935,3
122,78554,1180.8219098019388,1621.38385126715,5
123,53236,1187.611708203444,1646.4581433914263,3
124,17315,1166.3597257118472,1576.7307306702846,1
125,21363,1184.760425709947,1602.9712960242514,2
126,43562,1181.3713844347244,1619.902745738805,2
127,10863,1191.3361034340508,1579.6197873422889,3
128,10820,1180.8219979100986,1631.6195480731596,2
129,72292,1178.616448129242,1591.5885029443507,2
130,58998,1172.3556955035042,1604.95763319753,1
131,78329,1184.5837436602505,1658.011420791297,3
132,58958,1179.6989761983818,1602.5700721574003,5
133,15895,1188.7218451363178,1647.6228766933202,3
134,24399,1175.9803473752202,1606.010214295265,2
135,32062,1168.015980848804,1586.2624113775569,3
136,25185,1180.921427824105,1576.2477134719616,2
137,97155,1177.3106066917649,1607.3658621285613,2
138,79159,1166.5252090665124,1609.2865275878594,1
139,1400,1169.4100620599384,1595.1069144131798,2
140,74701,1184.7589933624558,1560.8929948544,4
141,60835,1171.1789363945527,1606.5381332267518,2
142,76635,1175.145937815836,1598.229139490568,4
143,44183,1196.7601837810691,1627.6594353917576,3
144,12578,1172.539583219462,1598.6763078390954,3
145,85738,1169.2059720792322,1572.4685768403642,3
146,45531,1167.814692269595,1630.1393552198608,2
147,45132,1162.3974795681522,1574.8360116282247,3
148,4949,1161.1981702196706,1559.4111519892058,3
149,1088,1176.0355532413218,1600.0359514940938,2
150,808,1167.4733860889091,1566.9187575869505,2
151,3455,1177.6389247547024,1601.2462986392643,4
152,74326,1190.357331882981,1641.318895419789,4
153,16262,1185.9312743302448,1646.9199796533865,2
154,91341,1183.252139210976,1626.9140375436568,1
155,36576,1170.8153689467372,1576.8604411241572,2
156,21593,1181.9742767819744,1622.6412352503671,1
157,4609,1182.0915397757387,1614.139711654747,1
158,12950,1189.5963753425028,1634.9647284522332,3
159,49642,1195.5411185497571,1618.7841212743308,3
160,99728,1185.353015446744,1587.000035500573,4
161,81183,1187.096608211983,1647.2922970476502,3
162,40698,1177.7400807463841,1597.3125969176474,2
163,1862,1168.984944848454,1633.3817238248173,3
164,43160,1170.6414115390937,1564.2679020114315,4
165,27314,1179.9047592913582,1601.9733803751474,3
166,27148,1182.6002401357794,1585.3110860372594,3
167,79440,1157.1458878587664,1558.0293317917385,2
168,29195,1182.5537069462277,1584.3045093966366,4
169,24028,1164.744528052105,1598.5610608970408,5
170,65922,1190.0446530441948,1607.9662174028724,4
171,19050,1175.2726286409325,1565.4961785436146,3
172,26695,1158.6120449500334,1602.455779925071,2
173,13160,1167.949475846795,1601.5854688253678,2
174,63461,1178.3860694845741,1585.2246476506316,3
175,43328,1171.6968938482844,1571.5736089118477,4
176,51975,1172.0455017327577,1622.4157004302028,4
177,41731,1165.5103092849652,1580.104098518872,3
178,48897,1176.2873622847203,1660.4585444367224,3
179,305,1182.729471729404,1577.0565796231276,2
180,53737,1173.2168623778616,1579.4901663562798,4
181,41568,1173.8968457046199,1648.229618005921,2
182,33363,1175.8439033799552,1590.320484190755,1
183,16711,1188.3748550505238,1635.1630835894005,1
184,22995,1181.269532687436,1613.6874679414964,3
185,92321,1179.5447103899053,1569.549774637981,2
186,59126,1189.2761524365117,1630.125999451605,3
187,50423,1184.7418454542963,1616.1546439519198,4
188,90046,1188.3835252833996,1623.3127922010708,3
189,8849,1176.00405935683,1646.114738990313,3
190,73239,1173.9583557319388,1611.709055029402,5
191,50436,1169.2073790489744,1621.777864005167,3
192,54870,1193.7373826927599,1652.11859495205,4
193,73690,1175.5548907232455,1609.9624500529235,2
194,26121,1192.4646557237838,1606.1384095784674,2
195,40775,1166.8510854342437,1574.5035740160145,3
196,71906,1170.7775229817105,1613.2310631967678,2
197,24739,1172.5488835036172,1584.5077953967223,4
198,65154,1171.1814646885646,1597.4005777276407,4
199,44674,1188.8848029083688,1618.5947717703727,3
200,60093,1175.613152763717,1591.6057508183294,2
201,63472,1189.2715705761223,1606.3223348957283,4
202,95392,1171.004221933509,1639.7894191380055,2
203,61957,1179.0281745849582,1605.0702917727504,3
204,65053,1167.0527858744242,1561.964931201172,5
205,25607,1190.4430829438816,1647.2473655111726,1
206,71867,1177.4452505631277,1569.0520409009068,3
207,73147,1172.6885773371541,1571.8118713123683,2
208,35433,1168.5372407028974,1553.3555246800197,2
209,54116,1172.5163095443406,1619.5308234418194,2
210,30968,1175.9911633713525,1601.1970193589468,4
211,45866,1185.6160488667265,1572.2720639603203,3
212,91275,1183.5104351550701,1574.1516555287255,3
213,13909,1166.0695807436114,1590.6458139565816,5
214,25797,1156.5553351948658,1548.1067040136913,1
215,80829,1169.2811934097986,1573.57512799008,4
216,53801,1176.6252364013405,1611.5595408447357,4
217,57383,1176.2784990384534,1589.0601653495858,4
218,81774,1185.8653938175457,1619.5605595021884,4
219,45322,1177.03976577438,1563.9272759114015,1
220,6938,1172.0226395395755,1597.333218366692,2
221,74751,1190.4950666798716,1593.924302893005,2
222,72791,1174.7418832421863,1559.2181067353176,4
223,38473,1167.0609504755428,1565.9265957834355,3
224,56385,1180.0667439871875,1630.779234796768,3
225,82215,1174.4698803593571,1605.6959644232618,2
226,10511,1182.0214210192446,1578.9480811053475,2
227,93539,1177.4186891623124,1555.8170849439714,3
228,42784,1183.640699990497,1615.7155475242994,2
229,89919,1172.9564055090889,1605.1158108008065,4
230,92131,1176.7108652750526,1587.9557588788425,2
231,58622,1181.0741072209955,1554.2743724911707,3
232,22640,1174.1100580756724,1582.4383559970288,4
233,42812,1171.670629045593,1593.3422110532229,4
234,63422,1164.2542547890366,1536.0921547882338,3
235,73620,1182.34642216386,1611.3577490657524,1
236,46209,1177.00756185025,1589.8639148113543,3
237,4754,1189.6903655037272,1597.202717237781,2
238,61835,1169.4783676602992,1591.922334401479,2
239,74339,1161.1241258933198,1620.2455498843974,3
240,38121,1190.2009235477155,1571.3159750080954,4
241,21810,1182.1399803591048,1605.915986509396,3
242,83527,1167.8957991672914,1575.1632424536015,4
243,46947,1172.6265912815552,1576.4531149927998,3
244,30125,1175.124440070979,1609.783198413364,1
245,2945,1175.3537727413134,1614.5423363837517,2
246,58876,1174.6244793808467,1587.257233376593,2
247,92171,1181.5520737728866,1615.1608137569965,3
248,71692,1173.67916090678,1626.2362481891682,1
249,3994,1196.549766826259,1631.9413913541453,2
250,24608,1189.2536271509691,1616.7247825128316,3
251,35265,1185.1006325636574,1620.616236604055,4
252,80414,1180.9610292194168,1600.0843466838087,1
253,31455,1194.042613217748,1637.3301581403753,3
254,15937,1166.967020463439,1639.378375698945,2
255,79270,1178.9735544486045,1637.2362106224386,3
256,55304,1174.4888443791817,1622.7276434041796,3
257,84689,1178.920384817114,1568.1475642864666,3
258,29634,1184.4695273646232,1617.247492866943,3
259,43804,1174.6949473861446,1620.7054416947594,2
260,84730,1186.8471452902406,1607.746807282162,4
261,55499,1190.5148480092791,1621.6225695959338,1
262,24319,1172.221933942426,1593.6980503973155,3
263,22846,1179.6183481506969,1587.9413071099762,3
264,99842,1156.932483362394,1562.3880419520494,5
265,94025,1176.5093118867699,1638.157406880272,3
266,93526,1168.8184679895007,1585.0872031993495,3
267,99437,1189.8239048629916,1647.9429958114092,3
268,24301,1173.4130643003168,1589.735464390285,3
269,94057,1192.1564726880465,1650.543873528653,3
270,13641,1173.760018836563,1604.8056591946129,3
271,69007,1176.1988394095742,1640.598160296217,2
272,21012,1176.6186632879376,1583.1103715935437,4
273,68209,1171.8180654071623,1590.973005685602,3
274,38345,1189.4211150597691,1651.5484051857982,4
275,73938,1174.0181718864576,1598.6755665474598,2
276,23335,1161.943409783101,1573.6770551473546,3
277,57180,1173.796006623106,1578.009514728079,1
278,66165,1182.693968041151,1617.5059481180479,4
279,76501,1167.3286232291493,1605.961676689771,3
280,82422,1168.2714842451385,1590.236290165123,1
281,28373,1195.6481145883308,1613.0778972478843,2
282,72785,1163.3868084811625,1605.1844660792196,3
283,2621,1193.2286479397658,1639.527105892912,2
284,42747,1185.7645004959427,1599.1720838491055,2
285,69786,1173.4512087794615,1590.2249839513684,2
286,45581,1200.9202252964424,1633.150300233351,3
287,48104,1170.3484219668799,1605.8876623935553,4
288,43280,1177.2125049882457,1633.1233909343355,4
289,66696,1205.1023722568211,1606.8481941990112,2
290,17727,1185.6604445697353,1598.866016276139,3
