,seed,makespan,lateness,nr_unfinished_products
0,54877,948.191162169782,248.58271549940696,10
1,25735,937.5504187021289,664.9831034859171,5
2,33460,940.7901292620511,557.7626367877464,8
3,41007,944.4429737102538,503.3727546609058,7
4,97411,953.3866873445623,298.9595677446001,9
5,22443,944.9085369494643,283.39185317723025,9
6,4784,944.6363891058337,428.02941718912246,9
7,46969,924.2396345517768,396.2390519241392,8
8,66955,949.5086924337221,407.4318004571687,8
9,24235,956.3257588328634,215.39857615307812,9
10,35806,942.5498719634634,473.69057088244756,9
11,15162,939.0965196026848,76.30294139879675,10
12,88111,946.2822046497726,581.3275899005544,9
13,621,946.2486308873018,438.7700936492763,8
14,62227,946.6329496064444,460.370032570205,7
15,3035,938.4136178568473,454.7953428509936,7
16,91177,930.0624476409179,471.6104425111049,4
17,60437,931.2881073187823,586.6687711129931,6
18,20654,945.0684052221164,418.8787578082446,8
19,52842,935.1859882759873,390.18868023188236,6
20,77505,950.2333064364224,480.0643575342732,7
21,82579,938.5288960868659,448.3296540991794,9
22,34447,933.2789620419098,446.3720482446694,8
23,81647,934.779540569599,427.9172042963761,7
24,16675,955.8933150116202,423.9892570183197,8
25,80671,960.1162269213411,308.40061337405643,10
26,4302,933.5371779108303,440.75524077858654,7
27,69501,937.953662740996,457.0982830448489,8
28,97666,915.9072900971927,565.3191427852973,4
29,29577,943.4482538946774,606.9239776922805,6
30,2567,944.5970433163011,399.7587041697644,7
31,79933,935.394470093763,433.4020473502426,9
32,43914,943.2145133543713,459.84984707450667,8
33,46549,947.745936066726,208.75236924768546,10
34,81968,956.7850611534145,491.62948672065056,9
35,39299,933.3823714622067,375.9600687561324,8
36,71371,951.1725324556292,466.5446152537289,9
37,14348,946.9007314239565,454.8845035110014,7
38,90346,954.1487190427121,210.79372352058613,10
39,62546,933.5191783111908,586.401570383798,6
40,76742,935.634516660911,483.75526705975756,6
41,77978,924.5159307981222,456.09339765069797,6
42,80471,943.7731208587818,380.1194089280334,9
43,94543,955.955037407066,445.8801186068374,9
44,64668,942.9227920716977,460.00014821250795,6
45,17677,931.1244829824922,397.43391164708896,6
46,24025,934.4285439066564,482.7526802631287,8
47,79829,940.7149851659249,595.9335379890618,7
48,16159,933.958130974667,435.30509296141827,9
49,99826,949.0005218409276,90.81727908082655,11
50,63243,945.8959907906245,700.1802343842477,7
51,43403,957.546032901396,625.92748910513,8
52,33969,956.3061930408905,672.0658051979917,3
53,78673,954.582295103994,426.6691488295147,8
54,29337,921.6823653566578,444.1243350241541,7
55,94971,935.3455009286058,414.78562185319265,9
56,39755,921.0566381842306,200.52658674337658,9
57,73673,961.4370535119004,415.7562052735948,8
58,34139,938.4674074551535,422.92866761042535,8
59,69666,953.680562961082,412.1386593852816,7
60,9932,936.8218601964807,202.89670898878683,11
61,16139,912.9463977693852,378.8164654046236,8
62,46357,932.0561081887862,536.7286705881944,7
