Makespan,Lateness,Time,Fitness,Sequence,Best_fitness,Best_sequence
5292,10813,601.8158411979675,6672.25,"[7, 1, 18, 3, 4, 5, 6, 19, 8, 9, 17, 15, 16, 10, 14, 11, 12, 13, 2, 0, 38, 21, 32, 39, 33, 25, 26, 35, 28, 29, 24, 31, 30, 52, 44, 27, 36, 37, 23, 51, 40, 77, 20, 43, 34, 45, 46, 67, 54, 59, 48, 66, 57, 55, 22, 58, 47, 56, 53, 75, 60, 78, 79, 76, 88, 73, 49, 42, 68, 64, 50, 71, 74, 94, 72, 97, 93, 70, 61, 62, 84, 81, 90, 83, 80, 85, 86, 95, 119, 89, 106, 91, 110, 63, 104, 98, 105, 96, 102, 99, 100, 108, 87, 41, 65, 115, 82, 103, 101, 109, 92, 111, 112, 113, 114, 118, 116, 117, 107, 69]",6672.25,"[7, 1, 18, 3, 4, 5, 6, 19, 8, 9, 17, 15, 16, 10, 14, 11, 12, 13, 2, 0, 38, 21, 32, 39, 33, 25, 26, 35, 28, 29, 24, 31, 30, 52, 44, 27, 36, 37, 23, 51, 40, 77, 20, 43, 34, 45, 46, 67, 54, 59, 48, 66, 57, 55, 22, 58, 47, 56, 53, 75, 60, 78, 79, 76, 88, 73, 49, 42, 68, 64, 50, 71, 74, 94, 72, 97, 93, 70, 61, 62, 84, 81, 90, 83, 80, 85, 86, 95, 119, 89, 106, 91, 110, 63, 104, 98, 105, 96, 102, 99, 100, 108, 87, 41, 65, 115, 82, 103, 101, 109, 92, 111, 112, 113, 114, 118, 116, 117, 107, 69]"
