,Makespan,Lateness,Time,Fitness,Sequence,Best_fitness,Best_sequence
0,4248,2633,491.9422135353088,4231.849999999999,"[2, 4, 9, 17, 1, 12, 13, 25, 8, 0, 10, 11, 5, 6, 14, 18, 16, 3, 38, 19, 15, 7, 35, 21, 53, 36, 23, 37, 45, 29, 34, 31, 27, 39, 30, 22, 28, 32, 20, 33, 40, 26, 49, 43, 44, 58, 46, 62, 48, 61, 50, 51, 52, 24, 42, 55, 66, 59, 41, 54, 60, 47, 57, 87, 64, 65, 68, 67, 78, 56, 70, 71, 72, 73, 74, 69, 76, 63, 75, 79, 80, 96, 82, 83, 84, 85, 86, 89, 88, 77, 90, 91, 92, 93, 94, 95, 81, 97, 98, 99, 100, 101, 102, 103, 104, 105, 106, 107, 108, 109, 110, 111, 112, 113, 114, 115, 116, 117, 118, 119]",4231.849999999999,"[2, 4, 9, 17, 1, 12, 13, 25, 8, 0, 10, 11, 5, 6, 14, 18, 16, 3, 38, 19, 15, 7, 35, 21, 53, 36, 23, 37, 45, 29, 34, 31, 27, 39, 30, 22, 28, 32, 20, 33, 40, 26, 49, 43, 44, 58, 46, 62, 48, 61, 50, 51, 52, 24, 42, 55, 66, 59, 41, 54, 60, 47, 57, 87, 64, 65, 68, 67, 78, 56, 70, 71, 72, 73, 74, 69, 76, 63, 75, 79, 80, 96, 82, 83, 84, 85, 86, 89, 88, 77, 90, 91, 92, 93, 94, 95, 81, 97, 98, 99, 100, 101, 102, 103, 104, 105, 106, 107, 108, 109, 110, 111, 112, 113, 114, 115, 116, 117, 118, 119]"
