,Makespan,Lateness,Time,Fitness,Sequence,Best_fitness,Best_sequence
0,5264,17152,593.8173155784607,5264,"[0, 1, 2, 3, 4, 5, 32, 7, 8, 18, 10, 13, 12, 11, 14, 39, 16, 17, 9, 19, 20, 38, 22, 23, 24, 25, 26, 27, 28, 29, 30, 59, 6, 33, 34, 35, 36, 37, 21, 15, 40, 41, 42, 43, 44, 45, 46, 47, 48, 49, 50, 51, 52, 53, 54, 79, 56, 75, 58, 77, 99, 61, 62, 63, 64, 65, 66, 67, 68, 69, 70, 71, 72, 73, 74, 57, 76, 98, 78, 55, 80, 81, 82, 115, 84, 85, 86, 87, 88, 89, 90, 91, 92, 93, 94, 95, 96, 97, 118, 60, 100, 101, 102, 103, 104, 105, 112, 107, 108, 109, 110, 111, 106, 113, 114, 83, 116, 117, 31, 119]",5264,"[0, 1, 2, 3, 4, 5, 32, 7, 8, 18, 10, 13, 12, 11, 14, 39, 16, 17, 9, 19, 20, 38, 22, 23, 24, 25, 26, 27, 28, 29, 30, 59, 6, 33, 34, 35, 36, 37, 21, 15, 40, 41, 42, 43, 44, 45, 46, 47, 48, 49, 50, 51, 52, 53, 54, 79, 56, 75, 58, 77, 99, 61, 62, 63, 64, 65, 66, 67, 68, 69, 70, 71, 72, 73, 74, 57, 76, 98, 78, 55, 80, 81, 82, 115, 84, 85, 86, 87, 88, 89, 90, 91, 92, 93, 94, 95, 96, 97, 118, 60, 100, 101, 102, 103, 104, 105, 112, 107, 108, 109, 110, 111, 106, 113, 114, 83, 116, 117, 31, 119]"
