,Activity,Product,Resource,Request moment,Start,Finish
158,17_5,17,Harvesting tanks B,54,307,426
159,0_3,0,Harvesting tanks A,62,336,431
160,1_4,1,Filters B,100,323,432
161,9_0,9,Fermenter_1,0,292,436
162,12_5,12,Microfilter,100,311,436
163,1_5,1,Microfilter,100,311,436
164,7_4,7,Filters A,117,400,437
165,20_1,20,Harvesting tanks B,68,358,440
166,15_1,15,Harvesting tanks A,84,425,440
167,10_12,10,Stabilization tanks,166,349,442
168,21_2,21,Harvesting tanks A,75,361,442
169,4_9,4,Filters A,117,403,442
170,22_2,22,Filters B,147,432,443
171,25_2,25,Harvesting tanks B,62,334,444
172,5_5,5,Filters A,124,411,446
173,34_1,34,Harvesting tanks B,68,365,447
174,0_2,0,Harvesting tanks B,62,343,453
175,6_1,6,Harvesting tanks A,84,440,455
176,3_8,3,Buffer tanks,113,394,456
177,5_14,5,Stabilization tanks,172,353,457
178,25_12,25,Stabilization tanks,182,363,458
179,20_5,20,Stabilization tanks,185,370,459
180,34_5,34,Stabilization tanks,185,370,459
181,17_8,17,Filters A,128,442,460
182,0_12,0,Stabilization tanks,182,369,464
183,16_9,16,Microfilter,113,436,464
184,10_9,10,Microfilter,113,436,464
185,11_14,11,Stabilization tanks,172,361,465
186,2_8,2,Buffer tanks,113,408,470
187,19_7,19,Stabilization tanks,179,363,471
188,11_5,11,Filters A,124,437,472
189,17_11,17,Filters A,128,446,479
190,23_2,23,Harvesting tanks A,90,455,479
191,8_3,8,Harvesting tanks B,81,453,490
192,28_1,28,Harvesting tanks B,71,371,492
193,8_2,8,Harvesting tanks B,81,447,493
194,12_8,12,Buffer tanks,110,370,495
195,21_17,21,Harvesting tanks A,75,422,503
196,5_6,5,Filters A,129,479,503
197,28_7,28,Stabilization tanks,186,387,506
198,1_8,1,Buffer tanks,110,383,508
199,23_5,23,Microfilter,114,464,508
200,13_9,13,Stabilization tanks,188,419,512
201,15_2,15,Harvesting tanks A,84,431,516
202,29_7,29,Stabilization tanks,186,399,518
203,35_8,35,Buffer tanks,113,456,518
204,12_7,12,Microfilter,110,395,520
205,32_6,32,Filters A,129,503,521
206,28_2,28,Filters A,128,460,523
207,6_2,6,Harvesting tanks A,84,442,527
208,34_0,34,Fermenter_1,0,436,529
209,8_14,8,Harvesting tanks B,81,492,529
210,4_8,4,Buffer tanks,113,470,532
211,20_3,20,Microfilter,116,464,533
212,13_10,13,Stabilization tanks,188,442,535
213,29_2,29,Filters A,128,472,535
214,8_13,8,Harvesting tanks B,81,490,536
215,1_7,1,Microfilter,110,412,537
216,18_2,18,Filters B,150,443,541
217,30_6,30,Filters A,130,523,541
218,3_10,3,Microfilter,116,508,542
219,11_6,11,Filters A,129,521,545
220,13_19,13,Stabilization tanks,188,457,546
221,16_10,16,Buffer tanks,114,518,546
222,29_1,29,Harvesting tanks B,71,426,547
223,22_5,22,Stabilization tanks,189,458,547
224,23_4,23,Buffer tanks,114,508,552
225,33_6,33,Filters A,130,535,553
226,21_3,21,Harvesting tanks B,75,440,557
227,15_0,15,Fermenter_2,0,372,559
228,10_10,10,Buffer tanks,114,532,560
229,21_18,21,Harvesting tanks B,75,444,561
230,9_7,9,Stabilization tanks,192,459,562
231,19_0,19,Fermenter_4,0,405,563
232,20_4,20,Buffer tanks,114,495,566
233,39_7,39,Stabilization tanks,192,464,567
234,2_10,2,Microfilter,116,533,567
235,13_3,13,Filters A,134,541,567
236,35_10,35,Microfilter,116,537,571
237,13_4,13,Filters A,134,545,571
238,23_0,23,Fermenter_3,0,413,572
239,4_10,4,Microfilter,116,542,576
240,13_13,13,Filters A,134,553,579
241,27_1,27,Harvesting tanks B,85,536,586
242,34_3,34,Microfilter,116,520,589
243,30_8,30,Buffer tanks,117,552,589
244,13_14,13,Filters A,134,567,593
245,12_14,12,Stabilization tanks,192,459,596
246,38_6,38,Buffer tanks,117,560,597
247,9_2,9,Filters A,147,571,601
248,1_14,1,Stabilization tanks,192,465,602
249,38_8,38,Buffer tanks,117,566,603
250,38_5,38,Microfilter,118,567,603
251,21_15,21,Stabilization tanks,205,471,604
252,38_1,38,Harvesting tanks B,86,547,605
253,38_7,38,Microfilter,118,571,607
254,15_12,15,Stabilization tanks,210,512,609
255,39_2,39,Filters A,147,579,609
256,15_3,15,Harvesting tanks B,84,493,610
257,26_5,26,Microfilter,118,576,612
258,6_12,6,Stabilization tanks,210,518,615
259,25_5,25,Filters A,157,601,616
260,34_4,34,Buffer tanks,114,546,617
261,26_1,26,Harvesting tanks B,86,561,619
262,3_11,3,Buffer tanks,117,589,622
263,19_2,19,Filters A,151,593,623
264,0_5,0,Filters A,157,609,624
265,38_2,38,Harvesting tanks B,86,557,625
266,26_7,26,Microfilter,118,589,625
267,25_6,25,Filters A,163,616,627
268,32_8,32,Buffer tanks,117,597,634
269,0_6,0,Filters A,163,623,634
270,18_5,18,Stabilization tanks,274,546,635
271,24_5,24,Stabilization tanks,274,547,636
272,2_11,2,Buffer tanks,117,603,636
273,24_2,24,Filters B,150,541,639
274,7_5,7,Microfilter,118,603,639
275,31_7,31,Stabilization tanks,216,535,642
276,21_30,21,Stabilization tanks,205,506,643
277,7_7,7,Microfilter,118,607,643
278,14_1,14,Harvesting tanks B,87,619,644
279,6_3,6,Harvesting tanks B,84,529,646
280,30_7,30,Microfilter,119,612,646
281,21_6,21,Filters A,169,624,647
282,21_21,21,Filters A,169,627,650
283,26_2,26,Harvesting tanks B,86,586,654
284,33_8,33,Buffer tanks,117,617,654
285,26_6,26,Buffer tanks,117,622,659
286,32_7,32,Microfilter,119,625,659
287,7_1,7,Harvesting tanks B,86,605,663
288,15_5,15,Filters A,182,647,667
289,35_11,35,Buffer tanks,117,636,669
290,31_2,31,Filters A,172,634,670
291,6_5,6,Filters A,182,650,670
292,26_8,26,Buffer tanks,117,634,671
293,33_7,33,Microfilter,119,639,673
294,7_2,7,Harvesting tanks B,86,610,678
295,2_0,2,Fermenter_4,0,563,680
296,7_6,7,Buffer tanks,117,654,691
297,23_1,23,Harvesting tanks B,90,625,695
298,32_4,32,Harvesting tanks B,96,646,696
299,7_8,7,Buffer tanks,117,659,696
300,17_0,17,Fermenter_3,0,572,697
301,25_0,25,Fermenter_1,0,529,698
302,5_4,5,Harvesting tanks B,96,644,700
303,4_11,4,Buffer tanks,117,669,702
304,5_7,5,Microfilter,126,659,705
305,11_4,11,Harvesting tanks B,96,654,710
306,21_11,21,Filters A,185,670,710
307,8_10,8,Buffer tanks,124,696,716
308,11_7,11,Microfilter,126,673,719
309,3_6,3,Harvesting tanks B,99,663,720
310,8_21,8,Buffer tanks,124,702,722
311,21_7,21,Filters A,185,667,726
312,12_9,12,Microfilter,121,643,727
313,21_22,21,Filters A,185,670,729
314,31_0,31,Fermenter_2,0,559,730
315,1_9,1,Microfilter,121,646,730
316,2_6,2,Harvesting tanks B,99,678,735
317,15_6,15,Filters A,190,726,738
318,6_6,6,Filters A,190,729,741
319,12_10,12,Buffer tanks,121,671,742
320,21_26,21,Filters A,185,710,750
321,35_6,35,Harvesting tanks B,99,695,752
322,4_6,4,Harvesting tanks B,99,696,753
323,17_13,17,Microfilter,129,705,754
324,38_9,38,Microfilter,129,719,754
325,13_1,13,Harvesting tanks B,100,700,760
326,1_10,1,Buffer tanks,121,691,762
327,38_11,38,Microfilter,129,727,763
328,5_8,5,Buffer tanks,124,716,765
329,26_9,26,Microfilter,129,730,765
330,13_2,13,Harvesting tanks B,100,710,770
331,17_10,17,Buffer tanks,128,742,770
332,11_8,11,Buffer tanks,124,722,771
333,13_11,13,Harvesting tanks B,100,720,780
334,7_9,7,Microfilter,129,754,789
335,26_11,26,Microfilter,129,754,790
336,17_6,17,Harvesting tanks B,107,752,791
337,13_12,13,Harvesting tanks B,100,735,795
338,35_0,35,Fermenter_4,0,680,797
339,30_5,30,Harvesting tanks B,108,760,799
340,7_11,7,Microfilter,129,763,799
341,12_12,12,Microfilter,131,765,802
342,17_12,17,Buffer tanks,128,762,804
343,17_7,17,Harvesting tanks B,107,753,807
344,33_5,33,Harvesting tanks B,108,770,809
345,5_11,5,Buffer tanks,129,771,820
346,22_1,22,Harvesting tanks B,132,795,821
347,28_4,28,Buffer tanks,128,765,822
348,30_10,30,Microfilter,131,789,822
349,29_4,29,Buffer tanks,128,770,827
350,28_0,28,Fermenter_2,0,730,832
351,5_10,5,Microfilter,131,790,836
352,38_10,38,Buffer tanks,129,804,839
353,9_1,9,Harvesting tanks B,116,780,841
354,39_0,39,Fermenter_1,0,698,842
355,39_1,39,Harvesting tanks B,116,791,852
356,28_3,28,Microfilter,131,799,854
357,19_1,19,Harvesting tanks B,136,809,854
358,32_10,32,Microfilter,131,822,855
359,38_12,38,Buffer tanks,129,820,856
360,29_3,29,Microfilter,131,802,857
361,32_13,32,Buffer tanks,129,822,859
362,24_0,24,Fermenter_3,0,697,862
363,26_10,26,Buffer tanks,129,827,862
364,25_4,25,Harvesting tanks B,147,841,869
365,32_12,32,Microfilter,131,836,870
366,26_12,26,Buffer tanks,129,839,875
367,0_4,0,Harvesting tanks B,147,852,880
368,31_1,31,Harvesting tanks B,147,821,883
369,33_10,33,Microfilter,131,854,887
370,1_12,1,Microfilter,131,857,894
371,7_10,7,Buffer tanks,129,859,894
372,7_12,7,Buffer tanks,129,862,898
373,11_10,11,Microfilter,131,855,901
374,7_0,7,Fermenter_4,0,797,903
375,30_12,30,Microfilter,132,870,904
376,11_11,11,Buffer tanks,129,856,905
377,18_1,18,Harvesting tanks B,135,799,912
378,30_13,30,Buffer tanks,130,875,912
379,24_1,24,Harvesting tanks B,135,807,920
380,33_12,33,Microfilter,132,887,921
381,30_9,30,Buffer tanks,131,905,929
382,33_13,33,Buffer tanks,130,894,931
383,32_9,32,Buffer tanks,131,912,936
384,21_5,21,Harvesting tanks B,155,869,939
385,21_4,21,Harvesting tanks B,155,854,943
386,27_0,27,Fermenter_2,0,832,944
387,13_5,13,Microfilter,134,894,948
388,21_20,21,Harvesting tanks B,155,883,953
389,33_9,33,Buffer tanks,131,929,953
390,15_4,15,Harvesting tanks B,159,912,954
391,13_7,13,Microfilter,134,901,955
392,13_15,13,Microfilter,134,904,958
393,6_4,6,Harvesting tanks B,159,920,962
394,33_0,33,Fermenter_1,0,842,965
395,21_19,21,Harvesting tanks B,155,880,969
396,12_11,12,Buffer tanks,131,898,972
397,13_17,13,Microfilter,134,921,975
398,3_0,3,Fermenter_3,0,862,979
399,13_6,13,Buffer tanks,134,936,990
400,5_12,5,Microfilter,143,948,992
401,23_6,23,Microfilter,144,958,997
402,11_12,11,Microfilter,143,955,999
403,1_11,1,Buffer tanks,131,931,1005
404,13_8,13,Buffer tanks,134,953,1007
405,22_3,22,Microfilter,147,975,1017
406,4_0,4,Fermenter_4,0,903,1020
407,13_16,13,Buffer tanks,134,972,1026
408,9_3,9,Microfilter,149,992,1035
409,39_3,39,Microfilter,149,997,1040
410,5_9,5,Buffer tanks,143,1007,1041
411,13_18,13,Buffer tanks,134,990,1044
412,17_14,17,Buffer tanks,138,1005,1044
413,29_0,29,Fermenter_2,0,944,1046
414,32_11,32,Buffer tanks,143,1026,1047
415,19_3,19,Microfilter,151,1035,1063
416,30_11,30,Buffer tanks,145,1044,1063
417,25_7,25,Microfilter,157,1040,1065
418,33_11,33,Buffer tanks,145,1047,1066
419,11_9,11,Buffer tanks,143,1041,1075
420,14_0,14,Fermenter_1,0,965,1077
421,23_7,23,Buffer tanks,144,1044,1083
422,26_0,26,Fermenter_3,0,979,1085
423,0_7,0,Microfilter,157,1063,1088
424,9_4,9,Buffer tanks,147,1063,1108
425,39_4,39,Buffer tanks,147,1066,1111
426,22_4,22,Buffer tanks,147,1075,1117
427,28_5,28,Microfilter,161,1065,1120
428,5_13,5,Buffer tanks,148,1083,1122
429,18_3,18,Microfilter,150,999,1123
430,24_3,24,Microfilter,150,1017,1141
431,29_5,29,Microfilter,161,1088,1143
432,11_13,11,Buffer tanks,148,1108,1147
433,25_10,25,Microfilter,163,1123,1148
434,19_4,19,Buffer tanks,151,1122,1150
435,9_5,9,Microfilter,163,1120,1163
436,32_0,32,Fermenter_2,0,1046,1168
437,0_10,0,Microfilter,163,1143,1168
438,25_8,25,Buffer tanks,157,1147,1172
439,0_8,0,Buffer tanks,157,1150,1175
440,19_5,19,Microfilter,166,1148,1176
441,39_5,39,Microfilter,163,1141,1184
442,21_9,21,Microfilter,170,1163,1209
443,15_7,15,Microfilter,183,1184,1211
444,21_24,21,Microfilter,170,1168,1214
445,31_3,31,Microfilter,172,1176,1220
446,28_6,28,Buffer tanks,161,1172,1227
447,29_6,29,Buffer tanks,161,1175,1230
448,1_0,1,Fermenter_3,0,1085,1235
449,18_4,18,Buffer tanks,150,1111,1235
450,6_7,6,Microfilter,183,1209,1236
451,24_4,24,Buffer tanks,150,1117,1241
452,15_10,15,Microfilter,191,1214,1241
453,0_0,0,Fermenter_1,0,1077,1246
454,6_10,6,Microfilter,191,1220,1247
455,25_9,25,Buffer tanks,163,1230,1252
456,31_5,31,Microfilter,190,1211,1255
457,0_9,0,Buffer tanks,163,1241,1263
458,9_6,9,Buffer tanks,163,1227,1270
459,39_6,39,Buffer tanks,163,1235,1278
460,21_13,21,Microfilter,205,1236,1280
461,19_6,19,Buffer tanks,166,1252,1280
462,21_28,21,Microfilter,205,1241,1285
463,25_11,25,Buffer tanks,170,1278,1296
464,0_11,0,Buffer tanks,170,1280,1298
465,21_8,21,Buffer tanks,169,1263,1299
466,21_23,21,Buffer tanks,169,1270,1306
467,15_8,15,Buffer tanks,182,1298,1326
468,6_8,6,Buffer tanks,182,1299,1327
469,21_10,21,Buffer tanks,185,1306,1338
470,31_4,31,Buffer tanks,172,1296,1340
471,6_0,6,Fermenter_2,0,1168,1355
472,21_25,21,Buffer tanks,185,1327,1359
473,15_9,15,Buffer tanks,190,1340,1363
474,21_12,21,Buffer tanks,185,1326,1374
475,21_27,21,Buffer tanks,185,1338,1386
476,6_9,6,Buffer tanks,190,1363,1386
477,31_6,31,Buffer tanks,190,1359,1403
478,15_11,15,Buffer tanks,199,1386,1405
479,6_11,6,Buffer tanks,199,1403,1422
480,21_14,21,Buffer tanks,194,1374,1429
481,21_29,21,Buffer tanks,194,1386,1441
482,11_0,11,Fermenter_2,0,1355,1477
483,37_0,37,Fermenter_2,0,1477,1538
