Makespan,Lateness,Time,Fitness,Sequence,Best_fitness,Best_sequence
4245,2311,497.26608896255493,2330.3399999999997,"[2, 9, 0, 22, 4, 5, 12, 6, 8, 11, 3, 1, 7, 13, 14, 15, 16, 17, 18, 19, 34, 21, 10, 23, 38, 35, 30, 27, 28, 37, 26, 39, 29, 33, 20, 25, 36, 32, 24, 31, 40, 41, 42, 59, 44, 45, 46, 62, 48, 54, 50, 51, 52, 53, 58, 55, 56, 57, 49, 43, 60, 61, 47, 63, 64, 65, 66, 67, 68, 69, 70, 71, 72, 73, 74, 75, 76, 86, 78, 79, 80, 81, 82, 83, 84, 85, 77, 87, 88, 89, 90, 91, 92, 93, 94, 95, 96, 97, 98, 99, 100, 101, 102, 103, 104, 105, 106, 107, 108, 109, 110, 111, 112, 113, 114, 115, 116, 117, 118, 119]",2330.3399999999997,"[2, 9, 0, 22, 4, 5, 12, 6, 8, 11, 3, 1, 7, 13, 14, 15, 16, 17, 18, 19, 34, 21, 10, 23, 38, 35, 30, 27, 28, 37, 26, 39, 29, 33, 20, 25, 36, 32, 24, 31, 40, 41, 42, 59, 44, 45, 46, 62, 48, 54, 50, 51, 52, 53, 58, 55, 56, 57, 49, 43, 60, 61, 47, 63, 64, 65, 66, 67, 68, 69, 70, 71, 72, 73, 74, 75, 76, 86, 78, 79, 80, 81, 82, 83, 84, 85, 77, 87, 88, 89, 90, 91, 92, 93, 94, 95, 96, 97, 98, 99, 100, 101, 102, 103, 104, 105, 106, 107, 108, 109, 110, 111, 112, 113, 114, 115, 116, 117, 118, 119]"
