,Product_ID,Deadlines,Fermentation_sequence
0,2,744,20
1,34,744,9
2,10,744,11
3,3,744,19
4,27,744,14
5,20,744,8
6,28,744,16
7,31,744,2
8,41,744,6
9,29,744,13
10,9,744,7
11,37,744,5
12,34,744,10
13,9,744,15
14,15,744,1
15,14,744,18
16,36,744,12
17,11,744,4
18,36,744,3
19,43,744,17
20,38,1416,31
21,42,1416,34
22,4,1416,24
23,18,1416,23
24,42,1416,30
25,26,1416,39
26,25,1416,21
27,34,1416,35
28,16,1416,26
29,30,1416,40
30,29,1416,33
31,7,1416,37
32,2,1416,27
33,18,1416,28
34,8,1416,22
35,17,1416,29
36,7,1416,32
37,28,1416,38
38,11,1416,25
39,39,1416,36
40,10,2160,57
41,7,2160,55
42,17,2160,46
43,39,2160,54
44,36,2160,52
45,13,2160,56
46,7,2160,53
47,20,2160,42
48,21,2160,60
49,14,2160,59
50,19,2160,44
51,9,2160,47
52,42,2160,49
53,38,2160,51
54,33,2160,43
55,12,2160,45
56,19,2160,48
57,42,2160,50
58,31,2160,41
59,5,2160,58
60,18,2880,80
61,20,2880,77
62,22,2880,75
63,17,2880,65
64,8,2880,68
65,35,2880,73
66,1,2880,66
67,42,2880,63
68,37,2880,64
69,16,2880,74
70,23,2880,61
71,2,2880,72
72,21,2880,78
73,16,2880,62
74,9,2880,76
75,30,2880,69
76,25,2880,71
77,31,2880,67
78,3,2880,79
79,16,2880,70
80,6,3624,82
81,22,3624,95
82,6,3624,91
83,25,3624,81
84,43,3624,84
85,33,3624,96
86,33,3624,83
87,27,3624,85
88,39,3624,86
89,41,3624,89
90,39,3624,90
91,31,3624,92
92,21,3624,87
93,33,3624,100
94,24,3624,94
95,0,3624,88
96,5,3624,97
97,16,3624,99
98,39,3624,98
99,43,3624,93
100,43,4344,120
101,23,4344,117
102,4,4344,108
103,10,4344,113
104,28,4344,109
105,26,4344,111
106,42,4344,102
107,12,4344,118
108,23,4344,115
109,18,4344,106
110,26,4344,101
111,21,4344,119
112,34,4344,112
113,6,4344,105
114,31,4344,110
115,39,4344,107
116,16,4344,116
117,29,4344,104
118,38,4344,103
119,41,4344,114
