,Product_ID,Deadlines,Fermentation_sequence
0,15,744,11
1,3,744,20
2,20,744,7
3,33,744,9
4,21,744,13
5,38,744,17
6,29,744,1
7,31,744,10
8,42,744,14
9,13,744,6
10,20,744,5
11,4,744,4
12,20,744,16
13,26,744,19
14,0,744,18
15,36,744,2
16,11,744,15
17,23,744,8
18,6,744,3
19,37,744,12
20,6,1416,30
21,21,1416,32
22,43,1416,36
23,40,1416,24
24,19,1416,23
25,20,1416,31
26,40,1416,35
27,16,1416,33
28,26,1416,39
29,5,1416,27
30,15,1416,22
31,20,1416,25
32,42,1416,21
33,6,1416,29
34,30,1416,38
35,15,1416,34
36,17,1416,37
37,10,1416,40
38,2,1416,26
39,36,1416,28
40,24,2160,42
41,27,2160,44
42,38,2160,51
43,13,2160,60
44,11,2160,52
45,23,2160,54
46,27,2160,47
47,22,2160,45
48,11,2160,41
49,25,2160,53
50,15,2160,58
51,31,2160,46
52,38,2160,55
53,43,2160,48
54,9,2160,43
55,17,2160,59
56,7,2160,50
57,11,2160,57
58,10,2160,56
59,29,2160,49
60,38,2880,62
61,13,2880,69
62,35,2880,74
63,12,2880,65
64,31,2880,72
65,43,2880,73
66,42,2880,70
67,19,2880,67
68,4,2880,71
69,13,2880,79
70,37,2880,63
71,30,2880,61
72,6,2880,68
73,41,2880,76
74,38,2880,80
75,33,2880,77
76,18,2880,75
77,31,2880,66
78,15,2880,64
79,15,2880,78
80,32,3624,90
81,36,3624,84
82,24,3624,86
83,11,3624,96
84,20,3624,100
85,8,3624,82
86,15,3624,92
87,2,3624,98
88,40,3624,91
89,5,3624,89
90,21,3624,94
91,32,3624,93
92,14,3624,95
93,27,3624,99
94,16,3624,81
95,8,3624,97
96,31,3624,83
97,29,3624,85
98,25,3624,88
99,4,3624,87
100,24,4344,113
101,41,4344,117
102,8,4344,107
103,22,4344,119
104,0,4344,116
105,8,4344,120
106,3,4344,118
107,9,4344,105
108,29,4344,106
109,12,4344,115
110,12,4344,102
111,9,4344,110
112,20,4344,104
113,13,4344,111
114,15,4344,101
115,38,4344,108
116,32,4344,112
117,15,4344,109
118,23,4344,114
119,31,4344,103
