,Product_ID,Deadlines,Fermentation_sequence
0,16,744,7
1,2,744,4
2,32,744,20
3,15,744,8
4,32,744,13
5,24,744,9
6,21,744,18
7,23,744,6
8,25,744,12
9,10,744,17
10,13,744,16
11,6,744,3
12,41,744,1
13,18,744,15
14,27,744,2
15,16,744,10
16,12,744,5
17,33,744,11
18,16,744,14
19,30,744,19
20,28,1416,38
21,21,1416,40
22,2,1416,27
23,43,1416,29
24,35,1416,28
25,19,1416,23
26,31,1416,30
27,20,1416,22
28,38,1416,26
29,34,1416,39
30,13,1416,32
31,30,1416,33
32,6,1416,35
33,18,1416,24
34,13,1416,31
35,33,1416,37
36,40,1416,21
37,22,1416,36
38,0,1416,25
39,36,1416,34
40,25,2160,50
41,2,2160,55
42,34,2160,57
43,30,2160,60
44,25,2160,42
45,29,2160,41
46,41,2160,53
47,29,2160,44
48,39,2160,49
49,31,2160,56
50,36,2160,45
51,10,2160,59
52,43,2160,51
53,0,2160,52
54,15,2160,46
55,25,2160,48
56,38,2160,43
57,12,2160,47
58,34,2160,58
59,15,2160,54
60,4,2880,62
61,0,2880,66
62,1,2880,63
63,33,2880,69
64,23,2880,68
65,24,2880,64
66,13,2880,72
67,10,2880,79
68,10,2880,78
69,32,2880,74
70,39,2880,61
71,31,2880,77
72,30,2880,75
73,20,2880,65
74,34,2880,80
75,10,2880,67
76,3,2880,73
77,10,2880,70
78,23,2880,76
79,0,2880,71
80,15,3624,82
81,36,3624,92
82,37,3624,84
83,33,3624,86
84,23,3624,99
85,6,3624,91
86,9,3624,97
87,8,3624,94
88,36,3624,98
89,29,3624,93
90,15,3624,87
91,24,3624,81
92,37,3624,95
93,10,3624,88
94,5,3624,96
95,29,3624,89
96,31,3624,100
97,38,3624,85
98,24,3624,83
99,25,3624,90
100,5,4344,119
101,30,4344,114
102,13,4344,120
103,1,4344,111
104,41,4344,107
105,19,4344,101
106,15,4344,102
107,27,4344,115
108,15,4344,110
109,15,4344,112
110,40,4344,109
111,19,4344,116
112,28,4344,113
113,24,4344,105
114,32,4344,108
115,29,4344,103
116,33,4344,104
117,28,4344,117
118,0,4344,106
119,23,4344,118
