,Product_ID,Deadlines,Fermentation_sequence
0,15,744,3
1,3,744,19
2,20,744,6
3,33,744,1
4,21,744,18
5,38,744,16
6,29,744,10
7,31,744,4
8,42,744,15
9,13,744,17
10,20,744,12
11,4,744,11
12,20,744,9
13,26,744,2
14,0,744,13
15,36,744,7
16,11,744,8
17,23,744,20
18,6,744,5
19,37,744,14
20,6,1416,22
21,21,1416,32
22,43,1416,37
23,40,1416,29
24,19,1416,27
25,20,1416,23
26,40,1416,38
27,16,1416,21
28,26,1416,40
29,5,1416,33
30,15,1416,28
31,20,1416,25
32,42,1416,31
33,6,1416,36
34,30,1416,34
35,15,1416,39
36,17,1416,26
37,10,1416,24
38,2,1416,30
39,36,1416,35
40,24,2160,44
41,27,2160,51
42,38,2160,49
43,13,2160,60
44,11,2160,43
45,23,2160,59
46,27,2160,47
47,22,2160,58
48,11,2160,46
49,25,2160,45
50,15,2160,57
51,31,2160,52
52,38,2160,42
53,43,2160,56
54,9,2160,48
55,17,2160,41
56,7,2160,54
57,11,2160,53
58,10,2160,50
59,29,2160,55
60,38,2880,64
61,13,2880,63
62,35,2880,66
63,12,2880,68
64,31,2880,70
65,43,2880,65
66,42,2880,62
67,19,2880,71
68,4,2880,73
69,13,2880,80
70,37,2880,61
71,30,2880,77
72,6,2880,72
73,41,2880,67
74,38,2880,76
75,33,2880,74
76,18,2880,75
77,31,2880,79
78,15,2880,78
79,15,2880,69
80,32,3624,93
81,36,3624,88
82,24,3624,91
83,11,3624,83
84,20,3624,99
85,8,3624,97
86,15,3624,82
87,2,3624,85
88,40,3624,86
89,5,3624,92
90,21,3624,100
91,32,3624,90
92,14,3624,94
93,27,3624,95
94,16,3624,81
95,8,3624,89
96,31,3624,87
97,29,3624,98
98,25,3624,84
99,4,3624,96
100,24,4344,105
101,41,4344,101
102,8,4344,114
103,22,4344,102
104,0,4344,112
105,8,4344,116
106,3,4344,109
107,9,4344,115
108,29,4344,111
109,12,4344,103
110,12,4344,110
111,9,4344,119
112,20,4344,120
113,13,4344,113
114,15,4344,106
115,38,4344,118
116,32,4344,117
117,15,4344,104
118,23,4344,107
119,31,4344,108
