,Product_ID,Deadlines,Fermentation_sequence
0,31,744,2
1,41,744,7
2,35,744,9
3,42,744,6
4,5,744,1
5,12,744,4
6,34,744,14
7,29,744,18
8,4,744,13
9,27,744,8
10,13,744,15
11,3,744,19
12,25,744,3
13,30,744,16
14,35,744,11
15,32,744,20
16,8,744,5
17,40,744,12
18,12,744,17
19,33,744,10
20,1,1416,36
21,20,1416,25
22,0,1416,31
23,38,1416,32
24,16,1416,30
25,4,1416,24
26,22,1416,38
27,7,1416,33
28,0,1416,40
29,18,1416,26
30,43,1416,28
31,4,1416,29
32,33,1416,23
33,15,1416,22
34,25,1416,34
35,38,1416,35
36,23,1416,39
37,2,1416,37
38,24,1416,21
39,19,1416,27
40,40,2160,55
41,33,2160,58
42,34,2160,53
43,10,2160,57
44,0,2160,47
45,31,2160,41
46,10,2160,54
47,32,2160,50
48,13,2160,52
49,16,2160,45
50,19,2160,51
51,22,2160,56
52,43,2160,44
53,30,2160,60
54,42,2160,48
55,8,2160,46
56,5,2160,49
57,21,2160,43
58,1,2160,59
59,26,2160,42
60,10,2880,76
61,35,2880,67
62,25,2880,66
63,34,2880,78
64,17,2880,68
65,18,2880,74
66,36,2880,64
67,7,2880,63
68,30,2880,79
69,19,2880,70
70,1,2880,73
71,32,2880,69
72,36,2880,61
73,15,2880,71
74,25,2880,62
75,18,2880,65
76,26,2880,77
77,18,2880,72
78,37,2880,75
79,23,2880,80
80,13,3624,83
81,40,3624,86
82,22,3624,85
83,28,3624,94
84,27,3624,95
85,7,3624,87
86,16,3624,88
87,5,3624,84
88,3,3624,97
89,40,3624,81
90,7,3624,96
91,14,3624,99
92,6,3624,91
93,9,3624,90
94,21,3624,100
95,28,3624,93
96,23,3624,98
97,14,3624,89
98,3,3624,92
99,11,3624,82
100,6,4344,104
101,35,4344,103
102,26,4344,111
103,12,4344,119
104,39,4344,106
105,41,4344,116
106,12,4344,110
107,4,4344,113
108,10,4344,102
109,23,4344,120
110,26,4344,118
111,42,4344,101
112,33,4344,108
113,35,4344,117
114,35,4344,105
115,18,4344,109
116,6,4344,114
117,4,4344,112
118,21,4344,115
119,35,4344,107
