,Product_ID,Deadlines,Fermentation_sequence
0,38,744,7
1,28,744,11
2,10,744,13
3,5,744,19
4,11,744,5
5,17,744,8
6,43,744,4
7,13,744,17
8,21,744,18
9,16,744,12
10,42,744,16
11,25,744,6
12,8,744,10
13,23,744,14
14,26,744,2
15,3,744,20
16,33,744,3
17,11,744,9
18,24,744,1
19,33,744,15
20,12,1416,33
21,32,1416,30
22,1,1416,34
23,42,1416,37
24,8,1416,23
25,31,1416,26
26,30,1416,40
27,1,1416,32
28,41,1416,39
29,24,1416,21
30,1,1416,28
31,0,1416,36
32,35,1416,24
33,12,1416,29
34,17,1416,27
35,39,1416,25
36,29,1416,22
37,42,1416,35
38,42,1416,38
39,18,1416,31
40,11,2160,52
41,38,2160,57
42,41,2160,48
43,42,2160,46
44,43,2160,43
45,36,2160,55
46,2,2160,50
47,25,2160,54
48,18,2160,41
49,4,2160,51
50,42,2160,47
51,25,2160,44
52,7,2160,56
53,38,2160,58
54,11,2160,53
55,28,2160,60
56,19,2160,42
57,41,2160,59
58,2,2160,49
59,20,2160,45
60,42,2880,70
61,23,2880,77
62,34,2880,78
63,19,2880,66
64,33,2880,68
65,10,2880,72
66,11,2880,62
67,31,2880,61
68,5,2880,79
69,41,2880,76
70,24,2880,63
71,28,2880,65
72,26,2880,69
73,23,2880,80
74,24,2880,64
75,32,2880,75
76,8,2880,73
77,38,2880,71
78,40,2880,74
79,27,2880,67
80,22,3624,98
81,34,3624,100
82,28,3624,91
83,37,3624,97
84,42,3624,86
85,8,3624,82
86,12,3624,99
87,8,3624,85
88,33,3624,93
89,16,3624,81
90,12,3624,84
91,27,3624,94
92,12,3624,90
93,9,3624,95
94,0,3624,89
95,11,3624,83
96,31,3624,88
97,0,3624,96
98,28,3624,92
99,43,3624,87
100,37,4344,111
101,39,4344,113
102,29,4344,109
103,43,4344,107
104,28,4344,102
105,21,4344,118
106,21,4344,119
107,27,4344,114
108,0,4344,110
109,38,4344,112
110,25,4344,104
111,17,4344,103
112,8,4344,105
113,24,4344,101
114,13,4344,116
115,2,4344,115
116,36,4344,108
117,3,4344,120
118,18,4344,106
119,10,4344,117
