,Product_ID,Deadlines,Fermentation_sequence
0,2,744,10
1,20,744,5
2,28,744,18
3,2,744,16
4,19,744,13
5,43,744,7
6,34,744,15
7,35,744,11
8,9,744,2
9,38,744,1
10,32,744,19
11,11,744,4
12,32,744,12
13,29,744,3
14,0,744,14
15,43,744,9
16,15,744,17
17,33,744,8
18,42,744,20
19,35,744,6
20,38,1416,21
21,10,1416,39
22,39,1416,31
23,13,1416,38
24,22,1416,36
25,18,1416,22
26,28,1416,29
27,40,1416,35
28,4,1416,26
29,32,1416,40
30,1,1416,25
31,31,1416,32
32,32,1416,37
33,40,1416,33
34,33,1416,24
35,6,1416,30
36,11,1416,27
37,0,1416,23
38,12,1416,28
39,2,1416,34
40,31,2160,49
41,21,2160,59
42,41,2160,56
43,38,2160,46
44,29,2160,57
45,28,2160,42
46,21,2160,55
47,37,2160,44
48,39,2160,47
49,33,2160,43
50,6,2160,58
51,25,2160,52
52,41,2160,50
53,17,2160,41
54,13,2160,45
55,16,2160,48
56,28,2160,51
57,21,2160,60
58,41,2160,54
59,6,2160,53
60,8,2880,69
61,30,2880,73
62,34,2880,80
63,2,2880,63
64,0,2880,72
65,32,2880,70
66,36,2880,75
67,26,2880,61
68,19,2880,71
69,27,2880,74
70,20,2880,68
71,5,2880,77
72,31,2880,62
73,23,2880,78
74,7,2880,67
75,1,2880,65
76,34,2880,76
77,14,2880,79
78,35,2880,66
79,33,2880,64
80,9,3624,100
81,38,3624,81
82,17,3624,85
83,24,3624,83
84,2,3624,98
85,29,3624,99
86,7,3624,87
87,33,3624,97
88,6,3624,93
89,30,3624,95
90,8,3624,94
91,22,3624,90
92,31,3624,91
93,14,3624,92
94,38,3624,86
95,18,3624,82
96,22,3624,96
97,3,3624,89
98,18,3624,84
99,29,3624,88
100,24,4344,108
101,28,4344,120
102,19,4344,110
103,25,4344,104
104,5,4344,115
105,38,4344,111
106,11,4344,103
107,13,4344,113
108,13,4344,112
109,40,4344,107
110,38,4344,102
111,14,4344,116
112,5,4344,105
113,3,4344,119
114,22,4344,106
115,21,4344,114
116,0,4344,101
117,29,4344,117
118,28,4344,109
119,9,4344,118
120,42,5088,129
121,34,5088,140
122,28,5088,130
123,2,5088,127
124,5,5088,137
125,35,5088,121
126,4,5088,134
127,13,5088,136
128,16,5088,131
129,14,5088,139
130,40,5088,122
131,16,5088,126
132,16,5088,135
133,43,5088,132
134,24,5088,125
135,38,5088,133
136,32,5088,123
137,37,5088,128
138,15,5088,124
139,43,5088,138
140,2,5832,156
141,28,5832,155
142,42,5832,153
143,9,5832,152
144,34,5832,144
145,1,5832,147
146,21,5832,154
147,17,5832,149
148,39,5832,142
149,37,5832,143
150,27,5832,141
151,18,5832,160
152,17,5832,146
153,2,5832,150
154,5,5832,158
155,29,5832,151
156,13,5832,157
157,28,5832,148
158,22,5832,159
159,1,5832,145
160,5,6552,176
161,8,6552,172
162,21,6552,166
163,10,6552,175
164,19,6552,164
165,28,6552,171
166,22,6552,169
167,16,6552,180
168,16,6552,178
169,29,6552,162
170,23,6552,179
171,15,6552,167
172,11,6552,173
173,20,6552,174
174,17,6552,168
175,25,6552,161
176,31,6552,170
177,10,6552,165
178,22,6552,177
179,1,6552,163
180,31,7296,182
181,6,7296,193
182,29,7296,200
183,29,7296,188
184,2,7296,185
185,27,7296,192
186,7,7296,199
187,22,7296,183
188,37,7296,186
189,11,7296,191
190,13,7296,198
191,14,7296,187
192,12,7296,184
193,35,7296,189
194,15,7296,181
195,40,7296,190
196,42,7296,197
197,2,7296,194
198,25,7296,196
199,11,7296,195
200,22,8016,202
201,41,8016,201
202,25,8016,219
203,22,8016,209
204,14,8016,217
205,24,8016,213
206,31,8016,215
207,33,8016,203
208,36,8016,218
209,34,8016,208
210,35,8016,212
211,36,8016,205
212,0,8016,220
213,20,8016,216
214,23,8016,211
215,32,8016,206
216,31,8016,210
217,15,8016,214
218,4,8016,204
219,19,8016,207
220,23,8760,228
221,13,8760,230
222,5,8760,234
223,29,8760,233
224,6,8760,238
225,36,8760,225
226,7,8760,232
227,6,8760,224
228,31,8760,236
229,13,8760,227
230,39,8760,221
231,8,8760,226
232,16,8760,229
233,14,8760,237
234,25,8760,222
235,2,8760,235
236,20,8760,239
237,37,8760,240
238,1,8760,223
239,10,8760,231
