,Product_ID,Deadlines,Fermentation_sequence
0,41,744,20
1,38,744,19
2,17,744,11
3,0,744,1
4,13,744,17
5,34,744,18
6,34,744,4
7,21,744,3
8,36,744,15
9,16,744,5
10,20,744,12
11,31,744,13
12,37,744,2
13,16,744,8
14,3,744,16
15,31,744,6
16,39,744,7
17,36,744,10
18,25,744,14
19,2,744,9
20,34,1416,31
21,19,1416,28
22,32,1416,37
23,25,1416,40
24,31,1416,24
25,24,1416,34
26,29,1416,39
27,12,1416,36
28,0,1416,32
29,20,1416,22
30,27,1416,23
31,10,1416,30
32,43,1416,35
33,26,1416,33
34,28,1416,25
35,43,1416,26
36,29,1416,27
37,28,1416,38
38,43,1416,29
39,38,1416,21
40,37,2160,48
41,33,2160,53
42,3,2160,54
43,9,2160,56
44,9,2160,45
45,20,2160,47
46,41,2160,58
47,36,2160,43
48,8,2160,55
49,10,2160,44
50,13,2160,60
51,31,2160,57
52,20,2160,46
53,30,2160,41
54,24,2160,50
55,31,2160,51
56,11,2160,52
57,23,2160,59
58,27,2160,42
59,3,2160,49
60,17,2880,73
61,42,2880,65
62,22,2880,74
63,4,2880,67
64,21,2880,64
65,10,2880,69
66,16,2880,79
67,6,2880,71
68,34,2880,66
69,30,2880,61
70,7,2880,78
71,25,2880,70
72,2,2880,75
73,16,2880,76
74,27,2880,77
75,3,2880,62
76,36,2880,80
77,29,2880,68
78,30,2880,63
79,34,2880,72
80,37,3624,93
81,0,3624,92
82,4,3624,91
83,0,3624,83
84,4,3624,96
85,29,3624,100
86,20,3624,94
87,41,3624,86
88,15,3624,88
89,24,3624,98
90,36,3624,90
91,25,3624,82
92,0,3624,89
93,16,3624,95
94,23,3624,84
95,4,3624,87
96,31,3624,85
97,17,3624,99
98,4,3624,81
99,40,3624,97
100,4,4344,110
101,34,4344,103
102,25,4344,113
103,18,4344,104
104,7,4344,112
105,2,4344,105
106,14,4344,106
107,24,4344,111
108,27,4344,118
109,24,4344,101
110,36,4344,109
111,31,4344,117
112,37,4344,107
113,34,4344,120
114,22,4344,108
115,13,4344,114
116,9,4344,119
117,12,4344,116
118,1,4344,115
119,18,4344,102
