,Product_ID,Deadlines,Fermentation_sequence
0,24,744,18
1,20,744,14
2,40,744,10
3,9,744,8
4,40,744,5
5,31,744,1
6,26,744,17
7,12,744,7
8,8,744,12
9,8,744,3
10,12,744,16
11,28,744,11
12,38,744,19
13,7,744,6
14,22,744,15
15,3,744,20
16,43,744,2
17,12,744,13
18,31,744,4
19,19,744,9
20,20,1416,28
21,24,1416,23
22,7,1416,30
23,11,1416,32
24,2,1416,35
25,39,1416,29
26,35,1416,22
27,43,1416,25
28,9,1416,26
29,8,1416,27
30,16,1416,36
31,36,1416,31
32,40,1416,24
33,27,1416,39
34,22,1416,37
35,15,1416,21
36,34,1416,34
37,39,1416,40
38,16,1416,38
39,37,1416,33
40,2,2160,41
41,33,2160,53
42,19,2160,50
43,12,2160,57
44,43,2160,54
45,14,2160,59
46,14,2160,55
47,7,2160,48
48,22,2160,56
49,22,2160,52
50,10,2160,51
51,13,2160,43
52,14,2160,44
53,34,2160,58
54,16,2160,49
55,36,2160,46
56,6,2160,45
57,21,2160,60
58,29,2160,47
59,31,2160,42
60,37,2880,68
61,39,2880,74
62,32,2880,65
63,37,2880,70
64,3,2880,79
65,41,2880,77
66,13,2880,71
67,33,2880,62
68,17,2880,66
69,13,2880,72
70,32,2880,78
71,37,2880,69
72,17,2880,63
73,22,2880,80
74,4,2880,75
75,42,2880,67
76,8,2880,64
77,41,2880,76
78,10,2880,73
79,38,2880,61
80,2,3624,82
81,9,3624,96
82,38,3624,85
83,40,3624,83
84,11,3624,93
85,15,3624,89
86,22,3624,92
87,31,3624,81
88,27,3624,87
89,10,3624,97
90,4,3624,95
91,35,3624,91
92,28,3624,90
93,1,3624,86
94,2,3624,84
95,14,3624,99
96,6,3624,94
97,13,3624,100
98,37,3624,98
99,25,3624,88
100,5,4344,115
101,13,4344,112
102,2,4344,107
103,11,4344,119
104,21,4344,114
105,43,4344,102
106,25,4344,106
107,30,4344,116
108,19,4344,101
109,0,4344,104
110,37,4344,111
111,0,4344,103
112,43,4344,110
113,25,4344,120
114,39,4344,108
115,21,4344,113
116,20,4344,118
117,9,4344,109
118,4,4344,105
119,6,4344,117
120,35,5088,137
121,29,5088,131
122,13,5088,133
123,40,5088,128
124,4,5088,139
125,29,5088,127
126,16,5088,121
127,12,5088,123
128,29,5088,136
129,25,5088,135
130,9,5088,124
131,6,5088,126
132,42,5088,130
133,38,5088,125
134,15,5088,122
135,2,5088,129
136,14,5088,134
137,21,5088,140
138,40,5088,138
139,9,5088,132
140,32,5832,149
141,40,5832,148
142,41,5832,154
143,37,5832,160
144,11,5832,147
145,41,5832,155
146,29,5832,144
147,19,5832,143
148,22,5832,151
149,31,5832,145
150,42,5832,141
151,6,5832,146
152,5,5832,156
153,17,5832,152
154,10,5832,150
155,40,5832,158
156,30,5832,157
157,28,5832,159
158,35,5832,153
159,41,5832,142
160,30,6552,177
161,31,6552,169
162,18,6552,164
163,29,6552,162
164,31,6552,172
165,10,6552,161
166,11,6552,175
167,18,6552,176
168,1,6552,168
169,34,6552,165
170,6,6552,163
171,4,6552,174
172,28,6552,171
173,21,6552,170
174,15,6552,167
175,32,6552,180
176,32,6552,178
177,30,6552,179
178,35,6552,166
179,18,6552,173
180,32,7296,185
181,33,7296,192
182,9,7296,182
183,19,7296,195
184,39,7296,199
185,32,7296,183
186,36,7296,181
187,6,7296,193
188,40,7296,191
189,16,7296,184
190,5,7296,194
191,19,7296,186
192,23,7296,188
193,42,7296,187
194,33,7296,189
195,2,7296,197
196,3,7296,190
197,18,7296,196
198,7,7296,200
199,35,7296,198
200,38,8016,206
201,32,8016,218
202,8,8016,208
203,3,8016,217
204,5,8016,219
205,30,8016,212
206,41,8016,202
207,5,8016,216
208,37,8016,220
209,42,8016,205
210,21,8016,215
211,16,8016,204
212,7,8016,213
213,11,8016,207
214,20,8016,214
215,9,8016,209
216,6,8016,210
217,37,8016,211
218,0,8016,201
219,23,8016,203
220,13,8760,231
221,39,8760,234
222,6,8760,223
223,11,8760,230
224,11,8760,222
225,27,8760,239
226,36,8760,225
227,12,8760,228
228,3,8760,221
229,4,8760,226
230,21,8760,224
231,33,8760,237
232,4,8760,232
233,2,8760,238
234,43,8760,236
235,25,8760,235
236,34,8760,227
237,8,8760,233
238,17,8760,229
239,36,8760,240
