,Product_ID,Deadlines,Fermentation_sequence
0,36,744,3
1,22,744,16
2,9,744,13
3,13,744,15
4,35,744,7
5,22,744,20
6,9,744,6
7,33,744,2
8,13,744,18
9,28,744,11
10,31,744,12
11,12,744,8
12,41,744,10
13,20,744,1
14,3,744,19
15,26,744,9
16,35,744,5
17,6,744,14
18,33,744,4
19,12,744,17
20,28,1416,39
21,41,1416,35
22,34,1416,32
23,38,1416,31
24,36,1416,28
25,34,1416,33
26,17,1416,21
27,4,1416,26
28,19,1416,22
29,25,1416,23
30,3,1416,40
31,41,1416,34
32,24,1416,24
33,43,1416,27
34,42,1416,30
35,10,1416,36
36,29,1416,29
37,27,1416,25
38,5,1416,37
39,3,1416,38
40,23,2160,60
41,32,2160,50
42,43,2160,45
43,21,2160,51
44,39,2160,54
45,16,2160,44
46,7,2160,55
47,26,2160,43
48,16,2160,49
49,6,2160,47
50,24,2160,48
51,21,2160,56
52,2,2160,52
53,38,2160,53
54,20,2160,41
55,23,2160,57
56,23,2160,58
57,23,2160,59
58,16,2160,46
59,31,2160,42
60,9,2880,64
61,25,2880,68
62,23,2880,80
63,9,2880,76
64,8,2880,65
65,25,2880,73
66,37,2880,77
67,38,2880,78
68,25,2880,71
69,18,2880,63
70,20,2880,69
71,17,2880,61
72,28,2880,79
73,38,2880,74
74,18,2880,67
75,35,2880,66
76,36,2880,72
77,33,2880,62
78,27,2880,75
79,27,2880,70
80,17,3624,81
81,36,3624,88
82,24,3624,86
83,40,3624,93
84,14,3624,99
85,20,3624,91
86,31,3624,83
87,28,3624,96
88,43,3624,92
89,15,3624,94
90,30,3624,100
91,10,3624,98
92,20,3624,84
93,32,3624,97
94,1,3624,85
95,19,3624,89
96,16,3624,82
97,1,3624,95
98,40,3624,87
99,6,3624,90
100,43,4344,112
101,13,4344,116
102,28,4344,119
103,10,4344,117
104,40,4344,109
105,29,4344,118
106,13,4344,115
107,26,4344,113
108,17,4344,106
109,19,4344,103
110,42,4344,114
111,31,4344,107
112,38,4344,111
113,2,4344,110
114,4,4344,101
115,29,4344,105
116,20,4344,104
117,30,4344,120
118,16,4344,102
119,20,4344,108
