,Product_ID,Deadlines,Fermentation_sequence
0,18,744,11
1,10,744,13
2,23,744,20
3,20,744,16
4,15,744,10
5,19,744,9
6,5,744,14
7,17,744,6
8,4,744,2
9,8,744,3
10,41,744,4
11,20,744,18
12,36,744,17
13,1,744,5
14,1,744,15
15,42,744,12
16,18,744,8
17,14,744,19
18,8,744,1
19,15,744,7
20,16,1416,32
21,41,1416,38
22,30,1416,35
23,30,1416,40
24,15,1416,30
25,23,1416,24
26,18,1416,27
27,36,1416,23
28,31,1416,22
29,40,1416,21
30,32,1416,33
31,34,1416,34
32,17,1416,37
33,21,1416,39
34,35,1416,29
35,42,1416,28
36,12,1416,25
37,6,1416,36
38,1,1416,31
39,19,1416,26
40,37,2160,47
41,0,2160,46
42,30,2160,60
43,20,2160,59
44,6,2160,53
45,2,2160,50
46,0,2160,45
47,28,2160,48
48,23,2160,55
49,16,2160,56
50,6,2160,41
51,2,2160,44
52,7,2160,58
53,38,2160,51
54,17,2160,42
55,9,2160,52
56,22,2160,57
57,19,2160,43
58,30,2160,54
59,19,2160,49
60,29,2880,62
61,33,2880,66
62,22,2880,79
63,8,2880,63
64,24,2880,71
65,38,2880,76
66,16,2880,64
67,27,2880,68
68,0,2880,67
69,23,2880,72
70,35,2880,80
71,1,2880,77
72,35,2880,73
73,31,2880,78
74,38,2880,75
75,7,2880,69
76,37,2880,74
77,24,2880,61
78,9,2880,65
79,1,2880,70
80,42,3624,94
81,19,3624,89
82,27,3624,92
83,43,3624,81
84,40,3624,83
85,23,3624,87
86,10,3624,91
87,33,3624,98
88,19,3624,82
89,19,3624,86
90,33,3624,88
91,31,3624,100
92,1,3624,99
93,18,3624,90
94,37,3624,95
95,39,3624,93
96,39,3624,97
97,32,3624,85
98,14,3624,96
99,36,3624,84
100,4,4344,116
101,7,4344,106
102,7,4344,118
103,34,4344,108
104,25,4344,107
105,29,4344,112
106,38,4344,104
107,15,4344,111
108,34,4344,101
109,6,4344,105
110,16,4344,113
111,5,4344,119
112,30,4344,120
113,34,4344,103
114,30,4344,115
115,40,4344,117
116,37,4344,102
117,41,4344,109
118,35,4344,114
119,3,4344,110
