,Product_ID,Deadlines,Fermentation_sequence
0,2,744,7
1,2,744,10
2,37,744,11
3,30,744,17
4,4,744,19
5,21,744,20
6,9,744,5
7,3,744,13
8,37,744,16
9,27,744,18
10,33,744,9
11,19,744,2
12,17,744,6
13,24,744,4
14,34,744,15
15,32,744,14
16,38,744,12
17,13,744,1
18,35,744,8
19,43,744,3
20,25,1416,23
21,40,1416,38
22,13,1416,36
23,34,1416,31
24,34,1416,37
25,37,1416,26
26,22,1416,39
27,18,1416,33
28,35,1416,29
29,3,1416,32
30,30,1416,40
31,16,1416,34
32,28,1416,24
33,15,1416,28
34,3,1416,27
35,32,1416,35
36,20,1416,21
37,12,1416,25
38,42,1416,30
39,4,1416,22
