,Product_ID,Deadlines,Fermentation_sequence
0,14,744,19
1,43,744,3
2,11,744,15
3,11,744,8
4,7,744,5
5,27,744,4
6,21,744,18
7,34,744,16
8,31,744,2
9,39,744,12
10,39,744,14
11,13,744,17
12,0,744,1
13,27,744,13
14,40,744,10
15,26,744,7
16,14,744,20
17,32,744,11
18,8,744,9
19,12,744,6
20,43,1416,32
21,0,1416,36
22,22,1416,40
23,6,1416,35
24,9,1416,34
25,13,1416,38
26,24,1416,27
27,35,1416,28
28,20,1416,23
29,28,1416,39
30,35,1416,31
31,1,1416,25
32,15,1416,29
33,38,1416,33
34,17,1416,22
35,28,1416,30
36,35,1416,24
37,43,1416,26
38,37,1416,37
39,35,1416,21
40,17,2160,43
41,37,2160,46
42,13,2160,56
43,34,2160,58
44,41,2160,47
45,17,2160,49
46,36,2160,52
47,37,2160,54
48,1,2160,48
49,3,2160,60
50,6,2160,45
51,1,2160,42
52,5,2160,59
53,1,2160,50
54,11,2160,44
55,2,2160,51
56,11,2160,53
57,13,2160,55
58,13,2160,57
59,35,2160,41
60,37,2880,78
61,35,2880,64
62,24,2880,62
63,32,2880,75
64,19,2880,76
65,9,2880,69
66,9,2880,72
67,26,2880,63
68,35,2880,66
69,35,2880,67
70,0,2880,77
71,35,2880,70
72,26,2880,61
73,13,2880,79
74,16,2880,68
75,14,2880,80
76,15,2880,71
77,2,2880,65
78,25,2880,74
79,39,2880,73
80,42,3624,94
81,43,3624,91
82,30,3624,99
83,22,3624,87
84,33,3624,88
85,18,3624,89
86,0,3624,95
87,37,3624,96
88,22,3624,100
89,41,3624,98
90,17,3624,82
91,31,3624,86
92,11,3624,92
93,25,3624,93
94,7,3624,84
95,35,3624,81
96,34,3624,97
97,20,3624,85
98,19,3624,90
99,19,3624,83
100,41,4344,105
101,0,4344,116
102,28,4344,113
103,9,4344,107
104,31,4344,102
105,17,4344,101
106,33,4344,103
107,32,4344,115
108,43,4344,109
109,24,4344,106
110,3,4344,119
111,3,4344,120
112,4,4344,111
113,30,4344,118
114,19,4344,114
115,9,4344,112
116,31,4344,110
117,26,4344,104
118,34,4344,117
119,17,4344,108
120,0,5088,134
121,2,5088,133
122,7,5088,130
123,31,5088,132
124,24,5088,125
125,5,5088,138
126,31,5088,128
127,39,5088,123
128,1,5088,121
129,19,5088,127
130,17,5088,129
131,3,5088,140
132,11,5088,124
133,41,5088,137
134,3,5088,139
135,18,5088,126
136,19,5088,122
137,42,5088,135
138,29,5088,131
139,42,5088,136
140,22,5832,160
141,25,5832,149
142,27,5832,152
143,35,5832,141
144,30,5832,156
145,30,5832,158
146,43,5832,151
147,15,5832,145
148,19,5832,146
149,20,5832,142
150,4,5832,153
151,30,5832,159
152,23,5832,154
153,23,5832,155
154,6,5832,150
155,43,5832,143
156,35,5832,144
157,19,5832,147
158,30,5832,157
159,43,5832,148
160,23,6552,180
161,0,6552,170
162,13,6552,174
163,29,6552,162
164,17,6552,167
165,10,6552,177
166,20,6552,165
167,5,6552,178
168,0,6552,172
169,3,6552,179
170,27,6552,168
171,37,6552,173
172,39,6552,169
173,42,6552,171
174,23,6552,166
175,41,6552,175
176,10,6552,176
177,9,6552,163
178,17,6552,161
179,29,6552,164
180,10,7296,193
181,39,7296,198
182,5,7296,196
183,35,7296,181
184,19,7296,184
185,40,7296,183
186,2,7296,189
187,30,7296,197
188,34,7296,192
189,21,7296,195
190,38,7296,190
191,31,7296,185
192,21,7296,194
193,38,7296,191
194,3,7296,199
195,22,7296,200
196,7,7296,182
197,29,7296,186
198,25,7296,188
199,39,7296,187
200,10,8016,214
201,9,8016,209
202,33,8016,201
203,21,8016,215
204,37,8016,212
205,14,8016,219
206,19,8016,207
207,0,8016,213
208,28,8016,217
209,22,8016,220
210,2,8016,206
211,7,8016,210
212,23,8016,218
213,25,8016,202
214,5,8016,216
215,18,8016,204
216,19,8016,205
217,36,8016,208
218,29,8016,211
219,6,8016,203
220,16,8760,226
221,10,8760,233
222,43,8760,225
223,35,8760,228
224,27,8760,234
225,37,8760,236
226,32,8760,231
227,29,8760,235
228,16,8760,229
229,22,8760,239
230,21,8760,237
231,27,8760,223
232,1,8760,230
233,4,8760,224
234,23,8760,238
235,8,8760,222
236,11,8760,227
237,16,8760,221
238,38,8760,232
239,22,8760,240
