,Product_ID,Deadlines,Fermentation_sequence
0,41,744,1
1,38,744,5
2,17,744,7
3,0,744,13
4,13,744,17
5,34,744,19
6,34,744,18
7,21,744,20
8,36,744,8
9,16,744,10
10,20,744,9
11,31,744,4
12,37,744,12
13,16,744,3
14,3,744,14
15,31,744,6
16,39,744,15
17,36,744,2
18,25,744,16
19,2,744,11
20,34,1416,40
21,19,1416,22
22,32,1416,38
23,25,1416,29
24,31,1416,26
25,24,1416,24
26,29,1416,32
27,12,1416,28
28,0,1416,35
29,20,1416,33
30,27,1416,30
31,10,1416,39
32,43,1416,21
33,26,1416,34
34,28,1416,27
35,43,1416,25
36,29,1416,31
37,28,1416,37
38,43,1416,23
39,38,1416,36
40,37,2160,41
41,33,2160,59
42,3,2160,45
43,9,2160,55
44,9,2160,49
45,20,2160,52
46,41,2160,43
47,36,2160,56
48,8,2160,50
49,10,2160,44
50,13,2160,42
51,31,2160,60
52,20,2160,54
53,30,2160,51
54,24,2160,48
55,31,2160,47
56,11,2160,53
57,23,2160,46
58,27,2160,58
59,3,2160,57
60,17,2880,61
61,42,2880,64
62,22,2880,78
63,4,2880,71
64,21,2880,70
65,10,2880,66
66,16,2880,67
67,6,2880,76
68,34,2880,65
69,30,2880,80
70,7,2880,74
71,25,2880,63
72,2,2880,68
73,16,2880,79
74,27,2880,62
75,3,2880,77
76,36,2880,73
77,29,2880,72
78,30,2880,75
79,34,2880,69
80,37,3624,90
81,0,3624,100
82,4,3624,82
83,0,3624,99
84,4,3624,92
85,29,3624,93
86,20,3624,87
87,41,3624,94
88,15,3624,88
89,24,3624,85
90,36,3624,96
91,25,3624,81
92,0,3624,91
93,16,3624,98
94,23,3624,97
95,4,3624,95
96,31,3624,89
97,17,3624,86
98,4,3624,83
99,40,3624,84
100,4,4344,116
101,34,4344,106
102,25,4344,115
103,18,4344,107
104,7,4344,117
105,2,4344,109
106,14,4344,114
107,24,4344,105
108,27,4344,119
109,24,4344,103
110,36,4344,118
111,31,4344,110
112,37,4344,112
113,34,4344,108
114,22,4344,101
115,13,4344,113
116,9,4344,120
117,12,4344,102
118,1,4344,104
119,18,4344,111
