,Product_ID,Deadlines,Fermentation_sequence
0,2,744,6
1,34,744,1
2,10,744,17
3,3,744,9
4,27,744,4
5,20,744,16
6,28,744,3
7,31,744,7
8,41,744,8
9,29,744,12
10,9,744,5
11,37,744,20
12,34,744,11
13,9,744,19
14,15,744,14
15,14,744,2
16,36,744,13
17,11,744,15
18,36,744,18
19,43,744,10
20,38,1416,22
21,42,1416,40
22,4,1416,29
23,18,1416,33
24,42,1416,21
25,26,1416,36
26,25,1416,30
27,34,1416,34
28,16,1416,37
29,30,1416,35
30,29,1416,32
31,7,1416,31
32,2,1416,28
33,18,1416,39
34,8,1416,24
35,17,1416,27
36,7,1416,26
37,28,1416,38
38,11,1416,23
39,39,1416,25
40,10,2160,54
41,7,2160,49
42,17,2160,46
43,39,2160,55
44,36,2160,50
45,13,2160,47
46,7,2160,56
47,20,2160,60
48,21,2160,58
49,14,2160,41
50,19,2160,45
51,9,2160,51
52,42,2160,57
53,38,2160,59
54,33,2160,52
55,12,2160,44
56,19,2160,43
57,42,2160,53
58,31,2160,42
59,5,2160,48
60,18,2880,63
61,20,2880,76
62,22,2880,69
63,17,2880,71
64,8,2880,78
65,35,2880,70
66,1,2880,61
67,42,2880,68
68,37,2880,67
69,16,2880,65
70,23,2880,79
71,2,2880,74
72,21,2880,75
73,16,2880,73
74,9,2880,66
75,30,2880,72
76,25,2880,77
77,31,2880,62
78,3,2880,64
79,16,2880,80
80,6,3624,81
81,22,3624,92
82,6,3624,86
83,25,3624,94
84,43,3624,97
85,33,3624,93
86,33,3624,84
87,27,3624,91
88,39,3624,90
89,41,3624,87
90,39,3624,85
91,31,3624,95
92,21,3624,88
93,33,3624,98
94,24,3624,96
95,0,3624,100
96,5,3624,89
97,16,3624,83
98,39,3624,82
99,43,3624,99
100,43,4344,112
101,23,4344,109
102,4,4344,119
103,10,4344,111
104,28,4344,106
105,26,4344,117
106,42,4344,101
107,12,4344,105
108,23,4344,104
109,18,4344,103
110,26,4344,115
111,21,4344,114
112,34,4344,118
113,6,4344,108
114,31,4344,113
115,39,4344,107
116,16,4344,110
117,29,4344,120
118,38,4344,116
119,41,4344,102
