,Product_ID,Deadlines,Fermentation_sequence
0,13,744,13
1,10,744,14
2,0,744,11
3,30,744,19
4,22,744,20
5,7,744,5
6,4,744,7
7,13,744,12
8,36,744,8
9,4,744,3
10,21,744,15
11,40,744,4
12,5,744,16
13,14,744,17
14,8,744,6
15,2,744,1
16,16,744,10
17,33,744,2
18,30,744,18
19,4,744,9
20,1,1416,31
21,3,1416,39
22,9,1416,23
23,32,1416,25
24,24,1416,29
25,29,1416,33
26,18,1416,22
27,7,1416,34
28,17,1416,21
29,43,1416,27
30,34,1416,37
31,28,1416,32
32,36,1416,24
33,0,1416,36
34,41,1416,30
35,3,1416,40
36,13,1416,35
37,30,1416,38
38,40,1416,26
39,26,1416,28
40,34,2160,55
41,2,2160,50
42,37,2160,53
43,3,2160,60
44,18,2160,41
45,14,2160,56
46,40,2160,48
47,7,2160,57
48,17,2160,46
49,14,2160,59
50,5,2160,58
51,9,2160,42
52,37,2160,54
53,43,2160,49
54,2,2160,47
55,32,2160,51
56,26,2160,45
57,0,2160,52
58,16,2160,44
59,33,2160,43
60,37,2880,75
61,22,2880,80
62,18,2880,65
63,26,2880,71
64,3,2880,76
65,37,2880,73
66,35,2880,69
67,16,2880,61
68,38,2880,68
69,24,2880,66
70,23,2880,77
71,14,2880,79
72,42,2880,72
73,20,2880,64
74,14,2880,78
75,9,2880,62
76,15,2880,70
77,42,2880,67
78,5,2880,74
79,24,2880,63
80,0,3624,94
81,1,3624,92
82,25,3624,86
83,18,3624,93
84,9,3624,89
85,19,3624,83
86,14,3624,100
87,13,3624,95
88,1,3624,87
89,20,3624,90
90,36,3624,85
91,12,3624,88
92,18,3624,84
93,25,3624,82
94,3,3624,99
95,4,3624,98
96,15,3624,91
97,41,3624,96
98,28,3624,97
99,29,3624,81
100,28,4344,107
101,34,4344,114
102,42,4344,110
103,37,4344,111
104,34,4344,113
105,8,4344,102
106,25,4344,101
107,26,4344,104
108,33,4344,103
109,34,4344,112
110,22,4344,120
111,25,4344,118
112,33,4344,108
113,10,4344,116
114,2,4344,109
115,10,4344,115
116,7,4344,117
117,4,4344,106
118,3,4344,119
119,29,4344,105
