,Product_ID,Deadlines,Fermentation_sequence
0,17,744,8
1,27,744,6
2,12,744,14
3,14,744,13
4,29,744,15
5,1,744,11
6,33,744,2
7,7,744,5
8,5,744,20
9,17,744,9
10,35,744,7
11,39,744,18
12,17,744,19
13,21,744,16
14,14,744,17
15,1,744,4
16,35,744,1
17,20,744,3
18,14,744,12
19,37,744,10
20,39,1416,36
21,26,1416,21
22,36,1416,30
23,21,1416,39
24,28,1416,34
25,4,1416,33
26,26,1416,23
27,29,1416,29
28,35,1416,40
29,43,1416,28
30,42,1416,26
31,43,1416,35
32,8,1416,37
33,25,1416,38
34,15,1416,31
35,11,1416,25
36,31,1416,24
37,34,1416,27
38,32,1416,32
39,32,1416,22
40,16,2160,54
41,21,2160,50
42,18,2160,51
43,19,2160,53
44,13,2160,43
45,15,2160,47
46,13,2160,60
47,6,2160,55
48,1,2160,52
49,36,2160,58
50,0,2160,42
51,15,2160,57
52,25,2160,44
53,15,2160,46
54,2,2160,49
55,13,2160,59
56,4,2160,48
57,19,2160,56
58,8,2160,41
59,15,2160,45
60,33,2880,73
61,8,2880,74
62,31,2880,61
63,7,2880,67
64,5,2880,69
65,37,2880,64
66,19,2880,78
67,22,2880,76
68,27,2880,68
69,31,2880,71
70,34,2880,65
71,19,2880,72
72,32,2880,80
73,3,2880,70
74,42,2880,79
75,26,2880,62
76,32,2880,63
77,27,2880,77
78,26,2880,75
79,39,2880,66
80,43,3624,98
81,5,3624,100
82,26,3624,85
83,15,3624,92
84,20,3624,86
85,9,3624,90
86,31,3624,84
87,12,3624,88
88,42,3624,81
89,15,3624,82
90,7,3624,95
91,4,3624,93
92,39,3624,94
93,4,3624,91
94,33,3624,87
95,2,3624,97
96,25,3624,99
97,29,3624,96
98,1,3624,89
99,5,3624,83
100,32,4344,112
101,23,4344,120
102,6,4344,114
103,1,4344,102
104,3,4344,111
105,1,4344,115
106,7,4344,101
107,20,4344,109
108,9,4344,107
109,40,4344,103
110,17,4344,108
111,9,4344,116
112,4,4344,113
113,21,4344,118
114,8,4344,104
115,9,4344,117
116,3,4344,110
117,15,4344,119
118,43,4344,105
119,21,4344,106
