,Product_ID,Deadlines,Fermentation_sequence
0,15,744,18
1,3,744,17
2,20,744,11
3,33,744,7
4,21,744,20
5,38,744,15
6,29,744,10
7,31,744,8
8,42,744,13
9,13,744,16
10,20,744,5
11,4,744,4
12,20,744,3
13,26,744,6
14,0,744,14
15,36,744,9
16,11,744,1
17,23,744,19
18,6,744,2
19,37,744,12
20,6,1416,30
21,21,1416,39
22,43,1416,21
23,40,1416,25
24,19,1416,28
25,20,1416,37
26,40,1416,22
27,16,1416,34
28,26,1416,33
29,5,1416,32
30,15,1416,27
31,20,1416,31
32,42,1416,38
33,6,1416,36
34,30,1416,40
35,15,1416,35
36,17,1416,23
37,10,1416,29
38,2,1416,26
39,36,1416,24
40,24,2160,48
41,27,2160,55
42,38,2160,57
43,13,2160,52
44,11,2160,49
45,23,2160,60
46,27,2160,46
47,22,2160,59
48,11,2160,50
49,25,2160,51
50,15,2160,58
51,31,2160,44
52,38,2160,53
53,43,2160,43
54,9,2160,54
55,17,2160,47
56,7,2160,41
57,11,2160,56
58,10,2160,45
59,29,2160,42
60,38,2880,74
61,13,2880,78
62,35,2880,66
63,12,2880,75
64,31,2880,62
65,43,2880,65
66,42,2880,67
67,19,2880,63
68,4,2880,77
69,13,2880,73
70,37,2880,72
71,30,2880,80
72,6,2880,64
73,41,2880,79
74,38,2880,68
75,33,2880,69
76,18,2880,71
77,31,2880,61
78,15,2880,70
79,15,2880,76
80,32,3624,94
81,36,3624,83
82,24,3624,97
83,11,3624,87
84,20,3624,88
85,8,3624,99
86,15,3624,93
87,2,3624,90
88,40,3624,89
89,5,3624,95
90,21,3624,100
91,32,3624,96
92,14,3624,98
93,27,3624,82
94,16,3624,85
95,8,3624,81
96,31,3624,86
97,29,3624,84
98,25,3624,92
99,4,3624,91
100,24,4344,105
101,41,4344,103
102,8,4344,106
103,22,4344,116
104,0,4344,101
105,8,4344,117
106,3,4344,109
107,9,4344,114
108,29,4344,113
109,12,4344,115
110,12,4344,119
111,9,4344,107
112,20,4344,108
113,13,4344,120
114,15,4344,111
115,38,4344,102
116,32,4344,110
117,15,4344,104
118,23,4344,118
119,31,4344,112
