,Product_ID,Deadlines,Fermentation_sequence
0,1,744,1
1,23,744,20
2,13,744,16
3,5,744,18
4,8,744,4
5,18,744,7
6,2,744,15
7,37,744,11
8,29,744,6
9,24,744,8
10,24,744,2
11,15,744,14
12,3,744,19
13,41,744,13
14,0,744,9
15,7,744,5
16,37,744,12
17,2,744,3
18,38,744,10
19,21,744,17
20,32,1416,31
21,39,1416,38
22,16,1416,32
23,39,1416,28
24,1,1416,27
25,7,1416,35
26,11,1416,34
27,36,1416,36
28,32,1416,39
29,12,1416,26
30,27,1416,37
31,28,1416,40
32,15,1416,30
33,18,1416,23
34,15,1416,22
35,2,1416,25
36,4,1416,33
37,27,1416,29
38,40,1416,21
39,31,1416,24
40,17,2160,41
41,28,2160,57
42,18,2160,42
43,35,2160,50
44,39,2160,48
45,26,2160,52
46,38,2160,47
47,8,2160,44
48,20,2160,46
49,15,2160,51
50,7,2160,55
51,14,2160,58
52,39,2160,54
53,6,2160,43
54,6,2160,45
55,10,2160,53
56,16,2160,49
57,14,2160,59
58,3,2160,60
59,5,2160,56
60,21,2880,75
61,43,2880,66
62,15,2880,68
63,42,2880,73
64,22,2880,80
65,8,2880,63
66,3,2880,79
67,15,2880,61
68,40,2880,67
69,0,2880,74
70,18,2880,65
71,5,2880,76
72,29,2880,71
73,5,2880,77
74,16,2880,62
75,19,2880,64
76,8,2880,72
77,33,2880,70
78,2,2880,69
79,28,2880,78
80,15,3624,88
81,23,3624,99
82,10,3624,96
83,31,3624,87
84,34,3624,95
85,14,3624,100
86,19,3624,89
87,13,3624,91
88,0,3624,90
89,31,3624,81
90,6,3624,83
91,5,3624,98
92,25,3624,82
93,41,3624,93
94,1,3624,86
95,32,3624,94
96,36,3624,84
97,21,3624,97
98,11,3624,85
99,13,3624,92
100,18,4344,108
101,10,4344,117
102,17,4344,101
103,20,4344,103
104,34,4344,116
105,21,4344,118
106,38,4344,115
107,14,4344,120
108,4,4344,109
109,12,4344,112
110,33,4344,107
111,15,4344,111
112,33,4344,106
113,33,4344,102
114,21,4344,119
115,11,4344,110
116,35,4344,104
117,36,4344,105
118,42,4344,114
119,15,4344,113
120,32,5088,137
121,18,5088,121
122,33,5088,124
123,36,5088,136
124,19,5088,127
125,16,5088,123
126,25,5088,128
127,30,5088,140
128,5,5088,138
129,36,5088,133
130,18,5088,126
131,2,5088,134
132,26,5088,130
133,31,5088,129
134,34,5088,131
135,11,5088,135
136,30,5088,139
137,29,5088,125
138,29,5088,132
139,24,5088,122
140,8,5832,142
141,10,5832,146
142,6,5832,148
143,12,5832,150
144,17,5832,143
145,27,5832,141
146,11,5832,147
147,34,5832,152
148,30,5832,160
149,10,5832,149
150,43,5832,145
151,14,5832,159
152,21,5832,155
153,15,5832,151
154,32,5832,154
155,27,5832,156
156,21,5832,158
157,39,5832,157
158,5,5832,153
159,33,5832,144
160,24,6552,161
161,13,6552,177
162,32,6552,176
163,42,6552,173
164,3,6552,179
165,0,6552,172
166,38,6552,174
167,11,6552,164
168,4,6552,169
169,17,6552,162
170,22,6552,180
171,24,6552,163
172,36,6552,170
173,1,6552,175
174,18,6552,167
175,24,6552,166
176,2,6552,171
177,8,6552,165
178,38,6552,168
179,32,6552,178
180,36,7296,193
181,6,7296,183
182,38,7296,197
183,23,7296,200
184,4,7296,190
185,5,7296,199
186,38,7296,198
187,29,7296,194
188,32,7296,187
189,24,7296,182
190,11,7296,191
191,20,7296,192
192,7,7296,196
193,33,7296,185
194,27,7296,195
195,24,7296,184
196,43,7296,186
197,11,7296,189
198,19,7296,188
199,17,7296,181
200,18,8016,211
201,32,8016,214
202,22,8016,220
203,22,8016,219
204,31,8016,201
205,8,8016,205
206,6,8016,210
207,41,8016,212
208,2,8016,213
209,43,8016,203
210,9,8016,209
211,36,8016,207
212,4,8016,217
213,7,8016,206
214,6,8016,204
215,20,8016,208
216,37,8016,215
217,33,8016,202
218,23,8016,218
219,5,8016,216
220,11,8760,226
221,11,8760,238
222,33,8760,230
223,39,8760,237
224,34,8760,240
225,25,8760,227
226,18,8760,225
227,8,8760,223
228,17,8760,221
229,15,8760,232
230,0,8760,236
231,2,8760,233
232,2,8760,231
233,16,8760,222
234,0,8760,235
235,32,8760,239
236,11,8760,228
237,26,8760,234
238,25,8760,229
239,31,8760,224
