,Product_ID,Deadlines,Fermentation_sequence
0,15,744,13
1,3,744,18
2,20,744,19
3,33,744,14
4,21,744,3
5,38,744,6
6,29,744,7
7,31,744,5
8,42,744,2
9,13,744,15
10,20,744,9
11,4,744,17
12,20,744,8
13,26,744,20
14,0,744,12
15,36,744,11
16,11,744,16
17,23,744,4
18,6,744,10
19,37,744,1
20,6,1416,23
21,21,1416,34
22,43,1416,21
23,40,1416,27
24,19,1416,33
25,20,1416,37
26,40,1416,35
27,16,1416,31
28,26,1416,29
29,5,1416,30
30,15,1416,36
31,20,1416,28
32,42,1416,39
33,6,1416,32
34,30,1416,38
35,15,1416,24
36,17,1416,25
37,10,1416,26
38,2,1416,40
39,36,1416,22
40,24,2160,47
41,27,2160,51
42,38,2160,43
43,13,2160,59
44,11,2160,50
45,23,2160,60
46,27,2160,45
47,22,2160,56
48,11,2160,57
49,25,2160,58
50,15,2160,42
51,31,2160,41
52,38,2160,55
53,43,2160,46
54,9,2160,49
55,17,2160,52
56,7,2160,44
57,11,2160,53
58,10,2160,54
59,29,2160,48
60,38,2880,67
61,13,2880,66
62,35,2880,72
63,12,2880,69
64,31,2880,73
65,43,2880,71
66,42,2880,63
67,19,2880,65
68,4,2880,62
69,13,2880,77
70,37,2880,68
71,30,2880,64
72,6,2880,76
73,41,2880,78
74,38,2880,75
75,33,2880,61
76,18,2880,74
77,31,2880,79
78,15,2880,70
79,15,2880,80
80,32,3624,83
81,36,3624,92
82,24,3624,91
83,11,3624,99
84,20,3624,90
85,8,3624,82
86,15,3624,97
87,2,3624,96
88,40,3624,89
89,5,3624,98
90,21,3624,94
91,32,3624,85
92,14,3624,84
93,27,3624,81
94,16,3624,86
95,8,3624,88
96,31,3624,95
97,29,3624,93
98,25,3624,100
99,4,3624,87
100,24,4344,112
101,41,4344,118
102,8,4344,106
103,22,4344,115
104,0,4344,111
105,8,4344,105
106,3,4344,114
107,9,4344,103
108,29,4344,101
109,12,4344,116
110,12,4344,108
111,9,4344,102
112,20,4344,104
113,13,4344,120
114,15,4344,110
115,38,4344,117
116,32,4344,113
117,15,4344,107
118,23,4344,109
119,31,4344,119
