,Product_ID,Deadlines,Fermentation_sequence
0,21,744,17
1,27,744,8
2,23,744,13
3,15,744,6
4,29,744,3
5,28,744,1
6,42,744,14
7,8,744,7
8,33,744,4
9,7,744,9
10,3,744,12
11,35,744,2
12,16,744,10
13,12,744,5
14,26,744,11
15,14,744,18
16,34,744,16
17,13,744,15
18,29,744,20
19,36,744,19
20,22,1416,24
21,7,1416,39
22,33,1416,33
23,41,1416,31
24,38,1416,23
25,29,1416,40
26,12,1416,25
27,2,1416,37
28,10,1416,30
29,15,1416,26
30,14,1416,38
31,10,1416,34
32,0,1416,21
33,0,1416,29
34,22,1416,36
35,18,1416,28
36,13,1416,22
37,23,1416,32
38,17,1416,27
39,3,1416,35
40,18,2160,47
41,20,2160,54
42,1,2160,57
43,18,2160,45
44,7,2160,52
45,30,2160,44
46,23,2160,43
47,16,2160,49
48,14,2160,60
49,6,2160,53
50,30,2160,55
51,8,2160,50
52,32,2160,59
53,15,2160,41
54,40,2160,42
55,1,2160,48
56,5,2160,46
57,15,2160,56
58,27,2160,51
59,22,2160,58
60,36,2880,68
61,16,2880,63
62,5,2880,74
63,24,2880,70
64,25,2880,79
65,29,2880,66
66,8,2880,64
67,7,2880,78
68,42,2880,73
69,29,2880,69
70,28,2880,71
71,42,2880,80
72,24,2880,72
73,6,2880,61
74,7,2880,65
75,38,2880,67
76,8,2880,77
77,0,2880,75
78,3,2880,76
79,24,2880,62
80,3,3624,95
81,0,3624,90
82,33,3624,88
83,0,3624,92
84,1,3624,82
85,20,3624,89
86,23,3624,96
87,0,3624,93
88,29,3624,83
89,42,3624,91
90,18,3624,85
91,19,3624,84
92,14,3624,86
93,40,3624,97
94,31,3624,81
95,1,3624,99
96,43,3624,100
97,37,3624,94
98,22,3624,87
99,1,3624,98
100,36,4344,112
101,42,4344,102
102,27,4344,117
103,21,4344,104
104,25,4344,118
105,33,4344,115
106,32,4344,106
107,29,4344,110
108,1,4344,109
109,20,4344,111
110,29,4344,113
111,3,4344,105
112,0,4344,103
113,21,4344,119
114,30,4344,116
115,5,4344,107
116,35,4344,101
117,23,4344,114
118,12,4344,108
119,13,4344,120
