,Product_ID,Deadlines,Fermentation_sequence
0,19,744,13
1,19,744,9
2,22,744,10
3,40,744,8
4,7,744,7
5,28,744,12
6,14,744,19
7,35,744,2
8,13,744,15
9,35,744,11
10,30,744,20
11,20,744,5
12,43,744,1
13,20,744,6
14,34,744,16
15,37,744,3
16,37,744,14
17,5,744,18
18,41,744,17
19,10,744,4
20,0,1416,21
21,27,1416,30
22,4,1416,27
23,20,1416,34
24,33,1416,32
25,7,1416,29
26,4,1416,23
27,20,1416,24
28,9,1416,28
29,13,1416,38
30,6,1416,33
31,13,1416,40
32,8,1416,22
33,13,1416,37
34,38,1416,26
35,3,1416,35
36,43,1416,36
37,22,1416,31
38,5,1416,39
39,42,1416,25
40,38,2160,47
41,30,2160,59
42,3,2160,53
43,21,2160,58
44,32,2160,52
45,8,2160,51
46,40,2160,50
47,16,2160,54
48,42,2160,43
49,31,2160,41
50,30,2160,60
51,20,2160,42
52,26,2160,55
53,13,2160,56
54,38,2160,44
55,26,2160,49
56,39,2160,46
57,12,2160,48
58,21,2160,57
59,27,2160,45
60,27,2880,74
61,25,2880,63
62,15,2880,76
63,14,2880,80
64,13,2880,69
65,42,2880,64
66,20,2880,61
67,39,2880,62
68,36,2880,75
69,38,2880,65
70,36,2880,66
71,26,2880,68
72,8,2880,73
73,10,2880,79
74,32,2880,77
75,6,2880,67
76,20,2880,72
77,41,2880,70
78,3,2880,71
79,41,2880,78
80,32,3624,92
81,40,3624,91
82,35,3624,83
83,6,3624,86
84,35,3624,98
85,11,3624,93
86,19,3624,84
87,11,3624,85
88,13,3624,99
89,34,3624,100
90,0,3624,95
91,0,3624,87
92,29,3624,82
93,28,3624,89
94,14,3624,96
95,6,3624,94
96,31,3624,90
97,38,3624,88
98,22,3624,97
99,8,3624,81
100,23,4344,120
101,25,4344,111
102,10,4344,117
103,6,4344,102
104,41,4344,106
105,2,4344,119
106,8,4344,103
107,23,4344,107
108,1,4344,109
109,26,4344,104
110,39,4344,101
111,18,4344,115
112,16,4344,108
113,2,4344,110
114,15,4344,113
115,0,4344,116
116,24,4344,105
117,2,4344,114
118,30,4344,118
119,8,4344,112
