,Product_ID,Deadlines,Fermentation_sequence
0,19,744,5
1,19,744,17
2,22,744,8
3,40,744,16
4,7,744,15
5,28,744,10
6,14,744,19
7,35,744,9
8,13,744,2
9,35,744,11
10,30,744,13
11,20,744,14
12,43,744,6
13,20,744,18
14,34,744,3
15,37,744,1
16,37,744,20
17,5,744,12
18,41,744,7
19,10,744,4
20,0,1416,22
21,27,1416,37
22,4,1416,38
23,20,1416,28
24,33,1416,25
25,7,1416,27
26,4,1416,30
27,20,1416,26
28,9,1416,32
29,13,1416,35
30,6,1416,33
31,13,1416,34
32,8,1416,31
33,13,1416,21
34,38,1416,29
35,3,1416,23
36,43,1416,39
37,22,1416,24
38,5,1416,36
39,42,1416,40
40,38,2160,59
41,30,2160,44
42,3,2160,48
43,21,2160,53
44,32,2160,43
45,8,2160,51
46,40,2160,55
47,16,2160,42
48,42,2160,47
49,31,2160,56
50,30,2160,54
51,20,2160,57
52,26,2160,46
53,13,2160,41
54,38,2160,52
55,26,2160,58
56,39,2160,49
57,12,2160,45
58,21,2160,60
59,27,2160,50
60,27,2880,69
61,25,2880,79
62,15,2880,75
63,14,2880,67
64,13,2880,63
65,42,2880,61
66,20,2880,70
67,39,2880,77
68,36,2880,72
69,38,2880,64
70,36,2880,71
71,26,2880,76
72,8,2880,80
73,10,2880,68
74,32,2880,66
75,6,2880,78
76,20,2880,73
77,41,2880,62
78,3,2880,74
79,41,2880,65
80,32,3624,92
81,40,3624,91
82,35,3624,85
83,6,3624,88
84,35,3624,82
85,11,3624,94
86,19,3624,84
87,11,3624,87
88,13,3624,97
89,34,3624,98
90,0,3624,100
91,0,3624,96
92,29,3624,83
93,28,3624,90
94,14,3624,93
95,6,3624,95
96,31,3624,89
97,38,3624,99
98,22,3624,81
99,8,3624,86
100,23,4344,107
101,25,4344,120
102,10,4344,104
103,6,4344,101
104,41,4344,111
105,2,4344,106
106,8,4344,102
107,23,4344,105
108,1,4344,113
109,26,4344,110
110,39,4344,119
111,18,4344,112
112,16,4344,108
113,2,4344,116
114,15,4344,115
115,0,4344,103
116,24,4344,114
117,2,4344,117
118,30,4344,109
119,8,4344,118
