,Product_ID,Deadlines,Fermentation_sequence
0,21,744,16
1,27,744,11
2,23,744,18
3,15,744,2
4,29,744,6
5,28,744,17
6,42,744,13
7,8,744,8
8,33,744,5
9,7,744,9
10,3,744,19
11,35,744,1
12,16,744,7
13,12,744,3
14,26,744,4
15,14,744,20
16,34,744,15
17,13,744,14
18,29,744,10
19,36,744,12
20,22,1416,40
21,7,1416,32
22,33,1416,22
23,41,1416,35
24,38,1416,31
25,29,1416,21
26,12,1416,23
27,2,1416,25
28,10,1416,34
29,15,1416,24
30,14,1416,38
31,10,1416,33
32,0,1416,28
33,0,1416,29
34,22,1416,39
35,18,1416,27
36,13,1416,30
37,23,1416,37
38,17,1416,26
39,3,1416,36
40,18,2160,46
41,20,2160,43
42,1,2160,50
43,18,2160,47
44,7,2160,42
45,30,2160,60
46,23,2160,56
47,16,2160,41
48,14,2160,57
49,6,2160,44
50,30,2160,58
51,8,2160,45
52,32,2160,51
53,15,2160,53
54,40,2160,52
55,1,2160,49
56,5,2160,48
57,15,2160,55
58,27,2160,54
59,22,2160,59
60,36,2880,72
61,16,2880,64
62,5,2880,78
63,24,2880,61
64,25,2880,68
65,29,2880,65
66,8,2880,69
67,7,2880,70
68,42,2880,76
69,29,2880,71
70,28,2880,79
71,42,2880,77
72,24,2880,66
73,6,2880,62
74,7,2880,73
75,38,2880,74
76,8,2880,67
77,0,2880,75
78,3,2880,80
79,24,2880,63
80,3,3624,98
81,0,3624,90
82,33,3624,82
83,0,3624,96
84,1,3624,86
85,20,3624,81
86,23,3624,94
87,0,3624,95
88,29,3624,87
89,42,3624,89
90,18,3624,83
91,19,3624,88
92,14,3624,100
93,40,3624,91
94,31,3624,85
95,1,3624,84
96,43,3624,92
97,37,3624,97
98,22,3624,99
99,1,3624,93
100,36,4344,109
101,42,4344,112
102,27,4344,110
103,21,4344,115
104,25,4344,107
105,33,4344,103
106,32,4344,111
107,29,4344,106
108,1,4344,104
109,20,4344,102
110,29,4344,108
111,3,4344,120
112,0,4344,113
113,21,4344,116
114,30,4344,119
115,5,4344,117
116,35,4344,101
117,23,4344,118
118,12,4344,105
119,13,4344,114
